OBJECTNUMMER;Kans_code;Kans;Diepte_code;Diepte;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
136;1;"Geen significante overstromingskans";1;"";"POLYGON((4.92445 52.391835,4.923736 52.394238,4.924425 52.39424,4.92445 52.391835))";"POLYGON((52.391835 4.92445,52.394238 4.923736,52.39424 4.924425,52.391835 4.92445))";4.924098;52.3930305;
137;1;"Geen significante overstromingskans";1;"";"MULTIPOLYGON(((4.897754 52.414804,4.897763 52.413906,4.899114 52.413911,4.899234 52.413821,4.899273 52.410317,4.897803 52.410311,4.897823 52.408513,4.896353 52.408507,4.896363 52.407609,4.897833 52.407615,4.897853 52.405817,4.899322 52.405823,4.899342 52.404026,4.900811 52.404032,4.900821 52.403133,4.899352 52.403127,4.899362 52.402229,4.898599 52.402225,4.897889 52.40256,4.897882 52.403121,4.896704 52.403116,4.896412 52.403254,4.896403 52.404014,4.894934 52.404008,4.894934 52.403948,4.893577 52.404586,4.892644 52.406946,4.891285 52.407588,4.891955 52.40759,4.891935 52.409388,4.893404 52.409394,4.893394 52.410293,4.894864 52.410299,4.894854 52.411197,4.896324 52.411204,4.896284 52.414798,4.897754 52.414804)),((4.9052 52.405847,4.903731 52.405841,4.903721 52.40674,4.90519 52.406746,4.9052 52.405847)),((4.903691 52.409436,4.902222 52.40943,4.902212 52.410329,4.903682 52.410335,4.903691 52.409436)),((4.9052 52.405847,4.905638 52.405849,4.905203 52.405587,4.9052 52.405847)))";"MULTIPOLYGON(((52.414804 4.897754,52.413906 4.897763,52.413911 4.899114,52.413821 4.899234,52.410317 4.899273,52.410311 4.897803,52.408513 4.897823,52.408507 4.896353,52.407609 4.896363,52.407615 4.897833,52.405817 4.897853,52.405823 4.899322,52.404026 4.899342,52.404032 4.900811,52.403133 4.900821,52.403127 4.899352,52.402229 4.899362,52.402225 4.898599,52.40256 4.897889,52.403121 4.897882,52.403116 4.896704,52.403254 4.896412,52.404014 4.896403,52.404008 4.894934,52.403948 4.894934,52.404586 4.893577,52.406946 4.892644,52.407588 4.891285,52.40759 4.891955,52.409388 4.891935,52.409394 4.893404,52.410293 4.893394,52.410299 4.894864,52.411197 4.894854,52.411204 4.896324,52.414798 4.896284,52.414804 4.897754)),((52.405847 4.9052,52.405841 4.903731,52.40674 4.903721,52.406746 4.90519,52.405847 4.9052)),((52.409436 4.903691,52.40943 4.902222,52.410329 4.902212,52.410335 4.903682,52.409436 4.903691)),((52.405847 4.9052,52.405849 4.905638,52.405587 4.905203,52.405847 4.9052)))";4.8984665;52.4085075;
138;1;"Geen significante overstromingskans";1;"";"MULTIPOLYGON(((4.866826 52.420065,4.866805 52.421863,4.868275 52.421869,4.868254 52.423666,4.869724 52.423673,4.869713 52.424572,4.871183 52.424578,4.871173 52.425477,4.872643 52.425483,4.872612 52.428179,4.874082 52.428186,4.874092 52.427287,4.875268 52.427292,4.875566 52.426994,4.875573 52.426395,4.876161 52.426397,4.877053 52.425502,4.881463 52.425521,4.881484 52.423724,4.880014 52.423717,4.880024 52.422819,4.877084 52.422806,4.877064 52.424603,4.875593 52.424597,4.875625 52.421901,4.872685 52.421888,4.872695 52.42099,4.871225 52.420983,4.871215 52.421882,4.869745 52.421876,4.869755 52.420977,4.868285 52.42097,4.868296 52.420072,4.866826 52.420065)),((4.89617 52.425044,4.896194 52.422887,4.894724 52.422881,4.894714 52.423779,4.893244 52.423773,4.893234 52.424672,4.884414 52.424635,4.884404 52.425534,4.891754 52.425564,4.89617 52.425044)),((4.871131 52.429072,4.869661 52.429065,4.86965 52.429964,4.86818 52.429957,4.868172 52.430631,4.871118 52.430195,4.871131 52.429072)),((4.884495 52.417445,4.883026 52.417439,4.883015 52.418338,4.884485 52.418344,4.884495 52.417445)),((4.872612 52.428179,4.871141 52.428173,4.871131 52.429072,4.872601 52.429078,4.872612 52.428179)),((4.866826 52.420065,4.866836 52.419167,4.865366 52.41916,4.865356 52.420059,4.866826 52.420065)))";"MULTIPOLYGON(((52.420065 4.866826,52.421863 4.866805,52.421869 4.868275,52.423666 4.868254,52.423673 4.869724,52.424572 4.869713,52.424578 4.871183,52.425477 4.871173,52.425483 4.872643,52.428179 4.872612,52.428186 4.874082,52.427287 4.874092,52.427292 4.875268,52.426994 4.875566,52.426395 4.875573,52.426397 4.876161,52.425502 4.877053,52.425521 4.881463,52.423724 4.881484,52.423717 4.880014,52.422819 4.880024,52.422806 4.877084,52.424603 4.877064,52.424597 4.875593,52.421901 4.875625,52.421888 4.872685,52.42099 4.872695,52.420983 4.871225,52.421882 4.871215,52.421876 4.869745,52.420977 4.869755,52.42097 4.868285,52.420072 4.868296,52.420065 4.866826)),((52.425044 4.89617,52.422887 4.896194,52.422881 4.894724,52.423779 4.894714,52.423773 4.893244,52.424672 4.893234,52.424635 4.884414,52.425534 4.884404,52.425564 4.891754,52.425044 4.89617)),((52.429072 4.871131,52.429065 4.869661,52.429964 4.86965,52.429957 4.86818,52.430631 4.868172,52.430195 4.871118,52.429072 4.871131)),((52.417445 4.884495,52.417439 4.883026,52.418338 4.883015,52.418344 4.884485,52.417445 4.884495)),((52.428179 4.872612,52.428173 4.871141,52.429072 4.871131,52.429078 4.872601,52.428179 4.872612)),((52.420065 4.866826,52.419167 4.866836,52.41916 4.865366,52.420059 4.865356,52.420065 4.866826)))";4.88078;52.424028;
139;1;"Geen significante overstromingskans";1;"";"MULTIPOLYGON(((4.907974 52.421137,4.90945 52.420582,4.909453 52.420245,4.910335 52.420248,4.912402 52.41947,4.912403 52.419358,4.912697 52.419359,4.913878 52.418914,4.913882 52.418465,4.909473 52.418447,4.909463 52.419346,4.907993 52.41934,4.907974 52.421137)),((4.903544 52.422917,4.900604 52.422905,4.900594 52.423804,4.90133 52.423807,4.903544 52.422917)),((4.907974 52.421137,4.905034 52.421125,4.905024 52.422024,4.905759 52.422027,4.907404 52.421366,4.907974 52.421137)),((4.918311 52.416685,4.919781 52.416691,4.919788 52.41599,4.919546 52.415791,4.918321 52.415786,4.918311 52.416685)),((4.918311 52.416685,4.916841 52.416679,4.916832 52.417578,4.91742 52.41758,4.918305 52.417247,4.918311 52.416685)),((4.905024 52.422024,4.903554 52.422018,4.903544 52.422917,4.905021 52.422323,4.905024 52.422024)),((4.900594 52.423804,4.899124 52.423797,4.899115 52.424696,4.900591 52.424103,4.900594 52.423804)),((4.899233 52.413912,4.899234 52.413821,4.899114 52.413911,4.899233 52.413912)))";"MULTIPOLYGON(((52.421137 4.907974,52.420582 4.90945,52.420245 4.909453,52.420248 4.910335,52.41947 4.912402,52.419358 4.912403,52.419359 4.912697,52.418914 4.913878,52.418465 4.913882,52.418447 4.909473,52.419346 4.909463,52.41934 4.907993,52.421137 4.907974)),((52.422917 4.903544,52.422905 4.900604,52.423804 4.900594,52.423807 4.90133,52.422917 4.903544)),((52.421137 4.907974,52.421125 4.905034,52.422024 4.905024,52.422027 4.905759,52.421366 4.907404,52.421137 4.907974)),((52.416685 4.918311,52.416691 4.919781,52.41599 4.919788,52.415791 4.919546,52.415786 4.918321,52.416685 4.918311)),((52.416685 4.918311,52.416679 4.916841,52.417578 4.916832,52.41758 4.91742,52.417247 4.918305,52.416685 4.918311)),((52.422024 4.905024,52.422018 4.903554,52.422917 4.903544,52.422323 4.905021,52.422024 4.905024)),((52.423804 4.900594,52.423797 4.899124,52.424696 4.899115,52.424103 4.900591,52.423804 4.900594)),((52.413912 4.899233,52.413821 4.899234,52.413911 4.899114,52.413912 4.899233)))";4.909456;52.4192515;
140;1;"Geen significante overstromingskans";1;"";"MULTIPOLYGON(((4.95817 52.398861,4.956701 52.398856,4.956692 52.399754,4.955223 52.399749,4.95521 52.401081,4.956678 52.401235,4.956683 52.400653,4.958153 52.400658,4.95817 52.398861)),((4.965584 52.391697,4.967053 52.391703,4.967062 52.390804,4.968531 52.390809,4.968535 52.390379,4.966653 52.389904,4.965602 52.3899,4.965584 52.391697)),((4.965584 52.391697,4.964115 52.391692,4.964098 52.39349,4.965567 52.393495,4.965584 52.391697)),((4.964098 52.39349,4.962629 52.393484,4.962612 52.395282,4.964081 52.395287,4.964098 52.39349)),((4.962612 52.395282,4.961143 52.395277,4.961126 52.397074,4.962595 52.397079,4.962612 52.395282)),((4.961126 52.397074,4.959657 52.397069,4.959648 52.397967,4.961117 52.397973,4.961126 52.397074)),((4.959648 52.397967,4.958179 52.397962,4.95817 52.398861,4.959639 52.398866,4.959648 52.397967)),((4.969991 52.391713,4.968522 52.391708,4.968514 52.392607,4.969912 52.392612,4.969984 52.39253,4.969991 52.391713)))";"MULTIPOLYGON(((52.398861 4.95817,52.398856 4.956701,52.399754 4.956692,52.399749 4.955223,52.401081 4.95521,52.401235 4.956678,52.400653 4.956683,52.400658 4.958153,52.398861 4.95817)),((52.391697 4.965584,52.391703 4.967053,52.390804 4.967062,52.390809 4.968531,52.390379 4.968535,52.389904 4.966653,52.3899 4.965602,52.391697 4.965584)),((52.391697 4.965584,52.391692 4.964115,52.39349 4.964098,52.393495 4.965567,52.391697 4.965584)),((52.39349 4.964098,52.393484 4.962629,52.395282 4.962612,52.395287 4.964081,52.39349 4.964098)),((52.395282 4.962612,52.395277 4.961143,52.397074 4.961126,52.397079 4.962595,52.395282 4.962612)),((52.397074 4.961126,52.397069 4.959657,52.397967 4.959648,52.397973 4.961117,52.397074 4.961126)),((52.397967 4.959648,52.397962 4.958179,52.398861 4.95817,52.398866 4.959639,52.397967 4.959648)),((52.391713 4.969991,52.391708 4.968522,52.392607 4.968514,52.392612 4.969912,52.39253 4.969984,52.391713 4.969991)))";4.9626055;52.3955605;
141;1;"Geen significante overstromingskans";1;"";"MULTIPOLYGON(((4.937473 52.411367,4.931595 52.411344,4.935505 52.412258,4.937464 52.412265,4.937473 52.411367)),((4.936086 52.403273,4.934617 52.403267,4.934598 52.405064,4.936068 52.40507,4.936086 52.403273)),((4.941882 52.411383,4.9419 52.409586,4.940431 52.40958,4.940413 52.411378,4.941882 52.411383)),((4.937473 52.411367,4.938943 52.411372,4.938952 52.410473,4.937482 52.410468,4.937473 52.411367)),((4.941882 52.411383,4.941873 52.412282,4.943343 52.412287,4.943352 52.411389,4.941882 52.411383)),((4.956678 52.401235,4.95521 52.401081,4.955205 52.401546,4.956675 52.401552,4.956678 52.401235)),((4.931595 52.411344,4.930557 52.41134,4.930933 52.411644,4.931595 52.411344)))";"MULTIPOLYGON(((52.411367 4.937473,52.411344 4.931595,52.412258 4.935505,52.412265 4.937464,52.411367 4.937473)),((52.403273 4.936086,52.403267 4.934617,52.405064 4.934598,52.40507 4.936068,52.403273 4.936086)),((52.411383 4.941882,52.409586 4.9419,52.40958 4.940431,52.411378 4.940413,52.411383 4.941882)),((52.411367 4.937473,52.411372 4.938943,52.410473 4.938952,52.410468 4.937482,52.411367 4.937473)),((52.411383 4.941882,52.412282 4.941873,52.412287 4.943343,52.411389 4.943352,52.411383 4.941882)),((52.401235 4.956678,52.401081 4.95521,52.401546 4.955205,52.401552 4.956675,52.401235 4.956678)),((52.411344 4.931595,52.41134 4.930557,52.411644 4.930933,52.411344 4.931595)))";4.9436225;52.406677;
142;1;"Geen significante overstromingskans";1;"";"MULTIPOLYGON(((4.925698 52.413119,4.927657 52.413127,4.928642 52.412681,4.928646 52.412232,4.929626 52.412235,4.930933 52.411644,4.930557 52.41134,4.927186 52.411327,4.927177 52.412226,4.925707 52.41222,4.925698 52.413119)),((4.922739 52.414905,4.9198 52.414893,4.91979 52.415792,4.92175 52.4158,4.922735 52.415354,4.922739 52.414905)),((4.925698 52.413119,4.924228 52.413113,4.924218 52.414012,4.925688 52.414018,4.925698 52.413119)),((4.924218 52.414012,4.922749 52.414006,4.922739 52.414905,4.92372 52.414909,4.924211 52.414686,4.924218 52.414012)),((4.906679 52.404955,4.90521 52.404949,4.905203 52.405587,4.905638 52.405849,4.906669 52.405853,4.906679 52.404955)),((4.911126 52.401378,4.91113 52.40105,4.90966 52.401109,4.909657 52.401372,4.911126 52.401378)),((4.91979 52.415792,4.919546 52.415791,4.919788 52.41599,4.91979 52.415792)))";"MULTIPOLYGON(((52.413119 4.925698,52.413127 4.927657,52.412681 4.928642,52.412232 4.928646,52.412235 4.929626,52.411644 4.930933,52.41134 4.930557,52.411327 4.927186,52.412226 4.927177,52.41222 4.925707,52.413119 4.925698)),((52.414905 4.922739,52.414893 4.9198,52.415792 4.91979,52.4158 4.92175,52.415354 4.922735,52.414905 4.922739)),((52.413119 4.925698,52.413113 4.924228,52.414012 4.924218,52.414018 4.925688,52.413119 4.925698)),((52.414012 4.924218,52.414006 4.922749,52.414905 4.922739,52.414909 4.92372,52.414686 4.924211,52.414012 4.924218)),((52.404955 4.906679,52.404949 4.90521,52.405587 4.905203,52.405849 4.905638,52.405853 4.906669,52.404955 4.906679)),((52.401378 4.911126,52.40105 4.91113,52.401109 4.90966,52.401372 4.909657,52.401378 4.911126)),((52.415792 4.91979,52.415791 4.919546,52.41599 4.919788,52.415792 4.91979)))";4.918073;52.408513;
143;1;"Geen significante overstromingskans";1;"";"MULTIPOLYGON(((4.892644 52.406946,4.893577 52.404586,4.894934 52.403948,4.894944 52.403109,4.893474 52.403103,4.893484 52.402204,4.892015 52.402198,4.891975 52.405793,4.890505 52.405787,4.890495 52.406686,4.889026 52.406679,4.889016 52.407578,4.891285 52.407588,4.892644 52.406946)),((4.875707 52.414711,4.875728 52.412914,4.877198 52.41292,4.877208 52.412022,4.872799 52.412003,4.872778 52.4138,4.874248 52.413806,4.874238 52.414705,4.875707 52.414711)),((4.890536 52.403091,4.889066 52.403085,4.889046 52.404882,4.890516 52.404888,4.890536 52.403091)),((4.902477 52.386064,4.901008 52.386058,4.900989 52.387855,4.902457 52.387861,4.902477 52.386064)),((4.883117 52.409351,4.881648 52.409344,4.881638 52.410243,4.883107 52.410249,4.883117 52.409351)),((4.869818 52.415585,4.869829 52.414686,4.868359 52.414679,4.868348 52.415578,4.869818 52.415585)),((4.869818 52.415585,4.869808 52.416483,4.871277 52.41649,4.871288 52.415591,4.869818 52.415585)),((4.913212 52.392578,4.912694 52.392111,4.912682 52.393295,4.912802 52.393296,4.913212 52.392578)),((4.898599 52.402225,4.897892 52.402223,4.897889 52.40256,4.898599 52.402225)),((4.896704 52.403116,4.896413 52.403115,4.896412 52.403254,4.896704 52.403116)))";"MULTIPOLYGON(((52.406946 4.892644,52.404586 4.893577,52.403948 4.894934,52.403109 4.894944,52.403103 4.893474,52.402204 4.893484,52.402198 4.892015,52.405793 4.891975,52.405787 4.890505,52.406686 4.890495,52.406679 4.889026,52.407578 4.889016,52.407588 4.891285,52.406946 4.892644)),((52.414711 4.875707,52.412914 4.875728,52.41292 4.877198,52.412022 4.877208,52.412003 4.872799,52.4138 4.872778,52.413806 4.874248,52.414705 4.874238,52.414711 4.875707)),((52.403091 4.890536,52.403085 4.889066,52.404882 4.889046,52.404888 4.890516,52.403091 4.890536)),((52.386064 4.902477,52.386058 4.901008,52.387855 4.900989,52.387861 4.902457,52.386064 4.902477)),((52.409351 4.883117,52.409344 4.881648,52.410243 4.881638,52.410249 4.883107,52.409351 4.883117)),((52.415585 4.869818,52.414686 4.869829,52.414679 4.868359,52.415578 4.868348,52.415585 4.869818)),((52.415585 4.869818,52.416483 4.869808,52.41649 4.871277,52.415591 4.871288,52.415585 4.869818)),((52.392578 4.913212,52.392111 4.912694,52.393295 4.912682,52.393296 4.912802,52.392578 4.913212)),((52.402225 4.898599,52.402223 4.897892,52.40256 4.897889,52.402225 4.898599)),((52.403116 4.896704,52.403115 4.896413,52.403254 4.896412,52.403116 4.896704)))";4.890785;52.401267;
144;1;"Geen significante overstromingskans";1;"";"MULTIPOLYGON(((4.9348 52.385293,4.936269 52.385298,4.936278 52.3844,4.934809 52.384394,4.9348 52.385293)),((4.9348 52.385293,4.933331 52.385287,4.933322 52.386186,4.934791 52.386192,4.9348 52.385293)))";"MULTIPOLYGON(((52.385293 4.9348,52.385298 4.936269,52.3844 4.936278,52.384394 4.934809,52.385293 4.9348)),((52.385293 4.9348,52.385287 4.933331,52.386186 4.933322,52.386192 4.934791,52.385293 4.9348)))";4.934805;52.385286;
145;1;"Geen significante overstromingskans";1;"";"MULTIPOLYGON(((5.052093 52.413543,5.046262 52.407236,5.038936 52.404518,5.036008 52.403071,5.03599 52.405408,5.040398 52.405421,5.040391 52.40632,5.041861 52.406324,5.041854 52.407223,5.044793 52.407231,5.044786 52.40813,5.046255 52.408134,5.046241 52.409932,5.047711 52.409936,5.047697 52.411733,5.049167 52.411738,5.049153 52.413535,5.052093 52.413543)),((4.974499 52.380944,4.974515 52.379146,4.975984 52.379152,4.975992 52.378253,4.977461 52.378258,4.977469 52.377359,4.978938 52.377364,4.978954 52.375567,4.980423 52.375572,4.980431 52.374673,4.983368 52.374683,4.98336 52.375582,4.984828 52.375587,4.98482 52.376486,4.986288 52.376491,4.98628 52.377389,4.987749 52.377394,4.987741 52.378293,4.990678 52.378303,4.990683 52.377703,4.989217 52.377399,4.983376 52.373784,4.980439 52.373774,4.973038 52.38004,4.97303 52.380939,4.974499 52.380944)),((5.025835 52.3892,5.024371 52.388656,5.024337 52.392791,5.025806 52.392795,5.025784 52.395491,5.027253 52.395496,5.027224 52.399091,5.028693 52.399095,5.028679 52.400892,5.031617 52.400901,5.028701 52.398196,5.025835 52.3892)),((5.052093 52.413543,5.052086 52.414442,5.056495 52.414454,5.056489 52.415353,5.062368 52.415369,5.062374 52.414471,5.066784 52.414483,5.066767 52.416729,5.06824 52.416284,5.06679 52.413584,5.057965 52.414459,5.052093 52.413543)),((4.962483 52.408763,4.966892 52.408778,4.9669 52.40788,4.96837 52.407885,4.968378 52.406986,4.966909 52.406981,4.966917 52.406082,4.963978 52.406072,4.963961 52.407869,4.962492 52.407864,4.962483 52.408763)),((4.971511 52.386326,4.971528 52.384528,4.972997 52.384534,4.973022 52.381837,4.971553 52.381832,4.971536 52.38363,4.970067 52.383625,4.970042 52.386321,4.971511 52.386326)),((4.962483 52.408763,4.961013 52.408757,4.961005 52.409656,4.959535 52.409651,4.959518 52.411448,4.962457 52.411459,4.962483 52.408763)),((4.991778 52.419649,4.994718 52.419659,4.994726 52.41876,4.997666 52.41877,4.997674 52.417871,4.993264 52.417856,4.993256 52.418755,4.991786 52.41875,4.991778 52.419649)),((5.018513 52.386481,5.01705 52.385803,5.017037 52.387376,5.019975 52.387385,5.019967 52.388283,5.023394 52.388294,5.018513 52.386481)),((4.968535 52.390379,4.968556 52.388113,4.967087 52.388108,4.96707 52.389905,4.966653 52.389904,4.968535 52.390379)),((5.000989 52.374742,4.998608 52.378329,4.999489 52.378332,4.999497 52.377433,5.000966 52.377438,5.000989 52.374742)),((5.013929 52.378378,5.012744 52.373881,5.012706 52.378374,5.013929 52.378378)),((4.991778 52.419649,4.990308 52.419644,4.990292 52.421441,4.991762 52.421446,4.991778 52.419649)),((4.99765 52.420567,4.99471 52.420557,4.994702 52.421456,4.997642 52.421466,4.99765 52.420567)),((4.991754 52.422345,4.990284 52.42234,4.990268 52.424137,4.991738 52.424142,4.991754 52.422345)),((4.993615 52.378313,4.992149 52.378008,4.992138 52.379206,4.993607 52.379211,4.993615 52.378313)),((5.016563 52.385577,5.014124 52.384445,5.014114 52.385569,5.016563 52.385577)),((4.993495 52.391793,4.992026 52.391789,4.992018 52.392687,4.993487 52.392692,4.993495 52.391793)),((4.971477 52.389921,4.970008 52.389916,4.97 52.390814,4.971469 52.39082,4.971477 52.389921)),((4.981587 52.408829,4.983057 52.408834,4.983065 52.407936,4.981596 52.407931,4.981587 52.408829)),((4.981587 52.408829,4.980118 52.408824,4.98011 52.409723,4.981579 52.409728,4.981587 52.408829)),((4.987433 52.412444,4.987441 52.411546,4.985972 52.411541,4.985963 52.412439,4.987433 52.412444)),((4.987433 52.412444,4.987425 52.413343,4.988895 52.413348,4.988903 52.412449,4.987433 52.412444)),((4.994774 52.413368,4.994782 52.412469,4.993312 52.412464,4.993304 52.413363,4.994774 52.413368)),((5.022706 52.412558,5.021236 52.412553,5.021229 52.413452,5.022698 52.413457,5.022706 52.412558)),((4.994774 52.413368,4.994766 52.414266,4.996235 52.414271,4.996243 52.413372,4.994774 52.413368)),((4.996235 52.414271,4.996227 52.41517,4.997697 52.415175,4.997705 52.414276,4.996235 52.414271)),((5.000637 52.415184,4.999167 52.415179,4.999159 52.416078,5.000629 52.416083,5.000637 52.415184)),((4.952082 52.420409,4.950612 52.420403,4.950603 52.421302,4.952073 52.421307,4.952082 52.420409)),((4.971477 52.389921,4.972946 52.389926,4.972955 52.389027,4.971486 52.389022,4.971477 52.389921)),((4.964193 52.383604,4.964197 52.383091,4.962724 52.383599,4.964193 52.383604)),((4.960783 52.381794,4.960352 52.381393,4.959806 52.381501,4.959804 52.381791,4.960783 52.381794)),((5.000989 52.374742,5.002457 52.374747,5.002461 52.374387,5.000989 52.374742)),((5.035276 52.40271,5.034545 52.402348,5.034542 52.402708,5.035276 52.40271)),((4.961753 52.382696,4.961268 52.382245,4.961264 52.382695,4.961753 52.382696)),((5.005402 52.373857,5.005404 52.373678,5.004668 52.373855,5.005402 52.373857)),((5.033447 52.401806,5.033081 52.401625,5.03308 52.401804,5.033447 52.401806)),((4.96567 52.38271,4.965671 52.382582,4.965303 52.382709,4.96567 52.38271)),((4.969983 52.392612,4.969984 52.39253,4.969912 52.392612,4.969983 52.392612)))";"MULTIPOLYGON(((52.413543 5.052093,52.407236 5.046262,52.404518 5.038936,52.403071 5.036008,52.405408 5.03599,52.405421 5.040398,52.40632 5.040391,52.406324 5.041861,52.407223 5.041854,52.407231 5.044793,52.40813 5.044786,52.408134 5.046255,52.409932 5.046241,52.409936 5.047711,52.411733 5.047697,52.411738 5.049167,52.413535 5.049153,52.413543 5.052093)),((52.380944 4.974499,52.379146 4.974515,52.379152 4.975984,52.378253 4.975992,52.378258 4.977461,52.377359 4.977469,52.377364 4.978938,52.375567 4.978954,52.375572 4.980423,52.374673 4.980431,52.374683 4.983368,52.375582 4.98336,52.375587 4.984828,52.376486 4.98482,52.376491 4.986288,52.377389 4.98628,52.377394 4.987749,52.378293 4.987741,52.378303 4.990678,52.377703 4.990683,52.377399 4.989217,52.373784 4.983376,52.373774 4.980439,52.38004 4.973038,52.380939 4.97303,52.380944 4.974499)),((52.3892 5.025835,52.388656 5.024371,52.392791 5.024337,52.392795 5.025806,52.395491 5.025784,52.395496 5.027253,52.399091 5.027224,52.399095 5.028693,52.400892 5.028679,52.400901 5.031617,52.398196 5.028701,52.3892 5.025835)),((52.413543 5.052093,52.414442 5.052086,52.414454 5.056495,52.415353 5.056489,52.415369 5.062368,52.414471 5.062374,52.414483 5.066784,52.416729 5.066767,52.416284 5.06824,52.413584 5.06679,52.414459 5.057965,52.413543 5.052093)),((52.408763 4.962483,52.408778 4.966892,52.40788 4.9669,52.407885 4.96837,52.406986 4.968378,52.406981 4.966909,52.406082 4.966917,52.406072 4.963978,52.407869 4.963961,52.407864 4.962492,52.408763 4.962483)),((52.386326 4.971511,52.384528 4.971528,52.384534 4.972997,52.381837 4.973022,52.381832 4.971553,52.38363 4.971536,52.383625 4.970067,52.386321 4.970042,52.386326 4.971511)),((52.408763 4.962483,52.408757 4.961013,52.409656 4.961005,52.409651 4.959535,52.411448 4.959518,52.411459 4.962457,52.408763 4.962483)),((52.419649 4.991778,52.419659 4.994718,52.41876 4.994726,52.41877 4.997666,52.417871 4.997674,52.417856 4.993264,52.418755 4.993256,52.41875 4.991786,52.419649 4.991778)),((52.386481 5.018513,52.385803 5.01705,52.387376 5.017037,52.387385 5.019975,52.388283 5.019967,52.388294 5.023394,52.386481 5.018513)),((52.390379 4.968535,52.388113 4.968556,52.388108 4.967087,52.389905 4.96707,52.389904 4.966653,52.390379 4.968535)),((52.374742 5.000989,52.378329 4.998608,52.378332 4.999489,52.377433 4.999497,52.377438 5.000966,52.374742 5.000989)),((52.378378 5.013929,52.373881 5.012744,52.378374 5.012706,52.378378 5.013929)),((52.419649 4.991778,52.419644 4.990308,52.421441 4.990292,52.421446 4.991762,52.419649 4.991778)),((52.420567 4.99765,52.420557 4.99471,52.421456 4.994702,52.421466 4.997642,52.420567 4.99765)),((52.422345 4.991754,52.42234 4.990284,52.424137 4.990268,52.424142 4.991738,52.422345 4.991754)),((52.378313 4.993615,52.378008 4.992149,52.379206 4.992138,52.379211 4.993607,52.378313 4.993615)),((52.385577 5.016563,52.384445 5.014124,52.385569 5.014114,52.385577 5.016563)),((52.391793 4.993495,52.391789 4.992026,52.392687 4.992018,52.392692 4.993487,52.391793 4.993495)),((52.389921 4.971477,52.389916 4.970008,52.390814 4.97,52.39082 4.971469,52.389921 4.971477)),((52.408829 4.981587,52.408834 4.983057,52.407936 4.983065,52.407931 4.981596,52.408829 4.981587)),((52.408829 4.981587,52.408824 4.980118,52.409723 4.98011,52.409728 4.981579,52.408829 4.981587)),((52.412444 4.987433,52.411546 4.987441,52.411541 4.985972,52.412439 4.985963,52.412444 4.987433)),((52.412444 4.987433,52.413343 4.987425,52.413348 4.988895,52.412449 4.988903,52.412444 4.987433)),((52.413368 4.994774,52.412469 4.994782,52.412464 4.993312,52.413363 4.993304,52.413368 4.994774)),((52.412558 5.022706,52.412553 5.021236,52.413452 5.021229,52.413457 5.022698,52.412558 5.022706)),((52.413368 4.994774,52.414266 4.994766,52.414271 4.996235,52.413372 4.996243,52.413368 4.994774)),((52.414271 4.996235,52.41517 4.996227,52.415175 4.997697,52.414276 4.997705,52.414271 4.996235)),((52.415184 5.000637,52.415179 4.999167,52.416078 4.999159,52.416083 5.000629,52.415184 5.000637)),((52.420409 4.952082,52.420403 4.950612,52.421302 4.950603,52.421307 4.952073,52.420409 4.952082)),((52.389921 4.971477,52.389926 4.972946,52.389027 4.972955,52.389022 4.971486,52.389921 4.971477)),((52.383604 4.964193,52.383091 4.964197,52.383599 4.962724,52.383604 4.964193)),((52.381794 4.960783,52.381393 4.960352,52.381501 4.959806,52.381791 4.959804,52.381794 4.960783)),((52.374742 5.000989,52.374747 5.002457,52.374387 5.002461,52.374742 5.000989)),((52.40271 5.035276,52.402348 5.034545,52.402708 5.034542,52.40271 5.035276)),((52.382696 4.961753,52.382245 4.961268,52.382695 4.961264,52.382696 4.961753)),((52.373857 5.005402,52.373678 5.005404,52.373855 5.004668,52.373857 5.005402)),((52.401806 5.033447,52.401625 5.033081,52.401804 5.03308,52.401806 5.033447)),((52.38271 4.96567,52.382582 4.965671,52.382709 4.965303,52.38271 4.96567)),((52.392612 4.969983,52.39253 4.969984,52.392612 4.969912,52.392612 4.969983)))";5.0094265;52.398903;
