OBJECTNUMMER;Naam;Bron;ProjectID;Uitvoerder;Datum;Maaiveld_hoogte;Diepte_to_maaiveld;Top_Pleistoceen;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
15998;"F51256";"Waternet";"11.796";"OMEGAM";"18-5-1999";"0.2";"24.8";-11.6;"POINT(4.858307,52.337246)";"POINT(52.337246,4.858307)";4.858307;52.337246;
15999;"F51257";"Waternet";"11.796";"OMEGAM";"18-5-1999";"0.0";"24.8";-11.4;"POINT(4.858439,52.337274)";"POINT(52.337274,4.858439)";4.858439;52.337274;
16000;"F51258";"Waternet";"11.846";"OMEGAM";"19-7-1999";"-0.7";"24.5";-11.7;"POINT(4.860021,52.334989)";"POINT(52.334989,4.860021)";4.860021;52.334989;
16001;"F51259";"Waternet";"12.087";"OMEGAM";"10-2-2000";"0.6";"21.6";-11.4;"POINT(4.859685,52.34109)";"POINT(52.34109,4.859685)";4.859685;52.34109;
16002;"F51260";"Waternet";"12.087";"OMEGAM";"10-2-2000";"0.6";"20.9";-11.4;"POINT(4.860271,52.341129)";"POINT(52.341129,4.860271)";4.860271;52.341129;
16003;"F51261";"Waternet";"12.087";"OMEGAM";"10-2-2000";"0.6";"24.2";-11.1;"POINT(4.862881,52.341302)";"POINT(52.341302,4.862881)";4.862881;52.341302;
16004;"F51262";"Waternet";"12.13";"OMEGAM";"29-3-2000";"-0.7";"65.8";-11;"POINT(4.885947,52.334949)";"POINT(52.334949,4.885947)";4.885947;52.334949;
16005;"F51263";"Waternet";"12.159";"OMEGAM";"13-4-2000";"1.1";"24.7";-11.3;"POINT(4.858882,52.336988)";"POINT(52.336988,4.858882)";4.858882;52.336988;
16006;"F51264";"Waternet";"12.159";"OMEGAM";"13-4-2000";"0.7";"24.4";-11.7;"POINT(4.858894,52.33724)";"POINT(52.33724,4.858894)";4.858894;52.33724;
16007;"F51265";"Waternet";"12.186";"OMEGAM";"2-8-2000";"0.0";"30.6";-11.1;"POINT(4.869128,52.337869)";"POINT(52.337869,4.869128)";4.869128;52.337869;
16008;"F51267";"Waternet";"12.186";"OMEGAM";"2-8-2000";"-0.4";"30.5";-19.4;"POINT(4.869774,52.337863)";"POINT(52.337863,4.869774)";4.869774;52.337863;
16009;"F51274";"Waternet";"12.186";"OMEGAM";"20-10-2000";"-1.1";"30.5";-11.8;"POINT(4.872209,52.337918)";"POINT(52.337918,4.872209)";4.872209;52.337918;
16010;"F51275";"Waternet";"12.186";"OMEGAM";"20-10-2000";"-1.1";"30.7";-12;"POINT(4.872576,52.337893)";"POINT(52.337893,4.872576)";4.872576;52.337893;
16011;"F51276";"Waternet";"12.186";"OMEGAM";"25-7-2000";"-0.1";"30.5";-12;"POINT(4.872899,52.337859)";"POINT(52.337859,4.872899)";4.872899;52.337859;
16012;"F51277";"Waternet";"12.186";"OMEGAM";"18-10-2000";"0.1";"30.0";-11.1;"POINT(4.87309,52.337868)";"POINT(52.337868,4.87309)";4.87309;52.337868;
16013;"F51278";"Waternet";"12.186";"OMEGAM";"2-8-2000";"-0.2";"30.6";-10.9;"POINT(4.869145,52.33768)";"POINT(52.33768,4.869145)";4.869145;52.33768;
16014;"F51279";"Waternet";"12.186";"OMEGAM";"2-8-2000";"-0.5";"30.5";-11.3;"POINT(4.869526,52.337718)";"POINT(52.337718,4.869526)";4.869526;52.337718;
16015;"F51280";"Waternet";"12.186";"OMEGAM";"2-8-2000";"-1.0";"30.6";-11.2;"POINT(4.869851,52.337567)";"POINT(52.337567,4.869851)";4.869851;52.337567;
16016;"F51287";"Waternet";"12.186";"OMEGAM";"20-10-2000";"-1.1";"30.7";-12;"POINT(4.87208,52.337675)";"POINT(52.337675,4.87208)";4.87208;52.337675;
16017;"F51288";"Waternet";"12.186";"OMEGAM";"20-10-2000";"-1.1";"30.7";-11.7;"POINT(4.872564,52.337659)";"POINT(52.337659,4.872564)";4.872564;52.337659;
16018;"F51289";"Waternet";"12.186";"OMEGAM";"25-7-2000";"-0.2";"30.6";-10.8;"POINT(4.872902,52.337643)";"POINT(52.337643,4.872902)";4.872902;52.337643;
16019;"F51290";"Waternet";"12.186";"OMEGAM";"18-10-2000";"0.3";"30.6";-11.2;"POINT(4.87315,52.337761)";"POINT(52.337761,4.87315)";4.87315;52.337761;
16020;"F51291";"Waternet";"12.186";"OMEGAM";"2-8-2000";"-0.7";"30.6";-10.7;"POINT(4.869163,52.337384)";"POINT(52.337384,4.869163)";4.869163;52.337384;
16021;"F51293";"Waternet";"12.186";"OMEGAM";"2-8-2000";"-0.8";"30.6";-11.3;"POINT(4.869897,52.337369)";"POINT(52.337369,4.869897)";4.869897;52.337369;
16022;"F51297";"Waternet";"12.186";"OMEGAM";"18-10-2000";"-1.2";"30.0";-11.4;"POINT(4.871289,52.337492)";"POINT(52.337492,4.871289)";4.871289;52.337492;
16023;"F51298";"Waternet";"12.186";"OMEGAM";"26-7-2000";"-1.1";"30.5";-11.4;"POINT(4.871435,52.337556)";"POINT(52.337556,4.871435)";4.871435;52.337556;
16024;"F51300";"Waternet";"12.186";"OMEGAM";"20-10-2000";"-1.0";"30.9";-11.1;"POINT(4.872156,52.337433)";"POINT(52.337433,4.872156)";4.872156;52.337433;
16025;"F51301";"Waternet";"12.186";"OMEGAM";"20-10-2000";"-1.1";"30.6";-11.1;"POINT(4.872567,52.337426)";"POINT(52.337426,4.872567)";4.872567;52.337426;
16026;"F51302";"Waternet";"12.186";"OMEGAM";"25-7-2000";"-0.3";"30.6";-10.7;"POINT(4.872904,52.337454)";"POINT(52.337454,4.872904)";4.872904;52.337454;
16027;"F51303";"Waternet";"12.186";"OMEGAM";"18-10-2000";"-0.3";"30.0";-10.9;"POINT(4.873182,52.337527)";"POINT(52.337527,4.873182)";4.873182;52.337527;
16028;"F51304";"Waternet";"12.186";"OMEGAM";"2-8-2000";"-0.6";"30.7";-14.1;"POINT(4.869151,52.337159)";"POINT(52.337159,4.869151)";4.869151;52.337159;
16029;"F51306";"Waternet";"12.186";"OMEGAM";"31-7-2000";"-0.6";"28.7";-11.1;"POINT(4.869811,52.33718)";"POINT(52.33718,4.869811)";4.869811;52.33718;
16030;"F51307";"Waternet";"12.186";"OMEGAM";"26-7-2000";"-0.8";"21.2";-11.3;"POINT(4.870237,52.337173)";"POINT(52.337173,4.870237)";4.870237;52.337173;
16031;"F51310";"Waternet";"12.186";"OMEGAM";"18-10-2000";"-1.1";"30.2";-12;"POINT(4.871278,52.337204)";"POINT(52.337204,4.871278)";4.871278;52.337204;
16032;"F51311";"Waternet";"12.186";"OMEGAM";"20-10-2000";"-1.1";"30.6";-11;"POINT(4.871454,52.337196)";"POINT(52.337196,4.871454)";4.871454;52.337196;
16033;"F51312";"Waternet";"12.186";"OMEGAM";"20-10-2000";"-1.0";"26.3";-12;"POINT(4.871836,52.337189)";"POINT(52.337189,4.871836)";4.871836;52.337189;
16034;"F51313";"Waternet";"12.186";"OMEGAM";"20-10-2000";"-1.0";"30.0";-12;"POINT(4.872203,52.337199)";"POINT(52.337199,4.872203)";4.872203;52.337199;
16035;"F51314";"Waternet";"12.186";"OMEGAM";"20-10-2000";"-1.1";"30.7";-11.4;"POINT(4.872569,52.337201)";"POINT(52.337201,4.872569)";4.872569;52.337201;
16036;"F51315";"Waternet";"12.186";"OMEGAM";"25-7-2000";"-0.4";"30.7";-12;"POINT(4.872892,52.337238)";"POINT(52.337238,4.872892)";4.872892;52.337238;
16037;"F51316";"Waternet";"12.186";"OMEGAM";"18-10-2000";"0.0";"30.0";-12.9;"POINT(4.873199,52.337294)";"POINT(52.337294,4.873199)";4.873199;52.337294;
16038;"F51317";"Waternet";"12.186";"OMEGAM";"2-8-2000";"-0.5";"32.7";-10.9;"POINT(4.86842,52.336949)";"POINT(52.336949,4.86842)";4.86842;52.336949;
16039;"F51319";"Waternet";"12.186";"OMEGAM";"2-8-2000";"-0.7";"30.6";-12.7;"POINT(4.869887,52.336974)";"POINT(52.336974,4.869887)";4.869887;52.336974;
16040;"F51320";"Waternet";"12.186";"OMEGAM";"26-7-2000";"-0.6";"30.9";-11.7;"POINT(4.870166,52.336957)";"POINT(52.336957,4.870166)";4.870166;52.336957;
16041;"F51323";"Waternet";"12.186";"OMEGAM";"18-10-2000";"-1.1";"30.1";-12.7;"POINT(4.871266,52.33698)";"POINT(52.33698,4.871266)";4.871266;52.33698;
16042;"F51324";"Waternet";"12.186";"OMEGAM";"20-10-2000";"-1.0";"30.8";-11.8;"POINT(4.871457,52.33698)";"POINT(52.33698,4.871457)";4.871457;52.33698;
16043;"F51325";"Waternet";"12.186";"OMEGAM";"20-10-2000";"-1.0";"30.6";-11.9;"POINT(4.871838,52.336982)";"POINT(52.336982,4.871838)";4.871838;52.336982;
16044;"F51326";"Waternet";"12.186";"OMEGAM";"20-10-2000";"-1.0";"30.7";-11.3;"POINT(4.872205,52.336984)";"POINT(52.336984,4.872205)";4.872205;52.336984;
16045;"F51327";"Waternet";"12.186";"OMEGAM";"20-10-2000";"-1.0";"30.5";-12.3;"POINT(4.872572,52.336985)";"POINT(52.336985,4.872572)";4.872572;52.336985;
16046;"F51328";"Waternet";"12.186";"OMEGAM";"25-7-2000";"-0.5";"30.4";-12.6;"POINT(4.872894,52.337014)";"POINT(52.337014,4.872894)";4.872894;52.337014;
16047;"F51329";"Waternet";"12.186";"OMEGAM";"18-10-2000";"-0.3";"30.0";-12;"POINT(4.873231,52.337051)";"POINT(52.337051,4.873231)";4.873231;52.337051;
16048;"F51330";"Waternet";"12.186";"OMEGAM";"26-7-2000";"-0.6";"32.6";-10.7;"POINT(4.869214,52.336782)";"POINT(52.336782,4.869214)";4.869214;52.336782;
16049;"F51331";"Waternet";"12.186";"OMEGAM";"26-7-2000";"-0.6";"30.6";-11.1;"POINT(4.869464,52.336783)";"POINT(52.336783,4.869464)";4.869464;52.336783;
16050;"F51332";"Waternet";"12.186";"OMEGAM";"26-7-2000";"-0.8";"30.8";-11;"POINT(4.869786,52.336811)";"POINT(52.336811,4.869786)";4.869786;52.336811;
16051;"F51333";"Waternet";"12.186";"OMEGAM";"26-7-2000";"-0.7";"30.5";-11;"POINT(4.871694,52.336811)";"POINT(52.336811,4.871694)";4.871694;52.336811;
16052;"F51334";"Waternet";"12.186";"OMEGAM";"25-7-2000";"-0.7";"39.4";-11.2;"POINT(4.871973,52.336776)";"POINT(52.336776,4.871973)";4.871973;52.336776;
16053;"F51335";"Waternet";"12.186";"OMEGAM";"25-7-2000";"-0.8";"30.5";-11;"POINT(4.870813,52.336807)";"POINT(52.336807,4.870813)";4.870813;52.336807;
16054;"F51336";"Waternet";"12.186";"OMEGAM";"25-7-2000";"-0.8";"30.5";-13;"POINT(4.871136,52.336772)";"POINT(52.336772,4.871136)";4.871136;52.336772;
16055;"F51337";"Waternet";"12.186";"OMEGAM";"25-7-2000";"-1.0";"30.6";-12.3;"POINT(4.871473,52.336819)";"POINT(52.336819,4.871473)";4.871473;52.336819;
16056;"F51338";"Waternet";"12.186";"OMEGAM";"20-10-2000";"-0.9";"30.6";-11.8;"POINT(4.87184,52.336811)";"POINT(52.336811,4.87184)";4.87184;52.336811;
16057;"F51339";"Waternet";"12.186";"OMEGAM";"25-7-2000";"-0.9";"30.5";-11.3;"POINT(4.872192,52.336813)";"POINT(52.336813,4.872192)";4.872192;52.336813;
16058;"F51340";"Waternet";"12.186";"OMEGAM";"25-7-2000";"-0.7";"30.5";-12.3;"POINT(4.87253,52.336814)";"POINT(52.336814,4.87253)";4.87253;52.336814;
16059;"F51341";"Waternet";"12.186";"OMEGAM";"25-7-2000";"-0.7";"30.5";-11;"POINT(4.872897,52.336816)";"POINT(52.336816,4.872897)";4.872897;52.336816;
16060;"F51342";"Waternet";"12.186";"OMEGAM";"25-7-2000";"-0.8";"30.5";-11.2;"POINT(4.873219,52.336817)";"POINT(52.336817,4.873219)";4.873219;52.336817;
16061;"F51343";"Waternet";"2930";"OMEGAM";"26-9-2000";"-0.8";"24.0";-11.3;"POINT(4.869977,52.335527)";"POINT(52.335527,4.869977)";4.869977;52.335527;
16062;"F51344";"Waternet";"2930";"OMEGAM";"26-9-2000";"-0.8";"31.5";-11.3;"POINT(4.871282,52.335623)";"POINT(52.335623,4.871282)";4.871282;52.335623;
16063;"F51345";"Waternet";"2930";"OMEGAM";"26-9-2000";"-0.9";"31.7";-10.8;"POINT(4.873439,52.335587)";"POINT(52.335587,4.873439)";4.873439;52.335587;
16064;"F51346";"Waternet";"2930";"OMEGAM";"26-9-2000";"-0.7";"31.8";-11.3;"POINT(4.875769,52.335822)";"POINT(52.335822,4.875769)";4.875769;52.335822;
16065;"F51350";"Waternet";"12.813";"OMEGAM";"17-12-2001";"-0.4";"24.6";-11.6;"POINT(4.86438,52.334918)";"POINT(52.334918,4.86438)";4.86438;52.334918;
16066;"F51351";"Waternet";"12.813";"OMEGAM";"17-12-2001";"-0.6";"24.7";-11.5;"POINT(4.865014,52.334606)";"POINT(52.334606,4.865014)";4.865014;52.334606;
16067;"F51352";"Waternet";"12.813";"OMEGAM";"17-12-2001";"-0.2";"24.8";-10.9;"POINT(4.864992,52.334022)";"POINT(52.334022,4.864992)";4.864992;52.334022;
16068;"F51353";"Waternet";"12.813";"OMEGAM";"17-12-2001";"-0.5";"23.9";-11.1;"POINT(4.864422,52.333831)";"POINT(52.333831,4.864422)";4.864422;52.333831;
16069;"F51354";"Waternet";"12.813";"OMEGAM";"17-12-2001";"-0.8";"24.5";-12.1;"POINT(4.863846,52.334125)";"POINT(52.334125,4.863846)";4.863846;52.334125;
16070;"F51355";"Waternet";"12.813";"OMEGAM";"17-12-2001";"-0.7";"24.3";-11.2;"POINT(4.863869,52.334691)";"POINT(52.334691,4.863869)";4.863869;52.334691;
16071;"F51356";"Waternet";"12.882";"OMEGAM";"11-3-2002";"0.6";"30.0";-12;"POINT(4.859381,52.345645)";"POINT(52.345645,4.859381)";4.859381;52.345645;
16072;"F51357";"Waternet";"12.882";"OMEGAM";"11-3-2002";"0.5";"24.2";-11.3;"POINT(4.8596,52.345781)";"POINT(52.345781,4.8596)";4.8596;52.345781;
16073;"F51358";"Waternet";"12.882";"OMEGAM";"11-3-2002";"0.5";"24.6";-11.4;"POINT(4.859803,52.346007)";"POINT(52.346007,4.859803)";4.859803;52.346007;
16074;"F51359";"Waternet";"12.882";"OMEGAM";"11-3-2002";"0.5";"24.0";-11.5;"POINT(4.859991,52.346169)";"POINT(52.346169,4.859991)";4.859991;52.346169;
16075;"F51360";"Waternet";"12.882";"OMEGAM";"11-3-2002";"0.5";"24.5";-11.7;"POINT(4.860224,52.346377)";"POINT(52.346377,4.860224)";4.860224;52.346377;
16076;"F51361";"Waternet";"12.882";"OMEGAM";"11-3-2002";"0.5";"24.4";-11.4;"POINT(4.860427,52.346549)";"POINT(52.346549,4.860427)";4.860427;52.346549;
16077;"F51362";"Waternet";"12.688";"OMEGAM";"15-5-2002";"1.2";"24.8";-12;"POINT(4.884628,52.34385)";"POINT(52.34385,4.884628)";4.884628;52.34385;
16078;"F51363";"Waternet";"12.912";"OMEGAM";"16-5-2002";"-0.2";"24.5";-11.5;"POINT(4.858055,52.335043)";"POINT(52.335043,4.858055)";4.858055;52.335043;
16079;"F51364";"Waternet";"12.973";"OMEGAM";"7-8-2002";"1.6";"25.0";-11.3;"POINT(4.886866,52.347095)";"POINT(52.347095,4.886866)";4.886866;52.347095;
16080;"F51365";"Waternet";"12.973";"OMEGAM";"7-8-2002";"2.0";"24.8";-11.5;"POINT(4.886702,52.347364)";"POINT(52.347364,4.886702)";4.886702;52.347364;
16081;"F51366";"Waternet";"12.973";"OMEGAM";"7-8-2002";"2.0";"24.8";-11.3;"POINT(4.886436,52.34756)";"POINT(52.34756,4.886436)";4.886436;52.34756;
16082;"F51367";"Waternet";"12.973";"OMEGAM";"7-8-2002";"1.3";"24.5";-11.3;"POINT(4.886462,52.347812)";"POINT(52.347812,4.886462)";4.886462;52.347812;
16083;"F51368";"Waternet";"12.973";"OMEGAM";"7-8-2002";"0.8";"24.8";-11.5;"POINT(4.886519,52.348001)";"POINT(52.348001,4.886519)";4.886519;52.348001;
16084;"F51369";"Waternet";"12.973";"OMEGAM";"7-8-2002";"0.6";"24.8";-11.7;"POINT(4.886722,52.348155)";"POINT(52.348155,4.886722)";4.886722;52.348155;
16085;"F51370";"Waternet";"12.973";"OMEGAM";"7-8-2002";"0.7";"19.3";-11.6;"POINT(4.887044,52.348228)";"POINT(52.348228,4.887044)";4.887044;52.348228;
16086;"F51371";"Waternet";"12.95";"OMEGAM";"2-10-2002";"-0.8";"31.0";-11.4;"POINT(4.863756,52.334313)";"POINT(52.334313,4.863756)";4.863756;52.334313;
16087;"F51372";"Waternet";"12.95";"OMEGAM";"2-10-2002";"-0.7";"26.2";-11.1;"POINT(4.863812,52.334493)";"POINT(52.334493,4.863812)";4.863812;52.334493;
16088;"F51373";"Waternet";"12.95";"OMEGAM";"2-10-2002";"-0.8";"24.5";-13;"POINT(4.863547,52.334573)";"POINT(52.334573,4.863547)";4.863547;52.334573;
16089;"F51374";"Waternet";"12.95";"OMEGAM";"2-10-2002";"-0.7";"31.2";-11.1;"POINT(4.863544,52.334852)";"POINT(52.334852,4.863544)";4.863544;52.334852;
16090;"F51375";"Waternet";"12.95";"OMEGAM";"2-10-2002";"-0.8";"26.8";-11.8;"POINT(4.863549,52.334402)";"POINT(52.334402,4.863549)";4.863549;52.334402;
16091;"F51376";"Waternet";"12.95";"OMEGAM";"2-10-2002";"-0.7";"22.2";-12.2;"POINT(4.863819,52.333972)";"POINT(52.333972,4.863819)";4.863819;52.333972;
16092;"F51377";"Waternet";"12.95";"OMEGAM";"2-10-2002";"-0.7";"19.7";-11.8;"POINT(4.863555,52.333926)";"POINT(52.333926,4.863555)";4.863555;52.333926;
16093;"F51378";"Waternet";"12.95";"OMEGAM";"2-10-2002";"-0.8";"27.1";-13.5;"POINT(4.864677,52.334551)";"POINT(52.334551,4.864677)";4.864677;52.334551;
16094;"F51379";"Waternet";"12.95";"OMEGAM";"2-10-2002";"-0.9";"28.5";-10.7;"POINT(4.864208,52.334531)";"POINT(52.334531,4.864208)";4.864208;52.334531;
16095;"F51380";"Waternet";"12.95";"OMEGAM";"2-10-2002";"-0.5";"24.1";-11.2;"POINT(4.864187,52.333839)";"POINT(52.333839,4.864187)";4.864187;52.333839;
16096;"F51381";"Waternet";"12.95";"OMEGAM";"2-10-2002";"-0.5";"27.3";-11.1;"POINT(4.864627,52.333841)";"POINT(52.333841,4.864627)";4.864627;52.333841;
16097;"F51382";"Waternet";"12.95";"OMEGAM";"2-10-2002";"-0.2";"24.1";-12.4;"POINT(4.865062,52.334238)";"POINT(52.334238,4.865062)";4.865062;52.334238;
16098;"F51383";"Waternet";"12.95";"OMEGAM";"2-10-2002";"-0.5";"31.3";-10.9;"POINT(4.865228,52.333861)";"POINT(52.333861,4.865228)";4.865228;52.333861;
16099;"F51384";"Waternet";"12.95";"OMEGAM";"2-10-2002";"-0.8";"21.6";-12.8;"POINT(4.86382,52.333864)";"POINT(52.333864,4.86382)";4.86382;52.333864;
16100;"F51385";"Waternet";"12.95";"OMEGAM";"2-10-2002";"-0.8";"30.1";-11.7;"POINT(4.863553,52.334133)";"POINT(52.334133,4.863553)";4.863553;52.334133;
16101;"F51386";"Waternet";"12.95";"OMEGAM";"2-10-2002";"-0.6";"23.3";-13.2;"POINT(4.863426,52.333656)";"POINT(52.333656,4.863426)";4.863426;52.333656;
16102;"F51387";"Waternet";"12.95";"OMEGAM";"2-10-2002";"-0.4";"24.9";-11.9;"POINT(4.865232,52.334805)";"POINT(52.334805,4.865232)";4.865232;52.334805;
16103;"F51388";"Waternet";"12.95";"OMEGAM";"2-10-2002";"-0.3";"20.5";-15.1;"POINT(4.86506,52.334463)";"POINT(52.334463,4.86506)";4.86506;52.334463;
16104;"F51392";"Waternet";"13.026";"OMEGAM";"25-10-2002";"0.6";"23.9";-11.1;"POINT(4.867904,52.347238)";"POINT(52.347238,4.867904)";4.867904;52.347238;
16105;"F51393";"Waternet";"13.026";"OMEGAM";"25-10-2002";"0.6";"23.5";-11.4;"POINT(4.867813,52.347471)";"POINT(52.347471,4.867813)";4.867813;52.347471;
16106;"F51394";"Waternet";"13.026";"OMEGAM";"25-10-2002";"0.6";"24.0";-11.7;"POINT(4.867722,52.347686)";"POINT(52.347686,4.867722)";4.867722;52.347686;
16107;"F51395";"Waternet";"13.026";"OMEGAM";"25-10-2002";"0.6";"23.8";-11.7;"POINT(4.867646,52.34792)";"POINT(52.34792,4.867646)";4.867646;52.34792;
16108;"F51396";"Waternet";"13.026";"OMEGAM";"25-10-2002";"0.5";"24.0";-12;"POINT(4.86757,52.348135)";"POINT(52.348135,4.86757)";4.86757;52.348135;
16109;"F51397";"Waternet";"13.026";"OMEGAM";"25-10-2002";"0.5";"19.2";-11.9;"POINT(4.86748,52.348323)";"POINT(52.348323,4.86748)";4.86748;52.348323;
16110;"F51398";"Waternet";"13.026";"OMEGAM";"25-10-2002";"0.5";"24.0";-11.6;"POINT(4.867404,52.348557)";"POINT(52.348557,4.867404)";4.867404;52.348557;
16111;"F51399";"Waternet";"13.026";"OMEGAM";"25-10-2002";"0.6";"24.0";-11.5;"POINT(4.867313,52.34879)";"POINT(52.34879,4.867313)";4.867313;52.34879;
16112;"F51400";"Waternet";"13.026";"OMEGAM";"25-10-2002";"0.5";"24.0";-11.5;"POINT(4.867237,52.348996)";"POINT(52.348996,4.867237)";4.867237;52.348996;
16113;"F51401";"Waternet";"13.026";"OMEGAM";"25-10-2002";"0.6";"23.7";-11.5;"POINT(4.867161,52.34923)";"POINT(52.34923,4.867161)";4.867161;52.34923;
16114;"F51402";"Waternet";"13.026";"OMEGAM";"25-10-2002";"0.5";"23.9";-11.4;"POINT(4.867071,52.349445)";"POINT(52.349445,4.867071)";4.867071;52.349445;
16115;"F51403";"Waternet";"13.028";"OMEGAM";"12-11-2002";"0.8";"23.9";-11.6;"POINT(4.884212,52.34436)";"POINT(52.34436,4.884212)";4.884212;52.34436;
16116;"F51413";"Waternet";"12.689";"OMEGAM";"3-7-2003";"0.6";"24.9";-10.8;"POINT(4.853901,52.341316)";"POINT(52.341316,4.853901)";4.853901;52.341316;
16117;"F51414";"Waternet";"12.689";"OMEGAM";"3-7-2003";"0.6";"22.0";-11.8;"POINT(4.854635,52.341247)";"POINT(52.341247,4.854635)";4.854635;52.341247;
16118;"F51415";"Waternet";"12.689";"OMEGAM";"3-7-2003";"0.7";"20.5";-11.2;"POINT(4.855443,52.341215)";"POINT(52.341215,4.855443)";4.855443;52.341215;
16119;"F51416";"Waternet";"12.689";"OMEGAM";"3-7-2003";"0.7";"20.3";-11.6;"POINT(4.856324,52.341156)";"POINT(52.341156,4.856324)";4.856324;52.341156;
16120;"F51422";"Waternet";"13.401";"OMEGAM";"19-11-2004";"1.4";"24.9";-11.8;"POINT(4.877829,52.344315)";"POINT(52.344315,4.877829)";4.877829;52.344315;
16121;"F51423";"Waternet";"13.401";"OMEGAM";"19-11-2004";"1.5";"24.4";-11.7;"POINT(4.878078,52.344298)";"POINT(52.344298,4.878078)";4.878078;52.344298;
16122;"F51424";"Waternet";"107008";"OMEGAM";"9-2-2005";"0.6";"20.7";-11.9;"POINT(4.853098,52.342175)";"POINT(52.342175,4.853098)";4.853098;52.342175;
16123;"F51425";"Waternet";"107008";"OMEGAM";"9-2-2005";"0.6";"25.0";-11.2;"POINT(4.853686,52.340865)";"POINT(52.340865,4.853686)";4.853686;52.340865;
16124;"F5989";"Waternet";"3996";"OMEGAM";"21-11-1986";"0.5";"22.5";-12.4;"POINT(4.876702,52.346566)";"POINT(52.346566,4.876702)";4.876702;52.346566;
16125;"F5990";"Waternet";"3996";"OMEGAM";"21-11-1986";"0.6";"18.4";-12.6;"POINT(4.924305,52.347058)";"POINT(52.347058,4.924305)";4.924305;52.347058;
16126;"F5991";"Waternet";"3996";"OMEGAM";"21-11-1986";"0.7";"21.5";-11.5;"POINT(4.859486,52.345502)";"POINT(52.345502,4.859486)";4.859486;52.345502;
16127;"F5994";"Waternet";"4362";"OMEGAM";"14-12-1987";"6.1";"31.1";-11.2;"POINT(4.87644,52.338737)";"POINT(52.338737,4.87644)";4.87644;52.338737;
16128;"F5995";"Waternet";"4362";"OMEGAM";"14-12-1987";"-0.4";"25.0";-10.9;"POINT(4.876102,52.338753)";"POINT(52.338753,4.876102)";4.876102;52.338753;
16129;"F5996";"Waternet";"4362";"OMEGAM";"14-12-1987";"-0.4";"25.2";-11.1;"POINT(4.876674,52.338783)";"POINT(52.338783,4.876674)";4.876674;52.338783;
16130;"F5997";"Waternet";"4362";"OMEGAM";"14-12-1987";"-0.4";"24.2";-11.2;"POINT(4.876879,52.338792)";"POINT(52.338792,4.876879)";4.876879;52.338792;
16131;"F5998";"Waternet";"4362";"OMEGAM";"14-12-1987";"6.4";"31.9";-11.1;"POINT(4.877247,52.338767)";"POINT(52.338767,4.877247)";4.877247;52.338767;
16132;"F61030";"Waternet";"12.014";"OMEGAM";"6-1-2000";"0.8";"24.6";-11;"POINT(4.887955,52.340359)";"POINT(52.340359,4.887955)";4.887955;52.340359;
16133;"F61034";"Waternet";"12.014";"OMEGAM";"7-1-2000";"0.6";"25.3";-11.3;"POINT(4.888292,52.340342)";"POINT(52.340342,4.888292)";4.888292;52.340342;
16134;"F61036";"Waternet";"12.014";"OMEGAM";"7-1-2000";"0.7";"24.4";-11.1;"POINT(4.888554,52.340604)";"POINT(52.340604,4.888554)";4.888554;52.340604;
16135;"F61037";"Waternet";"12.014";"OMEGAM";"6-1-2000";"0.7";"23.7";-11.4;"POINT(4.888139,52.340899)";"POINT(52.340899,4.888139)";4.888139;52.340899;
16136;"F61040";"Waternet";"12.014";"OMEGAM";"7-1-2000";"0.7";"24.4";-11;"POINT(4.888692,52.34002)";"POINT(52.34002,4.888692)";4.888692;52.34002;
16137;"F61041";"Waternet";"12.014";"OMEGAM";"7-1-2000";"0.7";"26.5";-11.5;"POINT(4.888748,52.340317)";"POINT(52.340317,4.888748)";4.888748;52.340317;
16138;"F61046";"Waternet";"12.014";"OMEGAM";"6-1-2000";"0.7";"25.4";-12.1;"POINT(4.889276,52.340274)";"POINT(52.340274,4.889276)";4.889276;52.340274;
16139;"F61047";"Waternet";"12.014";"OMEGAM";"6-1-2000";"0.7";"23.8";-12.2;"POINT(4.889303,52.340544)";"POINT(52.340544,4.889303)";4.889303;52.340544;
16140;"F61049";"Waternet";"12.014";"OMEGAM";"12-1-2000";"0.8";"25.4";-11.1;"POINT(4.88962,52.339709)";"POINT(52.339709,4.88962)";4.88962;52.339709;
16141;"F61050";"Waternet";"12.014";"OMEGAM";"12-1-2000";"0.9";"24.4";-11.9;"POINT(4.889661,52.339979)";"POINT(52.339979,4.889661)";4.889661;52.339979;
16142;"F61051";"Waternet";"12.014";"OMEGAM";"12-1-2000";"0.8";"25.0";-12;"POINT(4.889674,52.34015)";"POINT(52.34015,4.889674)";4.889674;52.34015;
16143;"F61052";"Waternet";"12.014";"OMEGAM";"12-1-2000";"0.8";"25.0";-11.7;"POINT(4.889702,52.340258)";"POINT(52.340258,4.889702)";4.889702;52.340258;
16144;"F61053";"Waternet";"12.014";"OMEGAM";"12-1-2000";"0.7";"24.8";-11.2;"POINT(4.889728,52.340528)";"POINT(52.340528,4.889728)";4.889728;52.340528;
16145;"F61054";"Waternet";"12.014";"OMEGAM";"12-1-2000";"0.7";"24.6";-11.2;"POINT(4.890082,52.339037)";"POINT(52.339037,4.890082)";4.890082;52.339037;
16146;"F61055";"Waternet";"12.014";"OMEGAM";"12-1-2000";"0.7";"23.9";-11.2;"POINT(4.89002,52.339397)";"POINT(52.339397,4.89002)";4.89002;52.339397;
