OBJECTNUMMER;Soort;Soortcode;Standplaats;Bouwjaar;Voeding;Objectnummer_Amsterdam;Objectnummer_leverancier;VRI_nummer;Rotatie;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
132;"Kentekencamera, reistijd (MoCo)";"124";"Pampusweg nabij Overdiemerweg";2009;"Eigen voeding (NUON)";"ZX3409";"1451-C";488;45;"POINT(5.014268,52.3404254)";"POINT(52.3404254,5.014268)";5.014268;52.3404254;
133;"Kentekencamera, reistijd (MoCo)";"124";"Pampusweg nabij Overdiemerweg";2009;"Eigen voeding (NUON)";"ZX3409";"1452-A";488;225;"POINT(5.0142639,52.3404332)";"POINT(52.3404332,5.0142639)";5.0142639;52.3404332;
134;"Kentekencamera, reistijd (MoCo)";"124";"Stadhouderskade (s100) nabij Amsteldijk (s110)";2010;"VRI 528";"ZX3746";"1015-R";528;247;"POINT(4.903403,52.3587157)";"POINT(52.3587157,4.903403)";4.903403;52.3587157;
135;"Kentekencamera, reistijd (MoCo)";"124";"Amsteldijk (s110) nabij Stadhouderskade (s100)";2010;"VRI 528";"ZX3745";"1013-A";528;157;"POINT(4.904155,52.3578574)";"POINT(52.3578574,4.904155)";4.904155;52.3578574;
136;"Kentekencamera, reistijd (MoCo)";"124";"Overtoom (s106) nabij Amstelveenseweg";2011;"VRI 571";"ZX3785";"0621-C";571;67;"POINT(4.855798,52.3577124)";"POINT(52.3577124,4.855798)";4.855798;52.3577124;
137;"Kentekencamera, reistijd (MoCo)";"124";"Amstelveenseweg nabij Overtoom (s106)";2020;"VRI 571";"ANPR-03041";"";571;202;"POINT(4.8549879,52.3575598)";"POINT(52.3575598,4.8549879)";4.8549879;52.3575598;
138;"Kentekencamera, reistijd (MoCo)";"124";"Nassaukade (s100) nabij Overtoom (s106)";2010;"VRI 577";"ZX3728";"0617-R";577;337;"POINT(4.8788402,52.363999)";"POINT(52.363999,4.8788402)";4.8788402;52.363999;
139;"Kentekencamera, reistijd (MoCo)";"124";"Overtoom (s106) nabij Nassaukade (s100)";2010;"VRI 577";"ZX3727";"0615-A";577;247;"POINT(4.8787148,52.3637244)";"POINT(52.3637244,4.8787148)";4.8787148;52.3637244;
140;"Kentekencamera, reistijd (MoCo)";"124";"Stadhouderskade (s100) nabij Overtoom (s106)";2010;"VRI 577";"ZX3726";"0614-L";577;157;"POINT(4.8788941,52.3635909)";"POINT(52.3635909,4.8788941)";4.8788941;52.3635909;
141;"Kentekencamera, reistijd (MoCo)";"124";"Surinameplein (s106) nabij Hoofdweg";2011;"VRI 580";"ZX3788";"0627-R";580;0;"POINT(4.8534601,52.3587844)";"POINT(52.3587844,4.8534601)";4.8534601;52.3587844;
142;"Kentekencamera, reistijd (MoCo)";"124";"Surinameplein (s106) nabij Lelylaan (s106)";2011;"VRI 580";"ZX3787";"0626-A";580;270;"POINT(4.8522961,52.358216)";"POINT(52.358216,4.8522961)";4.8522961;52.358216;
143;"Kentekencamera, reistijd (MoCo)";"124";"Stadhouderskade (s100) nabij Hobbemakade (s108)";2010;"VRI 590";"ZX3735";"0817-R";590;315;"POINT(4.8867671,52.36015)";"POINT(52.36015,4.8867671)";4.8867671;52.36015;
144;"Kentekencamera, reistijd (MoCo)";"124";"Stadhouderskade (s100) nabij Hobbemakade (s108)";2010;"VRI 590";"ZX3733";"0813-L";590;135;"POINT(4.8869479,52.3599593)";"POINT(52.3599593,4.8869479)";4.8869479;52.3599593;
145;"Kentekencamera, reistijd (MoCo)";"124";"Hobbemakade (s108) nabij Stadhouderskade (s100)";2010;"VRI 590";"ZX3734";"0815-A";590;225;"POINT(4.8866389,52.3600203)";"POINT(52.3600203,4.8866389)";4.8866389;52.3600203;
146;"Kentekencamera, reistijd (MoCo)";"124";"Europaboulevard (s109) nabij A10";2012;"VRI 642";"ZX3921";"0933-A";642;225;"POINT(4.8915899,52.3373114)";"POINT(52.3373114,4.8915899)";4.8915899;52.3373114;
147;"Kentekencamera, reistijd (MoCo)";"124";"Europaboulevard (s109) nabij Afrit Ringweg-Zuid (A10)";2019;"VRI 643";"ANPR-03003";"0938-C";643;0;"POINT(4.8921812,52.3378569)";"POINT(52.3378569,4.8921812)";4.8921812;52.3378569;
148;"Kentekencamera, reistijd (MoCo)";"124";"Europaboulevard (s109) nabij Afrit Ringweg-Zuid (A10)";2010;"VRI 643";"ZX3743";"0939-C";643;0;"POINT(4.892185,52.3378531)";"POINT(52.3378531,4.892185)";4.892185;52.3378531;
149;"Kentekencamera, reistijd (MoCo)";"124";"Oprit Ringweg-Zuid (A10) nabij Europaboulevard (s109)";2019;"VRI 643";"ANPR-03013";"";643;315;"POINT(4.8915079,52.3375212)";"POINT(52.3375212,4.8915079)";4.8915079;52.3375212;
151;"Kentekencamera, reistijd (MoCo)";"124";"De Boelelaan nabij Europaboulevard (s109)";2012;"VRI 643";"ZX3918";"0946-R";643;270;"POINT(4.8892391,52.3347251)";"POINT(52.3347251,4.8892391)";4.8892391;52.3347251;
152;"Kentekencamera, reistijd (MoCo)";"124";"Europaboulevard (s109) nabij Oprit Ringweg-Zuid (A10)";2019;"VRI 643";"ANPR-03004-B";"";643;180;"POINT(4.8897989,52.3342425)";"POINT(52.3342425,4.8897989)";4.8897989;52.3342425;
153;"Kentekencamera, reistijd (MoCo)";"124";"Stadionweg (s108) nabij Diepenbrockstraat (s109)";2011;"VRI 655";"ZX3797";"0827-R";655;270;"POINT(4.8795159,52.3470465)";"POINT(52.3470465,4.8795159)";4.8795159;52.3470465;
154;"Kentekencamera, reistijd (MoCo)";"124";"Diepenbrockstraat (s109) nabij Stadionweg (s108)";2011;"VRI 655";"ZX3796";"0825-L";655;135;"POINT(4.8800819,52.3470046)";"POINT(52.3470046,4.8800819)";4.8800819;52.3470046;
155;"Kentekencamera, reistijd (MoCo)";"124";"Stadionweg (s108) nabij Apollolaan";2011;"VRI 671";"ZX3795";"0821-C";671;45;"POINT(4.8834302,52.3487898)";"POINT(52.3487898,4.8834302)";4.8834302;52.3487898;
156;"Kentekencamera, reistijd (MoCo)";"124";"Amstelveenseweg (s108) nabij Van Nijenrodeweg";2012;"VRI 681";"ZX3919";"0857-C";681;0;"POINT(4.857537,52.3279959)";"POINT(52.3279959,4.857537)";4.857537;52.3279959;
157;"Kentekencamera, reistijd (MoCo)";"124";"De Boelelaan nabij Beethovenstraat";2012;"VRI 686";"ZX3916";"0845-R";686;260;"POINT(4.8781669,52.3351142)";"POINT(52.3351142,4.8781669)";4.8781669;52.3351142;
158;"Kentekencamera, reistijd (MoCo)";"124";"Oprit Ringweg zuid (A10) ri. oost nabij Amstelveenseweg (s108)";2010;"VRI 689";"ZX3736";"0832-L";689;90;"POINT(4.858679,52.3369681)";"POINT(52.3369681,4.858679)";4.858679;52.3369681;
159;"Kentekencamera, reistijd (MoCo)";"124";"Amstelveenseweg (s108) nabij Oprit Ringweg zuid (A10) ri. oost";2010;"VRI 689";"ZX3737";"0835-A";689;180;"POINT(4.857404,52.3368384)";"POINT(52.3368384,4.857404)";4.857404;52.3368384;
160;"Kentekencamera, reistijd (MoCo)";"124";"Oprit Ringweg zuid (A10) ri. west nabij Amstelveenseweg (s108)";2010;"VRI 699";"ZX3738";"0837-R";699;67;"POINT(4.858124,52.339009)";"POINT(52.339009,4.858124)";4.858124;52.339009;
163;"Kentekencamera, reistijd (MoCo)";"124";"Haarlemmerweg (s103) nabij Burgemeester De Vughtlaan";2010;"VRI 902";"ZX3718";"0341-C";902;90;"POINT(4.8192251,52.3843047)";"POINT(52.3843047,4.8192251)";4.8192251;52.3843047;
167;"Kentekencamera, reistijd (MoCo)";"124";"Einsteinweg (A10) oprit Binnenring nabij Vlothavenweg";2010;"Eigen voeding (NUON)";"ZX3706";"";913;15;"POINT(4.85132,52.4014887)";"POINT(52.4014887,4.85132)";4.85132;52.4014887;
168;"Kentekencamera, reistijd (MoCo)";"124";"Nieuwe Hemweg (s101) nabij Kabelweg";2019;"VRI 913";"ANPR-03007 ";"0131-C";913;135;"POINT(4.8516648,52.3997923)";"POINT(52.3997923,4.8516648)";4.8516648;52.3997923;
169;"Kentekencamera, reistijd (MoCo)";"124";"Oprit Einsteinweg (A10) rechtsom nabij Transformatorweg (s102)";2019;"VRI 915";"ANPR-03012";"";915;0;"POINT(4.8449781,52.3922125)";"POINT(52.3922125,4.8449781)";4.8449781;52.3922125;
170;"Kentekencamera, reistijd (MoCo)";"124";"Transformatorweg (s102) nabij Afrit Einsteinweg (A10) rechtsom";2019;"VRI 915";"ANPR-03018";"";915;90;"POINT(4.8453748,52.3915564)";"POINT(52.3915564,4.8453748)";4.8453748;52.3915564;
171;"Kentekencamera, reistijd (MoCo)";"124";"Basisweg (s102) nabij Afrit Einsteinweg (A10) linksom";2019;"VRI 915";"ANPR-03001 ";"0236-A";915;270;"POINT(4.843075,52.3919646)";"POINT(52.3919646,4.843075)";4.843075;52.3919646;
172;"Kentekencamera, reistijd (MoCo)";"124";"Oprit Einsteinweg (A10) linksom nabij Transformatorweg (s102)";2019;"VRI 915";"ANPR-03011";"";915;180;"POINT(4.8435752,52.3913619)";"POINT(52.3913619,4.8435752)";4.8435752;52.3913619;
173;"Kentekencamera, reistijd (MoCo)";"124";"Jan van Galenstraat (s105) nabij Admiraal de Ruyerweg";2011;"VRI 920";"ZX3783";"0521-C";920;67;"POINT(4.858794,52.3745925)";"POINT(52.3745925,4.858794)";4.858794;52.3745925;
174;"Kentekencamera, reistijd (MoCo)";"124";"Jan van Galenstraat (s105) nabij Admiraal de Ruyerweg";2011;"VRI 920";"ZX3784";"0525-A";920;247;"POINT(4.858186,52.374684)";"POINT(52.374684,4.858186)";4.858186;52.374684;
175;"Kentekencamera, reistijd (MoCo)";"124";"Oprit Einsteinweg (A10) ri. noord nabij Jan van Galenstraat (s105)";2020;"VRI 922";"ANPR-03043";"";922;0;"POINT(4.8426788,52.3724486)";"POINT(52.3724486,4.8426788)";4.8426788;52.3724486;
176;"Kentekencamera, reistijd (MoCo)";"124";"Jan van Galenstraat (s105) nabij Afrit Einsteinweg (A10) ri. zuid";2020;"VRI 922";"ANPR-03044";"";922;247;"POINT(4.8413699,52.3724372)";"POINT(52.3724372,4.8413699)";4.8413699;52.3724372;
177;"Kentekencamera, reistijd (MoCo)";"124";"Oprit Einsteinweg (A10) ri. zuid nabij Jan van Galenstraat (s105)";2020;"VRI 922";"ANPR-03042";"";922;180;"POINT(4.8417051,52.3719641)";"POINT(52.3719641,4.8417051)";4.8417051;52.3719641;
178;"Kentekencamera, reistijd (MoCo)";"124";"Oprit Einsteinweg (A10) ri. noord nabij Cornelis Lelylaan (s106)";2010;"VRI 936";"ZX3732";"0639-R";936;0;"POINT(4.8430259,52.3582388)";"POINT(52.3582388,4.8430259)";4.8430259;52.3582388;
179;"Kentekencamera, reistijd (MoCo)";"124";"Cornelis Lelylaan (s106) nabij Afrit Einsteinweg (A10) ri. zuid";2010;"VRI 936";"ZX3731";"0636-A";936;247;"POINT(4.8418,52.3581206)";"POINT(52.3581206,4.8418)";4.8418;52.3581206;
180;"Kentekencamera, reistijd (MoCo)";"124";"Oprit Einsteinweg (A10) ri. zuid nabij Cornelis Lelylaan (s106)";2010;"VRI 936";"ZX3730";"0634-L";936;180;"POINT(4.8419282,52.3575026)";"POINT(52.3575026,4.8419282)";4.8419282;52.3575026;
183;"Kentekencamera, reistijd (MoCo)";"124";"Einsteinweg oprit (A10) binnenring nabij Henk Sneevlietweg (s107)";2011;"VRI 952";"ZX3789";"0732-R";952;0;"POINT(4.8416512,52.3461081)";"POINT(52.3461081,4.8416512)";4.8416512;52.3461081;
184;"Kentekencamera, reistijd (MoCo)";"124";"Henk Sneevlietweg (s107) nabij Einsteinweg afrit (A10) buitenring";2011;"VRI 952";"ZX3790";"0737-A";952;270;"POINT(4.839865,52.3458792)";"POINT(52.3458792,4.839865)";4.839865;52.3458792;
185;"Kentekencamera, reistijd (MoCo)";"124";"Henk Sneevlietweg (s107) nabij Einsteinweg afrit (A10) buitenring";2011;"VRI 952";"ZX3790";"0738-A";952;270;"POINT(4.839865,52.3458792)";"POINT(52.3458792,4.839865)";4.839865;52.3458792;
193;"Kentekencamera, reistijd (MoCo)";"124";"Basisweg (s102) nabij Rhoneweg (s103)";2019;"VRI 987";"ANPR-03002";"";987;67;"POINT(4.819473,52.3912932)";"POINT(52.3912932,4.819473)";4.819473;52.3912932;
194;"Kentekencamera, reistijd (MoCo)";"124";"Seineweg (s103) nabij Basisweg (s102)";2019;"VRI 987";"ANPR-03016";"0244-L";987;180;"POINT(4.818472,52.391014)";"POINT(52.391014,4.818472)";4.818472;52.391014;
195;"Kentekencamera, reistijd (MoCo)";"124";"Haarlemmerweg (N200) nabij Oprit Einsteinweg (A10)";2010;"VRI 990";"ZX3717";"0336-A";990;265;"POINT(4.8432739,52.3849875)";"POINT(52.3849875,4.8432739)";4.8432739;52.3849875;
196;"Kentekencamera, reistijd (MoCo)";"124";"Oprit Einsteinweg (A10) linksom nabij Haarlemmerweg (s103)";2010;"VRI 990";"ZX3716";"0333-L";990;180;"POINT(4.844023,52.3844267)";"POINT(52.3844267,4.844023)";4.844023;52.3844267;
199;"Kentekencamera, reistijd (MoCo)";"124";"Europaboulevard (s109) nabij Van Nijenrodeweg";2012;"Eigen voeding (NUON)";"ZX3920";"0957-C";0;0;"POINT(4.8901799,52.3288275)";"POINT(52.3288275,4.8901799)";4.8901799;52.3288275;
200;"Kentekencamera, reistijd (MoCo)";"124";"Rijksweg A10 - S102 (binnenring) nabij hectometer 26,158 Re";2013;"Bermdrip BD124";"ZX3948";"02A105-C";0;0;"POINT(4.8449709,52.3830611)";"POINT(52.3830611,4.8449709)";4.8449709;52.3830611;
201;"Kentekencamera, reistijd (MoCo)";"124";"Valkenburgerstraat Z-N nabij nr. 128";2019;"DRIP";"ANPR-03020-N";"";0;45;"POINT(4.9060191,52.3691855)";"POINT(52.3691855,4.9060191)";4.9060191;52.3691855;
202;"Kentekencamera, reistijd (MoCo)";"124";"Nieuwe Leeuwarderweg (s116) nabij Wagenaarsbrug";2019;"BRUG";"ANPR-03010 ";"";0;45;"POINT(4.9134412,52.3860471)";"POINT(52.3860471,4.9134412)";4.9134412;52.3860471;
204;"Kentekencamera, reistijd (MoCo)";"124";"Mauritskade (s100) nabij Lineausstraat (s113)";2010;"Eigen voeding (NUON)";"ZX3763";"1311-L";0;45;"POINT(4.9234459,52.363896)";"POINT(52.363896,4.9234459)";4.9234459;52.363896;
206;"Kentekencamera, reistijd (MoCo)";"124";"Nieuwe Hemweg (s101) nabij Transformatorweg (s102)";2019;"Eigen voeding (NUON)";"ANPR-03008";"";0;305;"POINT(4.8637402,52.3945624)";"POINT(52.3945624,4.8637402)";4.8637402;52.3945624;
207;"Kentekencamera, reistijd (MoCo)";"124";"Rijksweg A10 - S116 (buitenring) nabij hectometer 5,295 Li";2013;"Bermdrip BD127";"ZX3953";"16A101-C";0;315;"POINT(4.9529669,52.4022757)";"POINT(52.4022757,4.9529669)";4.9529669;52.4022757;
208;"Kentekencamera, reistijd (MoCo)";"124";"De Boelelaan nabij Buitenveldertselaan (v.h.van Heenvlietlaan)";2012;"VRI 687";"ZX3917";"0841-L";0;90;"POINT(4.8692229,52.3349578)";"POINT(52.3349578,4.8692229)";4.8692229;52.3349578;
209;"Kentekencamera, reistijd (MoCo)";"124";"Burgemaaster Stramanweg nabij Boris Pasternakstraat";2012;"Eigen voeding (NUON)";"ZX3909";"1142-A";0;67;"POINT(4.9457881,52.3154799)";"POINT(52.3154799,4.9457881)";4.9457881;52.3154799;
210;"Kentekencamera, reistijd (MoCo)";"124";"Rijksweg A10 - S112 (buitenring) nabij hectometer 14,345 Li";2013;"Bermdrip BD134";"ZX3949";"12A101-C";0;67;"POINT(4.934428,52.3340155)";"POINT(52.3340155,4.934428)";4.934428;52.3340155;
211;"Kentekencamera, reistijd (MoCo)";"124";"Rijksweg A10 - S114 (buitenring) nabij hectometer 10,990 Li";2013;"Bermdrip BD131";"ZX3951";"14A101-C";0;15;"POINT(4.9658682,52.3554045)";"POINT(52.3554045,4.9658682)";4.9658682;52.3554045;
213;"Kentekencamera, reistijd (MoCo)";"124";"Transformatorweg (s102) nabij Spaarndammerdijk (s101)";2019;"Eigen voeding (NUON)";"ANPR-03019";"";0;270;"POINT(4.8626912,52.3926818)";"POINT(52.3926818,4.8626912)";4.8626912;52.3926818;
215;"Kentekencamera, reistijd (MoCo)";"124";"Mauritskade (s100/s113) nabij Lineausstraat (s113)";2010;"Eigen voeding (NUON)";"ZX3765";"1315-R";0;247;"POINT(4.9220412,52.3632743)";"POINT(52.3632743,4.9220412)";4.9220412;52.3632743;
218;"Kentekencamera, reistijd (MoCo)";"124";"Nieuwe Utrechtseweg (s110/A2) nabij Km30,4 (voor tankstation)";2010;"Eigen voeding (NUON)";"ZX3747";"1034-A";0;180;"POINT(4.9120362,52.3347518)";"POINT(52.3347518,4.9120362)";4.9120362;52.3347518;
219;"Kentekencamera, reistijd (MoCo)";"124";"Rijksweg A10 - S114 (binnenring) nabij hectometer 8,150 Re";2013;"Bermdrip BD130";"ZX3952";"14A105-C";0;170;"POINT(4.9730279,52.3806578)";"POINT(52.3806578,4.9730279)";4.9730279;52.3806578;
220;"Kentekencamera, reistijd (MoCo)";"124";"Rijksweg A10 - S116 (binnenring) nabij hectometer 2,515 Re";2013;"Bermdrip BD126";"ZX3954";"16A105-C";0;135;"POINT(4.916302,52.4170043)";"POINT(52.4170043,4.916302)";4.916302;52.4170043;
221;"Kentekencamera, reistijd (MoCo)";"124";"Valkenburgerstraat N-Z nabij nr. 128";2019;"DRIP";"ANPR-03020-Z";"";0;225;"POINT(4.9059889,52.369187)";"POINT(52.369187,4.9059889)";4.9059889;52.369187;
222;"Kentekencamera, reistijd (MoCo)";"124";"Rijksweg A10 - S102 (buitenring) nabij hectometer 28,125 Li";2013;"Bermdrip BD123";"ZX3947";"02A101-C";0;225;"POINT(4.8475678,52.4000632)";"POINT(52.4000632,4.8475678)";4.8475678;52.4000632;
223;"Kentekencamera, reistijd (MoCo)";"124";"Rijksweg A10 - S112 (binnenring) nabij hectometer 12,9 Re";2013;"Bermdrip BD106";"ZX3950";"12A105-C";0;225;"POINT(4.9523818,52.3408705)";"POINT(52.3408705,4.9523818)";4.9523818;52.3408705;
224;"Kentekencamera, reistijd (MoCo)";"124";"Lineausstraat (s113) nabij Mauritskade (s100)";2010;"Eigen voeding (NUON)";"ZX3764";"1313-A";0;157;"POINT(4.923527,52.3628127)";"POINT(52.3628127,4.923527)";4.923527;52.3628127;
225;"Kentekencamera, milieuzone";"127";"Naaldwijkstraat / Anthony Fokkerweg";2019;"Eigen voeding";"ANPR-01018";"";0;0;"POINT(4.842119,52.3462302)";"POINT(52.3462302,4.842119)";4.842119;52.3462302;
226;"Kentekencamera, milieuzone";"127";"S108: Amstelveenseweg / Fred Roeskestraat";2019;"Eigen voeding";"ANPR-01019-A";"";0;350;"POINT(4.8577338,52.3421587)";"POINT(52.3421587,4.8577338)";4.8577338;52.3421587;
227;"Kentekencamera, milieuzone";"127";"S108: Amstelveenseweg / Fred Roeskestraat";2019;"Eigen voeding";"ANPR-01019-B";"";0;350;"POINT(4.8577276,52.3421571)";"POINT(52.3421571,4.8577276)";4.8577276;52.3421571;
228;"Kentekencamera, milieuzone";"127";"Parnassusweg / Strawinskylaan";2019;"Eigen voeding";"ANPR-01022";"";0;0;"POINT(4.8687057,52.3394245)";"POINT(52.3394245,4.8687057)";4.8687057;52.3394245;
229;"Kentekencamera, milieuzone";"127";"Beethovenstraat / Strawinskylaan";2019;"Eigen voeding";"ANPR-01023";"";0;0;"POINT(4.8769338,52.3403136)";"POINT(52.3403136,4.8769338)";4.8769338;52.3403136;
231;"Kentekencamera, milieuzone";"127";"Scheldeplein (v.h.Scheldestraat / Deurloostraat)";2019;"Eigen voeding";"ANPR-01026";"";0;0;"POINT(4.8908733,52.3443738)";"POINT(52.3443738,4.8908733)";4.8908733;52.3443738;
232;"Kentekencamera, milieuzone";"127";"Zeeburgerpad / Veelaan";2019;"Eigen voeding";"ANPR-01042";"";0;0;"POINT(4.9395511,52.3674246)";"POINT(52.3674246,4.9395511)";4.9395511;52.3674246;
233;"Kentekencamera, milieuzone";"127";"S110: Nieuwe Utrechtseweg";2019;"Eigen voeding";"ANPR-01032 ";"";0;337;"POINT(4.9107309,52.3377986)";"POINT(52.3377986,4.9107309)";4.9107309;52.3377986;
236;"Kentekencamera, milieuzone";"127";"Spaklerweg / Amstel Boulevard (rotonde)";2019;"Eigen voeding";"ANPR-01033";"";0;337;"POINT(4.9187372,52.3429343)";"POINT(52.3429343,4.9187372)";4.9187372;52.3429343;
237;"Kentekencamera, milieuzone";"127";"S107: Henk Sneevlietweg / Fokkerweg";2019;"Eigen voeding";"ANPR-01017";"";0;45;"POINT(4.8464949,52.3466231)";"POINT(52.3466231,4.8464949)";4.8464949;52.3466231;
238;"Kentekencamera, milieuzone";"127";"S112: Gooiseweg / Nabij OV 96615";2019;"Eigen voeding";"ANPR-01034";"";0;315;"POINT(4.9375601,52.3398858)";"POINT(52.3398858,4.9375601)";4.9375601;52.3398858;
240;"Kentekencamera, milieuzone";"127";"Rozenburglaan / Zaaiersweg `Rotonde`";2019;"Eigen voeding";"ANPR-01035";"";0;315;"POINT(4.9382288,52.339938)";"POINT(52.339938,4.9382288)";4.9382288;52.339938;
241;"Kentekencamera, milieuzone";"127";"S113: Middenweg / Voorlandpad";2019;"Eigen voeding";"ANPR-01037";"";0;315;"POINT(4.9502332,52.3416449)";"POINT(52.3416449,4.9502332)";4.9502332;52.3416449;
242;"Kentekencamera, milieuzone";"127";"S101: Spaarndammerdijk / Oostzaanstraat";2019;"Eigen voeding";"ANPR-01001-A";"";0;90;"POINT(4.8710181,52.3930033)";"POINT(52.3930033,4.8710181)";4.8710181;52.3930033;
243;"Kentekencamera, milieuzone";"127";"S101: Spaarndammerdijk / Oostzaanstraat";2019;"Eigen voeding";"ANPR-01001-A";"";0;90;"POINT(4.8710181,52.392996)";"POINT(52.392996,4.8710181)";4.8710181;52.392996;
244;"Kentekencamera, milieuzone";"127";"S103: Haarlemmerweg / Admiraal de Ruijterweg";2019;"Eigen voeding";"ANPR-01004-A";"";0;90;"POINT(4.8471496,52.3849189)";"POINT(52.3849189,4.8471496)";4.8471496;52.3849189;
248;"Kentekencamera, milieuzone";"127";"Wiltzanghlaan / Jephtastraat";2019;"Eigen voeding";"ANPR-01005";"";0;90;"POINT(4.8455932,52.3816687)";"POINT(52.3816687,4.8455932)";4.8455932;52.3816687;
249;"Kentekencamera, milieuzone";"127";"S105: Jan van Galenstraat  / Orteliuskade";2019;"Eigen voeding";"ANPR-01007";"";0;90;"POINT(4.844394,52.3720786)";"POINT(52.3720786,4.844394)";4.844394;52.3720786;
251;"Kentekencamera, milieuzone";"127";"Postjesweg / Postjesweg (rotonde)";2019;"Eigen voeding";"ANPR-01009";"";0;90;"POINT(4.843786,52.3641173)";"POINT(52.3641173,4.843786)";4.843786;52.3641173;
252;"Kentekencamera, milieuzone";"127";"Jongkindstraat / Nachtwachtlaan";2019;"Eigen voeding";"ANPR-01010";"";0;90;"POINT(4.8433001,52.359326)";"POINT(52.359326,4.8433001)";4.8433001;52.359326;
253;"Kentekencamera, milieuzone";"127";"S106: Cornelis Lelylaan / Haarlemmermeerstraat";2019;"Eigen voeding";"ANPR-01011-A";"";0;90;"POINT(4.8454715,52.357876)";"POINT(52.357876,4.8454715)";4.8454715;52.357876;
254;"Kentekencamera, milieuzone";"127";"S106: Cornelis Lelylaan / Haarlemmermeerstraat";2019;"Eigen voeding";"ANPR-01011-B";"";0;90;"POINT(4.8454742,52.3578613)";"POINT(52.3578613,4.8454742)";4.8454742;52.3578613;
256;"Kentekencamera, milieuzone";"127";"Hendrikje Stoffelstraat/Saskia van Uilenburgkade";2019;"Eigen voeding";"ANPR-01012";"";0;90;"POINT(4.843451,52.356291)";"POINT(52.356291,4.843451)";4.843451;52.356291;
257;"Kentekencamera, milieuzone";"127";"Heemstedestraat / Poeldijkstraat";2019;"Eigen voeding";"ANPR-01013";"";0;90;"POINT(4.8436592,52.3514563)";"POINT(52.3514563,4.8436592)";4.8436592;52.3514563;
258;"Kentekencamera, milieuzone";"127";"Rijswijkstraat / Poeldijkstraat";2019;"Eigen voeding";"ANPR-01014";"";0;90;"POINT(4.8437978,52.3500635)";"POINT(52.3500635,4.8437978)";4.8437978;52.3500635;
259;"Kentekencamera, milieuzone";"127";"Voorburgstraat / Naaldwijkstraat";2019;"Eigen voeding";"ANPR-01015";"";0;90;"POINT(4.8421242,52.3484503)";"POINT(52.3484503,4.8421242)";4.8421242;52.3484503;
260;"Kentekencamera, milieuzone";"127";"Vlaardingenlaan / Naaldwijkstraat";2019;"Eigen voeding";"ANPR-01016";"";0;90;"POINT(4.8418848,52.3467986)";"POINT(52.3467986,4.8418848)";4.8418848;52.3467986;
261;"Kentekencamera, milieuzone";"127";"Europaplein / Rooseveltlaan";2019;"Eigen voeding";"ANPR-01028";"";0;90;"POINT(4.8935759,52.341828)";"POINT(52.341828,4.8935759)";4.8935759;52.341828;
262;"Kentekencamera, milieuzone";"127";"Kennedylaan / Graafschapstraat";2019;"Eigen voeding";"ANPR-01029";"";0;90;"POINT(4.8938029,52.3406264)";"POINT(52.3406264,4.8938029)";4.8938029;52.3406264;
264;"Kentekencamera, milieuzone";"127";"S104: Bos en Lommerplein / Afrit A10";2019;"Eigen voeding";"ANPR-01006-A";"";0;67;"POINT(4.8450609,52.3776891)";"POINT(52.3776891,4.8450609)";4.8450609;52.3776891;
265;"Kentekencamera, milieuzone";"127";"S104: Bos en Lommerplein / Afrit A10";2019;"Eigen voeding";"ANPR-01006-B";"";0;67;"POINT(4.8450689,52.3776678)";"POINT(52.3776678,4.8450689)";4.8450689;52.3776678;
266;"Kentekencamera, milieuzone";"127";"Jan Evertsenstraat / Staalmesterlaan";2019;"Eigen voeding";"ANPR-01008";"";0;87;"POINT(4.8447521,52.3692557)";"POINT(52.3692557,4.8447521)";4.8447521;52.3692557;
267;"Kentekencamera, milieuzone";"127";"Geleenstraat (v.h.Geulstraat / Diezestraat)";2019;"Eigen voeding";"ANPR-01027";"";0;70;"POINT(4.8913825,52.3440459)";"POINT(52.3440459,4.8913825)";4.8913825;52.3440459;
268;"Kentekencamera, milieuzone";"127";"Wielingenstraat / H. Heijermanstraat";2019;"Eigen voeding";"ANPR-01024";"";0;270;"POINT(4.8861668,52.344586)";"POINT(52.344586,4.8861668)";4.8861668;52.344586;
269;"Kentekencamera, milieuzone";"127";"S114: Zeeburgerdijk / Kramatweg";2019;"Eigen voeding";"ANPR-01041 ";"";0;270;"POINT(4.9448221,52.3662001)";"POINT(52.3662001,4.9448221)";4.9448221;52.3662001;
270;"Kentekencamera, milieuzone";"127";"Zeeburgpad / Panamalaan";2019;"Eigen voeding";"ANPR-01044";"";0;270;"POINT(4.9343111,52.3668654)";"POINT(52.3668654,4.9343111)";4.9343111;52.3668654;
271;"Kentekencamera, milieuzone";"127";"S114: Pietheintunnel / Ingang Pietheintunnel";2019;"Eigen voeding";"ANPR-01038";"";0;292;"POINT(4.9616925,52.3722758)";"POINT(52.3722758,4.9616925)";4.9616925;52.3722758;
273;"Kentekencamera, milieuzone";"127";"Molukkenstraat";2019;"Eigen voeding";"ANPR-01043";"";0;180;"POINT(4.939429,52.3664099)";"POINT(52.3664099,4.939429)";4.939429;52.3664099;
274;"Kentekencamera, milieuzone";"127";"S116: Nieuwe Leeuwarderweg / Ingang IJtunnel";2019;"Besturing IJtunnel";"ANPR-01045 ";"";0;225;"POINT(4.9146693,52.3868136)";"POINT(52.3868136,4.9146693)";4.9146693;52.3868136;
