OBJECTNUMMER;SidewalkID;Streetname;Segments;NetworkType;ComfortLevelCode;ComfortLevel;SpaceclaimCode;Spaceclaim;SpaceclaimAantal;SituationCode;Situation;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
69;69;"Govert Flinckstraat";"0002";"";"18";"1.8m";"FIETSREG|FIETSONREG|PAAL";"Geparkeerde fietsen gereguleerd - Geparkeerde fietsen ongereguleerd - Palen en masten";3;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.893377 52.355095,4.894455 52.355283,4.894917 52.355397,4.895736 52.355597,4.896436 52.355771,4.896767 52.355867,4.897416 52.356054,4.897632 52.356116)";"LINESTRING(52.355095 4.893377,52.355283 4.894455,52.355397 4.894917,52.355597 4.895736,52.355771 4.896436,52.355867 4.896767,52.356054 4.897416,52.356116 4.897632)";4.89550945;52.35559905;
70;70;"Govert Flinckstraat";"0003";"";"06";"0.6m";"FIETSONREG";"Geparkeerde fietsen ongereguleerd";1;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.890538 52.354595,4.891367 52.354734,4.892015 52.354853,4.893273 52.355077)";"LINESTRING(52.354595 4.890538,52.354734 4.891367,52.354853 4.892015,52.355077 4.893273)";4.89191055;52.3548285;
71;71;"Govert Flinckstraat";"0004";"";"09";"0.9m";"FIETSREG|BROM|FIETSONREG|PAAL";"Geparkeerde brommers/motoren - Geparkeerde fietsen gereguleerd - Geparkeerde fietsen ongereguleerd - Palen en masten";4;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.888463 52.354212,4.888663 52.354242,4.889091 52.354318,4.889781 52.354453,4.890091 52.354508,4.890311 52.354546)";"LINESTRING(52.354212 4.888463,52.354242 4.888663,52.354318 4.889091,52.354453 4.889781,52.354508 4.890091,52.354546 4.890311)";4.8893919;52.35437265;
72;72;"Govert Flinckstraat";"0005";"";"09";"0.9m";"FIETSREG|FIETSONREG";"Geparkeerde fietsen gereguleerd - Geparkeerde fietsen ongereguleerd";2;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.888466 52.354143,4.888655 52.354153,4.888846 52.354184,4.889170 52.354251,4.889480 52.354310,4.890051 52.354412,4.890328 52.354463)";"LINESTRING(52.354143 4.888466,52.354153 4.888655,52.354184 4.888846,52.354251 4.889170,52.354310 4.889480,52.354412 4.890051,52.354463 4.890328)";4.8894019;52.35429445;
73;73;"Govert Flinckstraat";"0006";"";"09";"0.9m";"FIETSREG|GROEN|FIETSONREG";"Geparkeerde fietsen gereguleerd - Geparkeerde fietsen ongereguleerd - Groen";3;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.893253 52.355005,4.893221 52.355000,4.892827 52.354926,4.892344 52.354843,4.891869 52.354757,4.891396 52.354677,4.891075 52.354611,4.890833 52.354568,4.890578 52.354531)";"LINESTRING(52.355005 4.893253,52.355000 4.893221,52.354926 4.892827,52.354843 4.892344,52.354757 4.891869,52.354677 4.891396,52.354611 4.891075,52.354568 4.890833,52.354531 4.890578)";4.8919203;52.35475985;
74;74;"Govert Flinckstraat";"0007";"";"06";"0.6m";"FIETSREG|BROM|FIETSONREG";"Geparkeerde brommers/motoren - Geparkeerde fietsen gereguleerd - Geparkeerde fietsen ongereguleerd";3;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.897647 52.356047,4.897269 52.355939,4.896948 52.355840,4.896023 52.355597,4.895608 52.355497,4.895201 52.355393,4.894912 52.355322,4.894494 52.355223,4.893910 52.355117,4.893530 52.355051,4.893410 52.355031)";"LINESTRING(52.356047 4.897647,52.355939 4.897269,52.355840 4.896948,52.355597 4.896023,52.355497 4.895608,52.355393 4.895201,52.355322 4.894912,52.355223 4.894494,52.355117 4.893910,52.355051 4.893530,52.355031 4.893410)";4.89553355;52.35553235;
75;75;"Govert Flinckstraat";"0008";"";"06MIN";"Smaller dan 0.6m";"BROM|FIETSONREG";"Geparkeerde brommers/motoren - Geparkeerde fietsen ongereguleerd";2;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.899698 52.356647,4.899191 52.356499,4.898755 52.356373,4.898471 52.356285,4.898024 52.356155,4.897759 52.356091)";"LINESTRING(52.356647 4.899698,52.356499 4.899191,52.356373 4.898755,52.356285 4.898471,52.356155 4.898024,52.356091 4.897759)";4.8987334;52.356362;
76;76;"Tweede Jan Steenstraat";"0001";"";"18";"1.8m";"GROEN|FIETSONREG";"Geparkeerde fietsen ongereguleerd - Groen";2;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.898179 52.355571,4.898663 52.355710,4.899531 52.355963,4.899980 52.356092,4.900075 52.356127)";"LINESTRING(52.355571 4.898179,52.355710 4.898663,52.355963 4.899531,52.356092 4.899980,52.356127 4.900075)";4.89913205;52.3558432;
77;77;"Tweede Jan Steenstraat";"0002";"";"22";"2.2m";"GROEN|FIETSONREG|PAAL";"Geparkeerde fietsen ongereguleerd - Groen -  - Palen en masten";3;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.893715 52.354563,4.893765 52.354573,4.894552 52.354752,4.895798 52.355028,4.896561 52.355194,4.897173 52.355333,4.897671 52.355437,4.898049 52.355520)";"LINESTRING(52.354563 4.893715,52.354573 4.893765,52.354752 4.894552,52.355028 4.895798,52.355194 4.896561,52.355333 4.897173,52.355437 4.897671,52.355520 4.898049)";4.8958869;52.3550345;
78;78;"Tweede Jan Steenstraat";"0003";"";"09";"0.9m";"BROM|GROEN|FIETSONREG";"Geparkeerde brommers/motoren - Geparkeerde fietsen ongereguleerd - Groen";3;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.890745 52.354121,4.891657 52.354263,4.892554 52.354392,4.893291 52.354505,4.893589 52.354550)";"LINESTRING(52.354121 4.890745,52.354263 4.891657,52.354392 4.892554,52.354505 4.893291,52.354550 4.893589)";4.8921721;52.3543288;
79;79;"Tweede Jan Steenstraat";"0004";"";"18";"1.8m";"BROM|WINKEL|FIETSONREG|PAAL";"Geparkeerde brommers/motoren - Geparkeerde fietsen ongereguleerd - Palen en masten - Winkeluitstalling & reclameborden";4;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.888638 52.353784,4.889253 52.353883,4.889918 52.353984,4.890525 52.354084)";"LINESTRING(52.353784 4.888638,52.353883 4.889253,52.353984 4.889918,52.354084 4.890525)";4.88958645;52.35392635;
80;80;"Tweede Jan Steenstraat";"0005";"";"18";"1.8m";"FIETSREG|BROM|FIETSONREG";"Geparkeerde brommers/motoren - Geparkeerde fietsen gereguleerd - Geparkeerde fietsen ongereguleerd";3;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.890560 52.353982,4.888751 52.353709)";"LINESTRING(52.353982 4.890560,52.353709 4.888751)";4.8896606;52.3538386;
81;81;"Tweede Jan Steenstraat";"0006";"";"18";"1.8m";"FIETSREG|BROM|FIETSONREG";"Geparkeerde brommers/motoren - Geparkeerde fietsen gereguleerd - Geparkeerde fietsen ongereguleerd";3;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.893650 52.354449,4.892997 52.354343,4.892446 52.354264,4.891854 52.354173,4.891374 52.354103,4.890785 52.354013)";"LINESTRING(52.354449 4.893650,52.354343 4.892997,52.354264 4.892446,52.354173 4.891854,52.354103 4.891374,52.354013 4.890785)";4.89222265;52.35422385;
82;82;"Tweede Jan Steenstraat";"0007";"";"09";"0.9m";"FIETSONREG";"Geparkeerde fietsen ongereguleerd";1;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.898125 52.355429,4.897974 52.355393,4.897634 52.355320,4.897123 52.355203,4.896356 52.355033,4.895934 52.354942,4.895290 52.354797,4.894798 52.354688,4.894217 52.354554,4.893863 52.354480)";"LINESTRING(52.355429 4.898125,52.355393 4.897974,52.355320 4.897634,52.355203 4.897123,52.355033 4.896356,52.354942 4.895934,52.354797 4.895290,52.354688 4.894798,52.354554 4.894217,52.354480 4.893863)";4.8959992;52.35494865;
83;83;"Tweede Jan Steenstraat";"0008";"";"18";"1.8m";"FIETSREG|GROEN|FIETSONREG";"Geparkeerde fietsen gereguleerd - Geparkeerde fietsen ongereguleerd - Groen - ";3;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.900156 52.356021,4.899723 52.355893,4.899177 52.355733,4.898530 52.355543,4.898262 52.355476)";"LINESTRING(52.356021 4.900156,52.355893 4.899723,52.355733 4.899177,52.355543 4.898530,52.355476 4.898262)";4.899214;52.35574215;
84;84;"Frans Halsstraat";"0001";"";"18";"1.8m";"FIETSREG|TERRAS";"Geparkeerde fietsen gereguleerd - Terrassen";2;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.888963 52.357500,4.889002 52.357720,4.889101 52.358286,4.889115 52.358425)";"LINESTRING(52.357500 4.888963,52.357720 4.889002,52.358286 4.889101,52.358425 4.889115)";4.88904405;52.35795465;
85;85;"Frans Halsstraat";"0002";"";"09";"0.9m";"FIETSREG|WINKEL|GROEN|FIETSONREG";"Geparkeerde fietsen gereguleerd - Geparkeerde fietsen ongereguleerd - Groen - Winkeluitstalling & reclameborden";4;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.888862 52.356905,4.888876 52.356985,4.888950 52.357427)";"LINESTRING(52.356905 4.888862,52.356985 4.888876,52.357427 4.888950)";4.888911;52.3571593;
86;86;"Frans Halsstraat";"0003";"";"22";"2.2m";"FIETSREG|GROEN";"Geparkeerde fietsen gereguleerd - Groen";2;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.888768 52.356311,4.888849 52.356828)";"LINESTRING(52.356311 4.888768,52.356828 4.888849)";4.8888135;52.3565623;
87;87;"Frans Halsstraat";"0004";"";"18";"1.8m";"FIETSREG|BROM|WINKEL|FIETSONREG";"Geparkeerde brommers/motoren - Geparkeerde fietsen gereguleerd - Geparkeerde fietsen ongereguleerd -  - Winkeluitstalling & reclameborden";4;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.888684 52.355774,4.888767 52.356230)";"LINESTRING(52.355774 4.888684,52.356230 4.888767)";4.8887303;52.3559958;
88;88;"Frans Halsstraat";"0005";"";"18";"1.8m";"BROM|WINKEL|GROEN";"Geparkeerde brommers/motoren - Groen - Winkeluitstalling & reclameborden";3;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.888505 52.355696,4.888430 52.355240)";"LINESTRING(52.355696 4.888505,52.355240 4.888430)";4.88847255;52.35546175;
89;89;"Frans Halsstraat";"0006";"";"18";"1.8m";"FIETSREG|BROM|FIETSONREG";"Geparkeerde brommers/motoren - Geparkeerde fietsen gereguleerd - Geparkeerde fietsen ongereguleerd";3;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.888487 52.354683,4.888587 52.355128)";"LINESTRING(52.354683 4.888487,52.355128 4.888587)";4.88854195;52.35489905;
90;90;"Frans Halsstraat";"0007";"";"18";"1.8m";"FIETSREG|BROM|GROEN|FIETSONREG";"Geparkeerde brommers/motoren - Geparkeerde fietsen gereguleerd - Geparkeerde fietsen ongereguleerd - Groen";4;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.888409 52.355147,4.888342 52.354733,4.888320 52.354652)";"LINESTRING(52.355147 4.888409,52.354733 4.888342,52.354652 4.888320)";4.88836955;52.35489335;
91;91;"Frans Halsstraat";"0008";"";"09";"0.9m";"FIETSREG|BROM|GROEN|FIETSONREG";"Geparkeerde brommers/motoren - Geparkeerde fietsen gereguleerd - Geparkeerde fietsen ongereguleerd - Groen";4;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.888681 52.355713,4.888750 52.355677,4.889100 52.355654,4.889885 52.355612,4.890371 52.355587)";"LINESTRING(52.355713 4.888681,52.355677 4.888750,52.355654 4.889100,52.355612 4.889885,52.355587 4.890371)";4.88953085;52.35564295;
92;92;"Frans Halsstraat";"0009";"";"09";"0.9m";"BROM|TERRAS|FIETSONREG";"Geparkeerde brommers/motoren - Geparkeerde fietsen ongereguleerd - Terrassen";3;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.888598 52.356251,4.888518 52.355782)";"LINESTRING(52.356251 4.888598,52.355782 4.888518)";4.88856295;52.3560092;
93;93;"Frans Halsstraat";"0010";"";"18";"1.8m";"FIETSREG|BROM|GROEN|PAAL";"Geparkeerde brommers/motoren - Geparkeerde fietsen gereguleerd - Groen - Palen en masten";4;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.888689 52.356831,4.888609 52.356345)";"LINESTRING(52.356831 4.888689,52.356345 4.888609)";4.88865395;52.35658135;
94;94;"Frans Halsstraat";"0011";"";"18";"1.8m";"FIETSREG|BROM|FIETSONREG";"Geparkeerde brommers/motoren - Geparkeerde fietsen gereguleerd - Geparkeerde fietsen ongereguleerd";3;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.888790 52.357439,4.888827 52.357406,4.888811 52.357289,4.888758 52.357273,4.888701 52.356934)";"LINESTRING(52.357439 4.888790,52.357406 4.888827,52.357289 4.888811,52.357273 4.888758,52.356934 4.888701)";4.8887689;52.35717835;
95;95;"Frans Halsstraat";"0012";"";"18";"1.8m";"FIETSREG|BROM|FIETSONREG";"Geparkeerde brommers/motoren - Geparkeerde fietsen gereguleerd - Geparkeerde fietsen ongereguleerd";3;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.888960 52.358499,4.888888 52.358064,4.888809 52.357520)";"LINESTRING(52.358499 4.888960,52.358064 4.888888,52.357520 4.888809)";4.88888955;52.35800235;
96;96;"Ferdinand Bolstraat";"0001";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.89094 52.35795,4.89085 52.35739)";"LINESTRING(52.35795 4.89094,52.35739 4.89085)";4.89090015;52.35766285;
97;97;"Ferdinand Bolstraat";"0002";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.89074 52.35673,4.890652 52.356211)";"LINESTRING(52.35673 4.89074,52.356211 4.890652)";4.89070105;52.356465;
98;98;"Ferdinand Bolstraat";"0003";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.890641 52.356131,4.890549 52.355499)";"LINESTRING(52.356131 4.890641,52.355499 4.890549)";4.8906002;52.3558089;
99;99;"Ferdinand Bolstraat";"0004";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.890539 52.355414,4.890516 52.355367,4.890462 52.355066)";"LINESTRING(52.355414 4.890539,52.355367 4.890516,52.355066 4.890462)";4.89050555;52.35523285;
100;100;"Ferdinand Bolstraat";"0005";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.890455 52.354916,4.890464 52.354808,4.890538 52.354595)";"LINESTRING(52.354916 4.890455,52.354808 4.890464,52.354595 4.890538)";4.8905015;52.3547484;
101;101;"Ferdinand Bolstraat";"0006";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.89058 52.354531,4.890615 52.3544,4.890745 52.354121)";"LINESTRING(52.354531 4.89058,52.3544 4.890615,52.354121 4.890745)";4.8906677;52.35431925;
102;102;"Ferdinand Bolstraat";"0007";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.890785 52.354013,4.890986 52.353488)";"LINESTRING(52.354013 4.890785,52.353488 4.890986)";4.8908906;52.3537432;
103;103;"Ferdinand Bolstraat";"0008";"";"18";"1.8m";"FIETSREG|BROM|WINKEL|MEUBEL|FIETSONREG";"Geparkeerde brommers/motoren - Geparkeerde fietsen gereguleerd - Geparkeerde fietsen ongereguleerd - Straatmeubilair - Winkeluitstalling & reclameborden";5;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.891217 52.352916,4.891017 52.353418)";"LINESTRING(52.352916 4.891217,52.353418 4.891017)";4.8911221;52.35315955;
104;104;"Ferdinand Bolstraat";"0009";"";"18";"1.8m";"WINKEL|MEUBEL|FIETSONREG";"Geparkeerde fietsen ongereguleerd - Straatmeubilair - Winkeluitstalling & reclameborden";3;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.891492 52.352158,4.891302 52.352683)";"LINESTRING(52.352158 4.891492,52.352683 4.891302)";4.891402;52.3524138;
105;105;"Ferdinand Bolstraat";"0010";"";"09";"0.9m";"WINKEL|PAAL";"Palen en masten - Winkeluitstalling & reclameborden";2;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.891476 52.351476,4.891507 52.352052)";"LINESTRING(52.351476 4.891476,52.352052 4.891507)";4.89149665;52.3517558;
106;106;"Ferdinand Bolstraat";"0011";"";"22";"2.2m";"BROM|WINKEL|TERRAS|FIETSONREG";"Geparkeerde brommers/motoren - Geparkeerde fietsen ongereguleerd - Terrassen - Winkeluitstalling & reclameborden";4;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.891555 52.351242,4.891499 52.351366)";"LINESTRING(52.351242 4.891555,52.351366 4.891499)";4.8915319;52.3512961;
107;107;"Ferdinand Bolstraat";"0012";"";"18";"1.8m";"BROM|FIETSONREG";"Geparkeerde brommers/motoren - Geparkeerde fietsen ongereguleerd";2;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.891245 52.351338,4.891322 52.351075)";"LINESTRING(52.351338 4.891245,52.351075 4.891322)";4.8912885;52.3511988;
108;108;"Ferdinand Bolstraat";"0013";"";"18";"1.8m";"FIETSONREG";"Geparkeerde fietsen ongereguleerd";1;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.891263 52.352027,4.891225 52.351442)";"LINESTRING(52.352027 4.891263,52.351442 4.891225)";4.89124895;52.35172715;
109;109;"Ferdinand Bolstraat";"0014";"";"09";"0.9m";"BROM|WINKEL|OVERIG|FIETSONREG";"Geparkeerde brommers/motoren - Geparkeerde fietsen ongereguleerd - Overig - Winkeluitstalling & reclameborden";4;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.891056 52.352646,4.891248 52.352144)";"LINESTRING(52.352646 4.891056,52.352144 4.891248)";4.89115715;52.3523871;
110;110;"Ferdinand Bolstraat";"0015";"";"09";"0.9m";"FIETSREG|BROM|WINKEL|FIETSONREG";"Geparkeerde brommers/motoren - Geparkeerde fietsen gereguleerd - Geparkeerde fietsen ongereguleerd - Winkeluitstalling & reclameborden";4;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.890782 52.353384,4.890962 52.352888)";"LINESTRING(52.353384 4.890782,52.352888 4.890962)";4.890877;52.35312715;
111;111;"Ferdinand Bolstraat";"0016";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.890744 52.353481,4.890558 52.353981)";"LINESTRING(52.353481 4.890744,52.353981 4.890558)";4.890656;52.35372415;
112;112;"Ferdinand Bolstraat";"0017";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.890523 52.354084,4.890368 52.354433,4.890328 52.354463)";"LINESTRING(52.354084 4.890523,52.354433 4.890368,52.354463 4.890328)";4.89043045;52.35426585;
113;113;"Ferdinand Bolstraat";"0018";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.890311 52.354546,4.890195 52.354838,4.890143 52.354856)";"LINESTRING(52.354546 4.890311,52.354838 4.890195,52.354856 4.890143)";4.89023185;52.3546931;
114;114;"Ferdinand Bolstraat";"0019";"";"PM";"Nog onbepaald";"BROM|WINKEL|GROEN|TERRAS|FIETSONREG";"Geparkeerde brommers/motoren - Geparkeerde fietsen ongereguleerd - Groen - Terrassen - Winkeluitstalling & reclameborden";5;"VOETGEENFI";"Voetgangersgebied, fietsen verboden";"LINESTRING(4.890268 52.355362,4.890120 52.355010)";"LINESTRING(52.355362 4.890268,52.355010 4.890120)";4.8901989;52.35517945;
115;115;"Ferdinand Bolstraat";"0020";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.890341 52.355458,4.890362 52.355525,4.890371 52.355587)";"LINESTRING(52.355458 4.890341,52.355525 4.890362,52.355587 4.890371)";4.8903608;52.35551515;
116;116;"Ferdinand Bolstraat";"0021";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.890392 52.355701,4.890461 52.356131)";"LINESTRING(52.355701 4.890392,52.356131 4.890461)";4.8904314;52.35590995;
117;117;"Ferdinand Bolstraat";"0022";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.89048 52.35624,4.890551 52.356722)";"LINESTRING(52.35624 4.89048,52.356722 4.890551)";4.89052055;52.35647455;
118;118;"Ferdinand Bolstraat";"0023";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.890572 52.356835,4.890641 52.357311)";"LINESTRING(52.356835 4.890572,52.357311 4.890641)";4.89061165;52.3570658;
119;119;"Ferdinand Bolstraat";"0024";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.890656 52.357426,4.890743 52.357964)";"LINESTRING(52.357426 4.890656,52.357964 4.890743)";4.8907044;52.35768765;
120;120;"Saenredamstraat";"0001";"";"18";"1.8m";"FIETSREG|BROM|WINKEL|FIETSONREG";"Geparkeerde brommers/motoren - Geparkeerde fietsen gereguleerd - Geparkeerde fietsen ongereguleerd - Winkeluitstalling & reclameborden";4;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.890392 52.355701,4.890325 52.355699,4.889063 52.355764,4.888758 52.355778,4.888684 52.355774)";"LINESTRING(52.355701 4.890392,52.355699 4.890325,52.355764 4.889063,52.355778 4.888758,52.355774 4.888684)";4.8895428;52.35573065;
121;121;"Saenredamstraat";"0002";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.888684 52.355774,4.888758 52.355778,4.889063 52.355764,4.889806 52.355726,4.890325 52.355699,4.890392 52.355701)";"LINESTRING(52.355774 4.888684,52.355778 4.888758,52.355764 4.889063,52.355726 4.889806,52.355699 4.890325,52.355701 4.890392)";4.8895428;52.35573065;
122;122;"Daniel Stalpertstraat";"0001";"";"09";"0.9m";"FIETSONREG|PAAL";"Geparkeerde fietsen ongereguleerd - Palen en masten";2;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.888767 52.356230,4.890070 52.356153,4.890461 52.356130)";"LINESTRING(52.356230 4.888767,52.356153 4.890070,52.356130 4.890461)";4.8896189;52.3561732;
123;123;"Daniel Stalpertstraat";"0002";"";"18";"1.8m";"FIETSREG|BROM|GROEN|FIETSONREG";"Geparkeerde brommers/motoren - Geparkeerde fietsen gereguleerd - Geparkeerde fietsen ongereguleerd - Groen";4;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.890480 52.356242,4.890367 52.356252,4.889925 52.356275,4.889628 52.356293,4.889155 52.356316,4.888854 52.356327,4.888769 52.356312)";"LINESTRING(52.356242 4.890480,52.356252 4.890367,52.356275 4.889925,52.356293 4.889628,52.356316 4.889155,52.356327 4.888854,52.356312 4.888769)";4.88962955;52.3562781;
