OBJECTNUMMER;LABEL;BlokStraatCode;WON;VZN;WRK;TOTAAL;WON_PERC;VZN_PERC;WRK_PERC;CAT;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
7504;"Wonen 100% - Voorzieningen 0% - Werken 0%";"GP25_00005104";1338;0;0;1338;100;0;0;"WON";"POLYGON((4.831419 52.355068,4.831386 52.355032,4.83142 52.354997,4.831374 52.354926,4.831422 52.35488,4.831404 52.354862,4.831422 52.354844,4.831393 52.354812,4.831423 52.354781,4.831403 52.354758,4.831424 52.354736,4.831386 52.354695,4.831425 52.354655,4.831385 52.354613,4.831299 52.354612,4.831284 52.355112,4.831375 52.355115,4.831419 52.355068))";"POLYGON((52.355068 4.831419,52.355032 4.831386,52.354997 4.83142,52.354926 4.831374,52.35488 4.831422,52.354862 4.831404,52.354844 4.831422,52.354812 4.831393,52.354781 4.831423,52.354758 4.831403,52.354736 4.831424,52.354695 4.831386,52.354655 4.831425,52.354613 4.831385,52.354612 4.831299,52.355112 4.831284,52.355115 4.831375,52.355068 4.831419))";4.8313595;52.3548565;
7505;"Wonen 100% - Voorzieningen 0% - Werken 0%";"GP26_00002639";1475;0;0;1475;100;0;0;"WON";"POLYGON((4.828956 52.353707,4.827895 52.353688,4.827893 52.353757,4.827856 52.353778,4.82776 52.353777,4.827742 52.353796,4.827764 52.353843,4.827738 52.353915,4.827751 52.354009,4.827735 52.354025,4.827754 52.354049,4.827734 52.35407,4.827749 52.354161,4.827732 52.354179,4.827749 52.354197,4.827731 52.354215,4.827751 52.354238,4.827731 52.35426,4.827748 52.354278,4.827729 52.354368,4.827748 52.354389,4.827813 52.35439,4.827891 52.35436,4.82786 52.35434,4.827893 52.354322,4.827862 52.354302,4.827893 52.354283,4.827863 52.354264,4.827894 52.354247,4.827865 52.354227,4.827896 52.354208,4.827865 52.354189,4.827896 52.35417,4.827867 52.35415,4.827897 52.354132,4.827868 52.354112,4.827896 52.354096,4.827869 52.354075,4.827896 52.354059,4.82787 52.354037,4.827901 52.354018,4.827872 52.353999,4.827901 52.353981,4.827872 52.353961,4.8279 52.353945,4.827874 52.353923,4.827899 52.353908,4.827875 52.353885,4.827904 52.353867,4.827877 52.353847,4.827908 52.353829,4.827877 52.35381,4.827904 52.353794,4.827889 52.353777,4.827968 52.353787,4.828004 52.353772,4.828029 52.353787,4.828066 52.353772,4.82809 52.353787,4.828129 52.353772,4.828152 52.353788,4.82819 52.353773,4.828214 52.353788,4.828252 52.353774,4.828274 52.353788,4.828314 52.353775,4.828335 52.353788,4.828375 52.353775,4.828397 52.353789,4.828438 52.353776,4.828478 52.353789,4.8285 52.353777,4.828531 52.353796,4.828562 52.353778,4.828592 52.353797,4.828623 52.353778,4.828651 52.353795,4.828685 52.353779,4.828715 52.353798,4.828748 52.35378,4.828777 52.353799,4.82881 52.353781,4.82884 52.3538,4.828871 52.353781,4.828902 52.3538,4.828954 52.353769,4.828956 52.353707))";"POLYGON((52.353707 4.828956,52.353688 4.827895,52.353757 4.827893,52.353778 4.827856,52.353777 4.82776,52.353796 4.827742,52.353843 4.827764,52.353915 4.827738,52.354009 4.827751,52.354025 4.827735,52.354049 4.827754,52.35407 4.827734,52.354161 4.827749,52.354179 4.827732,52.354197 4.827749,52.354215 4.827731,52.354238 4.827751,52.35426 4.827731,52.354278 4.827748,52.354368 4.827729,52.354389 4.827748,52.35439 4.827813,52.35436 4.827891,52.35434 4.82786,52.354322 4.827893,52.354302 4.827862,52.354283 4.827893,52.354264 4.827863,52.354247 4.827894,52.354227 4.827865,52.354208 4.827896,52.354189 4.827865,52.35417 4.827896,52.35415 4.827867,52.354132 4.827897,52.354112 4.827868,52.354096 4.827896,52.354075 4.827869,52.354059 4.827896,52.354037 4.82787,52.354018 4.827901,52.353999 4.827872,52.353981 4.827901,52.353961 4.827872,52.353945 4.8279,52.353923 4.827874,52.353908 4.827899,52.353885 4.827875,52.353867 4.827904,52.353847 4.827877,52.353829 4.827908,52.35381 4.827877,52.353794 4.827904,52.353777 4.827889,52.353787 4.827968,52.353772 4.828004,52.353787 4.828029,52.353772 4.828066,52.353787 4.82809,52.353772 4.828129,52.353788 4.828152,52.353773 4.82819,52.353788 4.828214,52.353774 4.828252,52.353788 4.828274,52.353775 4.828314,52.353788 4.828335,52.353775 4.828375,52.353789 4.828397,52.353776 4.828438,52.353789 4.828478,52.353777 4.8285,52.353796 4.828531,52.353778 4.828562,52.353797 4.828592,52.353778 4.828623,52.353795 4.828651,52.353779 4.828685,52.353798 4.828715,52.35378 4.828748,52.353799 4.828777,52.353781 4.82881,52.3538 4.82884,52.353781 4.828871,52.3538 4.828902,52.353769 4.828954,52.353707 4.828956))";4.8283475;52.354032;
7506;"Wonen 100% - Voorzieningen 0% - Werken 0%";"GP27_00004278";1298;0;0;1298;100;0;0;"WON";"MULTIPOLYGON(((4.829389 52.353778,4.82941 52.353794,4.829529 52.353803,4.829567 52.353789,4.82959 52.353803,4.829629 52.35379,4.82965 52.353804,4.829692 52.35379,4.829712 52.353804,4.829753 52.353792,4.829791 52.353804,4.829815 52.353792,4.829856 52.353805,4.829943 52.353793,4.829982 52.353805,4.830066 52.353795,4.83011 52.353806,4.830191 52.353796,4.830424 52.353807,4.830458 52.353788,4.830462 52.353716,4.829406 52.353705,4.829389 52.353778)),((4.829413 52.353805,4.829389 52.353778,4.829361 52.353795,4.82927 52.353794,4.829248 52.353818,4.829265 52.353836,4.829246 52.353876,4.829236 52.354223,4.829272 52.354278,4.829346 52.354279,4.829347 52.354253,4.829397 52.354224,4.829371 52.354203,4.829402 52.354184,4.829371 52.354165,4.829401 52.354148,4.829373 52.354127,4.829395 52.354113,4.829374 52.354089,4.8294 52.354073,4.829374 52.354051,4.829399 52.354036,4.829377 52.353976,4.829408 52.353957,4.829379 52.353937,4.829403 52.353885,4.82938 52.353862,4.829411 52.353843,4.829382 52.353824,4.829413 52.353805)))";"MULTIPOLYGON(((52.353778 4.829389,52.353794 4.82941,52.353803 4.829529,52.353789 4.829567,52.353803 4.82959,52.35379 4.829629,52.353804 4.82965,52.35379 4.829692,52.353804 4.829712,52.353792 4.829753,52.353804 4.829791,52.353792 4.829815,52.353805 4.829856,52.353793 4.829943,52.353805 4.829982,52.353795 4.830066,52.353806 4.83011,52.353796 4.830191,52.353807 4.830424,52.353788 4.830458,52.353716 4.830462,52.353705 4.829406,52.353778 4.829389)),((52.353805 4.829413,52.353778 4.829389,52.353795 4.829361,52.353794 4.82927,52.353818 4.829248,52.353836 4.829265,52.353876 4.829246,52.354223 4.829236,52.354278 4.829272,52.354279 4.829346,52.354253 4.829347,52.354224 4.829397,52.354203 4.829371,52.354184 4.829402,52.354165 4.829371,52.354148 4.829401,52.354127 4.829373,52.354113 4.829395,52.354089 4.829374,52.354073 4.8294,52.354051 4.829374,52.354036 4.829399,52.353976 4.829377,52.353957 4.829408,52.353937 4.829379,52.353885 4.829403,52.353862 4.82938,52.353843 4.829411,52.353824 4.829382,52.353805 4.829413)))";4.829854;52.353985;
7507;"Wonen 100% - Voorzieningen 0% - Werken 0%";"GP27_00004815";806;0;0;806;100;0;0;"WON";"POLYGON((4.829285 52.354366,4.829242 52.354319,4.828113 52.354314,4.828127 52.354402,4.828158 52.354383,4.828188 52.354403,4.828219 52.354384,4.82825 52.354404,4.828282 52.354385,4.828312 52.354404,4.828344 52.354385,4.828375 52.354404,4.828406 52.354386,4.828436 52.354405,4.828467 52.354387,4.828498 52.354406,4.828529 52.354388,4.82856 52.354407,4.828591 52.354388,4.828621 52.354407,4.828654 52.354389,4.828684 52.354408,4.828715 52.35439,4.828746 52.354409,4.828777 52.35439,4.828808 52.35441,4.828839 52.354391,4.828869 52.35441,4.8289 52.354391,4.828931 52.354411,4.828963 52.354393,4.828994 52.354412,4.829025 52.354393,4.829056 52.354412,4.829087 52.354394,4.829116 52.354412,4.829148 52.354394,4.829182 52.354413,4.829285 52.354366))";"POLYGON((52.354366 4.829285,52.354319 4.829242,52.354314 4.828113,52.354402 4.828127,52.354383 4.828158,52.354403 4.828188,52.354384 4.828219,52.354404 4.82825,52.354385 4.828282,52.354404 4.828312,52.354385 4.828344,52.354404 4.828375,52.354386 4.828406,52.354405 4.828436,52.354387 4.828467,52.354406 4.828498,52.354388 4.828529,52.354407 4.82856,52.354388 4.828591,52.354407 4.828621,52.354389 4.828654,52.354408 4.828684,52.35439 4.828715,52.354409 4.828746,52.35439 4.828777,52.35441 4.828808,52.354391 4.828839,52.35441 4.828869,52.354391 4.8289,52.354411 4.828931,52.354393 4.828963,52.354412 4.828994,52.354393 4.829025,52.354412 4.829056,52.354394 4.829087,52.354412 4.829116,52.354394 4.829148,52.354413 4.829182,52.354366 4.829285))";4.828704;52.3543565;
7508;"Wonen 100% - Voorzieningen 0% - Werken 0%";"GP28_00004815";806;0;0;806;100;0;0;"WON";"POLYGON((4.830797 52.354373,4.830753 52.354327,4.830621 52.354335,4.829617 52.354321,4.829624 52.354415,4.829662 52.3544,4.829685 52.354415,4.829725 52.354401,4.829747 52.354415,4.829787 52.354402,4.829809 52.354416,4.82991 52.354403,4.829941 52.354422,4.829973 52.354404,4.830002 52.354423,4.830035 52.354405,4.830065 52.354424,4.830096 52.354405,4.830192 52.354425,4.830224 52.354407,4.830255 52.354426,4.830286 52.354408,4.830316 52.354427,4.830347 52.354408,4.830378 52.354427,4.830409 52.354409,4.830438 52.354427,4.830472 52.35441,4.830501 52.354428,4.830534 52.354411,4.830561 52.354428,4.830595 52.354411,4.830623 52.354428,4.830657 52.354412,4.830683 52.354429,4.830772 52.3544,4.830797 52.354373))";"POLYGON((52.354373 4.830797,52.354327 4.830753,52.354335 4.830621,52.354321 4.829617,52.354415 4.829624,52.3544 4.829662,52.354415 4.829685,52.354401 4.829725,52.354415 4.829747,52.354402 4.829787,52.354416 4.829809,52.354403 4.82991,52.354422 4.829941,52.354404 4.829973,52.354423 4.830002,52.354405 4.830035,52.354424 4.830065,52.354405 4.830096,52.354425 4.830192,52.354407 4.830224,52.354426 4.830255,52.354408 4.830286,52.354427 4.830316,52.354408 4.830347,52.354427 4.830378,52.354409 4.830409,52.354427 4.830438,52.35441 4.830472,52.354428 4.830501,52.354411 4.830534,52.354428 4.830561,52.354411 4.830595,52.354428 4.830623,52.354412 4.830657,52.354429 4.830683,52.3544 4.830772,52.354373 4.830797))";4.830212;52.354368;
7509;"Wonen 100% - Voorzieningen 0% - Werken 0%";"GP28_00005104";670;0;0;670;100;0;0;"WON";"POLYGON((4.830923 52.353706,4.830894 52.353688,4.830782 52.353696,4.830761 52.353717,4.830781 52.353776,4.830752 52.353826,4.83075 52.353909,4.830776 52.35396,4.830757 52.354014,4.830778 52.354036,4.830757 52.354059,4.830774 52.354077,4.830755 52.354167,4.830776 52.354189,4.830754 52.354247,4.830798 52.354294,4.830852 52.354295,4.830853 52.35427,4.830906 52.35424,4.830875 52.35422,4.830906 52.354201,4.830877 52.354182,4.830908 52.354164,4.830878 52.354145,4.830909 52.354126,4.83088 52.354106,4.830911 52.354088,4.83088 52.354068,4.830911 52.35405,4.830882 52.354031,4.830913 52.354012,4.830882 52.353993,4.830913 52.353974,4.830884 52.353955,4.830915 52.353934,4.830885 52.353915,4.830907 52.353901,4.830887 52.353877,4.830911 52.353825,4.830889 52.3538,4.83092 52.353783,4.83089 52.353763,4.830921 52.353745,4.830892 52.353725,4.830923 52.353706))";"POLYGON((52.353706 4.830923,52.353688 4.830894,52.353696 4.830782,52.353717 4.830761,52.353776 4.830781,52.353826 4.830752,52.353909 4.83075,52.35396 4.830776,52.354014 4.830757,52.354036 4.830778,52.354059 4.830757,52.354077 4.830774,52.354167 4.830755,52.354189 4.830776,52.354247 4.830754,52.354294 4.830798,52.354295 4.830852,52.35427 4.830853,52.35424 4.830906,52.35422 4.830875,52.354201 4.830906,52.354182 4.830877,52.354164 4.830908,52.354145 4.830878,52.354126 4.830909,52.354106 4.83088,52.354088 4.830911,52.354068 4.83088,52.35405 4.830911,52.354031 4.830882,52.354012 4.830913,52.353993 4.830882,52.353974 4.830913,52.353955 4.830884,52.353934 4.830915,52.353915 4.830885,52.353901 4.830907,52.353877 4.830887,52.353825 4.830911,52.3538 4.830889,52.353783 4.83092,52.353763 4.83089,52.353745 4.830921,52.353725 4.830892,52.353706 4.830923))";4.8308415;52.3539845;
7510;"Wonen 94% - Voorzieningen 0% - Werken 6%";"GP29_00003411";1681;0;103;1784;94;0;6;"WON";"POLYGON((4.832253 52.353826,4.832244 52.353677,4.832156 52.353677,4.832111 52.353724,4.832148 52.353763,4.832125 52.353786,4.83215 52.353814,4.832125 52.35384,4.832154 52.353872,4.832124 52.353903,4.832148 52.35393,4.832123 52.353957,4.832145 52.353981,4.832108 52.35402,4.832128 52.354043,4.832107 52.354065,4.83214 52.354101,4.832106 52.354137,4.832124 52.354155,4.832106 52.354173,4.832143 52.354213,4.832105 52.354254,4.832134 52.354285,4.832104 52.354317,4.832147 52.354364,4.832118 52.354398,4.832161 52.354445,4.832237 52.354445,4.832242 52.354335,4.832209 52.354335,4.832243 52.354141,4.832253 52.353826))";"POLYGON((52.353826 4.832253,52.353677 4.832244,52.353677 4.832156,52.353724 4.832111,52.353763 4.832148,52.353786 4.832125,52.353814 4.83215,52.35384 4.832125,52.353872 4.832154,52.353903 4.832124,52.35393 4.832148,52.353957 4.832123,52.353981 4.832145,52.35402 4.832108,52.354043 4.832128,52.354065 4.832107,52.354101 4.83214,52.354137 4.832106,52.354155 4.832124,52.354173 4.832106,52.354213 4.832143,52.354254 4.832105,52.354285 4.832134,52.354317 4.832104,52.354364 4.832147,52.354398 4.832118,52.354445 4.832161,52.354445 4.832237,52.354335 4.832242,52.354335 4.832209,52.354141 4.832243,52.353826 4.832253))";4.8321835;52.354054;
7511;"Wonen 100% - Voorzieningen 0% - Werken 0%";"GP29_00004815";1028;0;0;1028;100;0;0;"WON";"MULTIPOLYGON(((4.83134 52.354412,4.83136 52.354434,4.831703 52.354437,4.831772 52.354437,4.831795 52.354414,4.831751 52.354367,4.831604 52.354366,4.831567 52.354405,4.831531 52.354366,4.831384 52.354365,4.83134 52.354412)),((4.831795 52.354414,4.831816 52.354438,4.831938 52.35444,4.831976 52.35444,4.832 52.354415,4.831949 52.35436,4.831847 52.354359,4.831795 52.354414)))";"MULTIPOLYGON(((52.354412 4.83134,52.354434 4.83136,52.354437 4.831703,52.354437 4.831772,52.354414 4.831795,52.354367 4.831751,52.354366 4.831604,52.354405 4.831567,52.354366 4.831531,52.354365 4.831384,52.354412 4.83134)),((52.354414 4.831795,52.354438 4.831816,52.35444 4.831938,52.35444 4.831976,52.354415 4.832,52.35436 4.831949,52.354359 4.831847,52.354414 4.831795)))";4.831675;52.3543925;
7512;"Wonen 100% - Voorzieningen 0% - Werken 0%";"GP29_00005104";1336;0;0;1336;100;0;0;"WON";"MULTIPOLYGON(((4.831446 52.354125,4.831413 52.354089,4.831447 52.354053,4.831427 52.35403,4.831447 52.354008,4.831414 52.353972,4.831448 52.353936,4.831431 52.353918,4.831449 52.3539,4.831411 52.35386,4.83145 52.353819,4.831406 52.353772,4.831324 52.353772,4.831313 52.354166,4.831391 52.354168,4.831446 52.354125)),((4.831451 52.353711,4.831408 52.353664,4.831327 52.353664,4.831324 52.353747,4.831406 52.353758,4.831451 52.353711)))";"MULTIPOLYGON(((52.354125 4.831446,52.354089 4.831413,52.354053 4.831447,52.35403 4.831427,52.354008 4.831447,52.353972 4.831414,52.353936 4.831448,52.353918 4.831431,52.3539 4.831449,52.35386 4.831411,52.353819 4.83145,52.353772 4.831406,52.353772 4.831324,52.354166 4.831313,52.354168 4.831391,52.354125 4.831446)),((52.353711 4.831451,52.353664 4.831408,52.353664 4.831327,52.353747 4.831324,52.353758 4.831406,52.353711 4.831451)))";4.831387;52.353909;
7513;"Wonen 100% - Voorzieningen 0% - Werken 0%";"GP30_00002729";1522;0;0;1522;100;0;0;"WON";"POLYGON((4.828985 52.352793,4.828986 52.352725,4.827925 52.352712,4.827922 52.352782,4.827885 52.352803,4.827797 52.352802,4.827778 52.352822,4.827798 52.352845,4.827777 52.352867,4.827767 52.352981,4.827781 52.353034,4.82776 52.353207,4.827776 52.353227,4.827755 52.353411,4.827773 52.353451,4.827866 52.353453,4.82792 52.353422,4.82789 52.353403,4.827915 52.35338,4.827892 52.353365,4.82792 52.353348,4.827892 52.353327,4.827915 52.353277,4.827894 52.353252,4.827923 52.353235,4.827896 52.353213,4.827923 52.353198,4.827897 52.353175,4.827927 52.353121,4.827899 52.3531,4.827926 52.353046,4.827902 52.353023,4.827931 52.353006,4.827902 52.352986,4.82793 52.352969,4.827904 52.352948,4.827931 52.352932,4.827905 52.35291,4.827937 52.352891,4.827907 52.352872,4.827938 52.352854,4.827907 52.352834,4.827968 52.352798,4.828938 52.352812,4.828985 52.352793))";"POLYGON((52.352793 4.828985,52.352725 4.828986,52.352712 4.827925,52.352782 4.827922,52.352803 4.827885,52.352802 4.827797,52.352822 4.827778,52.352845 4.827798,52.352867 4.827777,52.352981 4.827767,52.353034 4.827781,52.353207 4.82776,52.353227 4.827776,52.353411 4.827755,52.353451 4.827773,52.353453 4.827866,52.353422 4.82792,52.353403 4.82789,52.35338 4.827915,52.353365 4.827892,52.353348 4.82792,52.353327 4.827892,52.353277 4.827915,52.353252 4.827894,52.353235 4.827923,52.353213 4.827896,52.353198 4.827923,52.353175 4.827897,52.353121 4.827927,52.3531 4.827899,52.353046 4.827926,52.353023 4.827902,52.353006 4.827931,52.352986 4.827902,52.352969 4.82793,52.352948 4.827904,52.352932 4.827931,52.35291 4.827905,52.352891 4.827937,52.352872 4.827907,52.352854 4.827938,52.352834 4.827907,52.352798 4.827968,52.352812 4.828938,52.352793 4.828985))";4.8283755;52.3530755;
