OBJECTNUMMER;Adres;Soort;Datum;Omschrijving;Foto;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
320;"Plantage Kerklaan 38";"Vliegtuig(onderdeel) neergestort";"22/02/44";"Een lege benzinetank gevonden";"";"POINT(4.912595,52.3669936)";"POINT(52.3669936,4.912595)";4.912595;52.3669936;
321;"Eerste Ringdijkstraat 42";"Vliegtuig(onderdeel) neergestort";"3/03/44";"Een benzinetank neergekomen";"";"POINT(4.9195449,52.3493926)";"POINT(52.3493926,4.9195449)";4.9195449;52.3493926;
322;"Singel 11";"Vliegtuig(onderdeel) neergestort";"6/03/44";"Een lege benzinetank neergekomen. De houten beschoeiing aan de rand van de koepel raakte over ca. 2 meter beschadigd";"";"POINT(4.893275,52.3778922)";"POINT(52.3778922,4.893275)";4.893275;52.3778922;
323;"Admiraal De Ruijterweg 192/III";"Vliegtuig(onderdeel) neergestort";"8/03/44";"Een benzinetank neergekomen";"";"POINT(4.8583949,52.3758933)";"POINT(52.3758933,4.8583949)";4.8583949;52.3758933;
324;"Nieuwendammerstraat 44";"Vliegtuig(onderdeel) neergestort";"8/03/44";"Een benzinetank neergekomen";"";"POINT(4.942755,52.3926932)";"POINT(52.3926932,4.942755)";4.942755;52.3926932;
325;"Admiraal De Ruijterweg 95";"Vliegtuig(onderdeel) neergestort";"8/03/44";"Een lege benzinetank naar beneden gekomen. Gat in het dak van 80x50 cm ";"";"POINT(4.859235,52.3718917)";"POINT(52.3718917,4.859235)";4.859235;52.3718917;
326;"Spaarndammerstraat 56";"Vliegtuig(onderdeel) neergestort";"22/03/44";"Een Amerikaans vliegtuig (type Boeing Fortress) brandend neergestort ";"";"POINT(4.880995,52.3876921)";"POINT(52.3876921,4.880995)";4.880995;52.3876921;
327;"Willem de Zwijgerlaan 193/I";"Bom, granaat, afweergeschut";"22/03/44";"Niet-ontplofte granaat van het afweergeschut ingeslagen door een ruit aan de voorzijde  `De granaat is door een deur geslagen, heeft een muur beschadigd en is door een der bewoners naar buiten geworpen, maar niet gevonden.` 1 dode";"";"POINT(4.8624751,52.3762938)";"POINT(52.3762938,4.8624751)";4.8624751;52.3762938;
328;"Spaarndammerstraat 56";"Vliegtuig(onderdeel) neergestort";"22/03/44";"Een benzinetank nog gedeeltelijk met benzine gevuld neergekomen. Brand- en glasschade: St. Vincentiusschool aan de Westzaanstraat, Westzaanstraat 26-28 en 65-67, Spaarndammerstraat 56-58. Glasschade: Westzaanstraat 12-24 en Spaarndammerstraat 54  3 doden, 5 zwaargewonden, 1 lichtgewonde, 1 dood paard";"";"POINT(4.880995,52.3876921)";"POINT(52.3876921,4.880995)";4.880995;52.3876921;
329;"Pretoriusstraat 82";"Bom, granaat, afweergeschut";"17/04/44";"Een niet-ontplofte granaat van het afweergeschut gevonden ?";"";"POINT(4.9211948,52.3546912)";"POINT(52.3546912,4.9211948)";4.9211948;52.3546912;
330;"Kramatweg 86";"Luchtaanval";"22/04/44";"Trein beschoten door een Amerikaans jachtvliegtuig, in duikvlucht met boordwapens. Schade aan 15 huizen: Valentijnkade 11hs, 12 hs, 12 II, 13 hs, 14 I, 14 II en 17 hs. Kramatweg 82 I, 83 II, 84 II, 86 I, 86 II en 89 III. 1 dode, 2 lichtgewonden";"";"POINT(4.9448049,52.3591925)";"POINT(52.3591925,4.9448049)";4.9448049;52.3591925;
331;"Buiksloterweg 3";"Luchtaanval";"22/04/44";"IJ-veer beschoten door een Amerikaans jachtvliegtuig, in duikvlucht met boordwapens. 3 gewonden.  Rapporteert de Hoofdschipper der Rijkswaterpolitie Snoerwang dat te plus minus 19.30 uur door een Engelsch vliegtuig de gemeentepont no.16 op het IJ nabij de Buiksloterweg is beschoten. De pont kreeg 20 a 25 treffers. Aan de achterzijde stuur- en bakboord. De stuurhut werd op verschillende plaatsen doorschoten, doch de kapitein genaamd: Ulke Houtman, oud 57 jaar, woont Zoutmanstraat 23 te Haarlem, bleef ongedeerd. Van de passagiers geraakten drie personen ernstig en een licht gewond. De gewonden zijn genaamd: Wilhelmina Maria Christina van Althuis, geb. Amsterdam 12-4-28, confectienaaister, woont Hazelaarstraat 3 huis alhier, kreeg drie wonden in de buik; Jan George Ketel, geb. Amsterdam 14-3-83, gep. Ambtenaar, woont Lavendelstraat 2 huis alhier, werd de linker dijbeenslagader doorgeschoten; Jannetje Zwart, geb. Amsterdam1-2-86, apothekersassistente, woont van der Pekstraat 78 huis alhier, kreeg twee wonden linkerbeen een wond linkerarm. Deze is voorlopig verbonden in het Duitsche Marine Hospitaal IJpaviljoen; Lodewijk Boger, geb. Amsterdam 13-11-10, typograaf, woont Formosastraat 18-II alhier, werd gewond aan linkerhand en zitvlak. Alle vier de gewonden zijn per G.G. en G.D. overgebracht naar het Binnengasthuis. Door schipper Izakson van de Rijkswaterpolitie zijn de familieleden der gewonden wonende in deze afdeling gewaarschuwd. Telexbericht groep 6 verzonden, benevens 4voud afschrift rapport naar kamer 14 H.B.  ";"";"POINT(4.9032948,52.3823935)";"POINT(52.3823935,4.9032948)";4.9032948;52.3823935;
332;"Amstelveenseweg 968";"Vliegtuig(onderdeel) neergestort";"29/04/44";"Een lege benzinetank neergekomen. Dak beschadigd, schoorsteen vernield, evenals elektra en kachelinstallatie";"";"POINT(4.8572152,52.3257948)";"POINT(52.3257948,4.8572152)";4.8572152;52.3257948;
333;"Archimedesplantsoen 61/boven";"Bom, granaat, afweergeschut";"29/04/44";"Afweergeschut. Zeer licht beschadigd door afweergeschut";"";"POINT(4.9436152,52.3537947)";"POINT(52.3537947,4.9436152)";4.9436152;52.3537947;
334;"Uitdammerdijk 38";"Vliegtuig(onderdeel) neergestort";"20/05/44";"Een lege benzinetank van een vliegtuig gevonden";"";"POINT(5.0541651,52.4144942)";"POINT(52.4144942,5.0541651)";5.0541651;52.4144942;
335;"Osdorperweg 737";"Bom, granaat, afweergeschut";"24/05/44";"Niet-ontplofte granaat gevonden, 12 cm lang?";"";"POINT(4.7729852,52.3727919)";"POINT(52.3727919,4.7729852)";4.7729852;52.3727919;
336;"Bartholomeus Diazstraat 12";"Overig";"5/06/44";"Een zuurstofapparaat, vermoedelijk afkomstig uit een vliegtuig, gevonden";"";"POINT(4.8549249,52.3702933)";"POINT(52.3702933,4.8549249)";4.8549249;52.3702933;
337;"Osdorperweg 57";"Bom, granaat, afweergeschut";"11/08/44";"Een niet-ontploft projectiel, ca. 15 cm middellijn, gevonden";"";"POINT(4.796685,52.3438918)";"POINT(52.3438918,4.796685)";4.796685;52.3438918;
338;"Pretoriusstraat 55";"Vliegtuig(onderdeel) neergestort";"19/09/44";"Benzinetank neergekomen. Geen schade. 1 lichtgewonde";"";"POINT(4.9228151,52.3549925)";"POINT(52.3549925,4.9228151)";4.9228151;52.3549925;
339;"Eerste Oosterparkstraat 89/III";"Vliegtuig(onderdeel) neergestort";"19/09/44";"Benzinetank door het dak van de derde verdieping geslagen. Aanzienlijke schade. tweede verdieping benzineschade. 1 dode";"";"POINT(4.9099648,52.3562934)";"POINT(52.3562934,4.9099648)";4.9099648;52.3562934;
340;"Middenweg 64";"Vliegtuig(onderdeel) neergestort";"19/09/44";"Benzinetank neergekomen. Glasschade";"";"POINT(4.9302652,52.3529936)";"POINT(52.3529936,4.9302652)";4.9302652;52.3529936;
341;"Karel Doormanstraat 125";"Vliegtuig(onderdeel) neergestort";"25/09/44";"Lege benzinetank neergekomen?";"";"POINT(4.8582652,52.3793913)";"POINT(52.3793913,4.8582652)";4.8582652;52.3793913;
342;"Jan van Galenstraat 4";"Vliegtuig(onderdeel) neergestort";"25/09/44";"Lege benzinetank neergekomen";"";"POINT(4.8674948,52.3761946)";"POINT(52.3761946,4.8674948)";4.8674948;52.3761946;
343;"Stadionplein 26";"Bom, granaat, afweergeschut";"15/10/44";"Een Duitse staafbrandbom gevonden";"";"POINT(4.8561451,52.343392)";"POINT(52.343392,4.8561451)";4.8561451;52.343392;
344;"Adelaarsweg 105";"Vliegtuig(onderdeel) neergestort";"30/10/44";"Een lege benzinetank naar beneden gekomen. Schade aan het wegdek en waterleidingnet";"";"POINT(4.9193652,52.3882948)";"POINT(52.3882948,4.9193652)";4.9193652;52.3882948;
345;"Nieuwendammerdijk 2";"Vliegtuig(onderdeel) neergestort";"30/10/44";"Een lege benzinetank naar beneden gekomen.Schade aan het wegdek en waterleidingnet";"";"POINT(4.9252651,52.3908927)";"POINT(52.3908927,4.9252651)";4.9252651;52.3908927;
346;"Wognumerstraat 191";"Vliegtuig(onderdeel) neergestort";"30/10/44";"Een lege benzinetank naar beneden gekomen. Lichte dakschade";"";"POINT(4.944895,52.389794)";"POINT(52.389794,4.944895)";4.944895;52.389794;
347;"Wognumerstraat 167";"Vliegtuig(onderdeel) neergestort";"30/10/44";"Een lege benzinetank naar beneden gekomen. Schade aan het wegdek en waterleidingnet";"";"POINT(4.9461248,52.3894927)";"POINT(52.3894927,4.9461248)";4.9461248;52.3894927;
348;"Galvanistraat 2 bij Radioweg";"Bom, granaat, afweergeschut";"26/11/44";"Granaat afweergeschut neergekomen";"";"POINT(4.9404752,52.3530928)";"POINT(52.3530928,4.9404752)";4.9404752;52.3530928;
349;"Haarlemmermeerstraat 156";"Overig";"28/01/45";"Een pak neergekomen met pamfletten `Vliegende Hollander`. Schade aangericht aan luik en glasschade";"";"POINT(4.8501651,52.3521926)";"POINT(52.3521926,4.8501651)";4.8501651;52.3521926;
350;"Leeuwarderweg 80";"Mitrailleurvuur";"14/02/45";"Bestookt met mitrailleurvuur vanuit een vliegtuig. 1 doden, 4 gewonden. 09.00 Nadat kennis was gegeven dat op de Leeuwarderweg eenige personen door schoten uit een overvliegend vliegtuig waren getroffen zijn de onderlt. De Zinger en HWM. Bijlsma met 2 operw.m. voor onderzoek naar de genoemden Leeuwarderweg gegaan en rapp. Zij bij terugkeer dat te pl.m. 6.45 uur, 5 personen op den Leeuwarderweg tusschen de Buikslotermeerdijk en de Slochterbrug, door kogels werden getroffen. Een dezer personen genaamd johannes Hendricus Penners, geb. 9-9-1911 te Amsterdam, metselaar was inmiddels aan de verwonding overleden. Dokter Berghuis, won. Meeuwenlaan 25 constateerde de dood. Het lijk is door de g.G. en G.D. naar het Binnengasthuis vervoerd, Familie dezerzijds gewaarschuwd. Verder werden verwond Johannes Hendrikus Cohen, Johannes Wilhelmus Brands, Franciscus Hubertus de Kuiper, W. v. Kuilenburg, genoemde personen werden door personeel van den vrijwilligen luchtbeschermingsdienst, in den woning van dokter Oosterbaan, Leeuwarderweg 15 binnengebracht welke dokter de eerste hulp verleende. Zijn vervolgens door de G.G. en G.D. voor verdere behandeling naar het Binnen-Gasthuis vervoerd. Luchtbeschermingsdienst in kennis gesteld. De eidendommen van Penners, bestaande uit F. 463,50 bevinden zich aan dit bureau.";"";"POINT(4.9244349,52.3930937)";"POINT(52.3930937,4.9244349)";4.9244349;52.3930937;
351;"Witte de Withstraat 49/III";"Luchtaanval";"14/02/45";"Beschoten met boordgeschut vanuit vliegtuig. Veel schade aan ramen, glas en meubilair.";"";"POINT(4.8590152,52.3669936)";"POINT(52.3669936,4.8590152)";4.8590152;52.3669936;
352;"Witte de Withstraat 51";"Omgevingsschade";"14/02/45";"/I en /II Lichte schade. /III Plafond, ruiten, meubilair beschadigd";"";"POINT(4.8590152,52.3670928)";"POINT(52.3670928,4.8590152)";4.8590152;52.3670928;
353;"Admiralengracht 60/I en II";"Omgevingsschade";"14/02/45";"Glasschade en schade aan muur en trap";"";"POINT(4.8582551,52.3668944)";"POINT(52.3668944,4.8582551)";4.8582551;52.3668944;
354;"Admiralengracht 62/III";"Omgevingsschade";"14/02/45";"Glasschade en gaten in de muur";"";"POINT(4.8582351,52.3668944)";"POINT(52.3668944,4.8582351)";4.8582351;52.3668944;
355;"Middenweg 148";"Luchtaanval";"26/02/45";"Vliegtuigaanval. Schade aan Middenweg F 153 en 154. 1 auto getroffen. 1 dode en 1 zwaargewonde. 15.45 Rapporteert de Owr Dijs dat te omstreeks 15.45 uur in de Pretoriusstraat ter hoogte van de Linnaeusstraat ten gevolge van mitrailleervuur uit de lucht een vrouw en een jongen door kogels of scherven in de beenen werden gewond. De vrouw op meerdere plaatsen in het rechterbeen, de jongen in rechter dijbeen.  Beide slachtoffers zijn door de G.G. en G.D. naar het O.L.V. Gasthuis overgebracht en vandaar na verbonden te zijn naar hun woningen gebracht. Telex en viervoud naar H.B. verzonden. Dr. De Jong verleende eerste hulp. De Owrs Dijs en Pik hebben de gewonden met een snelverband verbonden. ";"";"POINT(4.9395549,52.3477942)";"POINT(52.3477942,4.9395549)";4.9395549;52.3477942;
356;"Warmoesstraat 151";"Omgevingsschade";"13/12/43";"Warmoesstraat 151, Café Terminus: 1 lichtbak en 1 spiegelruit stuk. Warmoesstraat 151 II en III: lichte glasschade.";"";"POINT(4.8955648,52.3734938)";"POINT(52.3734938,4.8955648)";4.8955648;52.3734938;
357;"Warmoesstraat 157";"Omgevingsschade";"13/12/43";"Pakhuis De Beijenkorf: glasschade eerste etage.";"";"POINT(4.8954551,52.3733946)";"POINT(52.3733946,4.8954551)";4.8954551;52.3733946;
358;"Warmoesstraat 165";"Omgevingsschade";"13/12/43";"Spiegelruit verbrijzeld door een paard van een politieagent";"";"POINT(4.8952248,52.3732916)";"POINT(52.3732916,4.8952248)";4.8952248;52.3732916;
359;"Memlingstraat 23-29";"Omgevingsschade";"26/11/44";"Memlingstraat 23-29 totaal verwoest.";"";"POINT(4.8749049,52.3492934)";"POINT(52.3492934,4.8749049)";4.8749049;52.3492934;
360;"Gerrit van der Veenstraat 90-100";"Omgevingsschade";"26/11/44";"Euterpestraat 90-100 totaal verwoest (= Gerrit van der Veenstraat).";"";"POINT(4.8754852,52.3490912)";"POINT(52.3490912,4.8754852)";4.8754852;52.3490912;
361;"Gerrit van der Veenstraat 71-75";"Omgevingsschade";"26/11/44";"Euterpestraat 71-75 totaal verwoest.";"";"POINT(4.8764751,52.3488928)";"POINT(52.3488928,4.8764751)";4.8764751;52.3488928;
362;"Gerrit van der Veenstraat 83-93";"Omgevingsschade";"26/11/44";"Euterpestraat 83-91 totaal verwoest.";"";"POINT(4.875385,52.3487937)";"POINT(52.3487937,4.875385)";4.875385;52.3487937;
363;"Gerrit van der Veenstraat 91-109";"Omgevingsschade";"26/11/44";"Euterpestraat 91-109 totaal verwoest (gebouw S.D.).";"";"POINT(4.875035,52.3487937)";"POINT(52.3487937,4.875035)";4.875035;52.3487937;
364;"Albrecht Dürerstraat 23";"Omgevingsschade";"26/11/44";"Totaal verwoest.";"";"POINT(4.876095,52.3486945)";"POINT(52.3486945,4.876095)";4.876095;52.3486945;
365;"H?ndelstraat 17-19";"Omgevingsschade";"26/11/44";"H?ndelstraat 17 tot 19 volledig uitgebrand.";"";"POINT(4.8807251,52.3484923)";"POINT(52.3484923,4.8807251)";4.8807251;52.3484923;
366;"Brahmsstraat 13";"Bom, granaat, afweergeschut";"26/11/44";"Blindganger";"";"POINT(4.877785,52.3482939)";"POINT(52.3482939,4.877785)";4.877785;52.3482939;
367;"Gerrit van der Veenstraat 13";"Bom, granaat, afweergeschut";"26/11/44";"Euterpestraat 13 [?], 18 en 20 blindganger.";"";"POINT(4.8805048,52.3485915)";"POINT(52.3485915,4.8805048)";4.8805048;52.3485915;
368;"Van Walbeeckstraat 81/hs";"Omgevingsschade";"15/04/42";"Voorruit vernield";"";"POINT(4.850795,52.3622939)";"POINT(52.3622939,4.850795)";4.850795;52.3622939;
384;"Buikslotermeerdijk 232";"Bom, granaat, afweergeschut";"13/07/40";"Granaatscherf. Telefoon- en telegraafdraad gebroken.";"";"POINT(4.9482052,52.4087912)";"POINT(52.4087912,4.9482052)";4.9482052;52.4087912;
385;"ZijkanaalF";"Bom, granaat, afweergeschut";"22/07/40";"Eén bom is neergekomen en ontploft. Bij zijkanaal F in de buurt van de Fordfabrieken. Iets ten zuiden van de Velserweg in de nabijheid van de Fordfabriek. Luchtgevecht tussen twee vliegtuigen: één bom is neergekomen en ontploft. Geen schade, geen slachtoffers.";"";"POINT(4.8161352,52.4185912)";"POINT(52.4185912,4.8161352)";4.8161352;52.4185912;
386;"Blauwe polder";"Overig";"1/08/40";"3 bommen. In de Blauwe Polder van de Broekermeerpolder, ongeveer 200 meter van kruithuisje Het Schouw. Geen persoonlijke ongelukken, geen schade. Alle bommen zijn ontploft. Kraters van 6 tot 8 m. doorsnede, ± 1 m. diep. [niet ontploft projectiel blijkt zuurstofcilinder van lichtbom]";"";"POINT(4.9563448,52.4110915)";"POINT(52.4110915,4.9563448)";4.9563448;52.4110915;
387;"Paramariboplein";"Bom, granaat, afweergeschut";"22/08/40";"Bom tot ontploffing gebracht. Vele ruiten beschadigd en dakpannen losgeslagen. Geen persoonlijke ongelukken.";"";"POINT(4.854625,52.3594939)";"POINT(52.3594939,4.854625)";4.854625;52.3594939;
388;"Spoorbaanstraat 36/Wibautstraat";"Bom, granaat, afweergeschut";"31/08/40";"Schade aan ramen, gordijnen, deuren enz.";"";"POINT(4.913635,52.3519942)";"POINT(52.3519942,4.913635)";4.913635;52.3519942;
389;"Spaarnwouderdijk 645";"Overig";"27/09/40";"Brandende Engelse kabelballon neergekomen. Achter Spaarnwouderdijk 645. Geen schade.";"";"POINT(4.831095,52.3850943)";"POINT(52.3850943,4.831095)";4.831095;52.3850943;
390;"Oostzanerdijk 141";"Bom, granaat, afweergeschut";"2/10/40";"2 brandende brandbommen. Voor Oostzanerdijk 141. Geen brand.";"";"POINT(4.8796251,52.4206931)";"POINT(52.4206931,4.8796251)";4.8796251;52.4206931;
391;"Oostzanerdijk 140";"Bom, granaat, afweergeschut";"2/10/40";"Brandbommen neergekomen op de dijk. Geen schade.";"";"POINT(4.8789251,52.4210936)";"POINT(52.4210936,4.8789251)";4.8789251;52.4210936;
392;"Buikslotermeerdijk 134";"Bom, granaat, afweergeschut";"7/10/40";"Bominslag. Gevel weggeslagen. 4 lichtgewonden.";"";"POINT(4.9446351,52.4090926)";"POINT(52.4090926,4.9446351)";4.9446351;52.4090926;
393;"Buikslotermeerdijk 134";"Omgevingsschade";"7/10/40";"Bominslag, 02.15 Rapporteert de A.P. Brontsema dat plm 11 uur in den avond van maandag 07-10-40 op perceel Buikslotermeerdijk 134 bewoond door de familie van Voorn bestaande uit man, vrouw, zoon en dochter, een bom is geworpen. Hierdoor werd de zijmuur geheel vernield terwijl terwijl zolder en vloeren verzakken. De bewoners kregen geen letsel. Zij hebben tijdelijk bij buren onderdak gekregen.  Van eenige in de omgeving staande woningen werden de ruiten vernield.";"";"POINT(4.9443352,52.4091918)";"POINT(52.4091918,4.9443352)";4.9443352;52.4091918;
394;"Muiderpoortstation";"Bom, granaat, afweergeschut";"7/10/40";"3 brandbommen. Brand door het personeel geblust";"";"POINT(4.931175,52.3606917)";"POINT(52.3606917,4.931175)";4.931175;52.3606917;
395;"Kostverlorenkade 4";"Bom, granaat, afweergeschut";"8/10/40";"Bominslag. Brand. Ruiten gesprongen.";"";"POINT(4.8737848,52.3795935)";"POINT(52.3795935,4.8737848)";4.8737848;52.3795935;
396;"Buyskade 43";"Bom, granaat, afweergeschut";"8/10/40";"1 brisantbom geëxplodeerd. Zandterrein.";"";"POINT(4.8701351,52.3764922)";"POINT(52.3764922,4.8701351)";4.8701351;52.3764922;
397;"Vondelpark";"Bom, granaat, afweergeschut";"8/10/40";"2 brisantbommen geëxplodeerd. [`Bij nader onderzoek is gebleken, dat 5 brisantbommen en 2 granaatkartetsen in het Vondelpark zijn terecht gekomen.`]  Hoofdbuis gasleiding getroffen.  Een uitgebreid onderzoek over bommen op het Vondelpark en Amsterdam-Zuid is hier te vinden:  http://www.zuid.amsterdam.nl/publish/pages/589802/1_3_7_bp_wpvp_bijlage_7_vooronderzoek_explosieven.pdf.  ";"";"POINT(4.8667548,52.3575942)";"POINT(52.3575942,4.8667548)";4.8667548;52.3575942;
398;"Rappardstraat 32";"Bom, granaat, afweergeschut";"8/10/40";"Bominslag.";"";"POINT(4.8691451,52.3783919)";"POINT(52.3783919,4.8691451)";4.8691451;52.3783919;
399;"Oostenburgermiddenstraat";"Bom, granaat, afweergeschut";"9/10/40";"Deel van een bom door dak montagehal Werkspoor";"";"POINT(4.9257352,52.3706938)";"POINT(52.3706938,4.9257352)";4.9257352;52.3706938;
400;"Spaarnwouderdijk 105";"Bom, granaat, afweergeschut";"9/11/40";"Niet-ontplofte bom. Op 8 mei 1941 tot ontploffing gebracht";"";"POINT(4.8336451,52.3849913)";"POINT(52.3849913,4.8336451)";4.8336451;52.3849913;
401;"Kruislaan 441";"Bom, granaat, afweergeschut";"30/6/41";"2 ontplofte mijnbommen en ongeveer 48 brandbommen. Seinhuis intact gebleven, bijgebouwen veel schade. `Een electrische draad van de Spoorwegen is uitgezakt`. Glasschade aan Johannes van der Waalsstraat 107 hs. en Kruislaan 411.  2 gewonden.";"";"POINT(4.9512851,52.3542945)";"POINT(52.3542945,4.9512851)";4.9512851;52.3542945;
402;"Frogerweg. Groote IJpolder";"Bom, granaat, afweergeschut";"5/7/41";"Inslag van onontploft 7½ cm luchtafweerprojectiel in pootaardappelenbewaarloods. Schade aan ruiten en betonnen vloer";"";"POINT(4.7408249,52.4230925)";"POINT(52.4230925,4.7408249)";4.7408249;52.4230925;
403;"Commelinstraat 58";"Bom, granaat, afweergeschut";"14/7/41";"Brandbom. [In totaal 17 lichtgewonden]";"";"POINT(4.9246652,52.3632933)";"POINT(52.3632933,4.9246652)";4.9246652;52.3632933;
404;"Rhijnvis Feithstraat";"Overig";"14/7/41";"Lichtkogel. `welke door het dak en den zolder heensloeg en op de 2e étage bleef steken. Geen gewonden, schade aan meubilair, zolder en dak.`";"";"POINT(4.8599651,52.360192)";"POINT(52.360192,4.8599651)";4.8599651;52.360192;
405;"Bloemendalergouw";"Bom, granaat, afweergeschut";"19/7/41";"8 bommen gevallen en geëxplodeerd; 5 daarvan op het land van P. Spelt, Holysloot 5C, en 3 op het land van M.C. van Zanten, Holysloot 7C Kraters van ongeveer 8 meter, schade aan vensterruiten. Geen doden of gewonden";"";"POINT(5.0246551,52.4090926)";"POINT(52.4090926,5.0246551)";5.0246551;52.4090926;
406;"Schaepmanstraat 20";"Bom, granaat, afweergeschut";"13/8/41";"Een niet-ontploft projectiel kaliber 7,8 cm op de straat gekomen en in de grond gedrongen. `De blindganger wordt hedenmorgen verwijderd.`";"";"POINT(4.8708351,52.3796927)";"POINT(52.3796927,4.8708351)";4.8708351;52.3796927;
407;"Scheldestraat 115, 119, 121";"Bom, granaat, afweergeschut";"15/8/41";"Brandbom";"";"POINT(4.890815,52.3446929)";"POINT(52.3446929,4.890815)";4.890815;52.3446929;
408;"Amsteldijk 1";"Bom, granaat, afweergeschut";"15/8/41";"Brandbommen `Op den rijweg uitgebrand. Geen schade.`";"";"POINT(4.903795,52.3584944)";"POINT(52.3584944,4.903795)";4.903795;52.3584944;
409;"Schiphol";"Luchtaanval";"10/5/40";"Bommen. Om 04.12 uur werd met drie autospuiten, een autoladder en een baby-uitrukvoertuig uitgerukt naar de Luchthaven Schiphol, gemeente Haarlemmermeer, waar na bombardementen grote branden waren ontstaan. Na een tweede luchtaanval, waarbij twee brandweerlieden werden gedood, werd de blussing gestaakt.";"D10067001160.jpg";"POINT(4.8029149,52.3091933)";"POINT(52.3091933,4.8029149)";4.8029149;52.3091933;
410;"Schiphol";"Vliegtuig(onderdeel) neergestort";"30/8/41";"Vliegtuig neergeschoten.";"";"POINT(4.7997448,52.3149916)";"POINT(52.3149916,4.7997448)";4.7997448;52.3149916;
411;"Buikslotermeerdijk";"Bom, granaat, afweergeschut";"8/9/41";"Engels vliegtuig brandend neergestort. Geen bemanning aangetroffen Geen schade aan woningen";"";"POINT(4.9544051,52.4069945)";"POINT(52.4069945,4.9544051)";4.9544051;52.4069945;
412;"Haarlemmerweg";"Vliegtuig(onderdeel) neergestort";"20/10/41";"Duits vliegtuig brandend neergestort. `Uit nadere berichten blijkt, dat geborgen zijn een doode en een arm, niet aan den doode toebehoorend. Verder is gevonden op de Orteliuskade b/d van Spilbergenstraat een gewonde, die met een parachute uit het vliegtuig was gesprongen. Doode, gewonde en arm zijn door den G.G. & G.D. naar het Luftwaffenlazaret, alhier, overgebracht.`21 oktober 1941: `Het blijkt, dat bij het vliegtuigongeluk ik den avond van 20 October 1941 een koe gedood is, eigenaar C. v. Lubeck, Sloterweg 266, waarde f. 600,-, eigenaar van het land, waar het vliegtuig is neergestort: het Burgerweeshuis, alhier.`";"";"POINT(4.8068249,52.3854949)";"POINT(52.3854949,4.8068249)";4.8068249;52.3854949;
413;"Schiphol";"Bom, granaat, afweergeschut";"20/10/41";"`Luchtbeschermingsdienst Hoofddorp meldt: zijn uitkijkpost heeft om 2.05 een bom zien neerkomen op Schiphol.`";"";"POINT(4.8063552,52.3117911)";"POINT(52.3117911,4.8063552)";4.8063552;52.3117911;
414;"Keizer Karelweg";"Bom, granaat, afweergeschut";"30/1/41";"Bominslag. 5 doden, verschillende zwaargewonden.";"";"POINT(4.8565652,52.3063933)";"POINT(52.3063933,4.8565652)";4.8565652;52.3063933;
415;"Dorpsstraat Holysloot";"Bom, granaat, afweergeschut";"15/1/42";"Brisantbom neergekomen en ontploft. `De materieele schade beperkt zich, voor zoover in de duisternis is vast te stellen, tot het springen van de vensterruiten van de Gemeenteschool te Holysloot.` Geen persoonlijke ongevallen.";"";"POINT(5.0202448,52.4129912)";"POINT(52.4129912,5.0202448)";5.0202448;52.4129912;
416;"Hemweg 139";"Bom, granaat, afweergeschut";"11/4/42";"Granaat van het afweergeschut ontploft. `Geen schade, alleen een gat in den grond.` Geen persoonlijke ongelukken. Eigenaar van het land is de landbouwer De Jong, Hemweg 139";"";"POINT(4.8257048,52.4171912)";"POINT(52.4171912,4.8257048)";4.8257048;52.4171912;
417;"Obistraat 4, nu Obiplein";"Bom, granaat, afweergeschut";"11/4/42";"Granaat van het afweergeschut ingeslagen door de voorzijde van het dak van het Zusterhuis Theresiastichting en op de zolderverdieping tot ontploffing gekomen. Grote schade aan de zolder en daaronder gelegen slaapzalen van de zusters; in de Dr. Voûteschool, Obistraat 9, zijn ongeveer 14 ruiten vernield. Geen persoonlijke ongelukken";"";"POINT(4.9382651,52.3602912)";"POINT(52.3602912,4.9382651)";4.9382651;52.3602912;
418;"Sloterweg 316";"Bom, granaat, afweergeschut";"14/4/42";"Kleine brisantbom neergekomen en geëxplodeerd. Gat in de grond van het weiland van ongeveer 1,5 meter diameter. Geen persoonlijke ongelukken";"";"POINT(4.7724049,52.332894)";"POINT(52.332894,4.7724049)";4.7724049;52.332894;
419;"Noorderakerweg";"Bom, granaat, afweergeschut";"31/5/42";"Engels vliegtuig neergestort. Onderdelen van het vliegtuig en een onderbeen neergekomen aan de Amsterdamse kant van de Ringvaart; elektrische kabel beschadigd";"";"POINT(4.7758348,52.3485915)";"POINT(52.3485915,4.7758348)";4.7758348;52.3485915;
420;"Plaatijzerweg 42, nu Zamenhofstraat";"Bom, granaat, afweergeschut";"2/6/42";"Scherf van granaat van het afweergeschut ingeslagen. Een ruit vernield. Geen persoonlijke ongevallen.";"";"POINT(4.926605,52.388394)";"POINT(52.388394,4.926605)";4.926605;52.388394;
421;"Akerweg";"Vliegtuig(onderdeel) neergestort";"4/6/42";"Een halve vliegtuigvleugel gevonden.";"";"POINT(4.7958848,52.3419921)";"POINT(52.3419921,4.7958848)";4.7958848;52.3419921;
422;"Velserweg 207";"Bom, granaat, afweergeschut";"4/6/42";"Een halve vliegtuigvleugel gevonden ";"";"POINT(4.845495,52.3866927)";"POINT(52.3866927,4.845495)";4.845495;52.3866927;
