"�..OBJECTNUMMER";"SELECTIE";"Besluitnummer";"Status";"Omschrijving";"WKT_LNG_LAT";"WKT_LAT_LNG";"LNG";"LAT";"X"
2587;"ROOD";"1. Noord 3 - W";"OK";"Parlevinker, tussen Zeevaarthof en Oosterlengte, in beide richtingen";"LINESTRING(4.9219006 52.4119282,4.9219390 52.4119120,4.9222120 52.4117900,4.9224530 52.4116740,4.9224980 52.4116590,4.9225750 52.4116600,4.9227950 52.4116690,4.9229500 52.4116700,4.9239740 52.4112100,4.9243760 52.4110340,4.9244440 52.4109950,4.9244770 52.4109640,4.9245270 52.4108840,4.9245800 52.4108130,4.9246320 52.4107570,4.9247140 52.4107040,4.9247870 52.4106750,4.9248590 52.4106510,4.9251920 52.4105720,4.9253690 52.4104910,4.9256990 52.4103100,4.9258640 52.4102290,4.9259400 52.4102020,4.9260710 52.4101650,4.9261580 52.4101370,4.9262450 52.4100920,4.9263290 52.4100280,4.9264410 52.4099240,4.9264620 52.4098510,4.9264640 52.4097410)";"LINESTRING(52.4119282 4.9219006,52.4119120 4.9219390,52.4117900 4.9222120,52.4116740 4.9224530,52.4116590 4.9224980,52.4116600 4.9225750,52.4116690 4.9227950,52.4116700 4.9229500,52.4112100 4.9239740,52.4110340 4.9243760,52.4109950 4.9244440,52.4109640 4.9244770,52.4108840 4.9245270,52.4108130 4.9245800,52.4107570 4.9246320,52.4107040 4.9247140,52.4106750 4.9247870,52.4106510 4.9248590,52.4105720 4.9251920,52.4104910 4.9253690,52.4103100 4.9256990,52.4102290 4.9258640,52.4102020 4.9259400,52.4101650 4.9260710,52.4101370 4.9261580,52.4100920 4.9262450,52.4100280 4.9263290,52.4099240 4.9264410,52.4098510 4.9264620,52.4097410 4.9264640)";4.9241873;52.4108276;NA
2588;"BLAUW";"1. Noord 3 - G";"OK";"Fokkemast, tussen Zeevaarthof en Westerlengte, in beide richtingen";"LINESTRING(4.9198360 52.4128540,4.9204280 52.4125820,4.9208450 52.4124020,4.9215020 52.4121000,4.9218193 52.4119589,4.9219006 52.4119282)";"LINESTRING(52.4128540 4.9198360,52.4125820 4.9204280,52.4124020 4.9208450,52.4121000 4.9215020,52.4119589 4.9218193,52.4119282 4.9219006)";4.9208733;52.4123841;NA
2589;"BLAUW";"1. Noord 3 - D1";"OK";"Westerlengte, weerszijden";"LINESTRING(4.9174006 52.4113057,4.9174620 52.4113490,4.9175890 52.4113970,4.9176610 52.4114280,4.9176980 52.4114520,4.9185350 52.4121440,4.9188850 52.4123310,4.9189530 52.4123780,4.9193870 52.4127400,4.9196090 52.4129540)";"LINESTRING(52.4113057 4.9174006,52.4113490 4.9174620,52.4113970 4.9175890,52.4114280 4.9176610,52.4114520 4.9176980,52.4121440 4.9185350,52.4123310 4.9188850,52.4123780 4.9189530,52.4127400 4.9193870,52.4129540 4.9196090)";4.9185098;52.41212285;NA
2590;"BLAUW";"1. Noord 3 - D3";"OK";"Westerlengte, tussen Westerlengte en Noorderbreedte, in beiderichtingen";"LINESTRING(4.9210430 52.4140060,4.9211440 52.4140780,4.9211800 52.4140770,4.9212620 52.4140410)";"LINESTRING(52.4140060 4.9210430,52.4140780 4.9211440,52.4140770 4.9211800,52.4140410 4.9212620)";4.9211575;52.414035;NA
2591;"BLAUW";"1. Noord 3 - D1";"OK";"Westerlengte, weerszijden";"LINESTRING(4.9196090 52.4129540,4.9198040 52.4131800,4.9198840 52.4132760,4.9200670 52.4134220)";"LINESTRING(52.4129540 4.9196090,52.4131800 4.9198040,52.4132760 4.9198840,52.4134220 4.9200670)";4.919843;52.413181;NA
2594;"BLAUW";"1. Noord 3 - D1";"OK";"Westerlengte, weerszijden";"LINESTRING(4.9164430 52.4103000,4.9165470 52.4103860,4.9165680 52.4104390,4.9170540 52.4108470,4.9171470 52.4109230,4.9172110 52.4110380,4.9172390 52.4110980,4.9172970 52.4111970,4.9173470 52.4112620,4.9174006 52.4113057)";"LINESTRING(52.4103000 4.9164430,52.4103860 4.9165470,52.4104390 4.9165680,52.4108470 4.9170540,52.4109230 4.9171470,52.4110380 4.9172110,52.4110980 4.9172390,52.4111970 4.9172970,52.4112620 4.9173470,52.4113057 4.9174006)";4.9169268;52.41079585;NA
2595;"BLAUW";"1. Noord 3 - D2";"OK";"Westerlengte, tussen Voorsteven en het fietspad van IJdoornlaan, in beide richtingen";"LINESTRING(4.9164430 52.4103000,4.9162590 52.4101460,4.9161726 52.4100907,4.9160161 52.4100016,4.9158461 52.4099124,4.9157389 52.4098294,4.9155911 52.4097161,4.9152717 52.4094573)";"LINESTRING(52.4103000 4.9164430,52.4101460 4.9162590,52.4100907 4.9161726,52.4100016 4.9160161,52.4099124 4.9158461,52.4098294 4.9157389,52.4097161 4.9155911,52.4094573 4.9152717)";4.91586235;52.40987165;NA
2596;"BLAUW";"1. Noord 3 - D1";"OK";"Westerlengte, weerszijden";"LINESTRING(4.9176630 52.4112110,4.9175820 52.4111450,4.9175610 52.4111140,4.9175930 52.4109800,4.9174960 52.4109020,4.9172340 52.4106890,4.9166738 52.4102364)";"LINESTRING(52.4112110 4.9176630,52.4111450 4.9175820,52.4111140 4.9175610,52.4109800 4.9175930,52.4109020 4.9174960,52.4106890 4.9172340,52.4102364 4.9166738)";4.9171734;52.4107167;NA
2627;"BLAUW";"1. Zuid 4 - B";"OK";"Beethovenstraat, onderdoor, ter hoogte van Strawinskylaan, in beide richtingen";"LINESTRING(4.8765467 52.3406389,4.8772771 52.3406467)";"LINESTRING(52.3406389 4.8765467,52.3406467 4.8772771)";4.8769169;52.3406358;NA
2639;"ROOD";"1. Centrum 3 - A";"OK";"Marnixstraat, weerszijden, tussen Leidseplein en Leidsekade ";"LINESTRING(4.8818102 52.3639514,4.8816371 52.3640914,4.8814360 52.3642486,4.8813418 52.3643202,4.8810934 52.3644795,4.8808882 52.3646245,4.8806890 52.3647645,4.8806189 52.3648165,4.8805542 52.3648734,4.8804563 52.3650028,4.8803316 52.3651580)";"LINESTRING(52.3639514 4.8818102,52.3640914 4.8816371,52.3642486 4.8814360,52.3643202 4.8813418,52.3644795 4.8810934,52.3646245 4.8808882,52.3647645 4.8806890,52.3648165 4.8806189,52.3648734 4.8805542,52.3650028 4.8804563,52.3651580 4.8803316)";4.8810759;52.3645477;NA
2643;"BLAUW";"1. Centrum 1 - Q";"OK";"Elandsgracht, noordzijde, tussen Marnixstraat en brug 169 ";"LINESTRING(4.8766892 52.3686018,4.8777412 52.3688795)";"LINESTRING(52.3686018 4.8766892,52.3688795 4.8777412)";4.8772202;52.36873365;NA
2660;"BLAUW";"1. Centrum 4 - F2";"OK";"Plantage Middenlaan, oneven zijde, tussen Plantage Parklaan en Plantage Badlaan";"LINESTRING(4.9116223 52.3665759,4.9105501 52.3669485,4.9103939 52.3670083,4.9102688 52.3670476,4.9094987 52.3673080)";"LINESTRING(52.3665759 4.9116223,52.3669485 4.9105501,52.3670083 4.9103939,52.3670476 4.9102688,52.3673080 4.9094987)";4.9105655;52.36693495;NA
2661;"BLAUW";"1. Centrum 4 - F1";"OK";"Plantage Middenlaan, even zijde, tussen Plantage Parklaan en Plantage Muidergracht";"LINESTRING(4.9115083 52.3664109,4.9093980 52.3671421)";"LINESTRING(52.3664109 4.9115083,52.3671421 4.9093980)";4.91045815;52.3667695;NA
2662;"BLAUW";"1. Centrum 4 - F2";"OK";"Plantage Middenlaan, oneven zijde, tussen Plantage Parklaan en Plantage Badlaan";"LINESTRING(4.9120239 52.3664363,4.9133014 52.3659958,4.9151682 52.3653476,4.9158012 52.3651273,4.9165991 52.3648530,4.9170390 52.3647011,4.9170779 52.3646655)";"LINESTRING(52.3664363 4.9120239,52.3659958 4.9133014,52.3653476 4.9151682,52.3651273 4.9158012,52.3648530 4.9165991,52.3647011 4.9170390,52.3646655 4.9170779)";4.9145559;52.3655439;NA
2663;"BLAUW";"1. Centrum 4 - F1";"OK";"Plantage Middenlaan, even zijde, tussen Plantage Parklaan en Plantage Muidergracht";"LINESTRING(4.9119039 52.3662746,4.9123102 52.3661305,4.9130452 52.3658790,4.9134528 52.3657361,4.9145258 52.3653644,4.9152533 52.3651146,4.9161438 52.3648026,4.9170249 52.3645004,4.9177437 52.3642511,4.9180603 52.3641393)";"LINESTRING(52.3662746 4.9119039,52.3661305 4.9123102,52.3658790 4.9130452,52.3657361 4.9134528,52.3653644 4.9145258,52.3651146 4.9152533,52.3648026 4.9161438,52.3645004 4.9170249,52.3642511 4.9177437,52.3641393 4.9180603)";4.9149871;52.36519995;NA
2666;"BLAUW";"1. Centrum 4 - G";"OK";"Alexanderplein, toeleidend naar Sarphatistraat";"LINESTRING(4.9186282 52.3637389,4.9186773 52.3636553,4.9186932 52.3636156,4.9186889 52.3635836,4.9186478 52.3635568,4.9185370 52.3635062,4.9184116 52.3634481,4.9183687 52.3634137)";"LINESTRING(52.3637389 4.9186282,52.3636553 4.9186773,52.3636156 4.9186932,52.3635836 4.9186889,52.3635568 4.9186478,52.3635062 4.9185370,52.3634481 4.9184116,52.3634137 4.9183687)";4.91853595;52.3635693;NA
2671;"ROOD";"1. Centrum 4 - G";"OK";"Alexanderplein, toeleidend naar Sarphatistraat";"LINESTRING(4.9199123 52.3634284,4.9198674 52.3634608,4.9197822 52.3634972,4.9196843 52.3635206,4.9194731 52.3635599,4.9193128 52.3636021,4.9192233 52.3636408)";"LINESTRING(52.3634284 4.9199123,52.3634608 4.9198674,52.3634972 4.9197822,52.3635206 4.9196843,52.3635599 4.9194731,52.3636021 4.9193128,52.3636408 4.9192233)";4.9195728;52.3635276;NA
2672;"BLAUW";"1. Centrum 4 - B1";"OK";"Sarphatistraat, huizenzijde, tussen Alexanderplein en Zeeburgerstraat";"LINESTRING(4.9251305 52.3668740,4.9250973 52.3668714,4.9246410 52.3666697,4.9244680 52.3666050,4.9242635 52.3665243,4.9241341 52.3664744,4.9239624 52.3664027,4.9238632 52.3663508,4.9234709 52.3661051,4.9230142 52.3658259,4.9227461 52.3656645,4.9224838 52.3655028,4.9222076 52.3653308,4.9219213 52.3651548,4.9217060 52.3650209,4.9215156 52.3649046,4.9213647 52.3648125,4.9211562 52.3646843,4.9209738 52.3645704,4.9207679 52.3644467,4.9206190 52.3643678,4.9204193 52.3642683,4.9202106 52.3641790,4.9198821 52.3640455,4.9196675 52.3639575,4.9195545 52.3639063,4.9194476 52.3638588,4.9193631 52.3638175,4.9192947 52.3637741,4.9192202 52.3637167,4.9191844 52.3636839)";"LINESTRING(52.3668740 4.9251305,52.3668714 4.9250973,52.3666697 4.9246410,52.3666050 4.9244680,52.3665243 4.9242635,52.3664744 4.9241341,52.3664027 4.9239624,52.3663508 4.9238632,52.3661051 4.9234709,52.3658259 4.9230142,52.3656645 4.9227461,52.3655028 4.9224838,52.3653308 4.9222076,52.3651548 4.9219213,52.3650209 4.9217060,52.3649046 4.9215156,52.3648125 4.9213647,52.3646843 4.9211562,52.3645704 4.9209738,52.3644467 4.9207679,52.3643678 4.9206190,52.3642683 4.9204193,52.3641790 4.9202106,52.3640455 4.9198821,52.3639575 4.9196675,52.3639063 4.9195545,52.3638588 4.9194476,52.3638175 4.9193631,52.3637741 4.9192947,52.3637167 4.9192202,52.3636839 4.9191844)";4.92216245;52.36527195;NA
2689;"ROOD";"1. West 3 - L2";"RECTIF";"Kinkerstraat, noordzijde, tussen huisnummer 56 en Jan Pieter Heijestraat";"LINESTRING(4.8760790 52.3683967,4.8760501 52.3683660,4.8760018 52.3683373,4.8731730 52.3675815)";"LINESTRING(52.3683967 4.8760790,52.3683660 4.8760501,52.3683373 4.8760018,52.3675815 4.8731730)";4.874631;52.3679821;NA
2698;"ROOD";"1. Zuid 1 - M";"RECTIF";"Tussen Saskia van Uilenburgkade en Theophile de Bockstraat en Hodenpijlkade";"LINESTRING(4.8434366 52.3562192,4.8435593 52.3558178,4.8436739 52.3556949,4.8476664 52.3557154,4.8477367 52.3556863,4.8477548 52.3549659)";"LINESTRING(52.3562192 4.8434366,52.3558178 4.8435593,52.3556949 4.8436739,52.3557154 4.8476664,52.3556863 4.8477367,52.3549659 4.8477548)";4.8456007;52.35558555;NA
2707;"ROOD";"1. Zuid 3 - X2";"OK";"Stadionkade, tussen Stadionkade en Stadionplein, in beide richtingen";"LINESTRING(4.8579184 52.3426420,4.8579519 52.3426132)";"LINESTRING(52.3426420 4.8579184,52.3426132 4.8579519)";4.85794015;52.3426206;NA
2711;"ROOD";"1. Zuid 3 - K1";"OK";"Jaagpad, tussen IJsbaanpad en Generaal Vetterstraat, in beide richtingen";"LINESTRING(4.8474920 52.3429898,4.8474068 52.3429382,4.8472968 52.3429042,4.8471446 52.3428693,4.8469917 52.3428312,4.8468556 52.3427653,4.8467664 52.3427030,4.8466887 52.3426231,4.8466136 52.3424937,4.8465291 52.3423298,4.8464392 52.3421737,4.8464104 52.3421069,4.8464003 52.3420352,4.8464292 52.3417956,4.8464459 52.3415309,4.8464184 52.3414261)";"LINESTRING(52.3429898 4.8474920,52.3429382 4.8474068,52.3429042 4.8472968,52.3428693 4.8471446,52.3428312 4.8469917,52.3427653 4.8468556,52.3427030 4.8467664,52.3426231 4.8466887,52.3424937 4.8466136,52.3423298 4.8465291,52.3421737 4.8464392,52.3421069 4.8464104,52.3420352 4.8464003,52.3417956 4.8464292,52.3415309 4.8464459,52.3414261 4.8464184)";4.84695115;52.34220095;NA
2713;"ROOD";"1. Zuid 3 - F";"OK";"Fred Roeskestraat, noordzijde, in beide richtingen";"LINESTRING(4.8677158 52.3414969,4.8672625 52.3414797,4.8667288 52.3414617,4.8661226 52.3414388,4.8658088 52.3414273,4.8655567 52.3414338,4.8653609 52.3414404,4.8651919 52.3414322)";"LINESTRING(52.3414969 4.8677158,52.3414797 4.8672625,52.3414617 4.8667288,52.3414388 4.8661226,52.3414273 4.8658088,52.3414338 4.8655567,52.3414404 4.8653609,52.3414322 4.8651919)";4.86645885;52.3414551;NA
2716;"ROOD";"1. Zuid 2 - J";"OK";"Saenredamstraat, tussen huisnummer 67 en Ferdinand Bolstraat, in beide richtingen";"LINESTRING(4.8903966 52.3556523,4.8901512 52.3556646)";"LINESTRING(52.3556523 4.8903966,52.3556646 4.8901512)";4.8902789;52.35565145;NA
2735;"BLAUW";"1. Zuid 1 - C1";"OK";"Amstelveenseweg, weerszijden, tussen Haarlemmermeercircuit en Overtoom";"LINESTRING(4.8565122 52.3513928,4.8568448 52.3506244,4.8570809 52.3499871)";"LINESTRING(52.3513928 4.8565122,52.3506244 4.8568448,52.3499871 4.8570809)";4.85680155;52.35068295;NA
2736;"BLAUW";"1. Zuid 1 - C2";"OK";"Amstelveenseweg, tussen Karperweg en Haarlemmermeercircuit, in beide richtingen";"LINESTRING(4.8573123 52.3486886,4.8573679 52.3489893,4.8573581 52.3491853,4.8573352 52.3492542,4.8572786 52.3493190)";"LINESTRING(52.3486886 4.8573123,52.3489893 4.8573679,52.3491853 4.8573581,52.3492542 4.8573352,52.3493190 4.8572786)";4.85732825;52.3489968;NA
2737;"ROOD";"1. Centrum 3 - A";"OK";"Marnixstraat, weerszijden, tussen Leidseplein en Leidsekade ";"LINESTRING(4.8802377 52.3650856,4.8803886 52.3648898,4.8804801 52.3647756,4.8805601 52.3647086,4.8806400 52.3646450,4.8808117 52.3645258,4.8809887 52.3644087,4.8811664 52.3642894,4.8813052 52.3642081,4.8814484 52.3641051,4.8816964 52.3639087)";"LINESTRING(52.3650856 4.8802377,52.3648898 4.8803886,52.3647756 4.8804801,52.3647086 4.8805601,52.3646450 4.8806400,52.3645258 4.8808117,52.3644087 4.8809887,52.3642894 4.8811664,52.3642081 4.8813052,52.3641051 4.8814484,52.3639087 4.8816964)";4.88097205;52.36449015;NA
2739;"ROOD";"1. Centrum 3 - C";"OK";"Kleine-Gartmanplantsoen, weerszijden, tussen Weteringschans en Leidseplein";"LINESTRING(4.8834657 52.3627762,4.8833437 52.3629710,4.8832217 52.3631725,4.8830795 52.3633609,4.8828596 52.3635558,4.8827261 52.3636475)";"LINESTRING(52.3627762 4.8834657,52.3629710 4.8833437,52.3631725 4.8832217,52.3633609 4.8830795,52.3635558 4.8828596,52.3636475 4.8827261)";4.8831009;52.36320485;NA
2741;"ROOD";"1. Centrum 3 - B1";"OK";"Leidseplein, zuidzijde, tussen Leidsekade en Kleine-Gartmanplantsoen";"LINESTRING(4.8816434 52.3633361,4.8822018 52.3636036,4.8823295 52.3636598,4.8824004 52.3636829,4.8825023 52.3636876,4.8826202 52.3636750,4.8827261 52.3636475)";"LINESTRING(52.3633361 4.8816434,52.3636036 4.8822018,52.3636598 4.8823295,52.3636829 4.8824004,52.3636876 4.8825023,52.3636750 4.8826202,52.3636475 4.8827261)";4.88218975;52.36350485;NA
2742;"ROOD";"1. Centrum 3 - B2";"OK";"Leidseplein, tussen Kleine-Gartmanplantsoen en Marnixstraat";"LINESTRING(4.8818102 52.3639514,4.8819131 52.3638932,4.8820489 52.3638461,4.8822198 52.3638129,4.8823647 52.3637920,4.8826518 52.3637646,4.8827830 52.3637970)";"LINESTRING(52.3639514 4.8818102,52.3638932 4.8819131,52.3638461 4.8820489,52.3638129 4.8822198,52.3637920 4.8823647,52.3637646 4.8826518,52.3637970 4.8827830)";4.8823016;52.363851;NA
2750;"BLAUW";"1. Zuid 3 - B2";"OK";"Laan van Hesperiden, zuidzijde";"LINESTRING(4.8562957 52.3449361,4.8562789 52.3449630,4.8562266 52.3449764,4.8561555 52.3449717,4.8557076 52.3449103,4.8556499 52.3449054,4.8556218 52.3449201,4.8556064 52.3449573)";"LINESTRING(52.3449361 4.8562957,52.3449630 4.8562789,52.3449764 4.8562266,52.3449717 4.8561555,52.3449103 4.8557076,52.3449054 4.8556499,52.3449201 4.8556218,52.3449573 4.8556064)";4.85595605;52.3449339;NA
2761;"ROOD";"1. Centrum 4 - E";"OK";"Czaar Peterstraat, tussen huisnummers 21-23 en de 1e Coehoornstraat";"LINESTRING(4.9264059 52.3683152,4.9264012 52.3683328,4.9264093 52.3683455,4.9268022 52.3685891,4.9268237 52.3685961,4.9268619 52.3685977,4.9268954 52.3685875)";"LINESTRING(52.3683152 4.9264059,52.3683328 4.9264012,52.3683455 4.9264093,52.3685891 4.9268022,52.3685961 4.9268237,52.3685977 4.9268619,52.3685875 4.9268954)";4.9266533;52.36844945;NA
2764;"ROOD";"1. Noord 2 - M";"OK";"Klinkerweg, ter hoogte van Kraandrijverstraat, in beide richtingen";"LINESTRING(4.8965516 52.4072760,4.8967461 52.4072482)";"LINESTRING(52.4072760 4.8965516,52.4072482 4.8967461)";4.89665385;52.4072551;NA
2773;"BLAUW";"1. Noord 3 - S1";"OK";"IJdoornlaan, tussen Blazerpad en huisnummer 24, in beide richtingen";"LINESTRING(4.9135213 52.4101005,4.9133644 52.4101520,4.9131846 52.4102208,4.9130438 52.4102682,4.9129312 52.4103206,4.9128735 52.4103582,4.9128306 52.4104097,4.9128051 52.4104621,4.9127528 52.4105014)";"LINESTRING(52.4101005 4.9135213,52.4101520 4.9133644,52.4102208 4.9131846,52.4102682 4.9130438,52.4103206 4.9129312,52.4103582 4.9128735,52.4104097 4.9128306,52.4104621 4.9128051,52.4105014 4.9127528)";4.91314205;52.41029395;NA
2774;"BLAUW";"1. Noord 3 - K";"OK";"De rotonde op de kruising van Statenjachtstraat en Schepenlaan, rondom";"LINESTRING(4.9173125 52.4057727,4.9174594 52.4057342,4.9175553 52.4056949,4.9176358 52.4056671,4.9177323 52.4056434,4.9178503 52.4056131,4.9179496 52.4056000,4.9181896 52.4055329)";"LINESTRING(52.4057727 4.9173125,52.4057342 4.9174594,52.4056949 4.9175553,52.4056671 4.9176358,52.4056434 4.9177323,52.4056131 4.9178503,52.4056000 4.9179496,52.4055329 4.9181896)";4.91775605;52.4056458;NA
2776;"BLAUW";"1. Noord 3 - K";"OK";"De rotonde op de kruising van Statenjachtstraat en Schepenlaan, rondom";"LINESTRING(4.9173072 52.4054176,4.9172723 52.4054467,4.9172455 52.4054806,4.9172388 52.4055166,4.9172462 52.4055587,4.9172683 52.4056049,4.9172622 52.4056323,4.9171811 52.4056965,4.9171248 52.4057653)";"LINESTRING(52.4054176 4.9173072,52.4054467 4.9172723,52.4054806 4.9172455,52.4055166 4.9172388,52.4055587 4.9172462,52.4056049 4.9172683,52.4056323 4.9172622,52.4056965 4.9171811,52.4057653 4.9171248)";4.917221;52.40558445;NA
2777;"BLAUW";"1. Noord 3 - L2";"OK";"Schepenlaan, oostzijde, tussen huisnummer 145 en Statenjachtstraat, in beide richtingen";"LINESTRING(4.9172455 52.4054806,4.9171597 52.4054519,4.9171020 52.4054102)";"LINESTRING(52.4054806 4.9172455,52.4054519 4.9171597,52.4054102 4.9171020)";4.91717875;52.4054384;NA
2791;"ROOD";"1. Zuid 1 - M";"RECTIF";"Tussen Saskia van Uilenburgkade en Theophile de Bockstraat en Hodenpijlkade";"LINESTRING(4.8435076 52.3556072,4.8436725 52.3556949)";"LINESTRING(52.3556072 4.8435076,52.3556949 4.8436725)";4.84359505;52.35564405;NA
2798;"ROOD";"1. Noord 6 - R";"OK";"Tussen Plein Spanje 36-39 en het fietspad van Buiksloterweg, in beide richtingen";"LINESTRING(4.9141583 52.3874371,4.9143031 52.3873708)";"LINESTRING(52.3874371 4.9141583,52.3873708 4.9143031)";4.9142357;52.38739695;NA
2810;"BLAUW";"1. West 1 - A";"OK";"Spaarndammerdijk, tussen Transformatorweg en Tasmanstraat, in beide richtingen";"LINESTRING(4.8752703 52.3929518,4.8752300 52.3929289,4.8751791 52.3929142,4.8750973 52.3929011,4.8750235 52.3928888,4.8749095 52.3928855,4.8740512 52.3928945)";"LINESTRING(52.3929518 4.8752703,52.3929289 4.8752300,52.3929142 4.8751791,52.3929011 4.8750973,52.3928888 4.8750235,52.3928855 4.8749095,52.3928945 4.8740512)";4.87466575;52.39291165;NA
2873;"BLAUW";"1. Centrum 4 - G";"OK";"Alexanderplein, toeleidend naar Sarphatistraat";"LINESTRING(4.9196970 52.3633412,4.9195931 52.3633576,4.9193896 52.3633979,4.9192008 52.3634244,4.9190774 52.3634448,4.9190379 52.3634452,4.9189809 52.3634330,4.9188997 52.3634003,4.9187395 52.3633381,4.9186228 52.3633088)";"LINESTRING(52.3633412 4.9196970,52.3633576 4.9195931,52.3633979 4.9193896,52.3634244 4.9192008,52.3634448 4.9190774,52.3634452 4.9190379,52.3634330 4.9189809,52.3634003 4.9188997,52.3633381 4.9187395,52.3633088 4.9186228)";4.9191649;52.36337;NA
2876;"BLAUW";"1. Oost 5 - C3";"RECTIF";"Hugo Vrieslaan, noordzijde, tussen Bertrand Russellstraat en Nobelweg";"LINESTRING(4.9254397 52.3460253,4.9257441 52.3460359,4.9259385 52.3460556,4.9261558 52.3460924,4.9263503 52.3461334,4.9264877 52.3461727,4.9265531 52.3461977,4.9266212 52.3462334,4.9271911 52.3465463,4.9275666 52.3467511,4.9277635 52.3468510,4.9280274 52.3469943,4.9285218 52.3472695,4.9289588 52.3475103,4.9289787 52.3475250,4.9289890 52.3475432)";"LINESTRING(52.3460253 4.9254397,52.3460359 4.9257441,52.3460556 4.9259385,52.3460924 4.9261558,52.3461334 4.9263503,52.3461727 4.9264877,52.3461977 4.9265531,52.3462334 4.9266212,52.3465463 4.9271911,52.3467511 4.9275666,52.3468510 4.9277635,52.3469943 4.9280274,52.3472695 4.9285218,52.3475103 4.9289588,52.3475250 4.9289787,52.3475432 4.9289890)";4.92721935;52.34677725;NA
2878;"BLAUW";"1. West 3 - AA";"OK";"Postjesweg, weerszijden, tussen Witte de Withstraat en Derkinderenstraat";"LINESTRING(4.8406979 52.3642044,4.8408200 52.3642068,4.8409139 52.3642142,4.8409997 52.3642347,4.8410748 52.3642453,4.8422952 52.3642625)";"LINESTRING(52.3642044 4.8406979,52.3642068 4.8408200,52.3642142 4.8409139,52.3642347 4.8409997,52.3642453 4.8410748,52.3642625 4.8422952)";4.84150155;52.36422645;NA
2879;"BLAUW";"1. West 3 - AA";"OK";"Postjesweg, weerszijden, tussen Witte de Withstraat en Derkinderenstraat";"LINESTRING(4.8407087 52.3640496,4.8408093 52.3640488,4.8408884 52.3640431,4.8409782 52.3640242,4.8410681 52.3640136,4.8411942 52.3640119,4.8423153 52.3640226)";"LINESTRING(52.3640496 4.8407087,52.3640488 4.8408093,52.3640431 4.8408884,52.3640242 4.8409782,52.3640136 4.8410681,52.3640119 4.8411942,52.3640226 4.8423153)";4.841517;52.36402375;NA
2921;"ROOD";"1. Centrum 3 - E2";"OK";"Weteringschans, zuidzijde, tussen Spiegelgracht en Tweede Weteringplantsoen";"LINESTRING(4.8865785 52.3609277,4.8866127 52.3609400,4.8866442 52.3609490,4.8866864 52.3609609,4.8867334 52.3609691,4.8868078 52.3609789,4.8868883 52.3609781)";"LINESTRING(52.3609277 4.8865785,52.3609400 4.8866127,52.3609490 4.8866442,52.3609609 4.8866864,52.3609691 4.8867334,52.3609789 4.8868078,52.3609781 4.8868883)";4.8867384;52.3609463;NA
2969;"BLAUW";"1. Zuid 1 - V";"OK";"Heemstedestraat, weerszijden, tussen Westlandgracht en Poeldijkstraat";"LINESTRING(4.8439526 52.3516752,4.8446365 52.3516768,4.8447710 52.3516645,4.8457906 52.3516686,4.8459173 52.3516555)";"LINESTRING(52.3516752 4.8439526,52.3516768 4.8446365,52.3516645 4.8447710,52.3516686 4.8457906,52.3516555 4.8459173)";4.84493995;52.35165915;NA
2970;"BLAUW";"1. Zuid 1 - V";"OK";"Heemstedestraat, weerszijden, tussen Westlandgracht en Poeldijkstraat";"LINESTRING(4.8440321 52.3514655,4.8446650 52.3514655,4.8448226 52.3514893,4.8458516 52.3514995,4.8459176 52.3515081)";"LINESTRING(52.3514655 4.8440321,52.3514655 4.8446650,52.3514893 4.8448226,52.3514995 4.8458516,52.3515081 4.8459176)";4.84497985;52.3514798;NA
2973;"BLAUWOPEN";"3. B";"RECTIF";"Snorfiets toegestaan op rijbaan: Stellingweg, tussen Zuideinde en Schoorsteenvegerspad, in beide richtingen ";"LINESTRING(4.8909736 52.4170036,4.8911188 52.4165012,4.8912801 52.4160578)";"LINESTRING(52.4170036 4.8909736,52.4165012 4.8911188,52.4160578 4.8912801)";4.89113185;52.4165237;NA
2974;"BLAUWOPEN";"3. B";"RECTIF";"Snorfiets toegestaan op rijbaan: Stellingweg, tussen Zuideinde en Schoorsteenvegerspad, in beide richtingen ";"LINESTRING(4.8847787 52.4191984,4.8850755 52.4192938,4.8852685 52.4193355,4.8854711 52.4193560,4.8858350 52.4193481,4.8867084 52.4192748,4.8868997 52.4192460,4.8870140 52.4192046,4.8871408 52.4190336)";"LINESTRING(52.4191984 4.8847787,52.4192938 4.8850755,52.4193355 4.8852685,52.4193560 4.8854711,52.4193481 4.8858350,52.4192748 4.8867084,52.4192460 4.8868997,52.4192046 4.8870140,52.4190336 4.8871408)";4.88596475;52.4191878;NA
2975;"BLAUWOPEN";"3. B";"RECTIF";"Snorfiets toegestaan op rijbaan: Stellingweg, tussen Zuideinde en Schoorsteenvegerspad, in beide richtingen ";"LINESTRING(4.8925267 52.4192809,4.8923308 52.4192938,4.8922289 52.4192832,4.8921163 52.4192529,4.8912714 52.4189012,4.8911145 52.4188587,4.8909737 52.4188325)";"LINESTRING(52.4192809 4.8925267,52.4192938 4.8923308,52.4192832 4.8922289,52.4192529 4.8921163,52.4189012 4.8912714,52.4188587 4.8911145,52.4188325 4.8909737)";4.8917552;52.41905615;NA
