OBJECTNUMMER;Soort;Plantjaar;Stamdiameter;Hoogte;Beplantingssituatie;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
28193;"ULCARPIN";1995;"Onbekend";"6-9 m";"";"POINT(4.8364608,52.3360259)";"POINT(52.3360259,4.8364608)";4.8364608;52.3360259;
28194;"ULCARPIN";1995;"Onbekend";"6-9 m";"";"POINT(4.8364818,52.3360602)";"POINT(52.3360602,4.8364818)";4.8364818;52.3360602;
28195;"ULCARPIN";1995;"Onbekend";"6-9 m";"";"POINT(4.8364909,52.3358122)";"POINT(52.3358122,4.8364909)";4.8364909;52.3358122;
28196;"ULCARPIN";1995;"Onbekend";"6-9 m";"";"POINT(4.8364942,52.3359152)";"POINT(52.3359152,4.8364942)";4.8364942;52.3359152;
28197;"ULHWREDE";1990;"Onbekend";"6-9 m";"";"POINT(4.8366778,52.3356444)";"POINT(52.3356444,4.8366778)";4.8366778;52.3356444;
28198;"ULHWREDE";1990;"Onbekend";"0-6 m";"";"POINT(4.8367102,52.3349539)";"POINT(52.3349539,4.8367102)";4.8367102;52.3349539;
28199;"ULHWREDE";1990;"Onbekend";"9-12 m";"";"POINT(4.8369338,52.3353736)";"POINT(52.3353736,4.8369338)";4.8369338;52.3353736;
28200;"ULHWREDE";1990;"Onbekend";"6-9 m";"";"POINT(4.837084,52.3350646)";"POINT(52.3350646,4.837084)";4.837084;52.3350646;
28201;"ULHWREDE";1990;"Onbekend";"9-12 m";"";"POINT(4.8370802,52.3353888)";"POINT(52.3353888,4.8370802)";4.8370802;52.3353888;
28202;"ULHWREDE";1990;"Onbekend";"6-9 m";"";"POINT(4.8372161,52.3341567)";"POINT(52.3341567,4.8372161)";4.8372161;52.3341567;
28203;"ULHWREDE";1990;"Onbekend";"6-9 m";"";"POINT(4.8381011,52.3348242)";"POINT(52.3348242,4.8381011)";4.8381011;52.3348242;
28204;"ULHWREDE";1990;"Onbekend";"6-9 m";"";"POINT(4.8381908,52.3342177)";"POINT(52.3342177,4.8381908)";4.8381908;52.3342177;
28205;"ULHWREDE";2000;"Onbekend";"0-6 m";"";"POINT(4.838299,52.3362662)";"POINT(52.3362662,4.838299)";4.838299;52.3362662;
28206;"ULHWREDE";1990;"Onbekend";"6-9 m";"";"POINT(4.8384688,52.3343588)";"POINT(52.3343588,4.8384688)";4.8384688;52.3343588;
28207;"ULHWREDE";1990;"Onbekend";"6-9 m";"";"POINT(4.8387759,52.3356749)";"POINT(52.3356749,4.8387759)";4.8387759;52.3356749;
28208;"ULCARPIN";2000;"Onbekend";"0-6 m";"";"POINT(4.8388932,52.3345305)";"POINT(52.3345305,4.8388932)";4.8388932;52.3345305;
28209;"ULHWREDE";2000;"Onbekend";"6-9 m";"";"POINT(4.839206,52.3358046)";"POINT(52.3358046,4.839206)";4.839206;52.3358046;
28210;"ULHWREDE";2000;"Onbekend";"0-6 m";"";"POINT(4.8395798,52.3359343)";"POINT(52.3359343,4.8395798)";4.8395798;52.3359343;
28211;"ULCWREDE";0;"Onbekend";"";"";"POINT(4.8465979,52.3530203)";"POINT(52.3530203,4.8465979)";4.8465979;52.3530203;
28212;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8489249,52.3448836)";"POINT(52.3448836,4.8489249)";4.8489249;52.3448836;
28213;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8490422,52.3450858)";"POINT(52.3450858,4.8490422)";4.8490422;52.3450858;
28214;"ULCARPIN";2005;"Onbekend";"0-6 m";"";"POINT(4.8486569,52.3866736)";"POINT(52.3866736,4.8486569)";4.8486569;52.3866736;
28215;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8495371,52.3459555)";"POINT(52.3459555,4.8495371)";4.8495371;52.3459555;
28216;"ULHWREDE";1990;"Onbekend";"6-9 m";"";"POINT(4.8502452,52.3870513)";"POINT(52.3870513,4.8502452)";4.8502452;52.3870513;
28217;"ULHOLL";0;"Onbekend";"";"";"POINT(4.8507411,52.3473555)";"POINT(52.3473555,4.8507411)";4.8507411;52.3473555;
28218;"ULHWREDE";1990;"Onbekend";"6-9 m";"";"POINT(4.8503139,52.3872801)";"POINT(52.3872801,4.8503139)";4.8503139;52.3872801;
28219;"ULHWREDE";1990;"Onbekend";"6-9 m";"";"POINT(4.8505852,52.3866583)";"POINT(52.3866583,4.8505852)";4.8505852;52.3866583;
28220;"ULHWREDE";1990;"Onbekend";"6-9 m";"";"POINT(4.8505771,52.3880354)";"POINT(52.3880354,4.8505771)";4.8505771;52.3880354;
28221;"ULCARPIN";2000;"Onbekend";"0-6 m";"";"POINT(4.85063,52.3865439)";"POINT(52.3865439,4.85063)";4.85063;52.3865439;
28222;"ULCARPIN";1990;"Onbekend";"6-9 m";"";"POINT(4.850671,52.3866088)";"POINT(52.3866088,4.850671)";4.850671;52.3866088;
28223;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8511188,52.3562667)";"POINT(52.3562667,4.8511188)";4.8511188;52.3562667;
28224;"ULCARPIN";2005;"Onbekend";"0-6 m";"";"POINT(4.851402,52.343125)";"POINT(52.343125,4.851402)";4.851402;52.343125;
28225;"ULCARPIN";1990;"Onbekend";"6-9 m";"";"POINT(4.8508708,52.3872878)";"POINT(52.3872878,4.8508708)";4.8508708;52.3872878;
28226;"ULCARPIN";1990;"Onbekend";"6-9 m";"";"POINT(4.850919,52.3873259)";"POINT(52.3873259,4.850919)";4.850919;52.3873259;
28227;"ULCARPIN";1990;"Onbekend";"6-9 m";"";"POINT(4.8509591,52.387387)";"POINT(52.387387,4.8509591)";4.8509591;52.387387;
28228;"ULCARPIN";2005;"Onbekend";"0-6 m";"";"POINT(4.8515508,52.3431288)";"POINT(52.3431288,4.8515508)";4.8515508;52.3431288;
28229;"ULHWREDE";1990;"Onbekend";"6-9 m";"";"POINT(4.8512008,52.3879592)";"POINT(52.3879592,4.8512008)";4.8512008;52.3879592;
28230;"ULCARPIN";2000;"Onbekend";"0-6 m";"";"POINT(4.8512461,52.3863799)";"POINT(52.3863799,4.8512461)";4.8512461;52.3863799;
28231;"ULCARPIN";2000;"Onbekend";"0-6 m";"";"POINT(4.8512919,52.3863608)";"POINT(52.3863608,4.8512919)";4.8512919;52.3863608;
28232;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8519561,52.3488127)";"POINT(52.3488127,4.8519561)";4.8519561;52.3488127;
28233;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8521678,52.3479964)";"POINT(52.3479964,4.8521678)";4.8521678;52.3479964;
28234;"ULCARPIN";2000;"Onbekend";"0-6 m";"";"POINT(4.8517249,52.386357)";"POINT(52.386357,4.8517249)";4.8517249;52.386357;
28235;"ULCARPIN";1990;"Onbekend";"0-6 m";"";"POINT(4.851763,52.3873831)";"POINT(52.3873831,4.851763)";4.851763;52.3873831;
28236;"ULCARPIN";2000;"Onbekend";"6-9 m";"";"POINT(4.8519409,52.3864714)";"POINT(52.3864714,4.8519409)";4.8519409;52.3864714;
28237;"ULCARPIN";2000;"Onbekend";"0-6 m";"";"POINT(4.8527548,52.3869635)";"POINT(52.3869635,4.8527548)";4.8527548;52.3869635;
28238;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8536699,52.3572356)";"POINT(52.3572356,4.8536699)";4.8536699;52.3572356;
28239;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.853729,52.3572318)";"POINT(52.3572318,4.853729)";4.853729;52.3572318;
28240;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8541329,52.3574912)";"POINT(52.3574912,4.8541329)";4.8541329;52.3574912;
28241;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8545349,52.3468558)";"POINT(52.3468558,4.8545349)";4.8545349;52.3468558;
28242;"ULHWREDE";2000;"Onbekend";"6-9 m";"";"POINT(4.854862,52.3874137)";"POINT(52.3874137,4.854862)";4.854862;52.3874137;
28243;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.855571,52.3490721)";"POINT(52.3490721,4.855571)";4.855571;52.3490721;
28244;"ULCARPIN";2000;"Onbekend";"0-6 m";"";"POINT(4.8556759,52.388394)";"POINT(52.388394,4.8556759)";4.8556759;52.388394;
28245;"ULHWREDE";2000;"Onbekend";"0-6 m";"";"POINT(4.8559968,52.3866698)";"POINT(52.3866698,4.8559968)";4.8559968;52.3866698;
28246;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.856508,52.3488547)";"POINT(52.3488547,4.856508)";4.856508;52.3488547;
28247;"ULGCAMPE";0;"Onbekend";"";"";"POINT(4.8569348,52.3537108)";"POINT(52.3537108,4.8569348)";4.8569348;52.3537108;
28248;"ULMINOR";0;"Onbekend";"";"";"POINT(4.8572671,52.3282591)";"POINT(52.3282591,4.8572671)";4.8572671;52.3282591;
28249;"ULMINOR";0;"Onbekend";"";"";"POINT(4.8572819,52.3284651)";"POINT(52.3284651,4.8572819)";4.8572819;52.3284651;
28250;"ULMINOR";0;"Onbekend";"";"";"POINT(4.8572781,52.3288657)";"POINT(52.3288657,4.8572781)";4.8572781;52.3288657;
28251;"ULMINOR";0;"Onbekend";"";"";"POINT(4.857281,52.3291937)";"POINT(52.3291937,4.857281)";4.857281;52.3291937;
28252;"ULCWREDE";0;"Onbekend";"";"";"POINT(4.8578131,52.3295142)";"POINT(52.3295142,4.8578131)";4.8578131;52.3295142;
28253;"ULHWREDE";2000;"Onbekend";"0-6 m";"";"POINT(4.8571532,52.3883406)";"POINT(52.3883406,4.8571532)";4.8571532;52.3883406;
28254;"ULHWREDE";2000;"Onbekend";"0-6 m";"";"POINT(4.8572862,52.3884513)";"POINT(52.3884513,4.8572862)";4.8572862;52.3884513;
28255;"ULMINOR";0;"Onbekend";"";"";"POINT(4.8579662,52.3324591)";"POINT(52.3324591,4.8579662)";4.8579662;52.3324591;
28256;"ULHWREDE";2000;"Onbekend";"0-6 m";"";"POINT(4.8574011,52.3883368)";"POINT(52.3883368,4.8574011)";4.8574011;52.3883368;
28257;"ULMINOR";0;"Onbekend";"";"";"POINT(4.8581731,52.3316771)";"POINT(52.3316771,4.8581731)";4.8581731;52.3316771;
28258;"ULHWREDE";1990;"Onbekend";"0-6 m";"";"POINT(4.8575609,52.386891)";"POINT(52.386891,4.8575609)";4.8575609;52.386891;
28259;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8580692,52.3490302)";"POINT(52.3490302,4.8580692)";4.8580692;52.3490302;
28260;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.858073,52.3490988)";"POINT(52.3490988,4.858073)";4.858073;52.3490988;
28261;"ULHWREDE";1990;"Onbekend";"0-6 m";"";"POINT(4.8576939,52.3871504)";"POINT(52.3871504,4.8576939)";4.8576939;52.3871504;
28262;"ULCARPIN";1980;"Onbekend";"12-15 m";"";"POINT(4.8577211,52.3877722)";"POINT(52.3877722,4.8577211)";4.8577211;52.3877722;
28263;"ULMINOR";0;"Onbekend";"";"";"POINT(4.858413,52.3320853)";"POINT(52.3320853,4.858413)";4.858413;52.3320853;
28264;"ULMINOR";0;"Onbekend";"";"";"POINT(4.8586042,52.3305594)";"POINT(52.3305594,4.8586042)";4.8586042;52.3305594;
28265;"ULHWREDE";1990;"Onbekend";"6-9 m";"";"POINT(4.8582618,52.3863036)";"POINT(52.3863036,4.8582618)";4.8582618;52.3863036;
28266;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8586729,52.3536765)";"POINT(52.3536765,4.8586729)";4.8586729;52.3536765;
28267;"ULHWREDE";2000;"Onbekend";"6-9 m";"";"POINT(4.8583791,52.3861014)";"POINT(52.3861014,4.8583791)";4.8583791;52.3861014;
28268;"ULHWREDE";2000;"Onbekend";"6-9 m";"";"POINT(4.8584101,52.3861014)";"POINT(52.3861014,4.8584101)";4.8584101;52.3861014;
28269;"ULCARPIN";1990;"Onbekend";"6-9 m";"";"POINT(4.858422,52.3863646)";"POINT(52.3863646,4.858422)";4.858422;52.3863646;
28270;"ULHWREDE";2000;"Onbekend";"6-9 m";"";"POINT(4.858505,52.3860709)";"POINT(52.3860709,4.858505)";4.858505;52.3860709;
28271;"ULHWREDE";2000;"Onbekend";"6-9 m";"";"POINT(4.8585041,52.3861319)";"POINT(52.3861319,4.8585041)";4.8585041;52.3861319;
28272;"ULHWREDE";1990;"Onbekend";"6-9 m";"";"POINT(4.8585551,52.3881232)";"POINT(52.3881232,4.8585551)";4.8585551;52.3881232;
28273;"ULHWREDE";2000;"Onbekend";"6-9 m";"";"POINT(4.8585918,52.3861052)";"POINT(52.3861052,4.8585918)";4.8585918;52.3861052;
28274;"ULMINOR";0;"Onbekend";"";"";"POINT(4.8593051,52.3310706)";"POINT(52.3310706,4.8593051)";4.8593051;52.3310706;
28275;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.859451,52.3464476)";"POINT(52.3464476,4.859451)";4.859451;52.3464476;
28276;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8593972,52.3533675)";"POINT(52.3533675,4.8593972)";4.8593972;52.3533675;
28277;"ULCWREDE";0;"Onbekend";"";"";"POINT(4.8597772,52.3306548)";"POINT(52.3306548,4.8597772)";4.8597772;52.3306548;
28278;"ULCWREDE";0;"Onbekend";"";"";"POINT(4.8599522,52.3319937)";"POINT(52.3319937,4.8599522)";4.8599522;52.3319937;
28279;"ULMINOR";0;"Onbekend";"";"";"POINT(4.8600762,52.3271147)";"POINT(52.3271147,4.8600762)";4.8600762;52.3271147;
28280;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8598378,52.3537299)";"POINT(52.3537299,4.8598378)";4.8598378;52.3537299;
28281;"ULCARPIN";2000;"Onbekend";"6-9 m";"";"POINT(4.8595731,52.3884055)";"POINT(52.3884055,4.8595731)";4.8595731;52.3884055;
28282;"ULCWREDE";0;"Onbekend";"";"";"POINT(4.8602841,52.3311583)";"POINT(52.3311583,4.8602841)";4.8602841;52.3311583;
28283;"ULMINOR";0;"Onbekend";"";"";"POINT(4.8604009,52.3306357)";"POINT(52.3306357,4.8604009)";4.8604009;52.3306357;
28284;"ULMINOR";0;"Onbekend";"";"";"POINT(4.8604681,52.3261382)";"POINT(52.3261382,4.8604681)";4.8604681;52.3261382;
28285;"ULHWREDE";2000;"Onbekend";"6-9 m";"";"POINT(4.8597848,52.3865744)";"POINT(52.3865744,4.8597848)";4.8597848;52.3865744;
28286;"ULCWREDE";0;"Onbekend";"";"";"POINT(4.8601801,52.3541953)";"POINT(52.3541953,4.8601801)";4.8601801;52.3541953;
28287;"ULCARPIN";2000;"Onbekend";"6-9 m";"";"POINT(4.8598092,52.3884017)";"POINT(52.3884017,4.8598092)";4.8598092;52.3884017;
28288;"ULHWREDE";0;"Onbekend";"";"";"POINT(4.8605769,52.3265273)";"POINT(52.3265273,4.8605769)";4.8605769;52.3265273;
28289;"ULCARPIN";1990;"Onbekend";"9-12 m";"";"POINT(4.8599641,52.3885008)";"POINT(52.3885008,4.8599641)";4.8599641;52.3885008;
28290;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8604581,52.3473441)";"POINT(52.3473441,4.8604581)";4.8604581;52.3473441;
28291;"ULCARPIN";1990;"Onbekend";"9-12 m";"";"POINT(4.860008,52.3884551)";"POINT(52.3884551,4.860008)";4.860008;52.3884551;
28292;"ULCWREDE";0;"Onbekend";"";"";"POINT(4.8607891,52.3234603)";"POINT(52.3234603,4.8607891)";4.8607891;52.3234603;
28293;"ULCWREDE";0;"Onbekend";"";"";"POINT(4.8604319,52.3543364)";"POINT(52.3543364,4.8604319)";4.8604319;52.3543364;
28294;"ULCARPIN";1990;"Onbekend";"9-12 m";"";"POINT(4.8600652,52.3885008)";"POINT(52.3885008,4.8600652)";4.8600652;52.3885008;
28295;"ULCARPIN";1990;"Onbekend";"9-12 m";"";"POINT(4.8600981,52.3884436)";"POINT(52.3884436,4.8600981)";4.8600981;52.3884436;
28296;"ULCARPIN";1990;"Onbekend";"9-12 m";"";"POINT(4.8601048,52.3885199)";"POINT(52.3885199,4.8601048)";4.8601048;52.3885199;
28297;"WN";0;"Onbekend";"";"";"POINT(4.8608859,52.3252761)";"POINT(52.3252761,4.8608859)";4.8608859;52.3252761;
28298;"ULMINOR";0;"Onbekend";"";"";"POINT(4.860894,52.3263556)";"POINT(52.3263556,4.860894)";4.860894;52.3263556;
28299;"ULMINOR";0;"Onbekend";"";"";"POINT(4.8608978,52.326409)";"POINT(52.326409,4.8608978)";4.8608978;52.326409;
28300;"WN";0;"Onbekend";"";"";"POINT(4.8609192,52.3253485)";"POINT(52.3253485,4.8609192)";4.8609192;52.3253485;
28301;"ULCARPIN";1990;"Onbekend";"9-12 m";"";"POINT(4.8602021,52.3885047)";"POINT(52.3885047,4.8602021)";4.8602021;52.3885047;
28302;"ULCARPIN";1990;"Onbekend";"12-15 m";"";"POINT(4.860254,52.3885199)";"POINT(52.3885199,4.860254)";4.860254;52.3885199;
28303;"ULMINOR";0;"Onbekend";"";"";"POINT(4.8611391,52.3234068)";"POINT(52.3234068,4.8611391)";4.8611391;52.3234068;
28304;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8609178,52.3474928)";"POINT(52.3474928,4.8609178)";4.8609178;52.3474928;
28305;"ULCWREDE";0;"Onbekend";"";"";"POINT(4.860976,52.3549887)";"POINT(52.3549887,4.860976)";4.860976;52.3549887;
28306;"ULCWREDE";0;"Onbekend";"";"";"POINT(4.8614361,52.3237006)";"POINT(52.3237006,4.8614361)";4.8614361;52.3237006;
28307;"ULCWREDE";0;"Onbekend";"";"";"POINT(4.8613431,52.3552596)";"POINT(52.3552596,4.8613431)";4.8613431;52.3552596;
28308;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8615329,52.3490378)";"POINT(52.3490378,4.8615329)";4.8615329;52.3490378;
28309;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8615792,52.3465811)";"POINT(52.3465811,4.8615792)";4.8615792;52.3465811;
28310;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.861655,52.3434416)";"POINT(52.3434416,4.861655)";4.861655;52.3434416;
28311;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.861644,52.3555037)";"POINT(52.3555037,4.861644)";4.861644;52.3555037;
28312;"ULHWREDE";2000;"Onbekend";"6-9 m";"";"POINT(4.8613198,52.3865172)";"POINT(52.3865172,4.8613198)";4.8613198;52.3865172;
28313;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8617561,52.3534018)";"POINT(52.3534018,4.8617561)";4.8617561;52.3534018;
28314;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.861839,52.3468253)";"POINT(52.3468253,4.861839)";4.861839;52.3468253;
28315;"ULHWREDE";1995;"Onbekend";"6-9 m";"";"POINT(4.8613861,52.3862044)";"POINT(52.3862044,4.8613861)";4.8613861;52.3862044;
28316;"ULCARPIN";1990;"Onbekend";"0-6 m";"";"POINT(4.8614352,52.3885123)";"POINT(52.3885123,4.8614352)";4.8614352;52.3885123;
28317;"ULCARPIN";2000;"Onbekend";"6-9 m";"";"POINT(4.8615472,52.3841826)";"POINT(52.3841826,4.8615472)";4.8615472;52.3841826;
28318;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8620641,52.350865)";"POINT(52.350865,4.8620641)";4.8620641;52.350865;
28319;"ULCARPIN";2000;"Onbekend";"6-9 m";"";"POINT(4.861717,52.3839423)";"POINT(52.3839423,4.861717)";4.861717;52.3839423;
28320;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8620789,52.3539855)";"POINT(52.3539855,4.8620789)";4.8620789;52.3539855;
28321;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.86216,52.3490721)";"POINT(52.3490721,4.86216)";4.86216;52.3490721;
28322;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8622219,52.3533141)";"POINT(52.3533141,4.8622219)";4.8622219;52.3533141;
28323;"ULHWREDE";1990;"Onbekend";"6-9 m";"";"POINT(4.86182,52.3884284)";"POINT(52.3884284,4.86182)";4.86182;52.3884284;
28324;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8623478,52.3503653)";"POINT(52.3503653,4.8623478)";4.8623478;52.3503653;
28325;"ULCAMPER";1980;"Onbekend";"0-6 m";"";"POINT(4.8619678,52.3842055)";"POINT(52.3842055,4.8619678)";4.8619678;52.3842055;
28326;"ULCARPIN";1995;"Onbekend";"6-9 m";"";"POINT(4.8619492,52.3866622)";"POINT(52.3866622,4.8619492)";4.8619492;52.3866622;
28327;"ULCAMPER";1980;"Onbekend";"0-6 m";"";"POINT(4.8619869,52.3837515)";"POINT(52.3837515,4.8619869)";4.8619869;52.3837515;
28328;"ULCAMPER";1980;"Onbekend";"0-6 m";"";"POINT(4.8619969,52.3842513)";"POINT(52.3842513,4.8619969)";4.8619969;52.3842513;
28329;"ULCARPIN";1995;"Onbekend";"6-9 m";"";"POINT(4.8619678,52.3866965)";"POINT(52.3866965,4.8619678)";4.8619678;52.3866965;
28330;"ULMINOR";0;"Onbekend";"";"";"POINT(4.8626258,52.3316466)";"POINT(52.3316466,4.8626258)";4.8626258;52.3316466;
28331;"ULCARPIN";1990;"Onbekend";"6-9 m";"";"POINT(4.861964,52.3883101)";"POINT(52.3883101,4.861964)";4.861964;52.3883101;
28332;"ULCARPIN";1995;"Onbekend";"0-6 m";"";"POINT(4.861994,52.3866507)";"POINT(52.3866507,4.861994)";4.861994;52.3866507;
28333;"ULCAMPER";1980;"Onbekend";"0-6 m";"";"POINT(4.8620508,52.3842017)";"POINT(52.3842017,4.8620508)";4.8620508;52.3842017;
28334;"ULCAMPER";1980;"Onbekend";"0-6 m";"";"POINT(4.8621242,52.3835837)";"POINT(52.3835837,4.8621242)";4.8621242;52.3835837;
28335;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.862581,52.3461615)";"POINT(52.3461615,4.862581)";4.862581;52.3461615;
28336;"ULCARPIN";2000;"Onbekend";"6-9 m";"";"POINT(4.8621938,52.3832518)";"POINT(52.3832518,4.8621938)";4.8621938;52.3832518;
28337;"ULCAMPER";1980;"Onbekend";"0-6 m";"";"POINT(4.862189,52.3836791)";"POINT(52.3836791,4.862189)";4.862189;52.3836791;
28338;"ULCARPIN";2000;"Onbekend";"6-9 m";"";"POINT(4.8622229,52.3831984)";"POINT(52.3831984,4.8622229)";4.8622229;52.3831984;
28339;"ULCARPIN";2000;"Onbekend";"6-9 m";"";"POINT(4.8622482,52.3831374)";"POINT(52.3831374,4.8622482)";4.8622482;52.3831374;
28340;"ULMINOR";0;"Onbekend";"";"";"POINT(4.8629601,52.3234374)";"POINT(52.3234374,4.8629601)";4.8629601;52.3234374;
28341;"WN";1990;"Onbekend";"0-6 m";"";"POINT(4.8622668,52.3836409)";"POINT(52.3836409,4.8622668)";4.8622668;52.3836409;
28342;"ULHWREDE";1980;"Onbekend";"9-12 m";"";"POINT(4.8622682,52.3843543)";"POINT(52.3843543,4.8622682)";4.8622682;52.3843543;
28343;"ULCAMPER";1980;"Onbekend";"0-6 m";"";"POINT(4.8623121,52.3843085)";"POINT(52.3843085,4.8623121)";4.8623121;52.3843085;
28344;"ULHWREDE";1980;"Onbekend";"9-12 m";"";"POINT(4.8623192,52.3839575)";"POINT(52.3839575,4.8623192)";4.8623192;52.3839575;
28345;"ULCAMPER";1990;"Onbekend";"0-6 m";"";"POINT(4.8623378,52.3836104)";"POINT(52.3836104,4.8623378)";4.8623378;52.3836104;
28346;"ULHWREDE";1980;"Onbekend";"9-12 m";"";"POINT(4.8623621,52.3842322)";"POINT(52.3842322,4.8623621)";4.8623621;52.3842322;
28347;"ULHWREDE";1980;"Onbekend";"9-12 m";"";"POINT(4.8624198,52.3841368)";"POINT(52.3841368,4.8624198)";4.8624198;52.3841368;
28348;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8628738,52.3461005)";"POINT(52.3461005,4.8628738)";4.8628738;52.3461005;
28349;"ULCAMPER";1980;"Onbekend";"0-6 m";"";"POINT(4.8624751,52.3834845)";"POINT(52.3834845,4.8624751)";4.8624751;52.3834845;
28350;"ULHWREDE";2000;"Onbekend";"6-9 m";"";"POINT(4.8623989,52.3905036)";"POINT(52.3905036,4.8623989)";4.8623989;52.3905036;
28351;"ULHWREDE";1980;"Onbekend";"9-12 m";"";"POINT(4.8625171,52.3837325)";"POINT(52.3837325,4.8625171)";4.8625171;52.3837325;
28352;"ULHWREDE";2000;"Onbekend";"6-9 m";"";"POINT(4.8624432,52.3904273)";"POINT(52.3904273,4.8624432)";4.8624432;52.3904273;
28353;"ULCAMPER";1980;"Onbekend";"0-6 m";"";"POINT(4.8625338,52.3834578)";"POINT(52.3834578,4.8625338)";4.8625338;52.3834578;
28354;"ULHWREDE";2000;"Onbekend";"6-9 m";"";"POINT(4.8624518,52.3903586)";"POINT(52.3903586,4.8624518)";4.8624518;52.3903586;
28355;"ULCARPIN";1990;"Onbekend";"12-15 m";"";"POINT(4.8624408,52.3913161)";"POINT(52.3913161,4.8624408)";4.8624408;52.3913161;
28356;"ULHWREDE";2005;"Onbekend";"6-9 m";"";"POINT(4.8624518,52.3905875)";"POINT(52.3905875,4.8624518)";4.8624518;52.3905875;
28357;"ULHWREDE";1980;"Onbekend";"9-12 m";"";"POINT(4.862541,52.3840033)";"POINT(52.3840033,4.862541)";4.862541;52.3840033;
28358;"ULCWREDE";0;"Onbekend";"";"";"POINT(4.862973,52.3492285)";"POINT(52.3492285,4.862973)";4.862973;52.3492285;
28359;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.86292,52.3556105)";"POINT(52.3556105,4.86292)";4.86292;52.3556105;
28360;"ULCARPIN";2000;"Onbekend";"0-6 m";"";"POINT(4.862592,52.3840872)";"POINT(52.3840872,4.862592)";4.862592;52.3840872;
28361;"ULCAMPER";1980;"Onbekend";"0-6 m";"";"POINT(4.8626058,52.3835456)";"POINT(52.3835456,4.8626058)";4.8626058;52.3835456;
28362;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8629959,52.3506133)";"POINT(52.3506133,4.8629959)";4.8629959;52.3506133;
28363;"ULHWREDE";2000;"Onbekend";"6-9 m";"";"POINT(4.8625281,52.3904387)";"POINT(52.3904387,4.8625281)";4.8625281;52.3904387;
28364;"ULHOLLAN";1920;"Onbekend";"18-24 m";"";"POINT(4.8625271,52.3912512)";"POINT(52.3912512,4.8625271)";4.8625271;52.3912512;
28365;"ULHWREDE";2000;"Onbekend";"6-9 m";"";"POINT(4.8626158,52.3904425)";"POINT(52.3904425,4.8626158)";4.8626158;52.3904425;
28366;"ULCAMPER";1980;"Onbekend";"0-6 m";"";"POINT(4.8627078,52.3833548)";"POINT(52.3833548,4.8627078)";4.8627078;52.3833548;
28367;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8631222,52.3485152)";"POINT(52.3485152,4.8631222)";4.8631222;52.3485152;

