OBJECTNUMMER;Soort;Plantjaar;Stamdiameter;Hoogte;Beplantingssituatie;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
27454;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8893158,52.3843352)";"POINT(52.3843352,4.8893158)";4.8893158;52.3843352;
27455;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8893759,52.3836638)";"POINT(52.3836638,4.8893759)";4.8893759;52.3836638;
27456;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8894498,52.3876692)";"POINT(52.3876692,4.8894498)";4.8894498;52.3876692;
27457;"ULHOLL";0;"Onbekend";"";"";"POINT(4.8894679,52.3863761)";"POINT(52.3863761,4.8894679)";4.8894679;52.3863761;
27458;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8894961,52.3842856)";"POINT(52.3842856,4.8894961)";4.8894961;52.3842856;
27459;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8896611,52.3783309)";"POINT(52.3783309,4.8896611)";4.8896611;52.3783309;
27460;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.889704,52.3842703)";"POINT(52.3842703,4.889704)";4.889704;52.3842703;
27461;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8899581,52.3780295)";"POINT(52.3780295,4.8899581)";4.8899581;52.3780295;
27462;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8899729,52.3786513)";"POINT(52.3786513,4.8899729)";4.8899729;52.3786513;
27463;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.889961,52.3800856)";"POINT(52.3800856,4.889961)";4.889961;52.3800856;
27464;"ULMINOR";0;"Onbekend";"";"";"POINT(4.8902571,52.3575789)";"POINT(52.3575789,4.8902571)";4.8902571;52.3575789;
27465;"ULMINOR";0;"Onbekend";"";"";"POINT(4.8904092,52.3451811)";"POINT(52.3451811,4.8904092)";4.8904092;52.3451811;
27466;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.890372,52.3502204)";"POINT(52.3502204,4.890372)";4.890372;52.3502204;
27467;"ULMINOR";0;"Onbekend";"";"";"POINT(4.8903792,52.349713)";"POINT(52.349713,4.8903792)";4.8903792;52.349713;
27468;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8900168,52.3878676)";"POINT(52.3878676,4.8900168)";4.8900168;52.3878676;
27469;"ULCWREDE";0;"Onbekend";"";"";"POINT(4.8906491,52.3466803)";"POINT(52.3466803,4.8906491)";4.8906491;52.3466803;
27470;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8906572,52.3606421)";"POINT(52.3606421,4.8906572)";4.8906572;52.3606421;
27471;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.890619,52.3659484)";"POINT(52.3659484,4.890619)";4.890619;52.3659484;
27472;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8906481,52.3787238)";"POINT(52.3787238,4.8906481)";4.8906481;52.3787238;
27473;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8909018,52.3648078)";"POINT(52.3648078,4.8909018)";4.8909018;52.3648078;
27474;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8908842,52.3789641)";"POINT(52.3789641,4.8908842)";4.8908842;52.3789641;
27475;"ULMINOR";0;"Onbekend";"";"";"POINT(4.8915188,52.3452612)";"POINT(52.3452612,4.8915188)";4.8915188;52.3452612;
27476;"ULMINOR";0;"Onbekend";"";"";"POINT(4.8915241,52.3454672)";"POINT(52.3454672,4.8915241)";4.8915241;52.3454672;
27477;"ULMINOR";0;"Onbekend";"";"";"POINT(4.8915641,52.3458144)";"POINT(52.3458144,4.8915641)";4.8915641;52.3458144;
27478;"ULMINOR";0;"Onbekend";"";"";"POINT(4.8915832,52.3451811)";"POINT(52.3451811,4.8915832)";4.8915832;52.3451811;
27479;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8921549,52.3604704)";"POINT(52.3604704,4.8921549)";4.8921549;52.3604704;
27480;"ULMINOR";0;"Onbekend";"";"";"POINT(4.8925631,52.3476874)";"POINT(52.3476874,4.8925631)";4.8925631;52.3476874;
27481;"WN";0;"Onbekend";"";"";"POINT(4.892885,52.3493544)";"POINT(52.3493544,4.892885)";4.892885;52.3493544;
27482;"WN";0;"Onbekend";"";"";"POINT(4.892914,52.357762)";"POINT(52.357762,4.892914)";4.892914;52.357762;
27483;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8932602,52.3641364)";"POINT(52.3641364,4.8932602)";4.8932602;52.3641364;
27484;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8936322,52.3645674)";"POINT(52.3645674,4.8936322)";4.8936322;52.3645674;
27485;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.893873,52.364453)";"POINT(52.364453,4.893873)";4.893873;52.364453;
27486;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8938649,52.3655135)";"POINT(52.3655135,4.8938649)";4.8938649;52.3655135;
27487;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8938148,52.3843428)";"POINT(52.3843428,4.8938148)";4.8938148;52.3843428;
27488;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8940828,52.3677298)";"POINT(52.3677298,4.8940828)";4.8940828;52.3677298;
27489;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8943269,52.3638999)";"POINT(52.3638999,4.8943269)";4.8943269;52.3638999;
27490;"ULMINOR";0;"Onbekend";"";"";"POINT(4.8949258,52.3387953)";"POINT(52.3387953,4.8949258)";4.8949258;52.3387953;
27491;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.894891,52.3682257)";"POINT(52.3682257,4.894891)";4.894891;52.3682257;
27492;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8950598,52.3643271)";"POINT(52.3643271,4.8950598)";4.8950598;52.3643271;
27493;"ULMINOR";0;"Onbekend";"";"";"POINT(4.8954561,52.3379866)";"POINT(52.3379866,4.8954561)";4.8954561;52.3379866;
27494;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8954031,52.3640448)";"POINT(52.3640448,4.8954031)";4.8954031;52.3640448;
27495;"ULMINOR";0;"Onbekend";"";"";"POINT(4.8956039,52.3473441)";"POINT(52.3473441,4.8956039)";4.8956039;52.3473441;
27496;"ULMINOR";0;"Onbekend";"";"";"POINT(4.8956492,52.3476454)";"POINT(52.3476454,4.8956492)";4.8956492;52.3476454;
27497;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8955219,52.3621642)";"POINT(52.3621642,4.8955219)";4.8955219;52.3621642;
27498;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.895643,52.3624007)";"POINT(52.3624007,4.895643)";4.895643;52.3624007;
27499;"ULHOLL";0;"Onbekend";"";"";"POINT(4.8958762,52.369393)";"POINT(52.369393,4.8958762)";4.8958762;52.369393;
27500;"ULMINOR";0;"Onbekend";"";"";"POINT(4.8961608,52.347325)";"POINT(52.347325,4.8961608)";4.8961608;52.347325;
27501;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.896075,52.3731124)";"POINT(52.3731124,4.896075)";4.896075;52.3731124;
27502;"ULMINOR";0;"Onbekend";"";"";"POINT(4.8965509,52.3388068)";"POINT(52.3388068,4.8965509)";4.8965509;52.3388068;
27503;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8964188,52.3607108)";"POINT(52.3607108,4.8964188)";4.8964188;52.3607108;
27504;"ULMINOR";0;"Onbekend";"";"";"POINT(4.8966982,52.3472487)";"POINT(52.3472487,4.8966982)";4.8966982;52.3472487;
27505;"ULMINOR";0;"Onbekend";"";"";"POINT(4.8968918,52.3384024)";"POINT(52.3384024,4.8968918)";4.8968918;52.3384024;
27506;"ULMINOR";0;"Onbekend";"";"";"POINT(4.8972971,52.330609)";"POINT(52.330609,4.8972971)";4.8972971;52.330609;
27507;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8970249,52.3730818)";"POINT(52.3730818,4.8970249)";4.8970249;52.3730818;
27508;"ULHOLL";0;"Onbekend";"";"";"POINT(4.89762,52.3641707)";"POINT(52.3641707,4.89762)";4.89762;52.3641707;
27509;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8976452,52.3643653)";"POINT(52.3643653,4.8976452)";4.8976452;52.3643653;
27510;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8978369,52.3632208)";"POINT(52.3632208,4.8978369)";4.8978369;52.3632208;
27511;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8979242,52.3632018)";"POINT(52.3632018,4.8979242)";4.8979242;52.3632018;
27512;"ULMINOR";0;"Onbekend";"";"";"POINT(4.8982322,52.3470427)";"POINT(52.3470427,4.8982322)";4.8982322;52.3470427;
27513;"ULMINOR";0;"Onbekend";"";"";"POINT(4.8982561,52.3521239)";"POINT(52.3521239,4.8982561)";4.8982561;52.3521239;
27514;"ULHWREDE";0;"Onbekend";"";"";"POINT(4.8984182,52.3441359)";"POINT(52.3441359,4.8984182)";4.8984182;52.3441359;
27515;"ULMINOR";0;"Onbekend";"";"";"POINT(4.8985612,52.3398482)";"POINT(52.3398482,4.8985612)";4.8985612;52.3398482;
27516;"ULMINOR";0;"Onbekend";"";"";"POINT(4.8988211,52.3462378)";"POINT(52.3462378,4.8988211)";4.8988211;52.3462378;
27517;"ULMINOR";0;"Onbekend";"";"";"POINT(4.8992598,52.3392531)";"POINT(52.3392531,4.8992598)";4.8992598;52.3392531;
27518;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8995311,52.3626944)";"POINT(52.3626944,4.8995311)";4.8995311;52.3626944;
27519;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8995092,52.3648535)";"POINT(52.3648535,4.8995092)";4.8995092;52.3648535;
27520;"ULMINOR";0;"Onbekend";"";"";"POINT(4.8999598,52.3340117)";"POINT(52.3340117,4.8999598)";4.8999598;52.3340117;
27521;"ULMINOR";0;"Onbekend";"";"";"POINT(4.8998039,52.3575141)";"POINT(52.3575141,4.8998039)";4.8998039;52.3575141;
27522;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8997581,52.3645941)";"POINT(52.3645941,4.8997581)";4.8997581;52.3645941;
27523;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.9001238,52.3627402)";"POINT(52.3627402,4.9001238)";4.9001238;52.3627402;
27524;"ULMINOR";0;"Onbekend";"";"";"POINT(4.900542,52.3340575)";"POINT(52.3340575,4.900542)";4.900542;52.3340575;
27525;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.9002368,52.3619582)";"POINT(52.3619582,4.9002368)";4.9002368;52.3619582;
27526;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.9002778,52.3614165)";"POINT(52.3614165,4.9002778)";4.9002778;52.3614165;
27527;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.900316,52.363568)";"POINT(52.363568,4.900316)";4.900316;52.363568;
27528;"ULMINOR";0;"Onbekend";"";"";"POINT(4.9006679,52.3379714)";"POINT(52.3379714,4.9006679)";4.9006679;52.3379714;
27529;"ULMINOR";0;"Onbekend";"";"";"POINT(4.9008591,52.334336)";"POINT(52.334336,4.9008591)";4.9008591;52.334336;
27530;"ULMINOR";0;"Onbekend";"";"";"POINT(4.9010298,52.3577277)";"POINT(52.3577277,4.9010298)";4.9010298;52.3577277;
27531;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.900974,52.3628508)";"POINT(52.3628508,4.900974)";4.900974;52.3628508;
27532;"ULMINOR";0;"Onbekend";"";"";"POINT(4.9011681,52.3532988)";"POINT(52.3532988,4.9011681)";4.9011681;52.3532988;
27533;"ULMINOR";0;"Onbekend";"";"";"POINT(4.9014852,52.3343321)";"POINT(52.3343321,4.9014852)";4.9014852;52.3343321;
27534;"ULCWREDE";0;"Onbekend";"";"";"POINT(4.9014509,52.3631484)";"POINT(52.3631484,4.9014509)";4.9014509;52.3631484;
27535;"ULMINOR";0;"Onbekend";"";"";"POINT(4.9022138,52.3341719)";"POINT(52.3341719,4.9022138)";4.9022138;52.3341719;
27536;"ULMINOR";0;"Onbekend";"";"";"POINT(4.902055,52.3559538)";"POINT(52.3559538,4.902055)";4.902055;52.3559538;
27537;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.9025171,52.3668906)";"POINT(52.3668906,4.9025171)";4.9025171;52.3668906;
27538;"ULCWREDE";0;"Onbekend";"";"";"POINT(4.9031608,52.3371512)";"POINT(52.3371512,4.9031608)";4.9031608;52.3371512;
27539;"ULMINOR";0;"Onbekend";"";"";"POINT(4.9031398,52.3567015)";"POINT(52.3567015,4.9031398)";4.9031398;52.3567015;
27540;"ULHOLL";0;"Onbekend";"";"";"POINT(4.9032948,52.3642432)";"POINT(52.3642432,4.9032948)";4.9032948;52.3642432;
27541;"ULHBELGI";0;"Onbekend";"";"";"POINT(4.9035771,52.3389517)";"POINT(52.3389517,4.9035771)";4.9035771;52.3389517;
27542;"ULCWREDE";0;"Onbekend";"";"";"POINT(4.9036648,52.3369567)";"POINT(52.3369567,4.9036648)";4.9036648;52.3369567;
27543;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.9036081,52.3666503)";"POINT(52.3666503,4.9036081)";4.9036081;52.3666503;
27544;"ULMINOR";0;"Onbekend";"";"";"POINT(4.9038761,52.3572051)";"POINT(52.3572051,4.9038761)";4.9038761;52.3572051;
27545;"ULMINOR";0;"Onbekend";"";"";"POINT(4.9040048,52.3572356)";"POINT(52.3572356,4.9040048)";4.9040048;52.3572356;
27546;"ULDODOEN";0;"Onbekend";"";"";"POINT(4.9042332,52.3438231)";"POINT(52.3438231,4.9042332)";4.9042332;52.3438231;
27547;"WN";0;"Onbekend";"";"";"POINT(4.9041889,52.3527075)";"POINT(52.3527075,4.9041889)";4.9041889;52.3527075;
27548;"ULMINOR";0;"Onbekend";"";"";"POINT(4.9043238,52.3542563)";"POINT(52.3542563,4.9043238)";4.9043238;52.3542563;
27549;"ULMINOR";0;"Onbekend";"";"";"POINT(4.9045842,52.3449217)";"POINT(52.3449217,4.9045842)";4.9045842;52.3449217;
27550;"ULCWREDE";0;"Onbekend";"";"";"POINT(4.9046061,52.3439871)";"POINT(52.3439871,4.9046061)";4.9046061;52.3439871;
27551;"ULCWREDE";0;"Onbekend";"";"";"POINT(4.9046309,52.3439147)";"POINT(52.3439147,4.9046309)";4.9046309;52.3439147;
27552;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.9047348,52.3637396)";"POINT(52.3637396,4.9047348)";4.9047348;52.3637396;
27553;"ULHOLL";0;"Onbekend";"";"";"POINT(4.9047601,52.3655936)";"POINT(52.3655936,4.9047601)";4.9047601;52.3655936;
27554;"ULMINOR";0;"Onbekend";"";"";"POINT(4.9050801,52.3538176)";"POINT(52.3538176,4.9050801)";4.9050801;52.3538176;
27555;"ULMINOR";0;"Onbekend";"";"";"POINT(4.9051258,52.3523223)";"POINT(52.3523223,4.9051258)";4.9051258;52.3523223;
27556;"ULMINOR";0;"Onbekend";"";"";"POINT(4.905205,52.3548667)";"POINT(52.3548667,4.905205)";4.905205;52.3548667;
27557;"ULMINOR";0;"Onbekend";"";"";"POINT(4.9053128,52.3450171)";"POINT(52.3450171,4.9053128)";4.9053128;52.3450171;
27558;"WN";0;"Onbekend";"";"";"POINT(4.9053948,52.3446967)";"POINT(52.3446967,4.9053948)";4.9053948;52.3446967;
27559;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.9052761,52.3644034)";"POINT(52.3644034,4.9052761)";4.9052761;52.3644034;
27560;"ULMMIN";0;"Onbekend";"";"";"POINT(4.9058068,52.3359992)";"POINT(52.3359992,4.9058068)";4.9058068;52.3359992;
27561;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.9055259,52.3638159)";"POINT(52.3638159,4.9055259)";4.9055259;52.3638159;
27562;"ULMINOR";0;"Onbekend";"";"";"POINT(4.9058521,52.3482939)";"POINT(52.3482939,4.9058521)";4.9058521;52.3482939;
27563;"ULMINOR";0;"Onbekend";"";"";"POINT(4.9061372,52.3387381)";"POINT(52.3387381,4.9061372)";4.9061372;52.3387381;
27564;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.9059932,52.3616835)";"POINT(52.3616835,4.9059932)";4.9059932;52.3616835;
27565;"WN";0;"Onbekend";"";"";"POINT(4.906297,52.3510558)";"POINT(52.3510558,4.906297)";4.906297;52.3510558;
27566;"WN";0;"Onbekend";"";"";"POINT(4.9066522,52.3485495)";"POINT(52.3485495,4.9066522)";4.9066522;52.3485495;
27567;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.9065621,52.3655211)";"POINT(52.3655211,4.9065621)";4.9065621;52.3655211;
27568;"ULDODOEN";0;"Onbekend";"";"";"POINT(4.906739,52.3530699)";"POINT(52.3530699,4.906739)";4.906739;52.3530699;
27569;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.9066818,52.365544)";"POINT(52.365544,4.9066818)";4.9066818;52.365544;
27570;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.9067838,52.3612715)";"POINT(52.3612715,4.9067838)";4.9067838;52.3612715;
27571;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.9069278,52.3643653)";"POINT(52.3643653,4.9069278)";4.9069278;52.3643653;
27572;"ULMINOR";0;"Onbekend";"";"";"POINT(4.9073169,52.3525893)";"POINT(52.3525893,4.9073169)";4.9073169;52.3525893;
27573;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.907273,52.3682334)";"POINT(52.3682334,4.907273)";4.907273;52.3682334;
27574;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.9074538,52.3683287)";"POINT(52.3683287,4.9074538)";4.9074538;52.3683287;
27575;"ULMINOR";0;"Onbekend";"";"";"POINT(4.9077618,52.3505026)";"POINT(52.3505026,4.9077618)";4.9077618;52.3505026;
27576;"ULMINOR";0;"Onbekend";"";"";"POINT(4.9084299,52.347386)";"POINT(52.347386,4.9084299)";4.9084299;52.347386;
27577;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.9084198,52.3658682)";"POINT(52.3658682,4.9084198)";4.9084198;52.3658682;
27578;"ULMINOR";0;"Onbekend";"";"";"POINT(4.9085858,52.3509986)";"POINT(52.3509986,4.9085858)";4.9085858;52.3509986;
27579;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.9086502,52.3655211)";"POINT(52.3655211,4.9086502)";4.9086502;52.3655211;
27580;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.909148,52.364102)";"POINT(52.364102,4.909148)";4.909148;52.364102;
27581;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.9091861,52.3709494)";"POINT(52.3709494,4.9091861)";4.9091861;52.3709494;
27582;"ULCWREDE";0;"Onbekend";"";"";"POINT(4.9097221,52.3464972)";"POINT(52.3464972,4.9097221)";4.9097221;52.3464972;
27583;"ULMINOR";0;"Onbekend";"";"";"POINT(4.9098542,52.3477408)";"POINT(52.3477408,4.9098542)";4.9098542;52.3477408;
27584;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.9103801,52.3475653)";"POINT(52.3475653,4.9103801)";4.9103801;52.3475653;
27585;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.9104822,52.3661734)";"POINT(52.3661734,4.9104822)";4.9104822;52.3661734;
27586;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.910475,52.3677985)";"POINT(52.3677985,4.910475)";4.910475;52.3677985;
27587;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.91138,52.3674094)";"POINT(52.3674094,4.91138)";4.91138;52.3674094;
27588;"ULCWREDE";0;"Onbekend";"";"";"POINT(4.9117782,52.3446204)";"POINT(52.3446204,4.9117782)";4.9117782;52.3446204;
27589;"ULMINOR";0;"Onbekend";"";"";"POINT(4.9118788,52.3454215)";"POINT(52.3454215,4.9118788)";4.9118788;52.3454215;
27590;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.9123528,52.3676612)";"POINT(52.3676612,4.9123528)";4.9123528;52.3676612;
27591;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.9125669,52.3633162)";"POINT(52.3633162,4.9125669)";4.9125669;52.3633162;
27592;"ULHOLL";0;"Onbekend";"";"";"POINT(4.913183,52.3641631)";"POINT(52.3641631,4.913183)";4.913183;52.3641631;
27593;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.9132621,52.3617674)";"POINT(52.3617674,4.9132621)";4.9132621;52.3617674;
27594;"ULMMIN";0;"Onbekend";"";"";"POINT(4.9135158,52.3423125)";"POINT(52.3423125,4.9135158)";4.9135158;52.3423125;
27595;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.9132688,52.3700034)";"POINT(52.3700034,4.9132688)";4.9132688;52.3700034;
27596;"ULMMINOR";0;"Onbekend";"";"";"POINT(4.9174278,52.3637396)";"POINT(52.3637396,4.9174278)";4.9174278;52.3637396;
27597;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.9215729,52.3642584)";"POINT(52.3642584,4.9215729)";4.9215729;52.3642584;
27598;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.9216211,52.3692938)";"POINT(52.3692938,4.9216211)";4.9216211;52.3692938;
27599;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.9223711,52.3698088)";"POINT(52.3698088,4.9223711)";4.9223711;52.3698088;
27600;"ULHOLL";0;"Onbekend";"";"";"POINT(4.9225309,52.3745581)";"POINT(52.3745581,4.9225309)";4.9225309;52.3745581;
27601;"ULMMINOR";0;"Onbekend";"";"";"POINT(4.9227021,52.3696753)";"POINT(52.3696753,4.9227021)";4.9227021;52.3696753;
27602;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.9226911,52.3722197)";"POINT(52.3722197,4.9226911)";4.9226911;52.3722197;
27603;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.922714,52.373223)";"POINT(52.373223,4.922714)";4.922714;52.373223;
27604;"ULHOLL";0;"Onbekend";"";"";"POINT(4.9239151,52.3736464)";"POINT(52.3736464,4.9239151)";4.9239151;52.3736464;
27605;"ULMMINOR";0;"Onbekend";"";"";"POINT(4.9255302,52.369393)";"POINT(52.369393,4.9255302)";4.9255302;52.369393;
27606;"ULHWREDE";2000;"Onbekend";"6-9 m";"";"POINT(4.9262879,52.3499762)";"POINT(52.3499762,4.9262879)";4.9262879;52.3499762;
27607;"ULHWREDE";2000;"Onbekend";"6-9 m";"";"POINT(4.9266102,52.3498046)";"POINT(52.3498046,4.9266102)";4.9266102;52.3498046;
27608;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.926584,52.3679396)";"POINT(52.3679396,4.926584)";4.926584;52.3679396;
27609;"ULHWREDE";2000;"Onbekend";"6-9 m";"";"POINT(4.9270141,52.3497893)";"POINT(52.3497893,4.9270141)";4.9270141;52.3497893;
27610;"ULHWREDE";2000;"Onbekend";"6-9 m";"";"POINT(4.9271281,52.3498084)";"POINT(52.3498084,4.9271281)";4.9271281;52.3498084;
27611;"ULHWREDE";2000;"Onbekend";"6-9 m";"";"POINT(4.927428,52.3492934)";"POINT(52.3492934,4.927428)";4.927428;52.3492934;
27612;"ULHWREDE";2000;"Onbekend";"6-9 m";"";"POINT(4.9274628,52.3499228)";"POINT(52.3499228,4.9274628)";4.9274628;52.3499228;
27613;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.9277351,52.3694693)";"POINT(52.3694693,4.9277351)";4.9277351;52.3694693;
27614;"ULHWREDE";2000;"Onbekend";"0-6 m";"";"POINT(4.9281728,52.3495146)";"POINT(52.3495146,4.9281728)";4.9281728;52.3495146;
27615;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.9280999,52.3695685)";"POINT(52.3695685,4.9280999)";4.9280999;52.3695685;
27616;"ULCAMPER";2000;"Onbekend";"0-6 m";"";"POINT(4.9286139,52.348725)";"POINT(52.348725,4.9286139)";4.9286139;52.348725;
27617;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.930094,52.3707663)";"POINT(52.3707663,4.930094)";4.930094;52.3707663;
27618;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.9309089,52.3703391)";"POINT(52.3703391,4.9309089)";4.9309089;52.3703391;
27619;"ULCAMPER";1980;"Onbekend";"0-6 m";"";"POINT(4.9346368,52.3437163)";"POINT(52.3437163,4.9346368)";4.9346368;52.3437163;
27620;"ULCAMPER";1980;"Onbekend";"0-6 m";"";"POINT(4.9346392,52.3438346)";"POINT(52.3438346,4.9346392)";4.9346392;52.3438346;
27621;"ULCAMPER";1980;"Onbekend";"0-6 m";"";"POINT(4.9346449,52.3436171)";"POINT(52.3436171,4.9346449)";4.9346449;52.3436171;
27622;"ULCAMPER";1980;"Onbekend";"0-6 m";"";"POINT(4.9346611,52.3435294)";"POINT(52.3435294,4.9346611)";4.9346611;52.3435294;
27623;"ULCAMPER";1980;"Onbekend";"0-6 m";"";"POINT(4.9346669,52.3439757)";"POINT(52.3439757,4.9346669)";4.9346669;52.3439757;
27624;"ULCAMPER";1980;"Onbekend";"0-6 m";"";"POINT(4.9348109,52.3441245)";"POINT(52.3441245,4.9348109)";4.9348109;52.3441245;
27625;"ULHOLLAN";1920;"Onbekend";"15-18 m";"";"POINT(4.9349039,52.3442198)";"POINT(52.3442198,4.9349039)";4.9349039;52.3442198;
27626;"ULCAMPER";1980;"Onbekend";"0-6 m";"";"POINT(4.9350851,52.3439528)";"POINT(52.3439528,4.9350851)";4.9350851;52.3439528;
27627;"ULCAMPER";1980;"Onbekend";"0-6 m";"";"POINT(4.9351299,52.3440062)";"POINT(52.3440062,4.9351299)";4.9351299;52.3440062;
27628;"ULCAMPER";1980;"Onbekend";"0-6 m";"";"POINT(4.935148,52.3440825)";"POINT(52.3440825,4.935148)";4.935148;52.3440825;
27629;"ULCARPIN";2000;"Onbekend";"0-6 m";"";"POINT(4.935406,52.3430373)";"POINT(52.3430373,4.935406)";4.935406;52.3430373;
27630;"ULCARPIN";2000;"Onbekend";"0-6 m";"";"POINT(4.9354141,52.3429495)";"POINT(52.3429495,4.9354141)";4.9354141;52.3429495;
27631;"ULCARPIN";2000;"Onbekend";"0-6 m";"";"POINT(4.9355252,52.3430182)";"POINT(52.3430182,4.9355252)";4.9355252;52.3430182;
27632;"ULCAMPER";1980;"Onbekend";"0-6 m";"";"POINT(4.9355471,52.3441702)";"POINT(52.3441702,4.9355471)";4.9355471;52.3441702;
27633;"ULCAMPER";1980;"Onbekend";"0-6 m";"";"POINT(4.9358318,52.344155)";"POINT(52.344155,4.9358318)";4.9358318;52.344155;
27634;"ULCAMPER";1980;"Onbekend";"0-6 m";"";"POINT(4.9359262,52.3434264)";"POINT(52.3434264,4.9359262)";4.9359262;52.3434264;
27635;"ULCARPIN";2000;"Onbekend";"0-6 m";"";"POINT(4.935981,52.3431326)";"POINT(52.3431326,4.935981)";4.935981;52.3431326;
27636;"ULCAMPER";1980;"Onbekend";"0-6 m";"";"POINT(4.936013,52.3442504)";"POINT(52.3442504,4.936013)";4.936013;52.3442504;
27637;"ULCAMPER";1980;"Onbekend";"0-6 m";"";"POINT(4.9360778,52.3436286)";"POINT(52.3436286,4.9360778)";4.9360778;52.3436286;
27638;"ULCAMPER";1970;"Onbekend";"0-6 m";"";"POINT(4.9361041,52.3427626)";"POINT(52.3427626,4.9361041)";4.9361041;52.3427626;
27639;"ULCAMPER";1980;"Onbekend";"0-6 m";"";"POINT(4.9360869,52.3448912)";"POINT(52.3448912,4.9360869)";4.9360869;52.3448912;
27640;"ULCAMPER";1980;"Onbekend";"0-6 m";"";"POINT(4.9362228,52.3448035)";"POINT(52.3448035,4.9362228)";4.9362228;52.3448035;
27641;"ULCAMPER";1970;"Onbekend";"0-6 m";"";"POINT(4.9362738,52.342652)";"POINT(52.342652,4.9362738)";4.9362738;52.342652;
