OBJECTNUMMER;Soortnaam_NL;Boomnummer;Soortnaam_WTS;Boomtype;Boomhoogte;Plantjaar;Eigenaar;Beheerder;Categorie;SOORT_KORT;SDVIEW;RADIUS;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
74277;"Zilveresdoorn";526058;"Acer saccharinum";"Vormboom";"Onbekend";1990;"Gemeente Amsterdam";"Stadsdeel Zuid";"Acer";"Acer";"K";1;"POINT(4.895132,52.356368)";"POINT(52.356368,4.895132)";4.895132;52.356368;
74278;"Valse acacia (cultuurvariëteit)";526057;"Robinia pseudoacacia `Bessoniana`";"Boom niet vrij uitgroeiend";"12 tot 15 m.";1985;"Gemeente Amsterdam";"Stadsdeel Zuid";"Robinia";"Robinia";"K";4;"POINT(4.880661,52.359639)";"POINT(52.359639,4.880661)";4.880661;52.359639;
74279;"Valse acacia (cultuurvariëteit)";526056;"Robinia pseudoacacia `Bessoniana`";"Boom niet vrij uitgroeiend";"Onbekend";1961;"Gemeente Amsterdam";"Stadsdeel Zuid";"Robinia";"Robinia";"K";1;"POINT(4.884947,52.351615)";"POINT(52.351615,4.884947)";4.884947;52.351615;
74280;"Hollandse linde (cultuurvariëteit)";526055;"Tilia europaea `Pallida`";"Boom niet vrij uitgroeiend";"Onbekend";1985;"Gemeente Amsterdam";"Stadsdeel Zuid";"Tilia";"Tilia";"K";1;"POINT(4.881172,52.352184)";"POINT(52.352184,4.881172)";4.881172;52.352184;
74281;"Hollandse iep (cultuurvariëteit)";526054;"Ulmus hollandica `Belgica`";"Boom niet vrij uitgroeiend";"18 tot 24 m.";1946;"Gemeente Amsterdam";"Stadsdeel Zuid";"Ulmus";"Ulmus";"K";7;"POINT(4.88128,52.352232)";"POINT(52.352232,4.88128)";4.88128;52.352232;
74282;"Zilveresdoorn";526053;"Acer saccharinum";"Vormboom";"6 tot 9 m.";1985;"Gemeente Amsterdam";"Stadsdeel Zuid";"Acer";"Acer";"K";2;"POINT(4.89071,52.355463)";"POINT(52.355463,4.89071)";4.89071;52.355463;
74283;"Zilveresdoorn";526052;"Acer saccharinum";"Vormboom";"9 tot 12 m.";1985;"Gemeente Amsterdam";"Stadsdeel Zuid";"Acer";"Acer";"K";3;"POINT(4.891,52.35552)";"POINT(52.35552,4.891)";4.891;52.35552;
74284;"Zilveresdoorn";526051;"Acer saccharinum";"Vormboom";"9 tot 12 m.";1985;"Gemeente Amsterdam";"Stadsdeel Zuid";"Acer";"Acer";"K";3;"POINT(4.891268,52.355575)";"POINT(52.355575,4.891268)";4.891268;52.355575;
74285;"Zilveresdoorn";526050;"Acer saccharinum";"Vormboom";"9 tot 12 m.";1985;"Gemeente Amsterdam";"Stadsdeel Zuid";"Acer";"Acer";"K";3;"POINT(4.89155,52.35563)";"POINT(52.35563,4.89155)";4.89155;52.35563;
74286;"Zilveresdoorn";526049;"Acer saccharinum";"Vormboom";"9 tot 12 m.";1985;"Gemeente Amsterdam";"Stadsdeel Zuid";"Acer";"Acer";"K";3;"POINT(4.891619,52.355644)";"POINT(52.355644,4.891619)";4.891619;52.355644;
74287;"Zilveresdoorn";526048;"Acer saccharinum";"Vormboom";"9 tot 12 m.";1985;"Gemeente Amsterdam";"Stadsdeel Zuid";"Acer";"Acer";"K";3;"POINT(4.89191,52.355702)";"POINT(52.355702,4.89191)";4.89191;52.355702;
74288;"Hollandse linde (cultuurvariëteit)";526047;"Tilia europaea `Pallida`";"Boom niet vrij uitgroeiend";"Onbekend";1995;"Gemeente Amsterdam";"Stadsdeel Zuid";"Tilia";"Tilia";"K";1;"POINT(4.88258,52.348994)";"POINT(52.348994,4.88258)";4.88258;52.348994;
74289;"Krimlinde";526046;"Tilia europaea `Euchlora`";"Boom niet vrij uitgroeiend";"9 tot 12 m.";1975;"Gemeente Amsterdam";"Stadsdeel Zuid";"Tilia";"Tilia";"K";3;"POINT(4.882688,52.348909)";"POINT(52.348909,4.882688)";4.882688;52.348909;
74290;"Veldiep (cultuurvariëteit)";526045;"Ulmus minor `Hoersholmiensis`";"Boom niet vrij uitgroeiend";"Onbekend";1936;"Gemeente Amsterdam";"Stadsdeel Zuid";"Ulmus";"Ulmus";"K";1;"POINT(4.88328,52.347322)";"POINT(52.347322,4.88328)";4.88328;52.347322;
74291;"Valse Christusdoorn (cultuurvariëteit)";526044;"Gleditsia triacanthos `Skyline`";"Boom niet vrij uitgroeiend";"9 tot 12 m.";1980;"Gemeente Amsterdam";"Stadsdeel Zuid";"Overig";"Gleditsia";"K";3;"POINT(4.889628,52.349002)";"POINT(52.349002,4.889628)";4.889628;52.349002;
74292;"Valse Christusdoorn (cultuurvariëteit)";526043;"Gleditsia triacanthos";"Boom niet vrij uitgroeiend";"9 tot 12 m.";1980;"Gemeente Amsterdam";"Stadsdeel Zuid";"Overig";"Gleditsia";"K";3;"POINT(4.890065,52.348979)";"POINT(52.348979,4.890065)";4.890065;52.348979;
74293;"Hollandse linde";525785;"Tilia europaea";"Boom niet vrij uitgroeiend";"15 tot 18 m.";1975;"Gemeente Amsterdam";"Stadsdeel Zuid";"Tilia";"Tilia";"K";5;"POINT(4.876144,52.352752)";"POINT(52.352752,4.876144)";4.876144;52.352752;
74294;"Hollandse linde";525784;"Tilia europaea";"Boom niet vrij uitgroeiend";"15 tot 18 m.";1975;"Gemeente Amsterdam";"Stadsdeel Zuid";"Tilia";"Tilia";"K";5;"POINT(4.876332,52.352717)";"POINT(52.352717,4.876332)";4.876332;52.352717;
74295;"Hollandse linde (cultuurvariëteit)";525783;"Tilia europaea `Pallida`";"Boom niet vrij uitgroeiend";"15 tot 18 m.";1985;"Gemeente Amsterdam";"Stadsdeel Zuid";"Tilia";"Tilia";"K";5;"POINT(4.876699,52.352695)";"POINT(52.352695,4.876699)";4.876699;52.352695;
74296;"Hollandse linde";525782;"Tilia europaea";"Boom niet vrij uitgroeiend";"15 tot 18 m.";1975;"Gemeente Amsterdam";"Stadsdeel Zuid";"Tilia";"Tilia";"K";5;"POINT(4.877076,52.352779)";"POINT(52.352779,4.877076)";4.877076;52.352779;
74297;"Monumentaaliep";525780;"Ulmus minor `Sarniensis`";"Boom niet vrij uitgroeiend";"18 tot 24 m.";1970;"Gemeente Amsterdam";"Stadsdeel Zuid";"Ulmus";"Ulmus";"K";7;"POINT(4.870314,52.348713)";"POINT(52.348713,4.870314)";4.870314;52.348713;
74298;"Monumentaaliep";525779;"Ulmus minor `Sarniensis`";"Boom niet vrij uitgroeiend";"18 tot 24 m.";1970;"Gemeente Amsterdam";"Stadsdeel Zuid";"Ulmus";"Ulmus";"K";7;"POINT(4.870031,52.348703)";"POINT(52.348703,4.870031)";4.870031;52.348703;
74299;"Monumentaaliep";525778;"Ulmus minor `Sarniensis`";"Boom niet vrij uitgroeiend";"18 tot 24 m.";1970;"Gemeente Amsterdam";"Stadsdeel Zuid";"Ulmus";"Ulmus";"K";7;"POINT(4.869645,52.348687)";"POINT(52.348687,4.869645)";4.869645;52.348687;
74300;"Monumentaaliep";525777;"Ulmus minor `Sarniensis`";"Boom niet vrij uitgroeiend";"18 tot 24 m.";1970;"Gemeente Amsterdam";"Stadsdeel Zuid";"Ulmus";"Ulmus";"K";7;"POINT(4.869506,52.348681)";"POINT(52.348681,4.869506)";4.869506;52.348681;
74301;"Monumentaaliep";525776;"Ulmus minor `Sarniensis`";"Boom niet vrij uitgroeiend";"18 tot 24 m.";1980;"Gemeente Amsterdam";"Stadsdeel Zuid";"Ulmus";"Ulmus";"K";7;"POINT(4.86934,52.348674)";"POINT(52.348674,4.86934)";4.86934;52.348674;
74302;"Hollandse linde";525774;"Tilia europaea";"Boom niet vrij uitgroeiend";"15 tot 18 m.";1950;"Gemeente Amsterdam";"Stadsdeel Zuid";"Tilia";"Tilia";"K";5;"POINT(4.898786,52.354492)";"POINT(52.354492,4.898786)";4.898786;52.354492;
74303;"Iep (cultuurvariëteit)";525773;"Ulmus `Plantijn`";"Boom niet vrij uitgroeiend";"9 tot 12 m.";1979;"Gemeente Amsterdam";"Stadsdeel Zuid";"Ulmus";"Ulmus";"K";3;"POINT(4.882468,52.353179)";"POINT(52.353179,4.882468)";4.882468;52.353179;
74304;"Huntingdon-iep";525772;"Ulmus hollandica `Vegeta`";"Boom niet vrij uitgroeiend";"Onbekend";1975;"Gemeente Amsterdam";"Stadsdeel Zuid";"Ulmus";"Ulmus";"K";1;"POINT(4.88279,52.353238)";"POINT(52.353238,4.88279)";4.88279;52.353238;
74305;"Gewone es";525771;"Fraxinus excelsior";"Boom niet vrij uitgroeiend";"15 tot 18 m.";1980;"Gemeente Amsterdam";"Stadsdeel Zuid";"Fraxinus";"Fraxinus";"K";5;"POINT(4.882875,52.353164)";"POINT(52.353164,4.882875)";4.882875;52.353164;
74306;"Gewone es";525770;"Fraxinus excelsior";"Boom niet vrij uitgroeiend";"12 tot 15 m.";1980;"Gemeente Amsterdam";"Stadsdeel Zuid";"Fraxinus";"Fraxinus";"K";4;"POINT(4.88292,52.353076)";"POINT(52.353076,4.88292)";4.88292;52.353076;
74307;"Huntingdon-iep";525769;"Ulmus hollandica `Vegeta`";"Boom niet vrij uitgroeiend";"18 tot 24 m.";1960;"Gemeente Amsterdam";"Stadsdeel Zuid";"Ulmus";"Ulmus";"K";7;"POINT(4.882966,52.352999)";"POINT(52.352999,4.882966)";4.882966;52.352999;
74308;"Iep (cultuurvariëteit)";525521;"Ulmus `Lobel`";"Boom niet vrij uitgroeiend";"Onbekend";1990;"Gemeente Amsterdam";"Stadsdeel Zuid";"Ulmus";"Ulmus";"K";1;"POINT(4.908769,52.351101)";"POINT(52.351101,4.908769)";4.908769;52.351101;
74309;"Monumentaaliep";525520;"Ulmus minor `Sarniensis`";"Boom niet vrij uitgroeiend";"15 tot 18 m.";1960;"Gemeente Amsterdam";"Stadsdeel Zuid";"Ulmus";"Ulmus";"K";5;"POINT(4.869278,52.356376)";"POINT(52.356376,4.869278)";4.869278;52.356376;
74310;"Monumentaaliep";525519;"Ulmus minor `Sarniensis`";"Boom niet vrij uitgroeiend";"18 tot 24 m.";1960;"Gemeente Amsterdam";"Stadsdeel Zuid";"Ulmus";"Ulmus";"K";7;"POINT(4.870935,52.349294)";"POINT(52.349294,4.870935)";4.870935;52.349294;
74311;"Meelbes";525518;"Sorbus aria";"Boom niet vrij uitgroeiend";"9 tot 12 m.";1980;"Gemeente Amsterdam";"Stadsdeel Zuid";"Overig";"Sorbus";"K";3;"POINT(4.871,52.348666)";"POINT(52.348666,4.871)";4.871;52.348666;
74312;"Monumentaaliep";525517;"Ulmus minor `Sarniensis`";"Boom niet vrij uitgroeiend";"18 tot 24 m.";1970;"Gemeente Amsterdam";"Stadsdeel Zuid";"Ulmus";"Ulmus";"K";7;"POINT(4.868529,52.348644)";"POINT(52.348644,4.868529)";4.868529;52.348644;
74313;"Gewone es";525516;"Fraxinus excelsior";"Boom niet vrij uitgroeiend";"15 tot 18 m.";1970;"Gemeente Amsterdam";"Stadsdeel Zuid";"Fraxinus";"Fraxinus";"K";5;"POINT(4.85667,52.355163)";"POINT(52.355163,4.85667)";4.85667;52.355163;
74314;"Hollandse linde";525515;"Tilia europaea";"Boom niet vrij uitgroeiend";"15 tot 18 m.";1940;"Gemeente Amsterdam";"Stadsdeel Zuid";"Tilia";"Tilia";"K";5;"POINT(4.855905,52.354906)";"POINT(52.354906,4.855905)";4.855905;52.354906;
74315;"Hollandse linde";525514;"Tilia europaea";"Boom niet vrij uitgroeiend";"15 tot 18 m.";1940;"Gemeente Amsterdam";"Stadsdeel Zuid";"Tilia";"Tilia";"K";5;"POINT(4.85603,52.354929)";"POINT(52.354929,4.85603)";4.85603;52.354929;
74316;"Gewone plataan";525513;"Platanus hispanica";"Boom niet vrij uitgroeiend";"15 tot 18 m.";1950;"Gemeente Amsterdam";"Stadsdeel Zuid";"Platanus";"Platanus";"K";5;"POINT(4.862157,52.35793)";"POINT(52.35793,4.862157)";4.862157;52.35793;
74317;"Gewone plataan";525512;"Platanus hispanica";"Boom niet vrij uitgroeiend";"15 tot 18 m.";1950;"Gemeente Amsterdam";"Stadsdeel Zuid";"Platanus";"Platanus";"K";5;"POINT(4.862394,52.357992)";"POINT(52.357992,4.862394)";4.862394;52.357992;
74318;"Gewone plataan";525511;"Platanus hispanica";"Boom niet vrij uitgroeiend";"15 tot 18 m.";1950;"Gemeente Amsterdam";"Stadsdeel Zuid";"Platanus";"Platanus";"K";5;"POINT(4.862502,52.358016)";"POINT(52.358016,4.862502)";4.862502;52.358016;
74319;"Gewone plataan";525510;"Platanus hispanica";"Boom niet vrij uitgroeiend";"15 tot 18 m.";1950;"Gemeente Amsterdam";"Stadsdeel Zuid";"Platanus";"Platanus";"K";5;"POINT(4.862615,52.358047)";"POINT(52.358047,4.862615)";4.862615;52.358047;
74320;"Gewone plataan";525509;"Platanus hispanica";"Boom niet vrij uitgroeiend";"15 tot 18 m.";1970;"Gemeente Amsterdam";"Stadsdeel Zuid";"Platanus";"Platanus";"K";5;"POINT(4.864778,52.358694)";"POINT(52.358694,4.864778)";4.864778;52.358694;
74321;"Gewone plataan";525508;"Platanus hispanica";"Gekandelaberde boom";"15 tot 18 m.";1960;"Gemeente Amsterdam";"Stadsdeel Zuid";"Platanus";"Platanus";"K";5;"POINT(4.863587,52.35839)";"POINT(52.35839,4.863587)";4.863587;52.35839;
74322;"Gewone plataan";525507;"Platanus hispanica";"Boom niet vrij uitgroeiend";"15 tot 18 m.";1960;"Gemeente Amsterdam";"Stadsdeel Zuid";"Platanus";"Platanus";"K";5;"POINT(4.863257,52.358311)";"POINT(52.358311,4.863257)";4.863257;52.358311;
74323;"Veldiep";525506;"Ulmus minor";"Boom niet vrij uitgroeiend";"15 tot 18 m.";1965;"Gemeente Amsterdam";"Stadsdeel Zuid";"Ulmus";"Ulmus";"K";5;"POINT(4.872876,52.357876)";"POINT(52.357876,4.872876)";4.872876;52.357876;
74324;"Meelbes";525505;"Sorbus aria";"Boom niet vrij uitgroeiend";"9 tot 12 m.";1980;"Gemeente Amsterdam";"Stadsdeel Zuid";"Overig";"Sorbus";"K";3;"POINT(4.873847,52.345259)";"POINT(52.345259,4.873847)";4.873847;52.345259;
74325;"Italiaanse populier";526297;"Populus nigra `Italica`";"Gekandelaberde boom";"12 tot 15 m.";1946;"Gemeente Amsterdam";"Stadsdeel Zuid";"Populus";"Populus";"K";4;"POINT(4.882016,52.345516)";"POINT(52.345516,4.882016)";4.882016;52.345516;
74326;"Monumentaaliep";526296;"Ulmus minor `Sarniensis`";"Boom niet vrij uitgroeiend";"9 tot 12 m.";1991;"Gemeente Amsterdam";"Stadsdeel Zuid";"Ulmus";"Ulmus";"K";3;"POINT(4.903643,52.350937)";"POINT(52.350937,4.903643)";4.903643;52.350937;
74327;"Valse acacia (cultuurvariëteit)";526295;"Robinia pseudoacacia `Sandraudiga`";"Boom niet vrij uitgroeiend";"18 tot 24 m.";1975;"Gemeente Amsterdam";"Stadsdeel Zuid";"Robinia";"Robinia";"K";7;"POINT(4.888574,52.355262)";"POINT(52.355262,4.888574)";4.888574;52.355262;
74328;"Valse acacia (cultuurvariëteit)";526294;"Robinia pseudoacacia `Sandraudiga`";"Boom niet vrij uitgroeiend";"15 tot 18 m.";1975;"Gemeente Amsterdam";"Stadsdeel Zuid";"Robinia";"Robinia";"K";5;"POINT(4.888504,52.35482)";"POINT(52.35482,4.888504)";4.888504;52.35482;
74329;"Valse acacia (cultuurvariëteit)";526293;"Robinia pseudoacacia `Sandraudiga`";"Boom niet vrij uitgroeiend";"Onbekend";1975;"Gemeente Amsterdam";"Stadsdeel Zuid";"Robinia";"Robinia";"K";1;"POINT(4.888495,52.35473)";"POINT(52.35473,4.888495)";4.888495;52.35473;
74330;"Valse acacia (cultuurvariëteit)";526292;"Robinia pseudoacacia `Sandraudiga`";"Boom niet vrij uitgroeiend";"18 tot 24 m.";1975;"Gemeente Amsterdam";"Stadsdeel Zuid";"Robinia";"Robinia";"K";7;"POINT(4.888425,52.354956)";"POINT(52.354956,4.888425)";4.888425;52.354956;
74331;"Gewone plataan";526291;"Platanus hispanica";"Boom niet vrij uitgroeiend";"18 tot 24 m.";1975;"Gemeente Amsterdam";"Stadsdeel Zuid";"Platanus";"Platanus";"K";7;"POINT(4.888545,52.355669)";"POINT(52.355669,4.888545)";4.888545;52.355669;
74332;"Valse acacia (cultuurvariëteit)";526290;"Robinia pseudoacacia `Bessoniana`";"Boom niet vrij uitgroeiend";"15 tot 18 m.";1975;"Gemeente Amsterdam";"Stadsdeel Zuid";"Robinia";"Robinia";"K";5;"POINT(4.888629,52.356212)";"POINT(52.356212,4.888629)";4.888629;52.356212;
74333;"Valse acacia (cultuurvariëteit)";526289;"Robinia ambigua `Decaisneana`";"Boom niet vrij uitgroeiend";"12 tot 15 m.";1990;"Gemeente Amsterdam";"Stadsdeel Zuid";"Robinia";"Robinia";"K";4;"POINT(4.888644,52.356381)";"POINT(52.356381,4.888644)";4.888644;52.356381;
74334;"Valse acacia (cultuurvariëteit)";526288;"Robinia pseudoacacia `Sandraudiga`";"Boom niet vrij uitgroeiend";"15 tot 18 m.";1975;"Gemeente Amsterdam";"Stadsdeel Zuid";"Robinia";"Robinia";"K";5;"POINT(4.888707,52.356794)";"POINT(52.356794,4.888707)";4.888707;52.356794;
74335;"Gewone plataan";526287;"Platanus hispanica";"Boom niet vrij uitgroeiend";"15 tot 18 m.";1955;"Gemeente Amsterdam";"Stadsdeel Zuid";"Platanus";"Platanus";"K";5;"POINT(4.888712,52.356857)";"POINT(52.356857,4.888712)";4.888712;52.356857;
74336;"Gewone plataan";526285;"Platanus hispanica";"Boom niet vrij uitgroeiend";"15 tot 18 m.";1975;"Gemeente Amsterdam";"Stadsdeel Zuid";"Platanus";"Platanus";"K";5;"POINT(4.888927,52.358062)";"POINT(52.358062,4.888927)";4.888927;52.358062;
74337;"Gewone haagbeuk (cultuurvariëteit)";526284;"Carpinus betulus `Frans Fontaine`";"Boom niet vrij uitgroeiend";"12 tot 15 m.";1990;"Gemeente Amsterdam";"Stadsdeel Zuid";"Carpinus";"Carpinus";"K";4;"POINT(4.904245,52.351718)";"POINT(52.351718,4.904245)";4.904245;52.351718;
74338;"Gewone haagbeuk (cultuurvariëteit)";526283;"Carpinus betulus `Frans Fontaine`";"Boom niet vrij uitgroeiend";"9 tot 12 m.";1990;"Gemeente Amsterdam";"Stadsdeel Zuid";"Carpinus";"Carpinus";"K";3;"POINT(4.905078,52.349477)";"POINT(52.349477,4.905078)";4.905078;52.349477;
74339;"Valse Christusdoorn (cultuurvariëteit)";526042;"Gleditsia triacanthos";"Boom niet vrij uitgroeiend";"12 tot 15 m.";1980;"Gemeente Amsterdam";"Stadsdeel Zuid";"Overig";"Gleditsia";"K";4;"POINT(4.890215,52.34897)";"POINT(52.34897,4.890215)";4.890215;52.34897;
74340;"Valse Christusdoorn (cultuurvariëteit)";526041;"Gleditsia triacanthos";"Boom niet vrij uitgroeiend";"Onbekend";1980;"Gemeente Amsterdam";"Stadsdeel Zuid";"Overig";"Gleditsia";"K";1;"POINT(4.890584,52.348954)";"POINT(52.348954,4.890584)";4.890584;52.348954;
74341;"Huntingdon-iep";526040;"Ulmus hollandica `Vegeta`";"Boom niet vrij uitgroeiend";"15 tot 18 m.";1965;"Gemeente Amsterdam";"Stadsdeel Zuid";"Ulmus";"Ulmus";"K";5;"POINT(4.88699,52.353342)";"POINT(52.353342,4.88699)";4.88699;52.353342;
74342;"Hollandse iep (cultuurvariëteit)";526039;"Ulmus hollandica `Belgica`";"Boom niet vrij uitgroeiend";"15 tot 18 m.";1950;"Gemeente Amsterdam";"Stadsdeel Zuid";"Ulmus";"Ulmus";"K";5;"POINT(4.886992,52.353678)";"POINT(52.353678,4.886992)";4.886992;52.353678;
74343;"Zoete kers (cultuurvariëteit)";526038;"Prunus avium `Plena`";"Boom niet vrij uitgroeiend";"Onbekend";1995;"Gemeente Amsterdam";"Stadsdeel Zuid";"Prunus";"Prunus";"K";1;"POINT(4.898322,52.355508)";"POINT(52.355508,4.898322)";4.898322;52.355508;
74344;"Witte paardenkastanje";526037;"Aesculus hippocastanum";"Boom niet vrij uitgroeiend";"15 tot 18 m.";1930;"Gemeente Amsterdam";"Stadsdeel Zuid";"Aesculus";"Aesculus";"K";5;"POINT(4.898217,52.355241)";"POINT(52.355241,4.898217)";4.898217;52.355241;
74345;"Gewone beuk";526036;"Fagus sylvatica";"Boom niet vrij uitgroeiend";"15 tot 18 m.";1975;"Gemeente Amsterdam";"Stadsdeel Zuid";"Overig";"Fagus";"K";5;"POINT(4.89883,52.35435)";"POINT(52.35435,4.89883)";4.89883;52.35435;
74346;"Zwarte berk";526035;"Betula nigra";"Boom niet vrij uitgroeiend";"15 tot 18 m.";1985;"Gemeente Amsterdam";"Stadsdeel Zuid";"Betula";"Betula";"K";5;"POINT(4.877768,52.352561)";"POINT(52.352561,4.877768)";4.877768;52.352561;
74347;"Monumentaaliep";526034;"Ulmus minor `Sarniensis`";"Gekandelaberde boom";"15 tot 18 m.";1965;"Gemeente Amsterdam";"Stadsdeel Zuid";"Ulmus";"Ulmus";"K";5;"POINT(4.874792,52.355143)";"POINT(52.355143,4.874792)";4.874792;52.355143;
74348;"Monumentaaliep";526033;"Ulmus minor `Sarniensis`";"Gekandelaberde boom";"15 tot 18 m.";1965;"Gemeente Amsterdam";"Stadsdeel Zuid";"Ulmus";"Ulmus";"K";5;"POINT(4.874953,52.355185)";"POINT(52.355185,4.874953)";4.874953;52.355185;
74349;"Monumentaaliep";526032;"Ulmus minor `Sarniensis`";"Boom niet vrij uitgroeiend";"18 tot 24 m.";1946;"Gemeente Amsterdam";"Stadsdeel Zuid";"Ulmus";"Ulmus";"K";7;"POINT(4.880612,52.354179)";"POINT(52.354179,4.880612)";4.880612;52.354179;
74350;"Gewone es";526031;"Fraxinus excelsior";"Boom niet vrij uitgroeiend";"6 tot 9 m.";1985;"Gemeente Amsterdam";"Stadsdeel Zuid";"Fraxinus";"Fraxinus";"K";2;"POINT(4.874664,52.344766)";"POINT(52.344766,4.874664)";4.874664;52.344766;
74351;"Japanse notenboom";526030;"Ginkgo biloba";"Boom niet vrij uitgroeiend";"15 tot 18 m.";1980;"Gemeente Amsterdam";"Stadsdeel Zuid";"Overig";"Ginkgo";"K";5;"POINT(4.876039,52.347851)";"POINT(52.347851,4.876039)";4.876039;52.347851;
74352;"Japanse notenboom";526029;"Ginkgo biloba";"Boom niet vrij uitgroeiend";"15 tot 18 m.";1980;"Gemeente Amsterdam";"Stadsdeel Zuid";"Overig";"Ginkgo";"K";5;"POINT(4.876044,52.347752)";"POINT(52.347752,4.876044)";4.876044;52.347752;
74353;"Japanse notenboom";526028;"Ginkgo biloba";"Boom niet vrij uitgroeiend";"15 tot 18 m.";1980;"Gemeente Amsterdam";"Stadsdeel Zuid";"Overig";"Ginkgo";"K";5;"POINT(4.876062,52.347649)";"POINT(52.347649,4.876062)";4.876062;52.347649;
74354;"Japanse notenboom";526027;"Ginkgo biloba";"Boom niet vrij uitgroeiend";"15 tot 18 m.";1980;"Gemeente Amsterdam";"Stadsdeel Zuid";"Overig";"Ginkgo";"K";5;"POINT(4.87607,52.347544)";"POINT(52.347544,4.87607)";4.87607;52.347544;
74355;"Hollandse linde";525768;"Tilia europaea";"Boom niet vrij uitgroeiend";"15 tot 18 m.";1955;"Gemeente Amsterdam";"Stadsdeel Zuid";"Tilia";"Tilia";"K";5;"POINT(4.875708,52.352912)";"POINT(52.352912,4.875708)";4.875708;52.352912;
74356;"Hollandse linde";525767;"Tilia europaea";"Boom niet vrij uitgroeiend";"15 tot 18 m.";1975;"Gemeente Amsterdam";"Stadsdeel Zuid";"Tilia";"Tilia";"K";5;"POINT(4.875814,52.352812)";"POINT(52.352812,4.875814)";4.875814;52.352812;
74357;"Meelbes";525766;"Sorbus aria";"Boom niet vrij uitgroeiend";"6 tot 9 m.";1970;"Gemeente Amsterdam";"Stadsdeel Zuid";"Overig";"Sorbus";"K";2;"POINT(4.866508,52.354008)";"POINT(52.354008,4.866508)";4.866508;52.354008;
74358;"Meelbes";525765;"Sorbus aria";"Boom niet vrij uitgroeiend";"6 tot 9 m.";1970;"Gemeente Amsterdam";"Stadsdeel Zuid";"Overig";"Sorbus";"K";2;"POINT(4.866654,52.353807)";"POINT(52.353807,4.866654)";4.866654;52.353807;
74359;"Meelbes";525764;"Sorbus aria";"Boom niet vrij uitgroeiend";"6 tot 9 m.";1975;"Gemeente Amsterdam";"Stadsdeel Zuid";"Overig";"Sorbus";"K";2;"POINT(4.866721,52.353706)";"POINT(52.353706,4.866721)";4.866721;52.353706;
74360;"Winterlinde (cultuurvariëteit)";525763;"Tilia cordata `Böhlje`";"Boom niet vrij uitgroeiend";"12 tot 15 m.";1947;"Gemeente Amsterdam";"Stadsdeel Zuid";"Tilia";"Tilia";"K";4;"POINT(4.868046,52.353112)";"POINT(52.353112,4.868046)";4.868046;52.353112;
74361;"Veldiep";525762;"Ulmus minor";"Boom niet vrij uitgroeiend";"18 tot 24 m.";1980;"Gemeente Amsterdam";"Stadsdeel Zuid";"Ulmus";"Ulmus";"K";7;"POINT(4.867941,52.353719)";"POINT(52.353719,4.867941)";4.867941;52.353719;
74362;"Rode meidoorn (cultuurvariëteit)";525761;"Crataegus media `Paul`s Scarlet`";"Boom niet vrij uitgroeiend";"tot 6 m.";1989;"Gemeente Amsterdam";"Stadsdeel Zuid";"Crataegus";"Crataegus";"K";1;"POINT(4.885218,52.356838)";"POINT(52.356838,4.885218)";4.885218;52.356838;
74363;"Huntingdon-iep";525757;"Ulmus hollandica `Vegeta`";"Boom niet vrij uitgroeiend";"Onbekend";1971;"Gemeente Amsterdam";"Stadsdeel Zuid";"Ulmus";"Ulmus";"K";1;"POINT(4.886459,52.357988)";"POINT(52.357988,4.886459)";4.886459;52.357988;
74364;"Huntingdon-iep";525756;"Ulmus hollandica `Vegeta`";"Boom niet vrij uitgroeiend";"9 tot 12 m.";1971;"Gemeente Amsterdam";"Stadsdeel Zuid";"Ulmus";"Ulmus";"K";3;"POINT(4.886472,52.358116)";"POINT(52.358116,4.886472)";4.886472;52.358116;
74365;"Huntingdon-iep";525754;"Ulmus hollandica `Vegeta`";"Boom niet vrij uitgroeiend";"9 tot 12 m.";1980;"Gemeente Amsterdam";"Stadsdeel Zuid";"Ulmus";"Ulmus";"K";3;"POINT(4.886484,52.358284)";"POINT(52.358284,4.886484)";4.886484;52.358284;
74366;"Huntingdon-iep";525753;"Ulmus hollandica `Vegeta`";"Boom niet vrij uitgroeiend";"9 tot 12 m.";1980;"Gemeente Amsterdam";"Stadsdeel Zuid";"Ulmus";"Ulmus";"K";3;"POINT(4.886503,52.358522)";"POINT(52.358522,4.886503)";4.886503;52.358522;
74367;"Huntingdon-iep";525752;"Ulmus hollandica `Vegeta`";"Boom niet vrij uitgroeiend";"12 tot 15 m.";1980;"Gemeente Amsterdam";"Stadsdeel Zuid";"Ulmus";"Ulmus";"K";4;"POINT(4.886513,52.358639)";"POINT(52.358639,4.886513)";4.886513;52.358639;
74368;"Gewone plataan";526540;"Platanus hispanica";"Boom niet vrij uitgroeiend";"18 tot 24 m.";1927;"Gemeente Amsterdam";"Stadsdeel Zuid";"Platanus";"Platanus";"K";7;"POINT(4.86241,52.351867)";"POINT(52.351867,4.86241)";4.86241;52.351867;
74369;"Gewone plataan";526539;"Platanus hispanica";"Boom niet vrij uitgroeiend";"18 tot 24 m.";1927;"Gemeente Amsterdam";"Stadsdeel Zuid";"Platanus";"Platanus";"K";7;"POINT(4.862717,52.352022)";"POINT(52.352022,4.862717)";4.862717;52.352022;
