OBJECTNUMMER;ABSREL;Stemdistrict;Stemlocatie;Opgeroepenen;Geldig;Blanco;Ongeldig;Opkomstpercentage;Grootste_partij;Grootste_aantal;Grootste_percentage;Tweede_partij;Tweede_aantal;Tweede_percentage;Verschil_aantal;Verschil_percentage;GROENLINKS;PvdA;D66;VVD;Partij_voor_de_Dieren;Forum_voor_Democratie;VOLT;DENK;SP;CDA;PVV;ChristenUnie_SGP;50PLUS;JEZUS_LEEFT;De_Groenen;vandeRegio_Piratenpartij;_GROENLINKS;_PvdA;_D66;_VVD;_Partij_voor_de_Dieren;_Forum_voor_Democratie;_VOLT;_DENK;_SP;_CDA;_PVV;_ChristenUnie_SGP;_50PLUS;_JEZUS_LEEFT;_De_Groenen;_vandeRegio_Piratenpartij;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
579;"REL";"038+039";"Dr. Sarphatihuis";1999;1421;5;3;71.5;"GROENLINKS";0;27.7;"PvdA";0;23.6;0;4.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27.7;23.6;11.5;10.4;7.5;4.6;5.3;0.4;3.2;2.0;1.5;0.6;1.3;0.1;0.1;0.3;"POINT(4.9105551,52.3646895)";"POINT(52.3646895,4.9105551)";4.9105551;52.3646895;
580;"ABS";"043+044";"De Witte Boei";2031;928;0;2;45.8;"GROENLINKS";284;0;"PvdA";210;0;74;0;284;210;86;52;72;61;34;16;47;19;11;8;22;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.921819,52.3714148)";"POINT(52.3714148,4.921819)";4.921819;52.3714148;
581;"REL";"043+044";"De Witte Boei";2031;928;0;2;45.8;"GROENLINKS";0;30.6;"PvdA";0;22.6;0;8.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30.6;22.6;9.3;5.6;7.8;6.6;3.7;1.7;5.1;2.0;1.2;0.9;2.4;0;0.2;0.4;"POINT(4.921819,52.3714148)";"POINT(52.3714148,4.921819)";4.921819;52.3714148;
582;"ABS";"046+050";"Woonzorgcentrum De Rietvinck";1352;851;2;1;63.2;"GROENLINKS";231;0;"PvdA";194;0;37;0;231;194;88;66;72;67;51;7;27;16;9;5;13;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8837488,52.3838774)";"POINT(52.3838774,4.8837488)";4.8837488;52.3838774;
583;"REL";"046+050";"Woonzorgcentrum De Rietvinck";1352;851;2;1;63.2;"GROENLINKS";0;27.1;"PvdA";0;22.8;0;4.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27.1;22.8;10.3;7.8;8.5;7.9;6.0;0.8;3.2;1.9;1.1;0.6;1.5;0;0.4;0.2;"POINT(4.8837488,52.3838774)";"POINT(52.3838774,4.8837488)";4.8837488;52.3838774;
584;"ABS";"047+048";"De Kleine BOE";2044;916;1;2;45.0;"GROENLINKS";297;0;"PvdA";222;0;75;0;297;222;88;64;85;36;33;11;30;8;17;8;10;0;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9209311,52.3707015)";"POINT(52.3707015,4.9209311)";4.9209311;52.3707015;
585;"REL";"047+048";"De Kleine BOE";2044;916;1;2;45.0;"GROENLINKS";0;32.4;"PvdA";0;24.2;0;8.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32.4;24.2;9.6;7.0;9.3;3.9;3.6;1.2;3.3;0.9;1.9;0.9;1.1;0;0.4;0.3;"POINT(4.9209311,52.3707015)";"POINT(52.3707015,4.9209311)";4.9209311;52.3707015;
586;"ABS";"053+054";"Basisschool de Kleine Reus";1911;1168;1;6;61.5;"GROENLINKS";281;0;"PvdA";240;0;41;0;281;240;178;188;60;62;82;0;18;18;14;9;11;0;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8922598,52.3608672)";"POINT(52.3608672,4.8922598)";4.8922598;52.3608672;
587;"REL";"053+054";"Basisschool de Kleine Reus";1911;1168;1;6;61.5;"GROENLINKS";0;24.1;"PvdA";0;20.5;0;3.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.1;20.5;15.2;16.1;5.1;5.3;7.0;0;1.5;1.5;1.2;0.8;0.9;0;0.3;0.3;"POINT(4.8922598,52.3608672)";"POINT(52.3608672,4.8922598)";4.8922598;52.3608672;
588;"ABS";"057+058";"Centraal Station - Restaurant 1e klas";0;1681;5;9;0;"GROENLINKS";584;0;"PvdA";286;0;298;0;584;286;260;154;107;54;106;14;39;36;6;13;12;0;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9001672,52.378823)";"POINT(52.378823,4.9001672)";4.9001672;52.378823;
589;"REL";"057+058";"Centraal Station - Restaurant 1e klas";0;1681;5;9;0;"GROENLINKS";0;34.7;"PvdA";0;17.0;0;17.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34.7;17.0;15.5;9.2;6.4;3.2;6.3;0.8;2.3;2.1;0.4;0.8;0.7;0;0.5;0.1;"POINT(4.9001672,52.378823)";"POINT(52.378823,4.9001672)";4.9001672;52.378823;
590;"ABS";"060+061";"Stichting De Oude Gracht";1924;952;0;2;49.6;"PvdA";239;0;"GROENLINKS";165;0;74;0;165;239;148;155;56;42;63;1;22;22;13;11;10;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8845451,52.3732382)";"POINT(52.3732382,4.8845451)";4.8845451;52.3732382;
591;"REL";"060+061";"Stichting De Oude Gracht";1924;952;0;2;49.6;"PvdA";0;25.1;"GROENLINKS";0;17.3;0;7.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17.3;25.1;15.5;16.3;5.9;4.4;6.6;0.1;2.3;2.3;1.4;1.2;1.1;0;0.3;0.2;"POINT(4.8845451,52.3732382)";"POINT(52.3732382,4.8845451)";4.8845451;52.3732382;
592;"ABS";"062+067";"Noorderkerk";1435;1202;3;2;84.1;"GROENLINKS";312;0;"PvdA";282;0;30;0;312;282;136;132;95;90;64;1;28;20;19;9;10;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8863099,52.3795363)";"POINT(52.3795363,4.8863099)";4.8863099;52.3795363;
593;"REL";"062+067";"Noorderkerk";1435;1202;3;2;84.1;"GROENLINKS";0;26.0;"PvdA";0;23.5;0;2.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26.0;23.5;11.3;11.0;7.9;7.5;5.3;0.1;2.3;1.7;1.6;0.7;0.8;0;0.2;0.2;"POINT(4.8863099,52.3795363)";"POINT(52.3795363,4.8863099)";4.8863099;52.3795363;
594;"ABS";"068+069";"Museumwerf 't Kromhout";2120;1265;0;2;59.8;"GROENLINKS";393;0;"PvdA";340;0;53;0;393;340;133;93;99;39;56;6;60;17;10;7;8;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9204452,52.367974)";"POINT(52.367974,4.9204452)";4.9204452;52.367974;
595;"REL";"068+069";"Museumwerf 't Kromhout";2120;1265;0;2;59.8;"GROENLINKS";0;31.1;"PvdA";0;26.9;0;4.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31.1;26.9;10.5;7.4;7.8;3.1;4.4;0.5;4.7;1.3;0.8;0.6;0.6;0.1;0.2;0.1;"POINT(4.9204452,52.367974)";"POINT(52.367974,4.9204452)";4.9204452;52.367974;
596;"ABS";"071+072";"Bezoekerscentrum De Nederlandsche Bank";1432;1021;0;4;71.6;"PvdA";223;0;"GROENLINKS";217;0;6;0;217;223;162;195;43;31;81;1;24;33;2;1;6;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9013112,52.3601882)";"POINT(52.3601882,4.9013112)";4.9013112;52.3601882;
597;"REL";"071+072";"Bezoekerscentrum De Nederlandsche Bank";1432;1021;0;4;71.6;"PvdA";0;21.8;"GROENLINKS";0;21.3;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21.3;21.8;15.9;19.1;4.2;3.0;7.9;0.1;2.4;3.2;0.2;0.1;0.6;0;0.1;0.1;"POINT(4.9013112,52.3601882)";"POINT(52.3601882,4.9013112)";4.9013112;52.3601882;
598;"ABS";"093+099";"Int. Instituut voor Sociale Geschiedenis";2056;1063;0;2;51.8;"GROENLINKS";313;0;"PvdA";263;0;50;0;313;263;108;87;76;49;42;25;34;15;12;7;14;2;5;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9392888,52.3688742)";"POINT(52.3688742,4.9392888)";4.9392888;52.3688742;
599;"REL";"093+099";"Int. Instituut voor Sociale Geschiedenis";2056;1063;0;2;51.8;"GROENLINKS";0;29.4;"PvdA";0;24.7;0;4.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29.4;24.7;10.2;8.2;7.1;4.6;4.0;2.4;3.2;1.4;1.1;0.7;1.3;0.2;0.5;1.0;"POINT(4.9392888,52.3688742)";"POINT(52.3688742,4.9392888)";4.9392888;52.3688742;
600;"ABS";"104+106";"Stayokay Amsterdam Oost";1974;967;2;3;49.2;"GROENLINKS";350;0;"PvdA";171;0;179;0;350;171;132;81;72;28;49;18;26;15;8;4;5;1;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9355071,52.3653533)";"POINT(52.3653533,4.9355071)";4.9355071;52.3653533;
601;"REL";"104+106";"Stayokay Amsterdam Oost";1974;967;2;3;49.2;"GROENLINKS";0;36.2;"PvdA";0;17.7;0;18.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36.2;17.7;13.7;8.4;7.4;2.9;5.1;1.9;2.7;1.6;0.8;0.4;0.5;0.1;0.4;0.3;"POINT(4.9355071,52.3653533)";"POINT(52.3653533,4.9355071)";4.9355071;52.3653533;
602;"ABS";"130+170";"Sportzaal J.F. van Hengelstraat";1962;1050;3;1;53.7;"GROENLINKS";314;0;"PvdA";275;0;39;0;314;275;140;110;61;24;47;4;36;17;7;3;6;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9457381,52.3743979)";"POINT(52.3743979,4.9457381)";4.9457381;52.3743979;
603;"REL";"130+170";"Sportzaal J.F. van Hengelstraat";1962;1050;3;1;53.7;"GROENLINKS";0;29.9;"PvdA";0;26.2;0;3.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29.9;26.2;13.3;10.5;5.8;2.3;4.5;0.4;3.4;1.6;0.7;0.3;0.6;0;0.3;0.3;"POINT(4.9457381,52.3743979)";"POINT(52.3743979,4.9457381)";4.9457381;52.3743979;
604;"ABS";"133+146";"Gymzaal Villa Bons";1826;1062;3;3;58.5;"GROENLINKS";307;0;"PvdA";268;0;39;0;307;268;138;109;62;46;52;5;20;31;7;5;8;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.938894,52.3541686)";"POINT(52.3541686,4.938894)";4.938894;52.3541686;
605;"REL";"133+146";"Gymzaal Villa Bons";1826;1062;3;3;58.5;"GROENLINKS";0;28.9;"PvdA";0;25.2;0;3.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28.9;25.2;13.0;10.3;5.8;4.3;4.9;0.5;1.9;2.9;0.7;0.5;0.8;0;0.1;0.3;"POINT(4.938894,52.3541686)";"POINT(52.3541686,4.938894)";4.938894;52.3541686;
606;"ABS";"137+139";"Gymzaal Metis Montessori Lyceum";1722;642;1;3;37.5;"GROENLINKS";196;0;"PvdA";113;0;83;0;196;113;76;70;54;19;34;15;25;11;9;5;8;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.912936,52.3561713)";"POINT(52.3561713,4.912936)";4.912936;52.3561713;
607;"REL";"137+139";"Gymzaal Metis Montessori Lyceum";1722;642;1;3;37.5;"GROENLINKS";0;30.5;"PvdA";0;17.6;0;12.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30.5;17.6;11.8;10.9;8.4;3.0;5.3;2.3;3.9;1.7;1.4;0.8;1.2;0.6;0.5;0;"POINT(4.912936,52.3561713)";"POINT(52.3561713,4.912936)";4.912936;52.3561713;
608;"ABS";"140+177";"Sporthal Wethouder Verheij";2003;1115;2;6;56.1;"PvdA";286;0;"GROENLINKS";285;0;1;0;285;286;148;113;62;38;59;26;29;20;20;11;10;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9313552,52.3578803)";"POINT(52.3578803,4.9313552)";4.9313552;52.3578803;
609;"REL";"140+177";"Sporthal Wethouder Verheij";2003;1115;2;6;56.1;"PvdA";0;25.7;"GROENLINKS";0;25.6;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25.6;25.7;13.3;10.1;5.6;3.4;5.3;2.3;2.6;1.8;1.8;1.0;0.9;0;0.4;0.4;"POINT(4.9313552,52.3578803)";"POINT(52.3578803,4.9313552)";4.9313552;52.3578803;
610;"ABS";"141+142";"Servicepunt Het Brinkhuis";2531;962;1;2;38.1;"PvdA";210;0;"GROENLINKS";184;0;26;0;184;210;53;53;103;114;24;16;69;18;54;5;46;0;6;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9432628,52.3399855)";"POINT(52.3399855,4.9432628)";4.9432628;52.3399855;
611;"REL";"141+142";"Servicepunt Het Brinkhuis";2531;962;1;2;38.1;"PvdA";0;21.8;"GROENLINKS";0;19.1;0;2.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19.1;21.8;5.5;5.5;10.7;11.9;2.5;1.7;7.2;1.9;5.6;0.5;4.8;0;0.6;0.7;"POINT(4.9432628,52.3399855)";"POINT(52.3399855,4.9432628)";4.9432628;52.3399855;
612;"ABS";"173+174";"4e Montessorischool De Pinksterbloem";2138;1126;0;1;52.7;"GROENLINKS";308;0;"PvdA";221;0;87;0;308;221;186;157;76;28;70;8;19;30;6;5;7;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9084599,52.3547408)";"POINT(52.3547408,4.9084599)";4.9084599;52.3547408;
613;"REL";"173+174";"4e Montessorischool De Pinksterbloem";2138;1126;0;1;52.7;"GROENLINKS";0;27.4;"PvdA";0;19.6;0;7.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27.4;19.6;16.5;13.9;6.7;2.5;6.2;0.7;1.7;2.7;0.5;0.4;0.6;0;0.1;0.4;"POINT(4.9084599,52.3547408)";"POINT(52.3547408,4.9084599)";4.9084599;52.3547408;
614;"ABS";"178+179";"Gymzaal Lidwinaschool";3022;1195;0;5;39.7;"GROENLINKS";370;0;"PvdA";257;0;113;0;370;257;161;129;78;38;64;10;26;35;11;4;6;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9249928,52.3527953)";"POINT(52.3527953,4.9249928)";4.9249928;52.3527953;
615;"REL";"178+179";"Gymzaal Lidwinaschool";3022;1195;0;5;39.7;"GROENLINKS";0;31.0;"PvdA";0;21.5;0;9.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31.0;21.5;13.5;10.8;6.5;3.2;5.4;0.8;2.2;2.9;0.9;0.3;0.5;0;0.3;0.3;"POINT(4.9249928,52.3527953)";"POINT(52.3527953,4.9249928)";4.9249928;52.3527953;
616;"ABS";"200+307";"Vrije Universiteit Amsterdam";1480;1265;3;2;85.8;"GROENLINKS";332;0;"VVD";245;0;87;0;332;183;217;245;40;31;84;18;13;47;10;26;13;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.866482,52.3345877)";"POINT(52.3345877,4.866482)";4.866482;52.3345877;
617;"REL";"200+307";"Vrije Universiteit Amsterdam";1480;1265;3;2;85.8;"GROENLINKS";0;26.2;"VVD";0;19.4;0;6.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26.2;14.5;17.2;19.4;3.2;2.5;6.6;1.4;1.0;3.7;0.8;2.1;1.0;0;0.2;0.2;"POINT(4.866482,52.3345877)";"POINT(52.3345877,4.866482)";4.866482;52.3345877;
618;"ABS";"206+207";"Oranjekerk";1719;1250;0;3;72.9;"GROENLINKS";316;0;"PvdA";247;0;69;0;316;247;165;178;93;50;100;12;25;22;11;13;14;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8954308,52.3529364)";"POINT(52.3529364,4.8954308)";4.8954308;52.3529364;
619;"REL";"206+207";"Oranjekerk";1719;1250;0;3;72.9;"GROENLINKS";0;25.3;"PvdA";0;19.8;0;5.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25.3;19.8;13.2;14.2;7.4;4.0;8.0;1.0;2.0;1.8;0.9;1.0;1.1;0;0.2;0.1;"POINT(4.8954308,52.3529364)";"POINT(52.3529364,4.8954308)";4.8954308;52.3529364;
620;"ABS";"208+216";"Het Amsterdams Lyceum";2372;1381;4;2;58.5;"VVD";321;0;"PvdA";289;0;32;0;211;289;208;321;77;66;87;9;20;55;8;11;11;0;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8646738,52.3510329)";"POINT(52.3510329,4.8646738)";4.8646738;52.3510329;
621;"REL";"208+216";"Het Amsterdams Lyceum";2372;1381;4;2;58.5;"VVD";0;23.2;"PvdA";0;20.9;0;2.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15.3;20.9;15.1;23.2;5.6;4.8;6.3;0.7;1.4;4.0;0.6;0.8;0.8;0;0.4;0.1;"POINT(4.8646738,52.3510329)";"POINT(52.3510329,4.8646738)";4.8646738;52.3510329;
622;"ABS";"213+214";"De Edelsteen";2244;896;1;4;40.2;"GROENLINKS";224;0;"PvdA";191;0;33;0;224;191;79;80;86;41;41;33;42;27;16;8;13;1;5;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.905669,52.3508917)";"POINT(52.3508917,4.905669)";4.905669;52.3508917;
623;"REL";"213+214";"De Edelsteen";2244;896;1;4;40.2;"GROENLINKS";0;25.0;"PvdA";0;21.3;0;3.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25.0;21.3;8.8;8.9;9.6;4.6;4.6;3.7;4.7;3.0;1.8;0.9;1.5;0.1;0.6;1.0;"POINT(4.905669,52.3508917)";"POINT(52.3508917,4.905669)";4.905669;52.3508917;
624;"ABS";"217+218";"3e Daltonschool hoofdgebouw";1737;941;0;2;54.3;"GROENLINKS";230;0;"PvdA";165;0;65;0;230;165;137;123;89;47;54;7;27;17;7;11;10;1;8;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8975432,52.3531081)";"POINT(52.3531081,4.8975432)";4.8975432;52.3531081;
625;"REL";"217+218";"3e Daltonschool hoofdgebouw";1737;941;0;2;54.3;"GROENLINKS";0;24.4;"PvdA";0;17.5;0;6.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4;17.5;14.6;13.1;9.5;5.0;5.7;0.7;2.9;1.8;0.7;1.2;1.1;0.1;0.9;0.9;"POINT(4.8975432,52.3531081)";"POINT(52.3531081,4.8975432)";4.8975432;52.3531081;
626;"ABS";"219+283";"Buurtgebouw HdK ";3629;1242;0;5;34.4;"GROENLINKS";334;0;"PvdA";237;0;97;0;334;237;143;104;136;71;53;22;43;27;25;14;22;3;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8980639,52.3511054)";"POINT(52.3511054,4.8980639)";4.8980639;52.3511054;
627;"REL";"219+283";"Buurtgebouw HdK ";3629;1242;0;5;34.4;"GROENLINKS";0;26.9;"PvdA";0;19.1;0;7.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26.9;19.1;11.5;8.4;11.0;5.7;4.3;1.8;3.5;2.2;2.0;1.1;1.8;0.2;0.4;0.2;"POINT(4.8980639,52.3511054)";"POINT(52.3511054,4.8980639)";4.8980639;52.3511054;
628;"ABS";"226+260";"Cornelis Vrijschool";1640;914;2;2;56.0;"PvdA";216;0;"VVD";196;0;20;0;149;216;131;196;49;41;68;0;9;25;6;12;3;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.879812,52.3595854)";"POINT(52.3595854,4.879812)";4.879812;52.3595854;
629;"REL";"226+260";"Cornelis Vrijschool";1640;914;2;2;56.0;"PvdA";0;23.6;"VVD";0;21.4;0;2.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16.3;23.6;14.3;21.4;5.4;4.5;7.4;0;1.0;2.7;0.7;1.3;0.3;0;0.9;0.1;"POINT(4.879812,52.3595854)";"POINT(52.3595854,4.879812)";4.879812;52.3595854;
630;"ABS";"229+230";"De Coenen";1756;1374;2;2;78.5;"PvdA";425;0;"GROENLINKS";312;0;113;0;312;425;154;160;97;57;53;0;30;33;14;15;11;1;8;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8815348,52.3526274)";"POINT(52.3526274,4.8815348)";4.8815348;52.3526274;
631;"REL";"229+230";"De Coenen";1756;1374;2;2;78.5;"PvdA";0;30.9;"GROENLINKS";0;22.7;0;8.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22.7;30.9;11.2;11.6;7.1;4.1;3.9;0;2.2;2.4;1.0;1.1;0.8;0.1;0.6;0.3;"POINT(4.8815348,52.3526274)";"POINT(52.3526274,4.8815348)";4.8815348;52.3526274;
632;"ABS";"233+261";"Gymzaal Nicolaas Maesschool";1488;1026;4;0;69.2;"PvdA";270;0;"VVD";202;0;68;0;187;270;158;202;61;34;48;0;8;25;5;10;13;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.876868,52.3525778)";"POINT(52.3525778,4.876868)";4.876868;52.3525778;
633;"REL";"233+261";"Gymzaal Nicolaas Maesschool";1488;1026;4;0;69.2;"PvdA";0;26.3;"VVD";0;19.7;0;6.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18.2;26.3;15.4;19.7;5.9;3.3;4.7;0;0.8;2.4;0.5;1.0;1.3;0;0.1;0.4;"POINT(4.876868,52.3525778)";"POINT(52.3525778,4.876868)";4.876868;52.3525778;
634;"ABS";"238+265";"OBS De Dongeschool";3056;1644;1;11;54.2;"PvdA";396;0;"GROENLINKS";327;0;69;0;327;396;219;313;83;72;99;2;28;55;14;10;17;2;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8936279,52.3448416)";"POINT(52.3448416,4.8936279)";4.8936279;52.3448416;
635;"REL";"238+265";"OBS De Dongeschool";3056;1644;1;11;54.2;"PvdA";0;24.1;"GROENLINKS";0;19.9;0;4.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19.9;24.1;13.3;19.0;5.0;4.4;6.0;0.1;1.7;3.3;0.9;0.6;1.0;0.1;0.3;0.1;"POINT(4.8936279,52.3448416)";"POINT(52.3448416,4.8936279)";4.8936279;52.3448416;
636;"ABS";"244+245";"St. Ignatius Gymnasium";2048;1414;0;5;69.3;"VVD";392;0;"PvdA";302;0;90;0;202;302;187;392;60;78;74;2;14;73;6;10;8;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8739359,52.3497702)";"POINT(52.3497702,4.8739359)";4.8739359;52.3497702;
637;"REL";"244+245";"St. Ignatius Gymnasium";2048;1414;0;5;69.3;"VVD";0;27.7;"PvdA";0;21.4;0;6.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14.3;21.4;13.2;27.7;4.2;5.5;5.2;0.1;1.0;5.2;0.4;0.7;0.6;0;0.3;0.1;"POINT(4.8739359,52.3497702)";"POINT(52.3497702,4.8739359)";4.8739359;52.3497702;
638;"ABS";"247+248";"Willem de Zwijgerkerk";1976;910;1;4;46.3;"GROENLINKS";195;0;"PvdA";193;0;2;0;195;193;88;114;76;80;24;15;40;25;19;12;20;1;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.863064,52.3494345)";"POINT(52.3494345,4.863064)";4.863064;52.3494345;
639;"REL";"247+248";"Willem de Zwijgerkerk";1976;910;1;4;46.3;"GROENLINKS";0;21.4;"PvdA";0;21.2;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21.4;21.2;9.7;12.5;8.4;8.8;2.6;1.6;4.4;2.7;2.1;1.3;2.2;0.1;0.4;0.4;"POINT(4.863064,52.3494345)";"POINT(52.3494345,4.863064)";4.863064;52.3494345;
640;"ABS";"255+259";"OBS Oscar Carr";3249;1351;1;1;41.6;"GROENLINKS";366;0;"PvdA";274;0;92;0;366;274;169;156;101;60;84;17;41;27;14;9;23;1;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8931749,52.3538634)";"POINT(52.3538634,4.8931749)";4.8931749;52.3538634;
641;"REL";"255+259";"OBS Oscar Carr";3249;1351;1;1;41.6;"GROENLINKS";0;27.1;"PvdA";0;20.3;0;6.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27.1;20.3;12.5;11.5;7.5;4.4;6.2;1.3;3.0;2.0;1.0;0.7;1.7;0.1;0.4;0.3;"POINT(4.8931749,52.3538634)";"POINT(52.3538634,4.8931749)";4.8931749;52.3538634;
642;"ABS";"257+258";"Dep. OBS De Notenkraker";2713;1203;2;4;44.6;"GROENLINKS";277;0;"PvdA";204;0;73;0;277;204;195;190;83;63;59;6;33;38;11;12;20;2;8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8470852,52.3539588)";"POINT(52.3539588,4.8470852)";4.8470852;52.3539588;
643;"REL";"257+258";"Dep. OBS De Notenkraker";2713;1203;2;4;44.6;"GROENLINKS";0;23.0;"PvdA";0;17.0;0;6.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23.0;17.0;16.2;15.8;6.9;5.2;4.9;0.5;2.7;3.2;0.9;1.0;1.7;0.2;0.7;0.2;"POINT(4.8470852,52.3539588)";"POINT(52.3539588,4.8470852)";4.8470852;52.3539588;
644;"ABS";"263+264";"Tobiasschool";2860;1331;2;6;46.8;"GROENLINKS";356;0;"D66";223;0;133;0;356;211;223;195;96;62;75;11;22;40;21;5;9;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8471548,52.3494383)";"POINT(52.3494383,4.8471548)";4.8471548;52.3494383;
645;"REL";"263+264";"Tobiasschool";2860;1331;2;6;46.8;"GROENLINKS";0;26.7;"D66";0;16.8;0;9.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26.7;15.9;16.8;14.7;7.2;4.7;5.6;0.8;1.7;3.0;1.6;0.4;0.7;0;0.2;0.2;"POINT(4.8471548,52.3494383)";"POINT(52.3494383,4.8471548)";4.8471548;52.3494383;
646;"ABS";"266+270";"Anne Frankschool";2172;1589;4;3;73.5;"PvdA";371;0;"GROENLINKS";338;0;33;0;338;371;214;265;94;76;88;1;29;53;19;18;16;0;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8940022,52.3428008)";"POINT(52.3428008,4.8940022)";4.8940022;52.3428008;
