OBJECTNUMMER;ABSREL;Stemdistrict;Stemlocatie;Opgeroepenen;Geldig;Blanco;Ongeldig;Opkomstpercentage;Grootste_partij;Grootste_aantal;Grootste_percentage;Tweede_partij;Tweede_aantal;Tweede_percentage;Verschil_aantal;Verschil_percentage;GROENLINKS;PvdA;D66;VVD;Partij_voor_de_Dieren;Forum_voor_Democratie;VOLT;DENK;SP;CDA;PVV;ChristenUnie_SGP;50PLUS;JEZUS_LEEFT;De_Groenen;vandeRegio_Piratenpartij;_GROENLINKS;_PvdA;_D66;_VVD;_Partij_voor_de_Dieren;_Forum_voor_Democratie;_VOLT;_DENK;_SP;_CDA;_PVV;_ChristenUnie_SGP;_50PLUS;_JEZUS_LEEFT;_De_Groenen;_vandeRegio_Piratenpartij;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
449;"REL";"627";"Gebouw 't Laantje";1129;377;0;0;33.4;"Forum voor Democratie";0;22.0;"GROENLINKS";0;17.0;0;5.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17.0;12.5;5.0;2.4;8.2;22.0;3.4;1.3;7.7;2.1;7.7;0.5;8.5;0;0.3;1.3;"POINT(4.8906839,52.4099356)";"POINT(52.4099356,4.8906839)";4.8906839;52.4099356;
450;"ABS";"628";"Kringloopbedrijf De Lokatie";795;362;1;3;46.0;"GROENLINKS";106;0;"PvdA";55;0;51;0;106;55;35;29;49;28;11;7;7;5;11;3;11;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9047439,52.3927886)";"POINT(52.3927886,4.9047439)";4.9047439;52.3927886;
451;"REL";"628";"Kringloopbedrijf De Lokatie";795;362;1;3;46.0;"GROENLINKS";0;29.3;"PvdA";0;15.2;0;14.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29.3;15.2;9.7;8.0;13.5;7.7;3.0;1.9;1.9;1.4;3.0;0.8;3.0;0;0.6;0.8;"POINT(4.9047439,52.3927886)";"POINT(52.3927886,4.9047439)";4.9047439;52.3927886;
452;"ABS";"629";"Buurtcentrum De Valk";1711;529;1;7;31.4;"GROENLINKS";166;0;"PvdA";99;0;67;0;166;99;30;16;43;49;25;29;25;10;14;7;10;1;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.911093,52.3829924)";"POINT(52.3829924,4.911093)";4.911093;52.3829924;
453;"REL";"629";"Buurtcentrum De Valk";1711;529;1;7;31.4;"GROENLINKS";0;31.4;"PvdA";0;18.7;0;12.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31.4;18.7;5.7;3.0;8.1;9.3;4.7;5.5;4.7;1.9;2.6;1.3;1.9;0.2;0.4;0.6;"POINT(4.911093,52.3829924)";"POINT(52.3829924,4.911093)";4.911093;52.3829924;
454;"ABS";"630";"Buurtvereniging Bloemenkwartier";947;376;0;1;39.8;"GROENLINKS";121;0;"PvdA";70;0;51;0;121;70;22;16;28;43;8;3;15;6;24;4;12;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9187181,52.3967101)";"POINT(52.3967101,4.9187181)";4.9187181;52.3967101;
455;"REL";"630";"Buurtvereniging Bloemenkwartier";947;376;0;1;39.8;"GROENLINKS";0;32.2;"PvdA";0;18.6;0;13.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32.2;18.6;5.9;4.3;7.4;11.4;2.1;0.8;4.0;1.6;6.4;1.1;3.2;0;1.1;0;"POINT(4.9187181,52.3967101)";"POINT(52.3967101,4.9187181)";4.9187181;52.3967101;
456;"ABS";"632";"Huis van de Wijk";1062;508;0;7;48.5;"PvdA";92;0;"GROENLINKS";80;0;12;0;80;92;42;44;34;61;9;53;25;20;12;11;17;2;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9548371,52.3931014)";"POINT(52.3931014,4.9548371)";4.9548371;52.3931014;
457;"REL";"632";"Huis van de Wijk";1062;508;0;7;48.5;"PvdA";0;18.1;"GROENLINKS";0;15.7;0;2.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15.7;18.1;8.3;8.7;6.7;12.0;1.8;10.4;4.9;3.9;2.4;2.2;3.3;0.4;0.6;0.6;"POINT(4.9548371,52.3931014)";"POINT(52.3931014,4.9548371)";4.9548371;52.3931014;
458;"ABS";"634";"OBS De Bonkelaar";2480;555;3;4;22.7;"PvdA";124;0;"Forum voor Democratie";111;0;13;0;54;124;36;37;27;111;18;14;38;25;33;5;25;2;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8897369,52.4210288)";"POINT(52.4210288,4.8897369)";4.8897369;52.4210288;
459;"REL";"634";"OBS De Bonkelaar";2480;555;3;4;22.7;"PvdA";0;22.3;"Forum voor Democratie";0;20.0;0;2.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.7;22.3;6.5;6.7;4.9;20.0;3.2;2.5;6.8;4.5;5.9;0.9;4.5;0.4;0.4;0.7;"POINT(4.8897369,52.4210288)";"POINT(52.4210288,4.8897369)";4.8897369;52.4210288;
460;"ABS";"635";"Eduard Douwes Dekkerhuis";1217;357;0;5;29.7;"PvdA";79;0;"GROENLINKS";52;0;27;0;52;79;29;25;32;41;8;13;14;16;14;11;20;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9077008,52.404637)";"POINT(52.404637,4.9077008)";4.9077008;52.404637;
461;"REL";"635";"Eduard Douwes Dekkerhuis";1217;357;0;5;29.7;"PvdA";0;22.1;"GROENLINKS";0;14.6;0;7.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14.6;22.1;8.1;7.0;9.0;11.5;2.2;3.6;3.9;4.5;3.9;3.1;5.6;0.8;0;0;"POINT(4.9077008,52.404637)";"POINT(52.404637,4.9077008)";4.9077008;52.404637;
462;"ABS";"636";"Huis van de Wijk";1453;562;0;5;39.0;"PvdA";121;0;"Forum voor Democratie";93;0;28;0;59;121;33;26;46;93;8;40;34;18;34;19;27;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9169409,52.4076964)";"POINT(52.4076964,4.9169409)";4.9169409;52.4076964;
463;"REL";"636";"Huis van de Wijk";1453;562;0;5;39.0;"PvdA";0;21.5;"Forum voor Democratie";0;16.5;0;5.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.5;21.5;5.9;4.6;8.2;16.5;1.4;7.1;6.0;3.2;6.0;3.4;4.8;0.5;0;0.2;"POINT(4.9169409,52.4076964)";"POINT(52.4076964,4.9169409)";4.9169409;52.4076964;
464;"ABS";"637";"Senioren-flat de Wasknijper";1546;656;0;1;42.5;"PvdA";140;0;"GROENLINKS";134;0;6;0;134;140;94;76;35;61;23;9;23;16;13;12;13;0;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.92927,52.4049918)";"POINT(52.4049918,4.92927)";4.92927;52.4049918;
465;"REL";"637";"Senioren-flat de Wasknijper";1546;656;0;1;42.5;"PvdA";0;21.3;"GROENLINKS";0;20.4;0;0.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.4;21.3;14.3;11.6;5.3;9.3;3.5;1.4;3.5;2.4;2.0;1.8;2.0;0;0.8;0.3;"POINT(4.92927,52.4049918)";"POINT(52.4049918,4.92927)";4.92927;52.4049918;
466;"ABS";"638";"OBS De Vier Windstreken";2504;554;0;2;22.2;"PvdA";99;0;"Forum voor Democratie";95;0;4;0;56;99;16;19;18;95;8;92;46;18;30;22;33;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9219482,52.4109847)";"POINT(52.4109847,4.9219482)";4.9219482;52.4109847;
467;"REL";"638";"OBS De Vier Windstreken";2504;554;0;2;22.2;"PvdA";0;17.9;"Forum voor Democratie";0;17.1;0;0.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.1;17.9;2.9;3.4;3.2;17.1;1.4;16.6;8.3;3.2;5.4;4.0;6.0;0.2;0;0.2;"POINT(4.9219482,52.4109847)";"POINT(52.4109847,4.9219482)";4.9219482;52.4109847;
468;"ABS";"640";"OBA Molenwijk";1199;690;7;1;58.2;"PvdA";166;0;"Forum voor Democratie";108;0;58;0;107;166;44;57;43;108;20;9;26;32;18;26;30;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8929779,52.4177977)";"POINT(52.4177977,4.8929779)";4.8929779;52.4177977;
469;"REL";"640";"OBA Molenwijk";1199;690;7;1;58.2;"PvdA";0;24.1;"Forum voor Democratie";0;15.7;0;8.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15.5;24.1;6.4;8.3;6.2;15.7;2.9;1.3;3.8;4.6;2.6;3.8;4.3;0;0.6;0;"POINT(4.8929779,52.4177977)";"POINT(52.4177977,4.8929779)";4.8929779;52.4177977;
470;"ABS";"642";"Cordaan - Het Anker";1975;513;0;5;26.2;"GROENLINKS";92;0;"Forum voor Democratie";91;0;1;0;92;83;32;26;44;91;19;7;29;15;33;8;29;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.895726,52.4072425)";"POINT(52.4072425,4.895726)";4.895726;52.4072425;
471;"REL";"642";"Cordaan - Het Anker";1975;513;0;5;26.2;"GROENLINKS";0;17.9;"Forum voor Democratie";0;17.7;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17.9;16.2;6.2;5.1;8.6;17.7;3.7;1.4;5.7;2.9;6.4;1.6;5.7;0.4;0.2;0.4;"POINT(4.895726,52.4072425)";"POINT(52.4072425,4.895726)";4.895726;52.4072425;
472;"ABS";"644";"SBO De Zeppelin";1203;369;0;2;30.8;"Forum voor Democratie";70;0;"GROENLINKS";60;0;10;0;60;56;13;23;37;70;5;7;26;9;32;5;24;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8947389,52.4100653)";"POINT(52.4100653,4.8947389)";4.8947389;52.4100653;
473;"REL";"644";"SBO De Zeppelin";1203;369;0;2;30.8;"Forum voor Democratie";0;19.0;"GROENLINKS";0;16.3;0;2.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16.3;15.2;3.5;6.2;10.0;19.0;1.4;1.9;7.0;2.4;8.7;1.4;6.5;0.3;0;0.3;"POINT(4.8947389,52.4100653)";"POINT(52.4100653,4.8947389)";4.8947389;52.4100653;
474;"ABS";"645";"Orion College Amsterdam";948;353;0;0;37.2;"GROENLINKS";86;0;"PvdA";81;0;5;0;86;81;26;16;27;42;17;2;11;4;19;4;11;0;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.930413,52.3924529)";"POINT(52.3924529,4.930413)";4.930413;52.3924529;
475;"REL";"645";"Orion College Amsterdam";948;353;0;0;37.2;"GROENLINKS";0;24.4;"PvdA";0;22.9;0;1.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4;22.9;7.4;4.5;7.6;11.9;4.8;0.6;3.1;1.1;5.4;1.1;3.1;0;0.8;1.1;"POINT(4.930413,52.3924529)";"POINT(52.3924529,4.930413)";4.930413;52.3924529;
476;"ABS";"646";"OBA van der Pek";966;464;0;2;48.2;"GROENLINKS";162;0;"PvdA";76;0;86;0;162;76;32;18;50;23;16;34;19;1;12;4;8;0;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9118612,52.390824)";"POINT(52.390824,4.9118612)";4.9118612;52.390824;
477;"REL";"646";"OBA van der Pek";966;464;0;2;48.2;"GROENLINKS";0;34.9;"PvdA";0;16.4;0;18.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34.9;16.4;6.9;3.9;10.8;5.0;3.4;7.3;4.1;0.2;2.6;0.9;1.7;0;0.4;1.5;"POINT(4.9118612,52.390824)";"POINT(52.390824,4.9118612)";4.9118612;52.390824;
478;"ABS";"649";"Portocabin";1394;499;0;0;35.8;"Forum voor Democratie";115;0;"PvdA";70;0;45;0;61;70;32;33;46;115;16;11;20;13;35;6;31;2;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.880975,52.4146544)";"POINT(52.4146544,4.880975)";4.880975;52.4146544;
479;"REL";"649";"Portocabin";1394;499;0;0;35.8;"Forum voor Democratie";0;23.0;"PvdA";0;14.0;0;9.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.2;14.0;6.4;6.6;9.2;23.0;3.2;2.2;4.0;2.6;7.0;1.2;6.2;0.4;0.6;1.0;"POINT(4.880975,52.4146544)";"POINT(52.4146544,4.880975)";4.880975;52.4146544;
480;"ABS";"650";"Buurtcentrum De Evenaar";1076;458;1;1;42.8;"Forum voor Democratie";102;0;"GROENLINKS";89;0;13;0;89;67;21;29;26;102;11;8;29;16;34;7;17;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.886461,52.4143721)";"POINT(52.4143721,4.886461)";4.886461;52.4143721;
481;"REL";"650";"Buurtcentrum De Evenaar";1076;458;1;1;42.8;"Forum voor Democratie";0;22.3;"GROENLINKS";0;19.4;0;2.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19.4;14.6;4.6;6.3;5.7;22.3;2.4;1.7;6.3;3.5;7.4;1.5;3.7;0;0;0.4;"POINT(4.886461,52.4143721)";"POINT(52.4143721,4.886461)";4.886461;52.4143721;
482;"ABS";"654";"OBS De Krijtmolen";2391;633;1;1;26.6;"PvdA";119;0;"Forum voor Democratie";94;0;25;0;85;119;43;55;46;94;19;27;39;25;24;16;35;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.891896,52.4198615)";"POINT(52.4198615,4.891896)";4.891896;52.4198615;
483;"REL";"654";"OBS De Krijtmolen";2391;633;1;1;26.6;"PvdA";0;18.8;"Forum voor Democratie";0;14.8;0;4.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13.4;18.8;6.8;8.7;7.3;14.8;3.0;4.3;6.2;3.9;3.8;2.5;5.5;0;0.6;0.3;"POINT(4.891896,52.4198615)";"POINT(52.4198615,4.891896)";4.891896;52.4198615;
484;"ABS";"655";"OBS De Vijfsterren";1850;481;2;3;26.3;"PvdA";85;0;"DENK";71;0;14;0;60;85;40;52;28;41;13;71;14;32;14;22;8;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9591148,52.3942916)";"POINT(52.3942916,4.9591148)";4.9591148;52.3942916;
485;"REL";"655";"OBS De Vijfsterren";1850;481;2;3;26.3;"PvdA";0;17.7;"DENK";0;14.8;0;2.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.5;17.7;8.3;10.8;5.8;8.5;2.7;14.8;2.9;6.7;2.9;4.6;1.7;0;0;0.2;"POINT(4.9591148,52.3942916)";"POINT(52.3942916,4.9591148)";4.9591148;52.3942916;
486;"ABS";"656";"Basisschool de Satelliet";961;349;1;1;36.5;"GROENLINKS";74;0;"Forum voor Democratie";60;0;14;0;74;56;20;18;33;60;13;4;23;6;21;1;17;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8936398,52.4150855)";"POINT(52.4150855,4.8936398)";4.8936398;52.4150855;
487;"REL";"656";"Basisschool de Satelliet";961;349;1;1;36.5;"GROENLINKS";0;21.2;"Forum voor Democratie";0;17.2;0;4.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21.2;16.0;5.7;5.2;9.5;17.2;3.7;1.1;6.6;1.7;6.0;0.3;4.9;0.6;0.3;0;"POINT(4.8936398,52.4150855)";"POINT(52.4150855,4.8936398)";4.8936398;52.4150855;
488;"ABS";"657";"Dorpshuis de Beke";857;485;1;0;56.7;"PvdA";109;0;"GROENLINKS";97;0;12;0;97;109;42;55;38;33;15;0;12;55;9;13;3;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.994303,52.3923728)";"POINT(52.3923728,4.994303)";4.994303;52.3923728;
489;"REL";"657";"Dorpshuis de Beke";857;485;1;0;56.7;"PvdA";0;22.5;"GROENLINKS";0;20.0;0;2.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.0;22.5;8.7;11.3;7.8;6.8;3.1;0;2.5;11.3;1.9;2.7;0.6;0;0.6;0.2;"POINT(4.994303,52.3923728)";"POINT(52.3923728,4.994303)";4.994303;52.3923728;
490;"ABS";"658";"Basisschool Cosmicus Impuls";1589;434;1;4;27.6;"PvdA";119;0;"GROENLINKS";91;0;28;0;91;119;29;25;26;36;17;19;19;8;14;7;16;1;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9337771,52.3981902)";"POINT(52.3981902,4.9337771)";4.9337771;52.3981902;
491;"REL";"658";"Basisschool Cosmicus Impuls";1589;434;1;4;27.6;"PvdA";0;27.4;"GROENLINKS";0;21.0;0;6.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21.0;27.4;6.7;5.8;6.0;8.3;3.9;4.4;4.4;1.8;3.2;1.6;3.7;0.2;0;1.6;"POINT(4.9337771,52.3981902)";"POINT(52.3981902,4.9337771)";4.9337771;52.3981902;
492;"ABS";"659";"Stichting !WOON team noord";1907;538;0;2;28.3;"PvdA";134;0;"Forum voor Democratie";76;0;58;0;53;134;45;44;29;76;16;30;22;33;18;13;22;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9442642,52.4014823)";"POINT(52.4014823,4.9442642)";4.9442642;52.4014823;
493;"REL";"659";"Stichting !WOON team noord";1907;538;0;2;28.3;"PvdA";0;24.9;"Forum voor Democratie";0;14.1;0;10.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.9;24.9;8.4;8.2;5.4;14.1;3.0;5.6;4.1;6.1;3.3;2.4;4.1;0;0.4;0.2;"POINT(4.9442642,52.4014823)";"POINT(52.4014823,4.9442642)";4.9442642;52.4014823;
494;"ABS";"660";"Over-Y College";1176;305;1;1;26.1;"Forum voor Democratie";92;0;"PvdA";41;0;51;0;32;41;10;8;14;92;10;9;13;5;39;4;27;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9124811,52.4001471)";"POINT(52.4001471,4.9124811)";4.9124811;52.4001471;
495;"REL";"660";"Over-Y College";1176;305;1;1;26.1;"Forum voor Democratie";0;30.2;"PvdA";0;13.4;0;16.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.5;13.4;3.3;2.6;4.6;30.2;3.3;3.0;4.3;1.6;12.8;1.3;8.9;0;0.3;0;"POINT(4.9124811,52.4001471)";"POINT(52.4001471,4.9124811)";4.9124811;52.4001471;
496;"ABS";"663";"Buiksloterkerk";1776;753;0;3;42.6;"GROENLINKS";205;0;"PvdA";156;0;49;0;205;156;45;54;45;66;46;35;24;36;8;7;23;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9160931,52.4017951)";"POINT(52.4017951,4.9160931)";4.9160931;52.4017951;
497;"REL";"663";"Buiksloterkerk";1776;753;0;3;42.6;"GROENLINKS";0;27.2;"PvdA";0;20.7;0;6.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27.2;20.7;6.0;7.2;6.0;8.8;6.1;4.6;3.2;4.8;1.1;0.9;3.1;0;0.3;0.1;"POINT(4.9160931,52.4017951)";"POINT(52.4017951,4.9160931)";4.9160931;52.4017951;
498;"ABS";"665";"Basisschool IKC Noordrijk";1155;622;2;1;54.1;"GROENLINKS";170;0;"PvdA";136;0;34;0;170;136;69;62;41;37;29;18;8;14;12;7;12;2;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9033892,52.4080016)";"POINT(52.4080016,4.9033892)";4.9033892;52.4080016;
499;"REL";"665";"Basisschool IKC Noordrijk";1155;622;2;1;54.1;"GROENLINKS";0;27.3;"PvdA";0;21.9;0;5.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27.3;21.9;11.1;10.0;6.6;5.9;4.7;2.9;1.3;2.3;1.9;1.1;1.9;0.3;0.3;0.5;"POINT(4.9033892,52.4080016)";"POINT(52.4080016,4.9033892)";4.9033892;52.4080016;
500;"ABS";"670";"Kerk de Ark";1118;243;3;0;22.0;"PvdA";46;0;"GROENLINKS";37;0;9;0;37;46;14;32;12;15;1;35;13;7;11;10;7;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9127099,52.4075705)";"POINT(52.4075705,4.9127099)";4.9127099;52.4075705;
501;"REL";"670";"Kerk de Ark";1118;243;3;0;22.0;"PvdA";0;18.9;"GROENLINKS";0;15.2;0;3.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15.2;18.9;5.8;13.2;4.9;6.2;0.4;14.4;5.3;2.9;4.5;4.1;2.9;0;0.8;0.4;"POINT(4.9127099,52.4075705)";"POINT(52.4075705,4.9127099)";4.9127099;52.4075705;
502;"ABS";"671";"Vrije school Kairos";682;345;0;2;50.9;"GROENLINKS";119;0;"PvdA";56;0;63;0;119;56;28;9;43;28;14;1;9;8;13;3;13;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9492519,52.3874442)";"POINT(52.3874442,4.9492519)";4.9492519;52.3874442;
503;"REL";"671";"Vrije school Kairos";682;345;0;2;50.9;"GROENLINKS";0;34.5;"PvdA";0;16.2;0;18.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34.5;16.2;8.1;2.6;12.5;8.1;4.1;0.3;2.6;2.3;3.8;0.9;3.8;0;0;0.3;"POINT(4.9492519,52.3874442)";"POINT(52.3874442,4.9492519)";4.9492519;52.3874442;
504;"ABS";"673";"S.O. De Heldring";825;384;0;1;46.7;"GROENLINKS";128;0;"PvdA";93;0;35;0;128;93;54;20;18;24;17;2;5;5;5;2;7;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9065421,52.3977667)";"POINT(52.3977667,4.9065421)";4.9065421;52.3977667;
505;"REL";"673";"S.O. De Heldring";825;384;0;1;46.7;"GROENLINKS";0;33.3;"PvdA";0;24.2;0;9.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33.3;24.2;14.1;5.2;4.7;6.3;4.4;0.5;1.3;1.3;1.3;0.5;1.8;0;0.5;0.5;"POINT(4.9065421,52.3977667)";"POINT(52.3977667,4.9065421)";4.9065421;52.3977667;
506;"ABS";"701";"Stadsloket Zuidoost";2075;623;1;5;30.3;"PvdA";170;0;"GROENLINKS";86;0;84;0;86;170;55;35;30;49;9;50;34;20;11;49;20;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9564788,52.3162352)";"POINT(52.3162352,4.9564788)";4.9564788;52.3162352;
507;"REL";"701";"Stadsloket Zuidoost";2075;623;1;5;30.3;"PvdA";0;27.3;"GROENLINKS";0;13.8;0;13.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13.8;27.3;8.8;5.6;4.8;7.9;1.4;8.0;5.5;3.2;1.8;7.9;3.2;0.2;0;0.6;"POINT(4.9564788,52.3162352)";"POINT(52.3162352,4.9564788)";4.9564788;52.3162352;
508;"ABS";"703";"Basisschool Klaverblad";1806;375;1;1;20.9;"GROENLINKS";106;0;"PvdA";60;0;46;0;106;60;45;36;22;19;13;18;12;12;5;10;6;1;2;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9498012,52.31976)";"POINT(52.31976,4.9498012)";4.9498012;52.31976;
509;"REL";"703";"Basisschool Klaverblad";1806;375;1;1;20.9;"GROENLINKS";0;28.3;"PvdA";0;16.0;0;12.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28.3;16.0;12.0;9.6;5.9;5.1;3.5;4.8;3.2;3.2;1.3;2.7;1.6;0.3;0.5;2.1;"POINT(4.9498012,52.31976)";"POINT(52.31976,4.9498012)";4.9498012;52.31976;
510;"ABS";"704";"Buurthuis Holendrecht";1263;321;1;2;25.7;"PvdA";86;0;"GROENLINKS";53;0;33;0;53;86;14;22;11;26;6;12;25;10;11;23;20;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9648449,52.2985503)";"POINT(52.2985503,4.9648449)";4.9648449;52.2985503;
511;"REL";"704";"Buurthuis Holendrecht";1263;321;1;2;25.7;"PvdA";0;26.8;"GROENLINKS";0;16.5;0;10.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16.5;26.8;4.4;6.9;3.4;8.1;1.9;3.7;7.8;3.1;3.4;7.2;6.2;0;0;0.6;"POINT(4.9648449,52.2985503)";"POINT(52.2985503,4.9648449)";4.9648449;52.2985503;
512;"ABS";"706";"Wooncentrum De Venser";2577;475;0;3;18.5;"PvdA";114;0;"GROENLINKS";63;0;51;0;63;114;51;32;22;36;13;22;40;13;19;32;11;3;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9468138,52.3177916)";"POINT(52.3177916,4.9468138)";4.9468138;52.3177916;
513;"REL";"706";"Wooncentrum De Venser";2577;475;0;3;18.5;"PvdA";0;24.0;"GROENLINKS";0;13.3;0;10.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13.3;24.0;10.7;6.7;4.6;7.6;2.7;4.6;8.4;2.7;4.0;6.7;2.3;0.6;0.4;0.4;"POINT(4.9468138,52.3177916)";"POINT(52.3177916,4.9468138)";4.9468138;52.3177916;
514;"ABS";"708";"Wooncentrum De Drecht";2673;515;1;6;19.5;"PvdA";102;0;"GROENLINKS";53;0;49;0;53;102;51;35;15;50;5;23;38;23;30;45;40;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9622872,52.2992789)";"POINT(52.2992789,4.9622872)";4.9622872;52.2992789;
515;"REL";"708";"Wooncentrum De Drecht";2673;515;1;6;19.5;"PvdA";0;19.8;"GROENLINKS";0;10.3;0;9.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.3;19.8;9.9;6.8;2.9;9.7;1.0;4.5;7.4;4.5;5.8;8.7;7.8;0.6;0.2;0.2;"POINT(4.9622872,52.2992789)";"POINT(52.2992789,4.9622872)";4.9622872;52.2992789;
516;"ABS";"712";"Buurthuis Gein";2890;610;4;6;21.5;"PvdA";142;0;"GROENLINKS";98;0;44;0;98;142;47;28;56;46;17;36;24;21;21;35;24;7;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9870479,52.295941)";"POINT(52.295941,4.9870479)";4.9870479;52.295941;
517;"REL";"712";"Buurthuis Gein";2890;610;4;6;21.5;"PvdA";0;23.3;"GROENLINKS";0;16.1;0;7.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16.1;23.3;7.7;4.6;9.2;7.5;2.8;5.9;3.9;3.4;3.4;5.7;3.9;1.1;0.5;0.8;"POINT(4.9870479,52.295941)";"POINT(52.295941,4.9870479)";4.9870479;52.295941;
518;"ABS";"714";"School De Ster";2755;685;2;2;25.0;"PvdA";151;0;"GROENLINKS";99;0;52;0;99;151;41;47;46;88;12;20;42;16;37;31;48;4;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.987694,52.2942359)";"POINT(52.2942359,4.987694)";4.987694;52.2942359;
