OBJECTNUMMER;SELECTIE;Legenda;Bijschrift;Adres;Foto_put;Foto_object;Website;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
425;"BEERPUT_VONDST";"Beerputten en vondsten";"kantrechtbijl, ijzer, 1450-1500";"Warmoesstraat 105";"http://www.mapsbma.nl/beerputten/foto/BP_stad/put/nw/WAb2.jpg";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/nw/WAb2.jpg";"http://www.amsterdam.nl/kunstencultuur/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.8969438,52.3742682)";"POINT(52.3742682,4.8969438)";4.8969438;52.3742682;
426;"VONDST";"Vondsten";"lepel, tin, 1700-1750";"Warmoesstraat 105";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/nw/WAb4.jpg";"http://www.amsterdam.nl/kunstencultuur/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.8970449,52.3742415)";"POINT(52.3742415,4.8970449)";4.8970449;52.3742415;
427;"BEERPUT_VONDST";"Beerputten en vondsten";"vijl, ijzer, 1675-1725";"Wijdekerksteeg 4";"http://www.mapsbma.nl/beerputten/foto/BP_stad/put/nw/WAb5.jpg";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/nw/WAb5.jpg";"http://www.amsterdam.nl/kunstencultuur/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.8971212,52.3742987)";"POINT(52.3742987,4.8971212)";4.8971212;52.3742987;
428;"BEERPUT_VONDST";"Beerputten en vondsten";"(speelgoed) ledikant, lood/tin, 1650-1700";"Warmoesstraat 107";"http://www.mapsbma.nl/beerputten/foto/BP_stad/put/nw/WAb6.jpg";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/nw/WAb6.jpg";"http://www.amsterdam.nl/kunstencultuur/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.896796,52.3742186)";"POINT(52.3742186,4.896796)";4.896796;52.3742186;
429;"VONDST";"Vondsten";"lepel, koperlegering, 1625-1675";"Warmoesstraat 107";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/nw/WAb7.jpg";"http://www.amsterdam.nl/kunstencultuur/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.8969171,52.3741881)";"POINT(52.3741881,4.8969171)";4.8969171;52.3741881;
430;"VONDST";"Vondsten";"grape, aardewerk, 1700-1750";"Warmoesstraat 105";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/nw/WAb8.jpg";"http://www.amsterdam.nl/kunstencultuur/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.8970611,52.3742224)";"POINT(52.3742224,4.8970611)";4.8970611;52.3742224;
431;"BEERPUT_VONDST";"Beerputten en vondsten";"kan, steengoed, Siegburg Duitsland, 1350-1375";"Warmoesstraat 107";"http://www.mapsbma.nl/beerputten/foto/BP_stad/put/nw/WAb9.jpg";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/nw/WAb9.jpg";"http://www.amsterdam.nl/kunstencultuur/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.8969858,52.3741767)";"POINT(52.3741767,4.8969858)";4.8969858;52.3741767;
432;"VONDST";"Vondsten";"kunstgebit, nijlpaardivoor, 1750-1800";"Oudekerksplein 44";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/nw/WAb10.jpg";"http://www.amsterdam.nl/kunstencultuur/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.897064,52.374169)";"POINT(52.374169,4.897064)";4.897064;52.374169;
433;"BEERPUT_VONDST";"Beerputten en vondsten";"drinkschaal, steengoed, Siegburg Duitsland, 1475-1500";"Warmoesstraat 103";"http://www.mapsbma.nl/beerputten/foto/BP_stad/put/nw/WAb12.jpg";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/nw/WAb12.jpg";"http://www.amsterdam.nl/kunstencultuur/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.8970482,52.3742644)";"POINT(52.3742644,4.8970482)";4.8970482;52.3742644;
434;"VONDST";"Vondsten";"garenklos, been, 1700-1800";"Valkenburgerstraat 38";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/nw/VALb2.jpg";"http://www.amsterdam.nl/kunstencultuur/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.9077961,52.370217)";"POINT(52.370217,4.9077961)";4.9077961;52.370217;
435;"VONDST";"Vondsten";"kom, industrieel, 1800-1825";"Valkenburgerstraat 24";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/nw/VALb6.jpg";"http://www.amsterdam.nl/kunstencultuur/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.908067,52.3702971)";"POINT(52.3702971,4.908067)";4.908067;52.3702971;
436;"VONDST";"Vondsten";"theepot, steengoed, Yxing China, 1750-1775";"Valkenburgerstraat 32";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/nw/VALb7.jpg";"http://www.amsterdam.nl/kunstencultuur/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.9079831,52.3702704)";"POINT(52.3702704,4.9079831)";4.9079831;52.3702704;
437;"VONDST";"Vondsten";"kom, industrieel, Maastricht, 1878-1930";"Valkenburgerstraat 200";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/nw/VAL2b1.jpg";"http://www.amsterdam.nl/kunstencultuur/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.9052799,52.3692557)";"POINT(52.3692557,4.9052799)";4.9052799;52.3692557;
438;"VONDST";"Vondsten";"bord, faience, Holland, 1700-1725";"Valkenburgerstraat 194";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/nw/VAL2b2.jpg";"http://www.amsterdam.nl/kunstencultuur/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.9054091,52.36929)";"POINT(52.36929,4.9054091)";4.9054091;52.36929;
439;"VONDST";"Vondsten";"fles, waldglas, 1700-1750";"Valkenburgerstraat/Fortuinengang";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/nw/VAL2b3.jpg";"http://www.amsterdam.nl/kunstencultuur/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.905483,52.3693129)";"POINT(52.3693129,4.905483)";4.905483;52.3693129;
440;"VONDST";"Vondsten";"steelkom, roodbakkend, 1675-1725";"Valkenburgerstraat 188";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/nw/VAL2b4.jpg";"http://www.amsterdam.nl/kunstencultuur/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.9055402,52.3693396)";"POINT(52.3693396,4.9055402)";4.9055402;52.3693396;
441;"VONDST";"Vondsten";"kan, steengoed, Westerwald Duitsland, 1625-1650";"Nieuwezijds Armsteeg";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/nw/WEYb2.jpg";"http://www.amsterdam.nl/kunstencultuur/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.895951,52.3769881)";"POINT(52.3769881,4.895951)";4.895951;52.3769881;
442;"BEERPUT_VONDST";"Beerputten en vondsten";"grape, roodbakkend, 1400-1500";"Nieuwezijds Armsteeg";"http://www.mapsbma.nl/beerputten/foto/BP_stad/put/nw/WEYb8.jpg";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/nw/WEYb8.jpg";"http://www.amsterdam.nl/kunstencultuur/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.895581,52.3768965)";"POINT(52.3768965,4.895581)";4.895581;52.3768965;
443;"VONDST";"Vondsten";"pispot, tin, Amsterdam, 1475-1525";"Oudezijds Kolk";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/nw/ZDKb1.jpg";"http://www.amsterdam.nl/kunstencultuur/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.9007118,52.3761145)";"POINT(52.3761145,4.9007118)";4.9007118;52.3761145;
444;"VONDST";"Vondsten";"figuur, tin, 1750-1800";"Prins Hendrikkade 72";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/nw/ZDKb2.jpg";"http://www.amsterdam.nl/kunstencultuur/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.9008348,52.3764159)";"POINT(52.3764159,4.9008348)";4.9008348;52.3764159;
445;"VONDST";"Vondsten";"oorlepel, been, 1650-1675";"Zeedijk 11-13";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/nw/ZDKb7.jpg";"http://www.amsterdam.nl/kunstencultuur/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.9004648,52.3760916)";"POINT(52.3760916,4.9004648)";4.9004648;52.3760916;
446;"VONDST";"Vondsten";"sierplaatje, metaal, 1700-1800";"Prins Hendrikkade 64";"";"http://www.mapsbma.nl/beerputten/foto/BP_stad/obj/nw/ZDKb8.jpg";"http://www.amsterdam.nl/kunstencultuur/monumenten/archeologie-0/archeologische-18/?reload=true";"POINT(4.900428,52.3763892)";"POINT(52.3763892,4.900428)";4.900428;52.3763892;

