OBJECTNUMMER;Stemlocatie;Opgeroepenen;Blanco;Ongeldig;Geldig;Opkomstpercentage;Grootste_partij;Grootste_aantal;Grootste_percentage;Tweede_partij;Tweede_aantal;Tweede_percentage;_1__VVD;_2__PvdA;_3__PVV;_4__SP;_5__CDA;_6__D66;_7__ChristenUnie;_8__GroenLinks;_9__SGP;_10__Partij_voor_de_Dieren;_11__50PLUS;_12__OndernemersPartij;_13__VoorNederland;_14__DENK;_15__NIEUWE_WEGEN;_16__Forum_voor_Democratie;_17__De_Burger_Beweging;_18__Vrijzinnige_Partij;_19__GeenPeil;_20__Piratenpartij;_21__Artikel_1;_22__Niet_Stemmers;_23__Libertarische_Partij;_24__Lokaal_in_de_Kamer;_Overig_totaal;__1__VVD;__2__PvdA;__3__PVV;__4__SP;__5__CDA;__6__D66;__7__ChristenUnie;__8__GroenLinks;__9__SGP;__10__Partij_voor_de_Dieren;__11__50PLUS;__12__OndernemersPartij;__13__VoorNederland;__14__DENK;__15__NIEUWE_WEGEN;__16__Forum_voor_Democratie;__17__De_Burger_Beweging;__18__Vrijzinnige_Partij;__19__GeenPeil;__20__Piratenpartij;__21__Artikel_1;__22__Niet_Stemmers;__23__Libertarische_Partij;__24__Lokaal_in_de_Kamer;__Overig_totaal;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
68;"Centraal station - Wurst en Schnitzelhaus";0;0;2;1077;0;"D66";319;0;"GroenLinks";316;0;146;51;29;42;16;319;14;316;0;81;6;1;1;11;0;11;1;0;0;5;25;1;0;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9007919,52.3798606)";"POINT(52.3798606,4.9007919)";4.9007919;52.3798606;
69;"Centrum Karunika";3098;2;9;2036;66.1;"D66";447;0;"GroenLinks";424;0;306;165;105;137;60;447;19;424;1;154;34;4;4;94;1;26;0;0;4;12;36;3;0;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9082358,52.3473746)";"POINT(52.3473746,4.9082358)";4.9082358;52.3473746;
70;"Centrum voor Ouderen De Boeg";1414;4;7;1384;98.7;"D66";311;0;"GroenLinks";300;0;173;62;69;75;41;311;17;300;3;94;35;4;2;133;4;24;0;1;0;12;22;1;1;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8466442,52.3761374)";"POINT(52.3761374,4.8466442)";4.8466442;52.3761374;
71;"Cordaan";1504;2;13;1226;82.5;"DENK";353;0;"GroenLinks";177;0;129;76;90;68;30;165;22;177;5;41;26;1;3;353;1;9;1;1;1;1;26;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8329508,52.3495871)";"POINT(52.3495871,4.8329508)";4.8329508;52.3495871;
72;"Cordaan de Oostoever";1466;1;6;888;61.1;"GroenLinks";148;0;"D66";129;0;108;122;94;72;66;129;12;148;1;30;38;2;1;36;1;3;0;1;0;6;15;3;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.829139,52.3656203)";"POINT(52.3656203,4.829139)";4.829139;52.3656203;
73;"Cornelis Vrijschool";1030;2;3;1118;109.0;"VVD";377;0;"D66";254;0;377;98;27;24;34;254;12;203;3;49;7;0;1;1;0;19;2;0;1;5;0;1;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8798168,52.3595778)";"POINT(52.3595778,4.8798168)";4.8798168;52.3595778;
74;"Crea Cultureel Studentencentrum";1239;3;8;1898;154.1;"GroenLinks";694;0;"D66";522;0;215;95;20;70;16;522;21;694;0;158;16;1;1;7;3;22;1;0;0;8;27;1;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9128358,52.3633086)";"POINT(52.3633086,4.9128358)";4.9128358;52.3633086;
75;"Cygnus Gymnasium";3232;7;13;2033;63.5;"GroenLinks";521;0;"D66";439;0;245;141;69;115;43;439;16;521;1;152;26;0;3;146;6;20;2;0;0;15;72;1;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9125879,52.3549391)";"POINT(52.3549391,4.9125879)";4.9125879;52.3549391;
76;"d`Oude Raai";1286;5;5;1178;92.4;"D66";252;0;"VVD";229;0;229;98;64;95;45;252;8;185;2;96;25;1;0;34;2;13;0;0;1;4;23;0;1;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8917038,52.3493086)";"POINT(52.3493086,4.8917038)";4.8917038;52.3493086;
77;"Dansschool Meneer de Wit";1323;2;2;960;72.9;"GroenLinks";241;0;"D66";226;0;119;53;28;43;17;226;16;241;1;61;8;1;1;112;0;5;1;0;1;6;17;1;1;1;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.860254,52.3653151)";"POINT(52.3653151,4.860254)";4.860254;52.3653151;
78;"Dansschool Oostveen";2834;4;14;1705;60.8;"D66";474;0;"VVD";423;0;423;137;69;52;61;474;18;289;3;104;20;0;2;4;0;26;1;1;1;10;10;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8553479,52.3544089)";"POINT(52.3544089,4.8553479)";4.8553479;52.3544089;
79;"De Balie";1596;2;6;1877;118.1;"D66";519;0;"GroenLinks";448;0;423;134;54;56;40;519;11;448;2;120;10;1;3;2;2;25;0;0;2;17;7;1;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8827569,52.3630759)";"POINT(52.3630759,4.8827569)";4.8827569;52.3630759;
80;"De Binnenwaai";1283;4;10;611;48.7;"D66";130;0;"VVD";100;0;100;52;34;30;19;130;24;82;2;28;8;1;2;51;1;12;0;0;0;2;32;0;0;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9959462,52.35661)";"POINT(52.35661,4.9959462)";4.9959462;52.35661;
81;"De Bogt Westerbeer";2921;11;16;2386;82.6;"GroenLinks";559;0;"D66";362;0;226;201;255;215;50;362;24;559;6;185;68;2;5;103;3;21;1;2;1;19;72;0;2;4;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8783352,52.3889968)";"POINT(52.3889968,4.8783352)";4.8783352;52.3889968;
82;"De Clutch";1390;1;3;972;70.2;"GroenLinks";251;0;"D66";247;0;121;120;28;47;16;247;6;251;1;67;6;1;2;32;0;10;0;0;0;5;12;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.930896,52.3702284)";"POINT(52.3702284,4.930896)";4.930896;52.3702284;
83;"De Coenen";2117;1;4;1839;87.1;"D66";451;0;"GroenLinks";396;0;301;268;53;107;46;451;17;396;3;118;19;0;1;13;0;28;0;0;2;7;8;1;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8815401,52.3526198)";"POINT(52.3526198,4.8815401)";4.8815401;52.3526198;
84;"De Derde Schinkel";1193;0;4;909;76.5;"VVD";237;0;"D66";236;0;237;53;30;38;27;236;10;169;1;63;15;0;1;5;3;9;0;0;1;7;4;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8552339,52.3528983)";"POINT(52.3528983,4.8552339)";4.8552339;52.3528983;
85;"De Die";1226;4;7;892;73.7;"VVD";132;0;"PVV";129;0;132;106;129;81;47;90;14;111;1;47;34;3;4;53;1;12;1;0;1;5;16;3;1;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9320409,52.3989035)";"POINT(52.3989035,4.9320409)";4.9320409;52.3989035;
86;"De Edelsteen";2919;3;19;1993;69.0;"GroenLinks";451;0;"D66";369;0;255;152;126;168;42;369;18;451;3;149;21;0;5;148;1;16;2;1;0;10;51;5;0;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9056742,52.3508841)";"POINT(52.3508841,4.9056742)";4.9056742;52.3508841;
87;"De Keyzer";1289;0;6;1495;116.4;"GroenLinks";380;0;"D66";295;0;168;148;73;99;28;295;27;380;1;102;14;2;4;69;2;14;3;2;1;9;51;2;1;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9269502,52.3683783)";"POINT(52.3683783,4.9269502)";4.9269502;52.3683783;
88;"De Kikker";4303;7;28;2447;57.7;"DENK";765;0;"D66";283;0;192;162;220;176;78;283;29;275;4;62;84;1;7;765;10;14;5;2;1;8;64;4;0;1;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.793092,52.355931)";"POINT(52.355931,4.793092)";4.793092;52.355931;
89;"De Koperen Knoop";2225;8;13;1940;88.1;"GroenLinks";515;0;"D66";318;0;186;157;158;163;40;318;12;515;2;186;40;0;6;86;1;25;1;0;0;8;34;2;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8767092,52.3834502)";"POINT(52.3834502,4.8767092)";4.8767092;52.3834502;
90;"De Meevaart";1434;2;12;882;62.5;"GroenLinks";259;0;"D66";186;0;81;61;22;50;8;186;15;259;0;49;6;0;1;117;0;5;0;1;1;2;16;1;0;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9339058,52.3630149)";"POINT(52.3630149,4.9339058)";4.9339058;52.3630149;
91;"De Nieuwe Liefde";2089;0;0;1467;70.2;"GroenLinks";385;0;"D66";321;0;257;105;55;81;43;321;8;385;4;133;16;0;2;17;0;16;1;0;1;8;11;2;1;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8716528,52.3697974)";"POINT(52.3697974,4.8716528)";4.8716528;52.3697974;
92;"De Noorderspeeltuin";1324;4;2;1022;77.6;"GroenLinks";213;0;"D66";178;0;169;95;92;73;15;178;11;213;0;119;26;1;1;8;1;11;1;0;0;3;5;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8824518,52.3795325)";"POINT(52.3795325,4.8824518)";4.8824518;52.3795325;
93;"De Parel";1973;7;7;1584;81.0;"GroenLinks";432;0;"D66";263;0;165;153;93;130;21;263;29;432;1;135;21;0;1;46;1;25;1;1;0;15;49;1;0;1;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9209359,52.3706938)";"POINT(52.3706938,4.9209359)";4.9209359;52.3706938;
94;"De Rode Hoed";1060;0;8;1024;97.4;"D66";296;0;"VVD";239;0;239;105;24;24;25;296;6;209;0;55;7;0;2;3;0;20;0;0;0;2;6;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8872802,52.3773429)";"POINT(52.3773429,4.8872802)";4.8872802;52.3773429;
95;"De Schutse";1399;4;9;1062;76.8;"GroenLinks";192;0;"D66";156;0;152;96;96;66;79;156;19;192;4;54;37;1;0;90;0;7;0;1;0;5;5;1;0;1;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8225958,52.3594367)";"POINT(52.3594367,4.8225958)";4.8225958;52.3594367;
96;"De Spaarndammerhout";2997;2;9;1311;44.1;"GroenLinks";353;0;"D66";263;0;126;87;105;89;23;263;17;353;2;98;23;0;1;64;1;15;0;0;0;10;30;3;0;1;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.878761,52.3927809)";"POINT(52.3927809,4.878761)";4.878761;52.3927809;
97;"De Toneelmakerij";2081;0;4;1221;58.9;"GroenLinks";297;0;"D66";250;0;201;104;50;86;18;250;9;297;2;140;12;2;4;3;1;21;0;1;0;11;8;1;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8787501,52.3707167)";"POINT(52.3707167,4.8787501)";4.8787501;52.3707167;
98;"De Volksuniversiteit";1564;2;23;1366;88.9;"DENK";371;0;"GroenLinks";274;0;121;64;38;69;14;234;19;274;2;82;17;0;1;371;2;11;1;1;0;10;33;0;1;1;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.845145,52.3786399)";"POINT(52.3786399,4.845145)";4.845145;52.3786399;
99;"De Wending";1442;4;13;979;69.1;"D66";231;0;"GroenLinks";223;0;121;68;45;52;19;231;8;223;1;54;11;1;2;104;0;10;1;0;0;11;17;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8583782,52.368714)";"POINT(52.368714,4.8583782)";4.8583782;52.368714;
100;"de Wiltzangh";1490;2;11;1014;68.9;"GroenLinks";228;0;"DENK";199;0;98;51;39;54;25;188;5;228;4;52;21;2;2;199;0;12;0;1;1;2;27;1;0;2;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8505552,52.3818099)";"POINT(52.3818099,4.8505552)";4.8505552;52.3818099;
101;"De Witte Boei";2088;0;4;1312;63.0;"GroenLinks";310;0;"D66";177;0;111;141;111;138;27;177;17;310;1;107;40;0;1;34;2;18;0;0;1;10;62;4;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9218242,52.3714072)";"POINT(52.3714072,4.9218242)";4.9218242;52.3714072;
102;"De Zeeheld";2748;4;13;1632;60.0;"GroenLinks";445;0;"D66";302;0;152;173;86;117;34;302;17;445;1;125;18;0;2;63;1;24;1;1;1;19;47;1;0;2;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8868301,52.3898665)";"POINT(52.3898665,4.8868301)";4.8868301;52.3898665;
103;"Dependance De Mijlpaal";2898;4;11;2614;90.7;"VVD";481;0;"D66";451;0;481;217;301;188;143;451;28;382;2;106;96;8;9;106;3;38;0;0;0;10;43;2;0;0;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.812114,52.3447157)";"POINT(52.3447157,4.812114)";4.812114;52.3447157;
104;"Dependance Westerparkschool";2514;5;9;2100;84.1;"GroenLinks";566;0;"D66";453;0;257;179;93;143;40;453;16;566;1;188;18;0;3;77;1;29;0;0;0;13;21;1;0;1;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.872936,52.3794829)";"POINT(52.3794829,4.872936)";4.872936;52.3794829;
105;"Dienstencentrum Osdorperhof";1173;1;10;902;77.8;"PVV";149;0;"VVD";134;0;134;65;149;90;67;106;16;88;3;52;45;0;6;45;0;12;0;0;1;5;16;0;0;2;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8126161,52.3547408)";"POINT(52.3547408,4.8126161)";4.8126161;52.3547408;
106;"Dierendok";3510;9;5;1683;48.3;"GroenLinks";291;0;"PVV";260;0;184;130;260;190;49;193;17;291;0;83;75;6;11;111;5;27;1;0;1;12;36;0;1;0;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.896682,52.4062506)";"POINT(52.4062506,4.896682)";4.896682;52.4062506;
107;"Doopsgezinde Singelkerk";1082;0;5;994;92.3;"VVD";289;0;"D66";254;0;289;62;22;19;40;254;13;197;1;58;9;0;3;0;0;16;0;0;0;6;5;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8886359,52.3676955)";"POINT(52.3676955,4.8886359)";4.8886359;52.3676955;
108;"Dorpshuis de Beke";824;0;0;740;89.8;"VVD";184;0;"GroenLinks";146;0;184;74;55;28;65;105;13;146;1;41;19;0;2;1;0;5;0;0;0;1;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9943082,52.3923651)";"POINT(52.3923651,4.9943082)";4.9943082;52.3923651;
109;"Doven Ontmoetings Centrum";2074;2;3;1277;61.8;"GroenLinks";291;0;"D66";288;0;254;83;50;82;27;288;5;291;1;118;12;1;3;29;0;15;0;0;0;6;8;2;0;2;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8953259,52.3576132)";"POINT(52.3576132,4.8953259)";4.8953259;52.3576132;
110;"Dr. J. Th. de Visserschool";1177;2;12;803;69.4;"GroenLinks";166;0;"D66";155;0;102;57;44;48;12;155;15;166;2;48;16;1;2;86;0;11;0;0;0;6;32;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.855273,52.3667952)";"POINT(52.3667952,4.855273)";4.855273;52.3667952;
111;"Dr. Sarphatihuis";1856;3;5;2354;127.3;"GroenLinks";663;0;"D66";540;0;321;239;87;136;33;540;14;663;4;193;19;0;4;18;2;23;1;1;4;15;32;4;0;1;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9105599,52.3646819)";"POINT(52.3646819,4.9105599)";4.9105599;52.3646819;
112;"Eduard Douwes Dekkerhuis";1709;0;13;899;53.4;"PVV";124;0;"D66";112;0;107;75;124;77;40;112;28;102;1;44;39;0;4;85;1;9;0;0;0;2;47;2;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.907706,52.4046294)";"POINT(52.4046294,4.907706)";4.907706;52.4046294;
113;"Eetcafe Oerknal";1571;0;3;1822;116.2;"GroenLinks";770;0;"D66";501;0;142;102;15;31;35;501;15;770;2;120;2;0;6;1;2;32;0;1;1;24;18;2;0;0;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9563072,52.3556372)";"POINT(52.3556372,4.9563072)";4.9563072;52.3556372;
114;"Evean Henriette Roland Holst";2598;9;16;1282;50.3;"Artikel 1";243;0;"PvdA";207;0;70;207;142;126;32;80;89;141;1;58;60;0;0;21;0;6;1;1;2;1;243;1;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9697888,52.3142706)";"POINT(52.3142706,4.9697888)";4.9697888;52.3142706;
115;"Evean Korthagenhuis";1200;1;4;878;73.6;"VVD";141;0;"PVV";140;0;141;82;140;85;75;68;19;69;2;47;49;3;2;53;0;13;0;1;0;1;28;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9398858,52.4048277)";"POINT(52.4048277,4.9398858)";4.9398858;52.4048277;
116;"Flatgebouw Baarsstraat";1250;1;1;951;76.2;"D66";228;0;"GroenLinks";182;0;170;58;49;63;28;228;15;182;1;68;22;0;3;22;1;17;2;0;3;2;15;0;2;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8547132,52.3498503)";"POINT(52.3498503,4.8547132)";4.8547132;52.3498503;
117;"Flesseman Centrum van Ouderen";1071;2;2;1364;127.7;"GroenLinks";394;0;"D66";305;0;183;115;72;67;29;305;10;394;0;118;15;0;1;5;1;16;1;6;3;9;10;4;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.900687,52.3719946)";"POINT(52.3719946,4.900687)";4.900687;52.3719946;
118;"Flexbieb";1443;0;3;1094;76.0;"D66";234;0;"GroenLinks";215;0;184;95;47;45;52;234;20;215;1;62;13;4;2;54;3;14;0;0;0;6;38;5;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9946291,52.3577468)";"POINT(52.3577468,4.9946291)";4.9946291;52.3577468;
119;"Frankendael, locatie Von Liebigweg";1346;2;3;791;59.1;"GroenLinks";134;0;"PVV";115;0;76;97;115;78;27;96;11;134;1;56;27;2;5;35;1;11;0;0;0;5;13;0;1;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9271171,52.3424079)";"POINT(52.3424079,4.9271171)";4.9271171;52.3424079;
120;"Frascati";813;1;1;764;94.2;"GroenLinks";234;0;"D66";185;0;121;46;32;25;22;185;2;234;1;60;6;0;1;5;0;13;0;0;1;3;5;1;1;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.893584,52.3703238)";"POINT(52.3703238,4.893584)";4.893584;52.3703238;
121;"Gebouw";1136;0;8;719;64.0;"PVV";233;0;"SP";95;0;46;53;233;95;24;46;7;91;0;45;39;0;3;21;2;9;0;0;0;0;4;1;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8906891,52.409928)";"POINT(52.409928,4.8906891)";4.8906891;52.409928;
122;"Goeman Borgesiusschool";4303;5;16;2223;52.1;"DENK";559;0;"PVV";334;0;214;170;334;198;80;190;29;219;2;53;98;2;5;559;1;22;0;0;2;11;30;2;0;2;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.7972748,52.3769652)";"POINT(52.3769652,4.7972748)";4.7972748;52.3769652;
123;"Grand Cafe Frankendael";1358;1;3;1405;103.8;"D66";333;0;"GroenLinks";321;0;236;152;63;68;51;333;22;321;2;61;26;1;2;11;1;32;0;0;3;7;13;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9376299,52.3490531)";"POINT(52.3490531,4.9376299)";4.9376299;52.3490531;
124;"Gymlokaal";1049;3;8;1082;104.2;"GroenLinks";290;0;"D66";226;0;122;133;49;71;16;226;12;290;2;116;10;1;1;1;0;8;0;1;0;10;11;1;0;1;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9022171,52.3731085)";"POINT(52.3731085,4.9022171)";4.9022171;52.3731085;
125;"Gymzaal bij school De Ark";2252;1;13;1652;74.0;"VVD";386;0;"D66";264;0;386;147;147;81;117;264;56;201;14;85;40;2;5;20;2;55;0;1;1;14;11;2;1;0;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8747499,52.326615)";"POINT(52.326615,4.8747499)";4.8747499;52.326615;
126;"Gymzaal De Kleine Nicolaas";2094;1;3;1649;78.9;"VVD";529;0;"D66";411;0;529;149;41;48;57;411;16;232;2;98;12;0;4;15;0;19;0;0;2;3;10;1;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8633082,52.3515326)";"POINT(52.3515326,4.8633082)";4.8633082;52.3515326;
127;"Gymzaal Nicolaas Maesschool";1003;0;3;1050;105.0;"VVD";306;0;"D66";243;0;306;127;18;40;36;243;8;172;1;61;9;0;4;5;1;10;0;0;0;6;3;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8768728,52.3525702)";"POINT(52.3525702,4.8768728)";4.8768728;52.3525702;
128;"Hervormd Lyceum Zuid";1129;0;3;1138;101.1;"VVD";452;0;"D66";291;0;452;81;35;19;63;291;11;114;2;31;7;0;2;9;0;17;0;1;0;0;3;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8790662,52.3481871)";"POINT(52.3481871,4.8790662)";4.8790662;52.3481871;
129;"Het Anker";1423;2;14;1046;74.6;"PVV";360;0;"GroenLinks";150;0;69;55;360;99;21;81;12;150;0;46;59;1;3;53;6;6;1;0;0;4;17;0;2;1;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.911701,52.399327)";"POINT(52.399327,4.911701)";4.911701;52.399327;
130;"Het Claverhuis";1004;1;5;1660;165.9;"GroenLinks";378;0;"VVD";364;0;364;138;69;77;28;362;7;378;0;136;29;2;5;8;4;22;0;1;1;11;17;1;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8809178,52.369847)";"POINT(52.369847,4.8809178)";4.8809178;52.369847;
131;"Het Groeipaleis";1465;3;6;1035;71.3;"PVV";171;0;"VVD";142;0;142;67;171;107;39;113;10;119;0;48;53;1;8;98;2;22;0;0;0;7;26;2;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.7830598,52.3521124)";"POINT(52.3521124,4.7830598)";4.7830598;52.3521124;
132;"Het JAV`ART Huis";1453;5;18;1292;90.5;"GroenLinks";342;0;"DENK";199;0;93;103;58;78;21;198;15;342;0;72;25;0;2;199;0;10;1;1;1;6;60;2;3;2;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9449198,52.3626677)";"POINT(52.3626677,4.9449198)";4.9449198;52.3626677;
133;"Het Marnix";1354;0;7;1343;99.7;"D66";304;0;"GroenLinks";294;0;196;101;88;103;26;304;5;294;2;119;20;2;2;17;1;30;0;0;2;16;13;1;1;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8784902,52.3779761)";"POINT(52.3779761,4.8784902)";4.8784902;52.3779761;
134;"Het Open Huis";1187;0;11;960;81.8;"D66";212;0;"GroenLinks";190;0;164;73;52;78;22;212;9;190;0;68;15;0;0;45;0;10;0;0;0;8;13;1;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8691699,52.3712584)";"POINT(52.3712584,4.8691699)";4.8691699;52.3712584;
135;"Het Parkhuis";1209;2;4;1092;90.8;"GroenLinks";234;0;"D66";229;0;153;144;56;62;49;229;10;234;0;53;25;0;2;38;0;11;1;1;0;2;21;0;0;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9479291,52.3435027)";"POINT(52.3435027,4.9479291)";4.9479291;52.3435027;
