OBJECTNUMMER;Stemlocatie;Opgeroepenen;Blanco;Ongeldig;Geldig;Opkomstpercentage;Grootste_partij;Grootste_aantal;Grootste_percentage;Tweede_partij;Tweede_aantal;Tweede_percentage;_1__VVD;_2__PvdA;_3__PVV;_4__SP;_5__CDA;_6__D66;_7__ChristenUnie;_8__GroenLinks;_9__SGP;_10__Partij_voor_de_Dieren;_11__50PLUS;_12__OndernemersPartij;_13__VoorNederland;_14__DENK;_15__NIEUWE_WEGEN;_16__Forum_voor_Democratie;_17__De_Burger_Beweging;_18__Vrijzinnige_Partij;_19__GeenPeil;_20__Piratenpartij;_21__Artikel_1;_22__Niet_Stemmers;_23__Libertarische_Partij;_24__Lokaal_in_de_Kamer;_Overig_totaal;__1__VVD;__2__PvdA;__3__PVV;__4__SP;__5__CDA;__6__D66;__7__ChristenUnie;__8__GroenLinks;__9__SGP;__10__Partij_voor_de_Dieren;__11__50PLUS;__12__OndernemersPartij;__13__VoorNederland;__14__DENK;__15__NIEUWE_WEGEN;__16__Forum_voor_Democratie;__17__De_Burger_Beweging;__18__Vrijzinnige_Partij;__19__GeenPeil;__20__Piratenpartij;__21__Artikel_1;__22__Niet_Stemmers;__23__Libertarische_Partij;__24__Lokaal_in_de_Kamer;__Overig_totaal;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
353;"Andrieskerk";1218;2;4;1065;87.9;"VVD";0;27.1;"D66";0;16.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27.1;9.4;8;5.4;6.2;16.9;3.5;12.4;0.3;4.2;2.4;0.2;0.6;0.7;0.1;1.5;0;0;0;0.4;0.6;0.1;0;0.2;1.8;"POINT(4.8681028,52.3318373)";"POINT(52.3318373,4.8681028)";4.8681028;52.3318373;
354;"Anne Frankschool";1693;2;3;1743;103.2;"D66";0;25.2;"VVD";0;23.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23.7;9.7;3.5;3.3;4.2;25.2;1.1;17.7;0.2;6.5;1.4;0.1;0.2;0.7;0;1.5;0;0;0;0.3;0.5;0;0.1;0.1;1.0;"POINT(4.894007,52.3427931)";"POINT(52.3427931,4.894007)";4.894007;52.3427931;
355;"Annie M.G. Schmidt";3480;0;17;2800;80.9;"D66";0;26.2;"GroenLinks";0;23.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18.6;7.8;3.1;5;2.5;26.2;0.7;23.9;0.1;7.9;0.7;0.2;0;0.7;0;1.1;0.1;0;0;0.6;0.6;0;0;0;1.2;"POINT(4.8606059,52.3603484)";"POINT(52.3603484,4.8606059)";4.8606059;52.3603484;
356;"APG Pensioenbeheer";179;0;0;180;100.6;"D66";0;17.8;"VVD";0;17.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17.2;10.6;6.7;8.3;2.8;17.8;1.1;11.7;0;9.4;3.3;0;0.6;3.9;0.6;2.8;0;0;0;2.2;1.1;0;0;0;3.3;"POINT(4.8414528,52.3922392)";"POINT(52.3922392,4.8414528)";4.8414528;52.3922392;
357;"Apollohal";778;1;0;948;122.0;"VVD";0;36.4;"D66";0;22.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36.4;9.9;3.4;1.8;4.4;22.7;1.2;12.8;0.2;3;0.5;0.1;0.3;0.8;0;1.9;0;0;0.1;0.2;0.1;0.2;0;0;1.2;"POINT(4.884454,52.3480574)";"POINT(52.3480574,4.884454)";4.884454;52.3480574;
358;"Aslan Muziekcentrum";2997;5;6;2127;71.3;"D66";0;23.9;"GroenLinks";0;23.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;7.4;5.5;4.5;2.9;23.9;1.2;23.2;0;7.3;1.2;0;0.1;2.1;0;0.9;0;0;0.1;0.7;0.8;0;0;0;1.1;"POINT(4.8524129,52.3616683)";"POINT(52.3616683,4.8524129)";4.8524129;52.3616683;
359;"ASV De Dijk";523;1;0;308;59.1;"VVD";0;19.2;"D66";0;18.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19.2;11;5.5;5.8;3.2;18.8;2.3;18.2;0;9.1;3.6;0.3;0.3;1.3;0;0.3;0;0;0.3;0;0.3;0.3;0;0;1.3;"POINT(4.9598591,52.3847357)";"POINT(52.3847357,4.9598591)";4.9598591;52.3847357;
360;"ASVO school";1067;1;8;1223;115.5;"VVD";0;29.5;"D66";0;26.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29.5;7.1;1.6;3.6;2.1;26.2;0.5;21.3;0.2;4.8;0.5;0;0.1;0.2;0;1;0;0;0.2;0.4;0.7;0.1;0;0;0.9;"POINT(4.9009421,52.3608252)";"POINT(52.3608252,4.9009421)";4.9009421;52.3608252;
361;"Ateliers Westerdok";1333;0;7;1225;92.4;"D66";0;24.5;"VVD";0;21.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21.5;9.6;4.3;4.5;3.2;24.5;0.8;19.9;0;5.1;0.8;0.1;0.5;0.7;0.1;1.6;0.1;0;0;0.3;2.3;0.1;0;0.1;1.2;"POINT(4.8916228,52.3842169)";"POINT(52.3842169,4.8916228)";4.8916228;52.3842169;
362;"Atria Kennisinstituut";888;2;0;893;100.8;"D66";0;29.2;"VVD";0;28.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28.6;9.1;1.9;1.7;2.5;29.2;1;17.2;0;5.7;0;0.2;0;0.3;0;0.8;0.1;0;0;0.6;1;0;0.1;0;1.0;"POINT(4.892843,52.3656966)";"POINT(52.3656966,4.892843)";4.892843;52.3656966;
363;"Basisschool `t Gouden Ei";2880;3;9;2131;74.4;"GroenLinks";0;25.3;"D66";0;19.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.8;10.6;3.1;6;1.8;19.8;1;25.3;0.2;5.2;1.3;0.1;0.1;6.8;0.2;1.1;0.1;0.1;0.1;0.8;4.5;0;0;0;1.8;"POINT(4.9381549,52.3725669)";"POINT(52.3725669,4.9381549)";4.9381549;52.3725669;
364;"Basisschool Corantijn";1589;3;5;1088;69.0;"D66";0;30.2;"GroenLinks";0;18.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16.5;6.9;3.6;5.6;1.5;30.2;0.9;18.3;0.1;7.4;0.6;0.1;0.3;4.4;0;1.1;0.1;0.1;0;0.5;1.7;0.2;0;0;1.3;"POINT(4.8525722,52.3619467)";"POINT(52.3619467,4.8525722)";4.8525722;52.3619467;
365;"Basisschool De Achtsprong";2129;3;17;901;43.3;"PvdA";0;18.4;"GroenLinks";0;13.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;18.4;6.8;6.5;2;10.8;7.8;13.4;0.3;4.2;3.1;0;0.1;4.7;0;2.2;0;0;0;0.9;10.7;0.1;0;0;1.4;"POINT(4.9602082,52.3086478)";"POINT(52.3086478,4.9602082)";4.9602082;52.3086478;
366;"Basisschool De Archipel";1376;0;5;800;58.5;"D66";0;22.4;"GroenLinks";0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;7.4;6;5;2.9;22.4;2.5;18;0.3;3.9;0.4;0;0.3;10.4;0.1;0.9;0;0;0;0.3;5.5;0;0;0;0.9;"POINT(5.0072629,52.35315)";"POINT(52.35315,5.0072629)";5.0072629;52.35315;
367;"Basisschool De Brink";1521;2;7;1307;86.5;"PvdA";0;14.1;"GroenLinks";0;13.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.5;14.1;8.6;12.6;5.4;10.7;3;13.9;0.3;4.5;3.9;0.1;0.4;1.6;0;1.8;0;0.2;0;1.1;6.2;0;0;0.1;2.1;"POINT(4.9687889,52.3006064)";"POINT(52.3006064,4.9687889)";4.9687889;52.3006064;
368;"Basisschool De Dapper";1297;3;6;1117;86.8;"DENK";0;20.4;"GroenLinks";0;18.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.2;9.5;5.9;8.2;1.3;14.3;0.7;18.9;0.1;6;2.2;0;0;20.4;0.2;0.6;0.2;0;0.1;0.4;4.7;0;0;0;1.0;"POINT(4.9261701,52.3614813)";"POINT(52.3614813,4.9261701)";4.9261701;52.3614813;
369;"Basisschool De Kleine Reus";2199;3;5;1556;71.1;"D66 - VVD";0;25.3;"GROENLINKS";0;21.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25.3;8.9;3.1;3.1;3.2;25.3;0.4;21.9;0;6.1;0.6;0;0.1;0.3;0.1;1;0.1;0;0;0.3;0.3;0.1;0;0;0.6;"POINT(4.8922651,52.3608595)";"POINT(52.3608595,4.8922651)";4.8922651;52.3608595;
370;"Basisschool de Odyssee";1549;0;8;1313;85.3;"DENK";0;18.9;"VVD";0;18.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18.5;6.3;8.8;4.6;5;16.7;1.5;12;0.1;2.7;1.4;0.2;0.3;18.9;0;1;0;0;0;0.1;1.4;0.4;0;0.1;1.1;"POINT(4.7930548,52.3488318)";"POINT(52.3488318,4.7930548)";4.7930548;52.3488318;
371;"Basisschool de Satelliet";973;1;3;713;73.7;"PVV";0;27.8;"VVD";0;12.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.6;5.2;27.8;10.1;2.9;11.9;0.7;12.1;0.1;4.5;4.2;0.1;1.5;1.5;0;2.9;0.3;0.1;0;0.1;0.7;0;0.1;0.3;2.8;"POINT(4.893645,52.4150817)";"POINT(52.4150817,4.893645)";4.893645;52.4150817;
372;"Basisschool De Schakel";2697;2;22;1497;56.4;"Artikel 1";0;19.6;"PvdA";0;13.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.4;13.3;8.1;8.6;2.7;10.9;6.3;12.4;0.1;2.4;2.5;0.1;0;5.6;0.1;0.4;0.1;0;0.1;0.1;19.6;0.1;0.1;0.1;0.9;"POINT(4.942096,52.3236624)";"POINT(52.3236624,4.942096)";4.942096;52.3236624;
373;"Basisschool Elout";1520;1;8;1324;87.7;"VVD";0;22.9;"D66";0;19.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22.9;8.2;4.5;5.9;3.1;19.6;1.4;18.4;0.2;5.7;1.9;0.1;0.2;4.2;0.2;1.5;0;0;0;0.4;1.3;0.2;0;0.2;1.4;"POINT(4.858875,52.3503729)";"POINT(52.3503729,4.858875)";4.858875;52.3503729;
374;"Basisschool Klaverblad";1897;5;7;817;43.7;"GroenLinks";0;20.3;"D66";0;17.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;8.3;4.4;6.5;2.4;17.9;4.7;20.3;0;6.2;0.9;0.2;0.1;2.4;0;1.7;0;0;0;1.2;12.4;0.1;0;0.1;1.8;"POINT(4.949806,52.3197524)";"POINT(52.3197524,4.949806)";4.949806;52.3197524;
375;"Basisschool Polsstok";1698;2;9;1041;62.0;"GroenLinks";0;15;"Artikel 1";0;13.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.8;9.9;5.8;8;2.7;12.6;5;15;0.3;4.9;2.3;0.1;0.1;7.4;0.1;0.4;0;0;0;0.6;13.8;0.1;0;0.3;1.5;"POINT(4.960355,52.3223807)";"POINT(52.3223807,4.960355)";4.960355;52.3223807;
376;"Basisschool Shri Laksmi";1621;0;8;879;54.7;"Artikel 1";0;15.7;"GroenLinks";0;12.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.8;11.1;5.7;10.1;2;11.8;4.3;12.3;0.2;3;2;0;0;10;0;0.3;0.1;0;0;0.9;15.7;0.3;0;0.1;1.7;"POINT(4.9566481,52.3189894)";"POINT(52.3189894,4.9566481)";4.9566481;52.3189894;
377;"Basisschool Veerkracht";1445;0;9;556;39.1;"DENK";0;33.1;"GroenLinks";0;11.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.1;5.8;7.2;8.3;2.2;8.3;4.9;11.5;0.2;3.8;1.4;0;0.5;33.1;0.5;1.4;0;0;0.5;0.4;4;0;0;0;2.2;"POINT(4.8103239,52.3786093)";"POINT(52.3786093,4.8103239)";4.8103239;52.3786093;
378;"Basisschool Witte Tulp - gymgebouw";3516;3;19;2041;58.7;"DENK";0;24.2;"D66";0;15.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.5;6.8;8.6;6;3.3;15.6;1.9;12.3;0.1;1.9;1.6;0;0.7;24.2;0;0.8;0;0;0;0.5;2.7;0.2;0;0;1.7;"POINT(4.8000572,52.3531424)";"POINT(52.3531424,4.8000572)";4.8000572;52.3531424;
379;"Batjanburen";1509;2;19;1138;76.8;"DENK";0;23.6;"GroenLinks";0;22.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.9;7.7;4.6;6.6;1.4;13.6;0.7;22.1;0.2;4.5;1.1;0.2;0.1;23.6;0.2;0.8;0.2;0;0;0.6;5.9;0;0;0.1;1.5;"POINT(4.9388759,52.3593451)";"POINT(52.3593451,4.9388759)";4.9388759;52.3593451;
380;"Berlage Lyceum";1393;3;4;945;68.3;"GroenLinks";0;21.2;"D66";0;18.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;8.4;4.1;9.8;1.9;18.4;0.7;21.2;0;11.2;1.8;0.2;0.1;6;0.1;0.7;0;0;0;0.4;3.5;0.2;0.1;0;1.2;"POINT(4.8998239,52.3490111)";"POINT(52.3490111,4.8998239)";4.8998239;52.3490111;
381;"Bibliotheek Olympisch Kwartier";1427;1;16;1494;105.9;"VVD";0;32.1;"D66";0;20.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32.1;6.6;3.4;4.8;4.7;20.5;0.9;14.3;0.1;4;1.8;0;0.1;2.7;0.1;1.9;0;0.1;0.1;0.2;1.3;0.3;0.1;0;0.9;"POINT(4.8555901,52.3452345)";"POINT(52.3452345,4.8555901)";4.8555901;52.3452345;
382;"Bijlmerdrieschool";1157;1;6;653;57.0;"GroenLinks";0;15.8;"Artikel 1";0;11.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.7;10.1;8.9;9.6;2.5;9;4.3;15.8;0.3;5.4;4.1;0.2;0.2;7;0.2;1.5;0.3;0.2;0;0.3;11.5;0;0;0;1.5;"POINT(4.987519,52.3192298)";"POINT(52.3192298,4.987519)";4.987519;52.3192298;
383;"Bijlmersportcentrum";2958;13;36;2096;72.5;"Artikel 1";0;18.6;"PvdA";0;15.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;15.1;6.7;8.5;2.2;10.2;5.6;12.8;0.8;3;2.6;0;0.3;4.8;0.1;0.7;0.1;0;0.1;0.2;18.6;0.1;0.1;0.1;2.1;"POINT(4.9574158,52.3154036)";"POINT(52.3154036,4.9574158)";4.9574158;52.3154036;
384;"BIKO";1593;2;17;1286;81.9;"GroenLinks";0;25.7;"D66";0;17.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.2;6.5;4.7;4.6;1.6;17.3;1;25.7;0;7.1;1.5;0;0.6;15.4;0.1;0.5;0;0;0;0.5;2.8;0.1;0;0;1.2;"POINT(4.9231641,52.3555571)";"POINT(52.3555571,4.9231641)";4.9231641;52.3555571;
385;"Bos en Lommerschool";3123;13;41;1817;59.9;"DENK";0;42.5;"GroenLinks";0;16.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.5;5.2;2.5;5.4;1.4;10.7;1.3;16.2;0.1;2.8;0.9;0.1;0.1;42.5;0;0.6;0.1;0;0.2;0.6;2.7;0.2;0.1;0.1;1.4;"POINT(4.8403509,52.3803145)";"POINT(52.3803145,4.8403509)";4.8403509;52.3803145;
386;"Boven IJ Ziekenhuis";1130;11;0;1057;94.5;"PVV";0;13.8;"D66";0;11.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.6;10.4;13.8;11.6;6.1;11.8;2.2;10.8;0.3;4.1;4.7;0.2;0.4;9.5;0;0;0;0;0;0.2;2.1;0;0;0.3;1.3;"POINT(4.9222271,52.4044463)";"POINT(52.4044463,4.9222271)";4.9222271;52.4044463;
387;"Brede Mgr. Bekkersschool";2570;3;24;1315;52.2;"DENK";0;24.6;"GroenLinks";0;12.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;7.1;8.1;8.1;4.6;10.8;1.9;12.3;0.1;3.5;3;0.2;0.3;24.6;0.2;0.7;0.2;0.1;0.1;0.2;3.7;0.3;0;0.2;1.7;"POINT(4.959099,52.3918769)";"POINT(52.3918769,4.959099)";4.959099;52.3918769;
388;"Brede School De Kinkerbuurt";4756;4;22;3028;64.2;"GroenLinks";0;22.6;"D66";0;17.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.9;8.1;6.3;8.5;2;17.5;1;22.6;0.1;7.2;1.9;0;0.4;7.3;0;1.1;0;0.1;0.1;0.8;3;0.1;0;0;1.7;"POINT(4.8657672,52.3646475)";"POINT(52.3646475,4.8657672)";4.8657672;52.3646475;
389;"Brede School de Springplank";3077;4;18;1454;48.0;"DENK";0;24.1;"GroenLinks";0;20.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.1;5.9;4.2;5.6;2.2;18.4;0.8;20.2;0.2;4.2;0.9;0.1;0;24.1;0.1;0.7;0;0;0;0.6;1.4;0.1;0.1;0.1;1.2;"POINT(4.846411,52.3735472)";"POINT(52.3735472,4.846411)";4.846411;52.3735472;
390;"Brede school Fiep Westendorp";3217;4;20;2057;64.7;"GroenLinks";0;20.7;"D66";0;17.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13.5;6.9;6.1;7.2;2.9;17.9;1;20.7;0.2;5.2;1.8;0.1;0.1;12.5;0;1.1;0;0;0;0.4;1.8;0.2;0;0;1.5;"POINT(4.839256,52.34887)";"POINT(52.34887,4.839256)";4.839256;52.34887;
391;"Brood en Spelen";1322;1;5;895;68.2;"GroenLinks";0;21.9;"D66";0;21.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13.3;10.4;9.4;5.6;1.6;21.3;0.9;21.9;0.3;8.5;1.7;0;0.7;0.7;0.1;2;0;0;0;0.7;1;0;0;0;1.8;"POINT(4.8846309,52.3817069)";"POINT(52.3817069,4.8846309)";4.8846309;52.3817069;
392;"BSO de Groeiwereld";1284;3;6;1015;79.8;"DENK";0;19.5;"GroenLinks";0;18.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.9;7.7;6.2;4.8;3.5;17;1;18.5;0;3.5;2.1;0;0.2;19.5;0;0.6;0;0;0;0.4;1.8;0.1;0;0.1;0.8;"POINT(4.8328102,52.3643653)";"POINT(52.3643653,4.8328102)";4.8328102;52.3643653;
393;"Buiksloterkerk";1046;14;2;662;64.8;"GroenLinks";0;20.2;"D66";0;14.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.4;11.3;7.9;6.2;5.1;14.5;2.7;20.2;0.2;7.1;2.6;0;0.5;0;5.6;1.8;0;0;0;0.3;1.7;0;0;0;6.5;"POINT(4.9160979,52.4017874)";"POINT(52.4017874,4.9160979)";4.9160979;52.4017874;
394;"Burghtschool";910;3;1;963;106.3;"D66";0;26.6;"VVD";0;26.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26.1;8;2.8;2.8;2.9;26.6;0.4;19;0;7.7;0.2;0;0.3;0;0.2;1.9;0;0;0;0.5;0.5;0.1;0;0;1.1;"POINT(4.8907502,52.3782736)";"POINT(52.3782736,4.8907502)";4.8907502;52.3782736;
395;"Buurtcentrum De Bonte Kraai";1801;2;20;1440;81.2;"GroenLinks";0;18.1;"Artikel 1";0;14.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.2;13.2;6;7.4;2.4;11;7.4;18.1;0.5;4;1.5;0.1;0.1;4.4;0;0.9;0.2;0.1;0;0.8;14.6;0;0;0.1;1.9;"POINT(4.9800718,52.317227)";"POINT(52.317227,4.9800718)";4.9800718;52.317227;
396;"Buurtcentrum de Driehoek";1097;0;7;1031;94.6;"PVV";0;22.5;"GroenLinks";0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;9.4;22.5;9.4;4.5;11.1;1.7;15;0.2;4.6;4.1;0.4;0.9;2.2;0.3;1.6;0.1;0;0.1;0.4;1.3;0.2;0.1;0;2.6;"POINT(4.9285958,52.3938758)";"POINT(52.3938758,4.9285958)";4.9285958;52.3938758;
397;"Buurtcentrum De Evenaar";1078;3;5;1043;97.5;"PVV";0;28.9;"SP";0;13.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.1;6.5;28.9;13.2;3.8;6.6;1.9;12.3;0.2;4.3;5.6;0.4;0.3;3.7;0.1;1.4;0.1;0;0.2;0.7;0.8;0.7;0.2;0;2.8;"POINT(4.8864658,52.4143683)";"POINT(52.4143683,4.8864658)";4.8864658;52.4143683;
398;"Buurtcentrum De Meeuw";1686;3;17;1440;86.6;"GroenLinks";0;19.9;"DENK";0;11.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.6;6.9;10.8;10.9;1.6;11;1;19.9;0.3;6.9;3.8;0;0.5;11.5;0;1.7;0;0.3;0;0.8;4.4;0.1;0;0;2.0;"POINT(4.9177802,52.3844229)";"POINT(52.3844229,4.9177802)";4.9177802;52.3844229;
399;"Buurtcentrum De Valk";1557;1;10;909;59.1;"GroenLinks";0;23.9;"PVV";0;11.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.8;7.6;11.2;9.5;2.2;10.5;1.8;23.9;0;7.2;3.4;0;0.4;10.1;0.2;1.1;0;0;0.2;0.8;2.1;0.1;0;0;1.8;"POINT(4.9110982,52.3829848)";"POINT(52.3829848,4.9110982)";4.9110982;52.3829848;
400;"Buurtcentrum Kraaipan";1305;1;4;710;54.8;"GroenLinks";0;23.9;"D66";0;18.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;7;5.5;6.3;1.3;18.2;1.1;23.9;0;7.3;1.7;0;0.1;11.4;0.4;0.7;0.1;0;0;0.8;3.7;0;0.3;0;1.8;"POINT(4.9173672,52.351319)";"POINT(52.351319,4.9173672)";4.9173672;52.351319;
401;"Buurtcentrum Oosterpark";1527;2;5;900;59.4;"GroenLinks";0;25.3;"D66";0;19.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.8;7.7;2.2;4.9;1.1;19.7;1.6;25.3;0.1;8.9;1.1;0;0;9.7;0.3;1;0;0.1;0.1;0.8;3.6;0.1;0;0;1.6;"POINT(4.9202368,52.3575141)";"POINT(52.3575141,4.9202368)";4.9202368;52.3575141;
402;"Buurthuis De Havelaar";1395;0;6;995;71.8;"GroenLinks";0;25.6;"D66";0;22.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;6.9;2.9;7.4;2.2;22.1;0.4;25.6;0;8.8;2.1;0;0;3.1;0;1.4;0.3;0;0.1;1;1.3;0;0.2;0;1.6;"POINT(4.865421,52.3691603)";"POINT(52.3691603,4.865421)";4.865421;52.3691603;
403;"Buurthuis Gein";2895;4;16;1613;56.4;"Artikel 1";0;14.4;"GroenLinks";0;13.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.1;11.7;9.7;12.2;3.2;9.2;4.8;13.1;0.7;5.4;3.9;0.2;0.2;2.2;0.2;0.9;0;0;0;0.7;14.4;0.2;0;0.1;2.2;"POINT(4.9870531,52.2959334)";"POINT(52.2959334,4.9870531)";4.9870531;52.2959334;
404;"Buurthuis Jacob Maris";1177;3;11;640;55.6;"GroenLinks";0;19.1;"D66";0;15.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.9;8.4;7.3;7.3;2;15.3;1.1;19.1;0.2;7.7;2;0;0;15;0;1.3;0.2;0.2;0;0.2;3.9;0;0;0;0.6;"POINT(4.8552868,52.3656966)";"POINT(52.3656966,4.8552868)";4.8552868;52.3656966;
405;"Cafe Kanis en Meiland";1440;1;1;1200;83.5;"GroenLinks";0;30.8;"D66";0;18.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.4;12.7;3.9;5.3;1.5;18.2;0.8;30.8;0;9.6;1.6;0.1;0;0.4;0.1;0.5;0;0;0;0.5;1.7;0;0;0.1;0.8;"POINT(4.940511,52.376332)";"POINT(52.376332,4.940511)";4.940511;52.376332;
406;"Calvijn College";2440;5;17;1906;79.0;"D66";0;20.6;"GroenLinks";0;18.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15.1;6.8;5.4;4.8;4.5;20.6;2.4;18.3;0.2;4.9;1.6;0;0.3;12.3;0.2;1.3;0;0;0;0.2;1;0.1;0.1;0;1.1;"POINT(4.8315771,52.3561789)";"POINT(52.3561789,4.8315771)";4.8315771;52.3561789;
407;"Centraal Station - Restaurant 1e klas";0;3;13;2670;0;"GroenLinks";0;29.1;"D66";0;26.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;6.5;2.8;3.5;2;26.8;1;29.1;0.1;7.5;0.7;0;0.3;2.1;0;1.5;0;0.1;0;0.9;2.1;0;0;0;1.5;"POINT(4.9001162,52.3785712)";"POINT(52.3785712,4.9001162)";4.9001162;52.3785712;
408;"Centraal station - Wurst en Schnitzelhaus";0;0;2;1077;0;"D66";0;29.6;"GroenLinks";0;29.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13.6;4.7;2.7;3.9;1.5;29.6;1.3;29.3;0;7.5;0.6;0.1;0.1;1;0;1;0.1;0;0;0.5;2.3;0.1;0;0.1;0.9;"POINT(4.9007919,52.3798606)";"POINT(52.3798606,4.9007919)";4.9007919;52.3798606;
