OBJECTNUMMER;HYDRO_ID;Afbeelding;Toelichting;Link_URL;PDF;PDF2;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
50;62;"";"Oplossingenkaarten:";"";"IB20190061_62b_VanderPekbuurt.pdf";"IB20190062_62c_Bloemenbuurt.pdf";"POLYGON((4.9022540 52.3829630,4.9059030 52.3845440,4.9070060 52.3853840,4.9074730 52.3862860,4.9071760 52.3872970,4.9063040 52.3889000,4.9061220 52.3896960,4.9061790 52.3902540,4.9063380 52.3906410,4.9071410 52.3915970,4.9084010 52.3928350,4.9094100 52.3924450,4.9109760 52.3929450,4.9046230 52.3953740,4.8979580 52.3978600,4.8970830 52.3981670,4.8971440 52.3982970,4.9024420 52.4033720,4.9025540 52.4038010,4.9031220 52.4041110,4.9033600 52.4038550,4.9033680 52.4033990,4.9041640 52.4027120,4.9087260 52.4010230,4.9088950 52.4004830,4.9097610 52.4003790,4.9102220 52.3998010,4.9117110 52.3999730,4.9117720 52.4006270,4.9131510 52.4006860,4.9137120 52.4005840,4.9155660 52.4008970,4.9191050 52.4001130,4.9198330 52.3998570,4.9202880 52.3994710,4.9198910 52.3992410,4.9197390 52.3988980,4.9202140 52.3981210,4.9210950 52.3970770,4.9215340 52.3967560,4.9215380 52.3963750,4.9212310 52.3960890,4.9210150 52.3959350,4.9207350 52.3958010,4.9205800 52.3958010,4.9205510 52.3956490,4.9206770 52.3954780,4.9207720 52.3952690,4.9206190 52.3949640,4.9200120 52.3936490,4.9192230 52.3918390,4.9186390 52.3912270,4.9181470 52.3906170,4.9176250 52.3900250,4.9168540 52.3894520,4.9152790 52.3883230,4.9139210 52.3874040,4.9136750 52.3872510,4.9133730 52.3870250,4.9129730 52.3866430,4.9126010 52.3865660,4.9096910 52.3853550,4.9095060 52.3851840,4.9078920 52.3850250,4.9075500 52.3850240,4.9067460 52.3846780,4.9064370 52.3844490,4.9072190 52.3839570,4.9072510 52.3838430,4.9033230 52.3820390,4.9022540 52.3829630))";"POLYGON((52.3829630 4.9022540,52.3845440 4.9059030,52.3853840 4.9070060,52.3862860 4.9074730,52.3872970 4.9071760,52.3889000 4.9063040,52.3896960 4.9061220,52.3902540 4.9061790,52.3906410 4.9063380,52.3915970 4.9071410,52.3928350 4.9084010,52.3924450 4.9094100,52.3929450 4.9109760,52.3953740 4.9046230,52.3978600 4.8979580,52.3981670 4.8970830,52.3982970 4.8971440,52.4033720 4.9024420,52.4038010 4.9025540,52.4041110 4.9031220,52.4038550 4.9033600,52.4033990 4.9033680,52.4027120 4.9041640,52.4010230 4.9087260,52.4004830 4.9088950,52.4003790 4.9097610,52.3998010 4.9102220,52.3999730 4.9117110,52.4006270 4.9117720,52.4006860 4.9131510,52.4005840 4.9137120,52.4008970 4.9155660,52.4001130 4.9191050,52.3998570 4.9198330,52.3994710 4.9202880,52.3992410 4.9198910,52.3988980 4.9197390,52.3981210 4.9202140,52.3970770 4.9210950,52.3967560 4.9215340,52.3963750 4.9215380,52.3960890 4.9212310,52.3959350 4.9210150,52.3958010 4.9207350,52.3958010 4.9205800,52.3956490 4.9205510,52.3954780 4.9206770,52.3952690 4.9207720,52.3949640 4.9206190,52.3936490 4.9200120,52.3918390 4.9192230,52.3912270 4.9186390,52.3906170 4.9181470,52.3900250 4.9176250,52.3894520 4.9168540,52.3883230 4.9152790,52.3874040 4.9139210,52.3872510 4.9136750,52.3870250 4.9133730,52.3866430 4.9129730,52.3865660 4.9126010,52.3853550 4.9096910,52.3851840 4.9095060,52.3850250 4.9078920,52.3850240 4.9075500,52.3846780 4.9067460,52.3844490 4.9064370,52.3839570 4.9072190,52.3838430 4.9072510,52.3820390 4.9033230,52.3829630 4.9022540))";4.9093155;52.393068;
51;6;"";"Oplossingenkaart nog niet beschikbaar.";"";"";"";"POLYGON((4.871491 52.400225,4.873135 52.397643,4.875875 52.398098,4.874252 52.401877,4.875411 52.402581,4.879225 52.395392,4.88487 52.391278,4.885897 52.393137,4.886058 52.392725,4.885213 52.390926,4.878803 52.391783,4.87833 52.392037,4.877209 52.392767,4.876826 52.392957,4.873686 52.39304,4.872721 52.393143,4.869452 52.393391,4.867471 52.393335,4.866615 52.393473,4.86138 52.395566,4.869108 52.399643,4.869687 52.399978,4.871491 52.400225))";"POLYGON((52.400225 4.871491,52.397643 4.873135,52.398098 4.875875,52.401877 4.874252,52.402581 4.875411,52.395392 4.879225,52.391278 4.88487,52.393137 4.885897,52.392725 4.886058,52.390926 4.885213,52.391783 4.878803,52.392037 4.87833,52.392767 4.877209,52.392957 4.876826,52.39304 4.873686,52.393143 4.872721,52.393391 4.869452,52.393335 4.867471,52.393473 4.866615,52.395566 4.86138,52.399643 4.869108,52.399978 4.869687,52.400225 4.871491))";4.873724;52.3967465;
52;10;"";"Oplossingenkaart nog niet beschikbaar.";"";"";"";"POLYGON((4.852511 52.398875,4.853011 52.398668,4.853136 52.398706,4.854746 52.397981,4.856309 52.397227,4.858889 52.396021,4.860796 52.395183,4.862173 52.394485,4.862285 52.3942,4.862802 52.39387,4.863178 52.393624,4.863507 52.393387,4.863726 52.393208,4.864024 52.392981,4.864951 52.39231,4.865278 52.392043,4.866666 52.390965,4.867701 52.390227,4.868917 52.389636,4.869647 52.389313,4.849101 52.389157,4.848476 52.389211,4.847247 52.389234,4.846812 52.389261,4.845397 52.389311,4.844992 52.389367,4.844727 52.38947,4.844037 52.38944,4.833635 52.389535,4.833619 52.389636,4.834483 52.38997,4.835677 52.390456,4.836629 52.390983,4.838033 52.392151,4.83934 52.392115,4.839799 52.392716,4.840723 52.393491,4.841834 52.394153,4.842905 52.394675,4.843387 52.394844,4.844549 52.39512,4.844608 52.395367,4.844788 52.395872,4.845029 52.396444,4.845395 52.397025,4.845793 52.397645,4.846253 52.39818,4.846651 52.398629,4.847006 52.398945,4.848192 52.399901,4.848545 52.400169,4.8489 52.400532,4.851524 52.399412,4.852588 52.398951,4.852511 52.398875))";"POLYGON((52.398875 4.852511,52.398668 4.853011,52.398706 4.853136,52.397981 4.854746,52.397227 4.856309,52.396021 4.858889,52.395183 4.860796,52.394485 4.862173,52.3942 4.862285,52.39387 4.862802,52.393624 4.863178,52.393387 4.863507,52.393208 4.863726,52.392981 4.864024,52.39231 4.864951,52.392043 4.865278,52.390965 4.866666,52.390227 4.867701,52.389636 4.868917,52.389313 4.869647,52.389157 4.849101,52.389211 4.848476,52.389234 4.847247,52.389261 4.846812,52.389311 4.845397,52.389367 4.844992,52.38947 4.844727,52.38944 4.844037,52.389535 4.833635,52.389636 4.833619,52.38997 4.834483,52.390456 4.835677,52.390983 4.836629,52.392151 4.838033,52.392115 4.83934,52.392716 4.839799,52.393491 4.840723,52.394153 4.841834,52.394675 4.842905,52.394844 4.843387,52.39512 4.844549,52.395367 4.844608,52.395872 4.844788,52.396444 4.845029,52.397025 4.845395,52.397645 4.845793,52.39818 4.846253,52.398629 4.846651,52.398945 4.847006,52.399901 4.848192,52.400169 4.848545,52.400532 4.8489,52.399412 4.851524,52.398951 4.852588,52.398875 4.852511))";4.851638;52.3948375;
53;11;"";"Oplossingenkaart nog niet beschikbaar.";"";"";"";"POLYGON((4.845487 52.38893,4.850121 52.388856,4.865354 52.388963,4.869305 52.38879,4.870799 52.388663,4.8746 52.38807,4.876313 52.387793,4.877622 52.387532,4.880617 52.386612,4.8815 52.386328,4.881511 52.386239,4.881397 52.385941,4.88131 52.385893,4.88078 52.385947,4.880563 52.385946,4.880191 52.385888,4.879972 52.385849,4.865549 52.385634,4.865238 52.385633,4.865021 52.385594,4.864803 52.385631,4.864586 52.385554,4.864586 52.385611,4.864615 52.385744,4.86446 52.385724,4.864275 52.385553,4.839346 52.385087,4.839067 52.3859,4.838398 52.387809,4.838281 52.38864,4.839092 52.388644,4.839744 52.388667,4.843519 52.388855,4.844048 52.388886,4.844687 52.388847,4.845395 52.388855,4.845487 52.38893))";"POLYGON((52.38893 4.845487,52.388856 4.850121,52.388963 4.865354,52.38879 4.869305,52.388663 4.870799,52.38807 4.8746,52.387793 4.876313,52.387532 4.877622,52.386612 4.880617,52.386328 4.8815,52.386239 4.881511,52.385941 4.881397,52.385893 4.88131,52.385947 4.88078,52.385946 4.880563,52.385888 4.880191,52.385849 4.879972,52.385634 4.865549,52.385633 4.865238,52.385594 4.865021,52.385631 4.864803,52.385554 4.864586,52.385611 4.864586,52.385744 4.864615,52.385724 4.86446,52.385553 4.864275,52.385087 4.839346,52.3859 4.839067,52.387809 4.838398,52.38864 4.838281,52.388644 4.839092,52.388667 4.839744,52.388855 4.843519,52.388886 4.844048,52.388847 4.844687,52.388855 4.845395,52.38893 4.845487))";4.859901;52.387018;
54;8;"";"Oplossingenkaart nog niet beschikbaar.";"";"";"";"POLYGON((4.773102 52.389034,4.773225 52.390678,4.773656 52.391067,4.775107 52.391639,4.777285 52.392214,4.778155 52.392486,4.77961 52.392672,4.781794 52.392921,4.784707 52.393025,4.796077 52.392993,4.802683 52.393174,4.803606 52.39312,4.807159 52.39275,4.808572 52.39243,4.810477 52.391548,4.812675 52.390756,4.815015 52.390083,4.817157 52.389707,4.818567 52.389625,4.818188 52.388872,4.813427 52.388939,4.813036 52.389026,4.811044 52.389046,4.794381 52.388964,4.773102 52.389034))";"POLYGON((52.389034 4.773102,52.390678 4.773225,52.391067 4.773656,52.391639 4.775107,52.392214 4.777285,52.392486 4.778155,52.392672 4.77961,52.392921 4.781794,52.393025 4.784707,52.392993 4.796077,52.393174 4.802683,52.39312 4.803606,52.39275 4.807159,52.39243 4.808572,52.391548 4.810477,52.390756 4.812675,52.390083 4.815015,52.389707 4.817157,52.389625 4.818567,52.388872 4.818188,52.388939 4.813427,52.389026 4.813036,52.389046 4.811044,52.388964 4.794381,52.389034 4.773102))";4.7958395;52.391016;
55;2;"";"Oplossingenkaart nog niet beschikbaar.";"";"";"";"POLYGON((4.77972 52.401982,4.793659 52.402023,4.793693 52.403842,4.779167 52.403801,4.778762 52.403952,4.778552 52.405663,4.77911 52.40578,4.778884 52.408747,4.778882 52.408897,4.779914 52.409229,4.799276 52.409362,4.799261 52.410503,4.793778 52.410548,4.793643 52.411974,4.778839 52.41202,4.778838 52.412113,4.772228 52.42435,4.772688 52.424866,4.774173 52.425502,4.803085 52.421747,4.800463 52.420069,4.798506 52.419454,4.800639 52.417003,4.800932 52.416968,4.801456 52.417007,4.804417 52.418056,4.805005 52.417738,4.805774 52.416921,4.806358 52.416817,4.807113 52.417071,4.80594 52.415364,4.805129 52.414142,4.804514 52.412801,4.803858 52.410955,4.803483 52.409943,4.802973 52.408097,4.802631 52.404439,4.802553 52.402983,4.802377 52.401644,4.802446 52.400129,4.802703 52.399,4.803307 52.397398,4.804347 52.396006,4.806022 52.394201,4.807592 52.39302,4.805352 52.393365,4.803067 52.393533,4.803201 52.394396,4.802276 52.39448,4.801985 52.394479,4.800231 52.394797,4.799164 52.394732,4.798002 52.3944,4.796503 52.393887,4.794512 52.393788,4.789166 52.39388,4.78455 52.393916,4.780567 52.393807,4.777607 52.393435,4.775236 52.392799,4.773255 52.391986,4.772861 52.392341,4.772131 52.392455,4.775744 52.399543,4.776108 52.40023,4.778624 52.400413,4.778887 52.40167,4.77972 52.401982))";"POLYGON((52.401982 4.77972,52.402023 4.793659,52.403842 4.793693,52.403801 4.779167,52.403952 4.778762,52.405663 4.778552,52.40578 4.77911,52.408747 4.778884,52.408897 4.778882,52.409229 4.779914,52.409362 4.799276,52.410503 4.799261,52.410548 4.793778,52.411974 4.793643,52.41202 4.778839,52.412113 4.778838,52.42435 4.772228,52.424866 4.772688,52.425502 4.774173,52.421747 4.803085,52.420069 4.800463,52.419454 4.798506,52.417003 4.800639,52.416968 4.800932,52.417007 4.801456,52.418056 4.804417,52.417738 4.805005,52.416921 4.805774,52.416817 4.806358,52.417071 4.807113,52.415364 4.80594,52.414142 4.805129,52.412801 4.804514,52.410955 4.803858,52.409943 4.803483,52.408097 4.802973,52.404439 4.802631,52.402983 4.802553,52.401644 4.802377,52.400129 4.802446,52.399 4.802703,52.397398 4.803307,52.396006 4.804347,52.394201 4.806022,52.39302 4.807592,52.393365 4.805352,52.393533 4.803067,52.394396 4.803201,52.39448 4.802276,52.394479 4.801985,52.394797 4.800231,52.394732 4.799164,52.3944 4.798002,52.393887 4.796503,52.393788 4.794512,52.39388 4.789166,52.393916 4.78455,52.393807 4.780567,52.393435 4.777607,52.392799 4.775236,52.391986 4.773255,52.392341 4.772861,52.392455 4.772131,52.399543 4.775744,52.40023 4.776108,52.400413 4.778624,52.40167 4.778887,52.401982 4.77972))";4.7898665;52.408737;
56;3;"";"Oplossingenkaart nog niet beschikbaar.";"";"";"";"POLYGON((4.810843 52.418244,4.819402 52.401236,4.818936 52.401269,4.819165 52.397026,4.808322 52.397031,4.809864 52.394841,4.81718 52.394773,4.828995 52.394852,4.828983 52.395851,4.826224 52.395838,4.82622 52.396147,4.824237 52.396114,4.824156 52.396446,4.823184 52.396442,4.823164 52.397963,4.823473 52.398203,4.834979 52.398138,4.835037 52.399803,4.823181 52.399747,4.823161 52.401316,4.835017 52.401372,4.835079 52.402657,4.822677 52.402669,4.821442 52.405042,4.834971 52.405058,4.834876 52.406074,4.843972 52.402288,4.844756 52.40176,4.848163 52.400775,4.847727 52.400428,4.848023 52.40028,4.84652 52.398999,4.845335 52.397736,4.844566 52.396594,4.844018 52.395288,4.843139 52.395104,4.842309 52.394876,4.841554 52.394602,4.840336 52.393997,4.839441 52.393916,4.839379 52.393802,4.839474 52.393688,4.837749 52.392291,4.837412 52.391979,4.836313 52.391097,4.835484 52.390645,4.833768 52.389942,4.833371 52.389998,4.832945 52.389877,4.821672 52.389943,4.821441 52.389775,4.820274 52.389913,4.819264 52.389908,4.81751 52.390209,4.813418 52.391116,4.812015 52.391466,4.810138 52.392265,4.809191 52.392733,4.806721 52.394433,4.805007 52.396172,4.803577 52.398448,4.803079 52.400906,4.803364 52.405795,4.803844 52.409186,4.80491 52.412402,4.807822 52.417337,4.810843 52.418244))";"POLYGON((52.418244 4.810843,52.401236 4.819402,52.401269 4.818936,52.397026 4.819165,52.397031 4.808322,52.394841 4.809864,52.394773 4.81718,52.394852 4.828995,52.395851 4.828983,52.395838 4.826224,52.396147 4.82622,52.396114 4.824237,52.396446 4.824156,52.396442 4.823184,52.397963 4.823164,52.398203 4.823473,52.398138 4.834979,52.399803 4.835037,52.399747 4.823181,52.401316 4.823161,52.401372 4.835017,52.402657 4.835079,52.402669 4.822677,52.405042 4.821442,52.405058 4.834971,52.406074 4.834876,52.402288 4.843972,52.40176 4.844756,52.400775 4.848163,52.400428 4.847727,52.40028 4.848023,52.398999 4.84652,52.397736 4.845335,52.396594 4.844566,52.395288 4.844018,52.395104 4.843139,52.394876 4.842309,52.394602 4.841554,52.393997 4.840336,52.393916 4.839441,52.393802 4.839379,52.393688 4.839474,52.392291 4.837749,52.391979 4.837412,52.391097 4.836313,52.390645 4.835484,52.389942 4.833768,52.389998 4.833371,52.389877 4.832945,52.389943 4.821672,52.389775 4.821441,52.389913 4.820274,52.389908 4.819264,52.390209 4.81751,52.391116 4.813418,52.391466 4.812015,52.392265 4.810138,52.392733 4.809191,52.394433 4.806721,52.396172 4.805007,52.398448 4.803577,52.400906 4.803079,52.405795 4.803364,52.409186 4.803844,52.412402 4.80491,52.417337 4.807822,52.418244 4.810843))";4.825626;52.4040025;
57;4;"";"Oplossingenkaart nog niet beschikbaar.";"";"";"";"POLYGON((4.814267 52.419651,4.814788 52.41994,4.820864 52.419184,4.821339 52.418616,4.822508 52.418514,4.823027 52.418945,4.826183 52.41846,4.826655 52.417963,4.827821 52.418111,4.840619 52.416387,4.840797 52.416138,4.840742 52.415817,4.838545 52.414237,4.827794 52.415543,4.827745 52.414865,4.836977 52.413588,4.832246 52.409428,4.835001 52.4083,4.841699 52.41386,4.843073 52.411226,4.840013 52.408645,4.84107 52.408114,4.84332 52.41005,4.843554 52.410051,4.844274 52.408378,4.849844 52.406014,4.851346 52.40709,4.847184 52.408926,4.843888 52.416117,4.844001 52.416367,4.854223 52.415343,4.855335 52.415027,4.855338 52.414777,4.854753 52.414882,4.853719 52.413522,4.853381 52.412522,4.853035 52.412234,4.853039 52.411842,4.853161 52.411343,4.853518 52.410917,4.853988 52.410526,4.85551 52.410141,4.857083 52.410184,4.858187 52.410652,4.85888 52.411226,4.859339 52.411764,4.859681 52.412443,4.860084 52.412908,4.860138 52.413301,4.859612 52.413441,4.859085 52.413653,4.85811 52.412186,4.856191 52.411678,4.855607 52.411675,4.855428 52.412031,4.855946 52.412604,4.856465 52.413249,4.857088 52.414714,4.861715 52.413201,4.860854 52.411912,4.86086 52.411449,4.85867 52.409192,4.855437 52.406396,4.849021 52.401694,4.848154 52.401048,4.834803 52.40655,4.833923 52.405941,4.831636 52.406858,4.820907 52.406771,4.817018 52.414314,4.816317 52.414418,4.815237 52.416803,4.815818 52.417055,4.814267 52.419651))";"POLYGON((52.419651 4.814267,52.41994 4.814788,52.419184 4.820864,52.418616 4.821339,52.418514 4.822508,52.418945 4.823027,52.41846 4.826183,52.417963 4.826655,52.418111 4.827821,52.416387 4.840619,52.416138 4.840797,52.415817 4.840742,52.414237 4.838545,52.415543 4.827794,52.414865 4.827745,52.413588 4.836977,52.409428 4.832246,52.4083 4.835001,52.41386 4.841699,52.411226 4.843073,52.408645 4.840013,52.408114 4.84107,52.41005 4.84332,52.410051 4.843554,52.408378 4.844274,52.406014 4.849844,52.40709 4.851346,52.408926 4.847184,52.416117 4.843888,52.416367 4.844001,52.415343 4.854223,52.415027 4.855335,52.414777 4.855338,52.414882 4.854753,52.413522 4.853719,52.412522 4.853381,52.412234 4.853035,52.411842 4.853039,52.411343 4.853161,52.410917 4.853518,52.410526 4.853988,52.410141 4.85551,52.410184 4.857083,52.410652 4.858187,52.411226 4.85888,52.411764 4.859339,52.412443 4.859681,52.412908 4.860084,52.413301 4.860138,52.413441 4.859612,52.413653 4.859085,52.412186 4.85811,52.411678 4.856191,52.411675 4.855607,52.412031 4.855428,52.412604 4.855946,52.413249 4.856465,52.414714 4.857088,52.413201 4.861715,52.411912 4.860854,52.411449 4.86086,52.409192 4.85867,52.406396 4.855437,52.401694 4.849021,52.401048 4.848154,52.40655 4.834803,52.405941 4.833923,52.406858 4.831636,52.406771 4.820907,52.414314 4.817018,52.414418 4.816317,52.416803 4.815237,52.417055 4.815818,52.419651 4.814267))";4.837996;52.410487;
58;5;"";"Oplossingenkaart nog niet beschikbaar.";"";"";"";"POLYGON((4.857569 52.406394,4.857424 52.405749,4.858614 52.405378,4.859223 52.405882,4.859552 52.405758,4.862999 52.408553,4.865058 52.40751,4.861978 52.404868,4.863667 52.403999,4.866909 52.406742,4.867814 52.40632,4.867575 52.405769,4.869757 52.404727,4.870242 52.405329,4.869746 52.405652,4.870217 52.407432,4.866914 52.409771,4.867234 52.410474,4.867687 52.410301,4.870741 52.40811,4.870986 52.408162,4.873718 52.405595,4.874621 52.405298,4.874746 52.405198,4.87165 52.403933,4.867052 52.40151,4.864771 52.400573,4.856376 52.404292,4.853864 52.402177,4.860613 52.399178,4.859114 52.397845,4.856109 52.399233,4.855298 52.398628,4.850359 52.400985,4.856356 52.405944,4.857163 52.406601,4.863908 52.41232,4.865284 52.411679,4.865091 52.411547,4.864192 52.411902,4.857569 52.406394))";"POLYGON((52.406394 4.857569,52.405749 4.857424,52.405378 4.858614,52.405882 4.859223,52.405758 4.859552,52.408553 4.862999,52.40751 4.865058,52.404868 4.861978,52.403999 4.863667,52.406742 4.866909,52.40632 4.867814,52.405769 4.867575,52.404727 4.869757,52.405329 4.870242,52.405652 4.869746,52.407432 4.870217,52.409771 4.866914,52.410474 4.867234,52.410301 4.867687,52.40811 4.870741,52.408162 4.870986,52.405595 4.873718,52.405298 4.874621,52.405198 4.874746,52.403933 4.87165,52.40151 4.867052,52.400573 4.864771,52.404292 4.856376,52.402177 4.853864,52.399178 4.860613,52.397845 4.859114,52.399233 4.856109,52.398628 4.855298,52.400985 4.850359,52.405944 4.856356,52.406601 4.857163,52.41232 4.863908,52.411679 4.865284,52.411547 4.865091,52.411902 4.864192,52.406394 4.857569))";4.8625575;52.4050755;
59;1;"";"Oplossingenkaart nog niet beschikbaar.";"";"";"";"POLYGON((4.769905 52.392911,4.769597 52.39272,4.769295 52.3921,4.762585 52.38826,4.758542 52.388381,4.758194 52.396464,4.757954 52.396939,4.757564 52.397079,4.728976 52.400825,4.739047 52.429986,4.741462 52.429713,4.742401 52.429338,4.742799 52.428769,4.745493 52.420034,4.739899 52.419527,4.740068 52.418672,4.745737 52.419274,4.746467 52.417232,4.746318 52.416708,4.745702 52.416325,4.741506 52.41597,4.741752 52.415162,4.746023 52.415613,4.747006 52.412146,4.751434 52.412504,4.751229 52.4106,4.752086 52.410462,4.753064 52.412797,4.748579 52.427231,4.748649 52.427803,4.749109 52.428233,4.749883 52.428475,4.750507 52.428431,4.763911 52.426789,4.764848 52.426557,4.765325 52.425893,4.76564 52.425562,4.759975 52.424486,4.760217 52.423965,4.765724 52.425086,4.770835 52.415602,4.766723 52.41482,4.764555 52.414095,4.765029 52.413669,4.770459 52.414649,4.772291 52.411566,4.772447 52.400296,4.774468 52.400211,4.774782 52.400023,4.774417 52.398357,4.774039 52.397546,4.773653 52.397307,4.772975 52.395781,4.772907 52.395067,4.772526 52.394542,4.771754 52.39411,4.770607 52.392773,4.769905 52.392911))";"POLYGON((52.392911 4.769905,52.39272 4.769597,52.3921 4.769295,52.38826 4.762585,52.388381 4.758542,52.396464 4.758194,52.396939 4.757954,52.397079 4.757564,52.400825 4.728976,52.429986 4.739047,52.429713 4.741462,52.429338 4.742401,52.428769 4.742799,52.420034 4.745493,52.419527 4.739899,52.418672 4.740068,52.419274 4.745737,52.417232 4.746467,52.416708 4.746318,52.416325 4.745702,52.41597 4.741506,52.415162 4.741752,52.415613 4.746023,52.412146 4.747006,52.412504 4.751434,52.4106 4.751229,52.410462 4.752086,52.412797 4.753064,52.427231 4.748579,52.427803 4.748649,52.428233 4.749109,52.428475 4.749883,52.428431 4.750507,52.426789 4.763911,52.426557 4.764848,52.425893 4.765325,52.425562 4.76564,52.424486 4.759975,52.423965 4.760217,52.425086 4.765724,52.415602 4.770835,52.41482 4.766723,52.414095 4.764555,52.413669 4.765029,52.414649 4.770459,52.411566 4.772291,52.400296 4.772447,52.400211 4.774468,52.400023 4.774782,52.398357 4.774417,52.397546 4.774039,52.397307 4.773653,52.395781 4.772975,52.395067 4.772907,52.394542 4.772526,52.39411 4.771754,52.392773 4.770607,52.392911 4.769905))";4.751884;52.409116;
60;63;"";"Oplossingenkaart nog niet beschikbaar.";"";"";"";"POLYGON((4.901928 52.383243,4.901128 52.383875,4.900162 52.383928,4.898048 52.38957,4.898638 52.389781,4.897443 52.393847,4.897279 52.394531,4.896671 52.396146,4.896627 52.397192,4.896631 52.397198,4.897217 52.397129,4.907922 52.393001,4.906765 52.391829,4.905926 52.390936,4.905612 52.389957,4.905625 52.389298,4.906079 52.3882,4.906624 52.387112,4.9069 52.386459,4.9068 52.386027,4.906336 52.385371,4.905445 52.384809,4.902071 52.383279,4.901928 52.383243))";"POLYGON((52.383243 4.901928,52.383875 4.901128,52.383928 4.900162,52.38957 4.898048,52.389781 4.898638,52.393847 4.897443,52.394531 4.897279,52.396146 4.896671,52.397192 4.896627,52.397198 4.896631,52.397129 4.897217,52.393001 4.907922,52.391829 4.906765,52.390936 4.905926,52.389957 4.905612,52.389298 4.905625,52.3882 4.906079,52.387112 4.906624,52.386459 4.9069,52.386027 4.9068,52.385371 4.906336,52.384809 4.905445,52.383279 4.902071,52.383243 4.901928))";4.9022795;52.3902135;
61;7;"";"Oplossingenkaart nog niet beschikbaar.";"";"";"";"POLYGON((4.891292 52.393911,4.896535 52.383732,4.894983 52.383583,4.893392 52.383291,4.892848 52.383245,4.891439 52.383269,4.891288 52.383803,4.891785 52.387164,4.892018 52.387997,4.891552 52.389062,4.891362 52.38898,4.890408 52.388777,4.890342 52.388476,4.890274 52.388262,4.890099 52.387263,4.890172 52.386978,4.890381 52.386979,4.890216 52.385038,4.890358 52.38501,4.890207 52.383739,4.890232 52.383582,4.89031 52.382984,4.889656 52.383009,4.88879 52.383348,4.888227 52.383617,4.886045 52.384906,4.885387 52.385231,4.884473 52.385713,4.883349 52.386107,4.883069 52.386164,4.88274 52.386304,4.881898 52.386572,4.881477 52.386727,4.881391 52.386844,4.879028 52.387576,4.876311 52.388634,4.872866 52.390132,4.867802 52.392407,4.867708 52.392464,4.868706 52.392882,4.870978 52.393068,4.873691 52.392867,4.87673 52.392774,4.877905 52.392023,4.878187 52.391767,4.878351 52.391697,4.878412 52.391665,4.879159 52.391539,4.87993 52.391429,4.880912 52.391304,4.884112 52.39089,4.884853 52.390784,4.885046 52.390738,4.885186 52.390666,4.885421 52.390568,4.885673 52.39054,4.889782 52.393359,4.891292 52.393911))";"POLYGON((52.393911 4.891292,52.383732 4.896535,52.383583 4.894983,52.383291 4.893392,52.383245 4.892848,52.383269 4.891439,52.383803 4.891288,52.387164 4.891785,52.387997 4.892018,52.389062 4.891552,52.38898 4.891362,52.388777 4.890408,52.388476 4.890342,52.388262 4.890274,52.387263 4.890099,52.386978 4.890172,52.386979 4.890381,52.385038 4.890216,52.38501 4.890358,52.383739 4.890207,52.383582 4.890232,52.382984 4.89031,52.383009 4.889656,52.383348 4.88879,52.383617 4.888227,52.384906 4.886045,52.385231 4.885387,52.385713 4.884473,52.386107 4.883349,52.386164 4.883069,52.386304 4.88274,52.386572 4.881898,52.386727 4.881477,52.386844 4.881391,52.387576 4.879028,52.388634 4.876311,52.390132 4.872866,52.392407 4.867802,52.392464 4.867708,52.392882 4.868706,52.393068 4.870978,52.392867 4.873691,52.392774 4.87673,52.392023 4.877905,52.391767 4.878187,52.391697 4.878351,52.391665 4.878412,52.391539 4.879159,52.391429 4.87993,52.391304 4.880912,52.39089 4.884112,52.390784 4.884853,52.390738 4.885046,52.390666 4.885186,52.390568 4.885421,52.39054 4.885673,52.393359 4.889782,52.393911 4.891292))";4.8821265;52.3884405;
62;48;"";"Oplossingenkaart nog niet beschikbaar.";"";"";"";"POLYGON((4.95221 52.340751,4.952054 52.340635,4.95136 52.340205,4.950123 52.339582,4.948963 52.339102,4.94726 52.338549,4.94575 52.338163,4.943309 52.337654,4.941837 52.337387,4.93985 52.338428,4.938306 52.3397,4.943042 52.342624,4.943614 52.342692,4.943976 52.343719,4.949975 52.347002,4.953991 52.344709,4.949876 52.342004,4.95221 52.340751))";"POLYGON((52.340751 4.95221,52.340635 4.952054,52.340205 4.95136,52.339582 4.950123,52.339102 4.948963,52.338549 4.94726,52.338163 4.94575,52.337654 4.943309,52.337387 4.941837,52.338428 4.93985,52.3397 4.938306,52.342624 4.943042,52.342692 4.943614,52.343719 4.943976,52.347002 4.949975,52.344709 4.953991,52.342004 4.949876,52.340751 4.95221))";4.9461535;52.3421875;
63;22;"";"De Bellamybuurt is een extreem urgent knelpunt waar met behulp van een Rainproof-oplossingenkaart gewerkt wordt aan het herinrichten van de openbare ruimte om schade en overlast bij een hoosbui te beperken.  Oplossingenkaart:";"";"20170828_22_Bellamybuurt.pdf";"";"POLYGON((4.8578520 52.3618430,4.8668270 52.3717250,4.8715882 52.3652338,4.8647628 52.3634600,4.8578520 52.3618430))";"POLYGON((52.3618430 4.8578520,52.3717250 4.8668270,52.3652338 4.8715882,52.3634600 4.8647628,52.3618430 4.8578520))";4.8647251;52.366777;
