OBJECTNUMMER;Topocode;Naam;Adres;Onderzoek;Jaar;Periode;Beschrijving;Webpagina;Foto;Bijschrift;SELECTIE;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
192;"MW1";"Wonen in de Nieuwmarktbuurt";"Zandstraat/Sint Antoniesbreestraat";"Archeologische Begeleiding";"1977";"1977";"De eerste bewoners vestigden zich hier in de 15de eeuw aan de Oude Waal buiten de stadsmuur. De bewoningsgeschiedenis van de Nieuwmarktbuurt wordt onder meer weerspiegelt in uiteenlopende voorwerpen van persoonlijke aard.";"http://www.mapsbma.nl/documents/TX_MetroOostlijn_10.pdf";"http://www.archeologischekaart.amsterdam/Vindplaatsen/MW1-21.jpg";"stillegang, leer en kurk, 1475-1500";"Vindplaats";"POLYGON((4.9002633982091 52.369784539823,4.900259 52.369839,4.900231 52.369997,4.900246 52.369994,4.900254 52.370143,4.900528 52.370119,4.900508 52.369916,4.9005017579618 52.369786477707))";"POLYGON((52.369784539823 4.9002633982091,52.369839 4.900259,52.369997 4.900231,52.369994 4.900246,52.370143 4.900254,52.370119 4.900528,52.369916 4.900508,52.369786477707 4.9005017579618))";4.90038965;52.36995;
193;"MW2";"Wonen in de Nieuwmarktbuurt";"Moddermolensteeg 4-10/7-9";"Archeologische Begeleiding";"1977";"1977";"De eerste bewoners vestigden zich hier in de 15de eeuw aan de Oude Waal buiten de stadsmuur. De bewoningsgeschiedenis van de Nieuwmarktbuurt wordt onder meer weerspiegelt in uiteenlopende voorwerpen van persoonlijke aard.";"http://www.mapsbma.nl/documents/TX_MetroOostlijn_10.pdf";"http://www.archeologischekaart.amsterdam/Vindplaatsen/MW2-6.jpg";"pelgrimstekens, tin, Wilsnack en Blomberg Duitsland, 1450-1500";"Vindplaats";"POLYGON((4.9005017579618 52.369786477707,4.900496 52.369667,4.900531 52.369437,4.900304 52.369414,4.900293 52.369418,4.9002633982091 52.369784539823))";"POLYGON((52.369786477707 4.9005017579618,52.369667 4.900496,52.369437 4.900531,52.369414 4.900304,52.369418 4.900293,52.369784539823 4.9002633982091))";4.9004071;52.3695876;
195;"MW3";"Bewoners van Vlooienburg";"Zwanenburgwal";"Archeologische Begeleiding";"1973";"1973";"Eind 16de eeuw werd in de bocht van de Amstel het eiland Vlooienburg aangeplempt. Vanaf 1602 verrees hier een nieuwe wijk met honderden woonhuizen. Deze woonwijk verdween met de aanleg van de metro Oostlijn en de bouw van de Stopera (1970-1980).";"http://www.mapsbma.nl/documents/TX_MetroOostlijn_10.pdf";"http://www.archeologischekaart.amsterdam/Vindplaatsen/MW3-21.jpg";"zalfpot, porselein, Japan, 1660-1675";"Vindplaats";"POLYGON((4.900531 52.369437,4.900536 52.369346,4.900599 52.369154,4.900626 52.369053,4.9006283578407 52.36904880565,4.900439928428 52.369015895034,4.900292 52.369419,4.900304 52.369414))";"POLYGON((52.369437 4.900531,52.369346 4.900536,52.369154 4.900599,52.369053 4.900626,52.36904880565 4.9006283578407,52.369015895034 4.900439928428,52.369419 4.900292,52.369414 4.900304))";4.90047005;52.3692137;
197;"MW4";"Bewoners van Vlooienburg";"Houtgracht";"Archeologische Begeleiding";"1973";"1973";"Eind 16de eeuw werd in de bocht van de Amstel het eiland Vlooienburg aangeplempt. Vanaf 1602 verrees hier een nieuwe wijk met honderden woonhuizen. Deze woonwijk verdween met de aanleg van de metro Oostlijn en de bouw van de Stopera (1970-1980).";"http://www.mapsbma.nl/documents/TX_MetroOostlijn_10.pdf";"http://www.archeologischekaart.amsterdam/Vindplaatsen/MW4-23.jpg";"tabaksdoos, latoenkoper, 1800-1900";"Vindplaats";"POLYGON((4.9006283578407 52.36904880565,4.9008215349443 52.368705163969,4.9006388979135 52.368672433318,4.900452 52.368983,4.900439928428 52.369015895034))";"POLYGON((52.36904880565 4.9006283578407,52.368705163969 4.9008215349443,52.368672433318 4.9006388979135,52.368983 4.900452,52.369015895034 4.900439928428))";4.90064095;52.3688475;
199;"MW5";"Bewoners van Vlooienburg";"Houtgracht 10-18";"Archeologische Begeleiding";"1973";"1973";"Eind 16de eeuw werd in de bocht van de Amstel het eiland Vlooienburg aangeplempt. Vanaf 1602 verrees hier een nieuwe wijk met honderden woonhuizen. Deze woonwijk verdween met de aanleg van de metro Oostlijn en de bouw van de Stopera (1970-1980).";"http://www.mapsbma.nl/documents/TX_MetroOostlijn_10.pdf";"http://www.archeologischekaart.amsterdam/Vindplaatsen/MW5-19.jpg";"schoen, leer, 1475-1500";"Vindplaats";"POLYGON((4.9009126818961 52.368328272092,4.900904 52.368338,4.900653 52.368649,4.900639 52.368672,4.900822 52.368705,4.900825 52.368699,4.900945 52.368525,4.9010842904943 52.368376382017))";"POLYGON((52.368328272092 4.9009126818961,52.368338 4.900904,52.368649 4.900653,52.368672 4.900639,52.368705 4.900822,52.368699 4.900825,52.368525 4.900945,52.368376382017 4.9010842904943))";4.9008715;52.3685023;
201;"MW6";"Bewoners van Vlooienburg";"Waterlooplein";"Archeologische Begeleiding";"1973";"1973";"Eind 16de eeuw werd in de bocht van de Amstel het eiland Vlooienburg aangeplempt. Vanaf 1602 verrees hier een nieuwe wijk met honderden woonhuizen. Deze woonwijk verdween met de aanleg van de metro Oostlijn en de bouw van de Stopera (1970-1980).";"http://www.mapsbma.nl/documents/TX_MetroOostlijn_10.pdf";"http://www.archeologischekaart.amsterdam/Vindplaatsen/MW6-13.jpg";"gulden, zilver, Overijssel, 1737";"Vindplaats";"POLYGON((4.9011958598199 52.368027019664,4.900987 52.368245,4.9009126818961 52.368328272092,4.9010842904943 52.368376382017,4.901169 52.368286,4.9013832122214 52.368088606094))";"POLYGON((52.368027019664 4.9011958598199,52.368245 4.900987,52.368328272092 4.9009126818961,52.368376382017 4.9010842904943,52.368286 4.901169,52.368088606094 4.9013832122214))";4.9011581;52.3681876;
203;"MW7";"Bewoners van Vlooienburg";"Waterlooplein";"Archeologische Begeleiding";"1973";"1973";"Eind 16de eeuw werd in de bocht van de Amstel het eiland Vlooienburg aangeplempt. Vanaf 1602 verrees hier een nieuwe wijk met honderden woonhuizen. Deze woonwijk verdween met de aanleg van de metro Oostlijn en de bouw van de Stopera (1970-1980).";"http://www.mapsbma.nl/documents/TX_MetroOostlijn_10.pdf";"http://www.archeologischekaart.amsterdam/Vindplaatsen/MW7-3.jpg";"pelgrimsinsigne Vera Icon, tin, Rome Italië, 1450-1500";"Vindplaats";"POLYGON((4.9016323931113 52.367709926527,4.901558 52.367755,4.901216 52.368006,4.901196 52.368027,4.901383 52.368089,4.901411 52.368063,4.901582 52.367953,4.9018028236217 52.367800052491))";"POLYGON((52.367709926527 4.9016323931113,52.367755 4.901558,52.368006 4.901216,52.368027 4.901196,52.368089 4.901383,52.368063 4.901411,52.367953 4.901582,52.367800052491 4.9018028236217))";4.9015093;52.36788625;
204;"MW8";"Bewoners van Vlooienburg";"Leprozengracht 18-20/Lange Houtstraat 49-67";"Archeologische Begeleiding";"1973";"1973";"Eind 16de eeuw werd in de bocht van de Amstel het eiland Vlooienburg aangeplempt. Vanaf 1602 verrees hier een nieuwe wijk met honderden woonhuizen. Deze woonwijk verdween met de aanleg van de metro Oostlijn en de bouw van de Stopera (1970-1980).";"http://www.mapsbma.nl/documents/TX_MetroOostlijn_10.pdf";"http://www.archeologischekaart.amsterdam/Vindplaatsen/MW8-1.jpg";"kan, steengoed, Raeren België, 1575-1600";"Vindplaats";"POLYGON((4.9018028236217 52.367800052491,4.901826 52.367784,4.902205 52.367572,4.902019 52.367466,4.90186 52.367564,4.901728 52.367652,4.9016323931113 52.367709926527))";"POLYGON((52.367800052491 4.9018028236217,52.367784 4.901826,52.367572 4.902205,52.367466 4.902019,52.367564 4.90186,52.367652 4.901728,52.367709926527 4.9016323931113))";4.90192865;52.36761915;
207;"MH1";"Jonas Daniël Meijerplein";"Leprozengracht";"Archeologische Begeleiding";"1972";"1972";"De buurt rond het Jonas Daniël Meijerplein had vanaf de 17de eeuw veel joodse bewoners. Kosjerloden vormen typische overblijfselen van de joodse leefwijze. Deze loden merkjes werden aan vlees bevestigd als teken dat het ritueel geslacht was.";"http://www.mapsbma.nl/documents/TX_MetroOostlijn_10.pdf";"http://www.archeologischekaart.amsterdam/Vindplaatsen/MH1-54.jpg";"kosjerlood, lood, 1650-1800";"Vindplaats";"POLYGON((4.9024541010723 52.367225403698,4.902205 52.367361,4.902019 52.367466,4.902205 52.367572,4.902553 52.367382,4.9026236174365 52.367341048336))";"POLYGON((52.367225403698 4.9024541010723,52.367361 4.902205,52.367466 4.902019,52.367572 4.902205,52.367382 4.902553,52.367341048336 4.9026236174365))";4.90233135;52.3673846;
208;"MH2";"Jonas Daniël Meijerplein";"Leprozengracht 17-33/Nieuwe Amstelstraat 12-20";"Archeologische Begeleiding";"1972";"1972";"De buurt rond het Jonas Daniël Meijerplein had vanaf de 17de eeuw veel joodse bewoners. Kosjerloden vormen typische overblijfselen van de joodse leefwijze. Deze loden merkjes werden aan vlees bevestigd als teken dat het ritueel geslacht was.";"http://www.mapsbma.nl/documents/TX_MetroOostlijn_10.pdf";"http://www.archeologischekaart.amsterdam/Vindplaatsen/MH2-54.jpg";"kosjerlood, lood, 1650-1800";"Vindplaats";"POLYGON((4.9028594554016 52.367004752106,4.9024541010723 52.367225403698,4.9026236174365 52.367341048336,4.902772 52.367255,4.9030149724216 52.367127963658))";"POLYGON((52.367004752106 4.9028594554016,52.367225403698 4.9024541010723,52.367341048336 4.9026236174365,52.367255 4.902772,52.367127963658 4.9030149724216))";4.9027445;52.36716145;
211;"MH3";"Jonas Daniël Meijerplein";"Nieuwe Amstelstraat";"Archeologische Begeleiding";"1972";"1972";"De buurt rond het Jonas Daniël Meijerplein had vanaf de 17de eeuw veel joodse bewoners. Kosjerloden vormen typische overblijfselen van de joodse leefwijze. Deze loden merkjes werden aan vlees bevestigd als teken dat het ritueel geslacht was.";"http://www.mapsbma.nl/documents/TX_MetroOostlijn_10.pdf";"http://www.archeologischekaart.amsterdam/Vindplaatsen/MH3-4.jpg";"hark, ijzer, 1700-1800";"Vindplaats";"POLYGON((4.9032037436226 52.366817154132,4.903186 52.366827,4.902859 52.367005,4.903015 52.367128,4.903166 52.367049,4.9033730796397 52.366938521243))";"POLYGON((52.366817154132 4.9032037436226,52.366827 4.903186,52.367005 4.902859,52.367128 4.903015,52.367049 4.903166,52.366938521243 4.9033730796397))";4.903126;52.36695925;
212;"MH4";"Jonas Daniël Meijerplein";"Nieuwe Herengracht";"Archeologische Begeleiding";"1972";"1972";"De buurt rond het Jonas Daniël Meijerplein had vanaf de 17de eeuw veel joodse bewoners. Kosjerloden vormen typische overblijfselen van de joodse leefwijze. Deze loden merkjes werden aan vlees bevestigd als teken dat het ritueel geslacht was.";"http://www.mapsbma.nl/documents/TX_MetroOostlijn_10.pdf";"http://www.archeologischekaart.amsterdam/Vindplaatsen/MH4-116.jpg";"mondharp, ijzer, 1600-1800";"Vindplaats";"POLYGON((4.9033730796397 52.366938521243,4.9038097647411 52.366705546012,4.9036318150285 52.366569259129,4.903524 52.366635,4.903523 52.36664,4.9032037436226 52.366817154132))";"POLYGON((52.366938521243 4.9033730796397,52.366705546012 4.9038097647411,52.366569259129 4.9036318150285,52.366635 4.903524,52.36664 4.903523,52.366817154132 4.9032037436226))";4.903517;52.3667399;
214;"MH5";"Jonas Daniël Meijerplein";"Nieuwe Herengracht 47-49";"Archeologische Begeleiding";"1972";"1972";"De buurt rond het Jonas Daniël Meijerplein had vanaf de 17de eeuw veel joodse bewoners. Kosjerloden vormen typische overblijfselen van de joodse leefwijze. Deze loden merkjes werden aan vlees bevestigd als teken dat het ritueel geslacht was. 17de eeuw ve";"http://www.mapsbma.nl/documents/TX_MetroOostlijn_10.pdf";"http://www.archeologischekaart.amsterdam/Vindplaatsen/MH5-1.jpg";"kandelaar, koperlegering, 1625-1650";"Vindplaats";"POLYGON((4.9039573630241 52.366370746729,4.903632 52.366569,4.90381 52.366706,4.903927 52.366643,4.9039 52.366643,4.9041498487558 52.366499680164))";"POLYGON((52.366370746729 4.9039573630241,52.366569 4.903632,52.366706 4.90381,52.366643 4.903927,52.366643 4.9039,52.366499680164 4.9041498487558))";4.90390085;52.36652435;
215;"MH6";"Jonas Daniël Meijerplein";"Nieuwe Herengracht";"Archeologische Begeleiding";"1972";"1972";"De buurt rond het Jonas Daniël Meijerplein had vanaf de 17de eeuw veel joodse bewoners. Kosjerloden vormen typische overblijfselen van de joodse leefwijze. Deze loden merkjes werden aan vlees bevestigd als teken dat het ritueel geslacht was.";"http://www.mapsbma.nl/documents/TX_MetroOostlijn_10.pdf";"http://www.archeologischekaart.amsterdam/Vindplaatsen/MH6-7.jpg";"kosjerlood, lood, 1650-1800";"Vindplaats";"POLYGON((4.9041498487558 52.366499680164,4.904355 52.366382,4.904345 52.36638,4.904487 52.366279,4.904309 52.366172,4.903975 52.36636,4.9039573630241 52.366370746729))";"POLYGON((52.366499680164 4.9041498487558,52.366382 4.904355,52.36638 4.904345,52.366279 4.904487,52.366172 4.904309,52.36636 4.903975,52.366370746729 4.9039573630241))";4.904232;52.3663222;
218;"MWE1";"Huisraad langs de Weesperstraat";"Weesperstraat t.o. 7-47";"Archeologische Begeleiding";"1973";"1973";"In 1663 werd de Weesperstraat aangelegd. Oorspronkelijk was dit een smalle straat met woonhuizen en winkels die in de jaren 1960 plaats moesten maken voor de aanleg van een autoboulevard.";"http://www.mapsbma.nl/documents/TX_MetroOostlijn_10.pdf";"http://www.archeologischekaart.amsterdam/Vindplaatsen/MWE1-78.jpg";"zalfpot, aardewerk, 1625-1650";"Vindplaats";"POLYGON((4.9050970351078 52.365627639163,4.905064 52.365658,4.904788 52.365874,4.904957 52.365976,4.905043 52.365922,4.9052930229655 52.365706702446))";"POLYGON((52.365627639163 4.9050970351078,52.365658 4.905064,52.365874 4.904788,52.365976 4.904957,52.365922 4.905043,52.365706702446 4.9052930229655))";4.9050505;52.36579005;
219;"MWE3";"Huisraad langs de Weesperstraat";"Weesperstraat";"Archeologische Begeleiding";"1973";"1973";"In 1663 werd de Weesperstraat aangelegd. Oorspronkelijk was dit een smalle straat met woonhuizen en winkels die in de jaren 1960 plaats moesten maken voor de aanleg van een autoboulevard.";"http://www.mapsbma.nl/documents/TX_MetroOostlijn_10.pdf";"http://www.mapsbma.nl/foto/MWE0.jpg";"";"Vindplaats";"POLYGON((4.9053986903219 52.365311734813,4.905274 52.365465,4.9050970351078 52.365627639163,4.9052930229655 52.365706702446,4.905295 52.365705,4.905527 52.365415,4.9055648252149 52.365359581662))";"POLYGON((52.365311734813 4.9053986903219,52.365465 4.905274,52.365627639163 4.9050970351078,52.365706702446 4.9052930229655,52.365705 4.905295,52.365415 4.905527,52.365359581662 4.9055648252149))";4.9053409;52.36549635;
221;"MWE4";"Huisraad langs de Weesperstraat";"Weesperstraat";"Archeologische Begeleiding";"1973";"1973";"In 1663 werd de Weesperstraat aangelegd. Oorspronkelijk was dit een smalle straat met woonhuizen en winkels die in de jaren 1960 plaats moesten maken voor de aanleg van een autoboulevard.";"http://www.mapsbma.nl/documents/TX_MetroOostlijn_10.pdf";"http://www.archeologischekaart.amsterdam/Vindplaatsen/MWE4-27.jpg";"kledinghaak, koper en email, 1550-1650";"Vindplaats";"POLYGON((4.9057021460311 52.364806814638,4.905644 52.364937,4.905562 52.365081,4.905418 52.365288,4.905399 52.365312,4.905565 52.36536,4.90557 52.365352,4.905678 52.365192,4.905723 52.365193,4.905804 52.365068,4.9059300630902 52.364838842199))";"POLYGON((52.364806814638 4.9057021460311,52.364937 4.905644,52.365081 4.905562,52.365288 4.905418,52.365312 4.905399,52.36536 4.905565,52.365352 4.90557,52.365192 4.905678,52.365193 4.905723,52.365068 4.905804,52.364838842199 4.9059300630902))";4.90567445;52.36506905;
223;"MWE5";"Huisraad langs de Weesperstraat";"Weesperstraat";"Archeologische Begeleiding";"1973";"1973";"In 1663 werd de Weesperstraat aangelegd. Oorspronkelijk was dit een smalle straat met woonhuizen en winkels die in de jaren 1960 plaats moesten maken voor de aanleg van een autoboulevard.";"http://www.mapsbma.nl/documents/TX_MetroOostlijn_10.pdf";"http://www.archeologischekaart.amsterdam/Vindplaatsen/MWE5-6.jpg";"boterspaan, been, 1575-1625";"Vindplaats";"POLYGON((4.9058958800184 52.364446089541,4.905757 52.364684,4.9057021460311 52.364806814638,4.9059300630902 52.364838842199,4.906121001068 52.364491754665))";"POLYGON((52.364446089541 4.9058958800184,52.364684 4.905757,52.364806814638 4.9057021460311,52.364838842199 4.9059300630902,52.364491754665 4.906121001068))";4.90592145;52.36463035;
225;"MWE6";"Huisraad langs de Weesperstraat";"Weesperstraat";"Archeologische Begeleiding";"1973";"1973";"In 1663 werd de Weesperstraat aangelegd. Oorspronkelijk was dit een smalle straat met woonhuizen en winkels die in de jaren 1960 plaats moesten maken voor de aanleg van een autoboulevard.";"http://www.mapsbma.nl/documents/TX_MetroOostlijn_10.pdf";"http://www.archeologischekaart.amsterdam/Vindplaatsen/MWE6-4.jpg";"mes, ijzer en been, 1600-1650";"Vindplaats";"POLYGON((4.9061041775988 52.36408934279,4.905896 52.364446,4.906121 52.364492,4.9063195489963 52.364130956925))";"POLYGON((52.36408934279 4.9061041775988,52.364446 4.905896,52.364492 4.906121,52.364130956925 4.9063195489963))";4.90611795;52.3642775;
227;"MWE7";"Huisraad langs de Weesperstraat";"Weesperstraat";"Archeologische Begeleiding";"1973";"1973";"In 1663 werd de Weesperstraat aangelegd. Oorspronkelijk was dit een smalle straat met woonhuizen en winkels die in de jaren 1960 plaats moesten maken voor de aanleg van een autoboulevard.";"http://www.mapsbma.nl/documents/TX_MetroOostlijn_10.pdf";"http://www.archeologischekaart.amsterdam/Vindplaatsen/MWE7-12.jpg";"rib van zeekoe (Lamantijn), fossielbot";"Vindplaats";"POLYGON((4.906315503212 52.363727292291,4.9061041775988 52.36408934279,4.9063195489963 52.364130956925,4.9065197017508 52.363766997563))";"POLYGON((52.363727292291 4.906315503212,52.36408934279 4.9061041775988,52.364130956925 4.9063195489963,52.363766997563 4.9065197017508))";4.906322;52.3639151;
231;"MWE8";"Huisraad langs de Weesperstraat";"Weesperstraat";"Archeologische Begeleiding";"1973";"1973";"In 1663 werd de Weesperstraat aangelegd. Oorspronkelijk was dit een smalle straat met woonhuizen en winkels die in de jaren 1960 plaats moesten maken voor de aanleg van een autoboulevard.";"http://www.mapsbma.nl/documents/TX_MetroOostlijn_10.pdf";"http://www.archeologischekaart.amsterdam/Vindplaatsen/MWE8-5.jpg";"pelgrimsteken, tin, 1550-1600";"Vindplaats";"POLYGON((4.9065263118816 52.363366234234,4.906316 52.363727,4.90652 52.363767,4.906523 52.363761,4.906735868949 52.363414067912))";"POLYGON((52.363366234234 4.9065263118816,52.363727 4.906316,52.363767 4.90652,52.363761 4.906523,52.363414067912 4.906735868949))";4.90653605;52.36355465;
233;"MWE9";"Huisraad langs de Weesperstraat";"Weesperstraat";"Archeologische Begeleiding";"1973";"1973";"In 1663 werd de Weesperstraat aangelegd. Oorspronkelijk was dit een smalle straat met woonhuizen en winkels die in de jaren 1960 plaats moesten maken voor de aanleg van een autoboulevard.";"http://www.mapsbma.nl/documents/TX_MetroOostlijn_10.pdf";"http://www.archeologischekaart.amsterdam/Vindplaatsen/MWE9-39.jpg";"sleutel, ijzer, 1500-1550";"Vindplaats";"POLYGON((4.9066824782187 52.363105545325,4.906576 52.363281,4.9065263118816 52.363366234234,4.906735868949 52.363414067912,4.9068996974063 52.36314706162))";"POLYGON((52.363105545325 4.9066824782187,52.363281 4.906576,52.363366234234 4.9065263118816,52.363414067912 4.906735868949,52.36314706162 4.9068996974063))";4.90672305;52.3632456;
235;"MWE10";"Huisraad langs de Weesperstraat";"Weesperstraat 111-119/420-446";"Archeologische Begeleiding";"1973";"1973";"In 1663 werd de Weesperstraat aangelegd. Oorspronkelijk was dit een smalle straat met woonhuizen en winkels die in de jaren 1960 plaats moesten maken voor de aanleg van een autoboulevard.";"http://www.mapsbma.nl/documents/TX_MetroOostlijn_10.pdf";"http://www.archeologischekaart.amsterdam/Vindplaatsen/MWE10-2.jpg";"tabaksdoos, latoenkoper, Amsterdam. 1650-1700";"Vindplaats";"POLYGON((4.9068444739295 52.362838377848,4.906682 52.363106,4.9069 52.363147,4.9070666999219 52.362875179605))";"POLYGON((52.362838377848 4.9068444739295,52.363106 4.906682,52.363147 4.9069,52.362875179605 4.9070666999219))";4.90688445;52.3629786;
237;"MWE11";"Huisraad langs de Weesperstraat";"Weesperstraat";"Archeologische Begeleiding";"1973";"1973";"In 1663 werd de Weesperstraat aangelegd. Oorspronkelijk was dit een smalle straat met woonhuizen en winkels die in de jaren 1960 plaats moesten maken voor de aanleg van een autoboulevard.";"http://www.mapsbma.nl/documents/TX_MetroOostlijn_10.pdf";"http://www.archeologischekaart.amsterdam/Vindplaatsen/MWE11-6.jpg";"kan, steengoed, Frechen Duitsland, 1600-1675";"Vindplaats";"POLYGON((4.9070056322895 52.362572922663,4.9068444739295 52.362838377848,4.9070666999219 52.362875179605,4.9072248609448 52.362617282713))";"POLYGON((52.362572922663 4.9070056322895,52.362838377848 4.9068444739295,52.362875179605 4.9070666999219,52.362617282713 4.9072248609448))";4.9070444;52.3627116;
239;"MWE12";"Huisraad langs de Weesperstraat";"Weesperstraat/Nieuwe Achtergracht";"Archeologische Begeleiding";"1973";"1973";"In 1663 werd de Weesperstraat aangelegd. Oorspronkelijk was dit een smalle straat met woonhuizen en winkels die in de jaren 1960 plaats moesten maken voor de aanleg van een autoboulevard.";"http://www.mapsbma.nl/documents/TX_MetroOostlijn_10.pdf";"http://www.archeologischekaart.amsterdam/Vindplaatsen/MWE12-2.jpg";"rookpijp, pijpaarde, 1800-1900";"Vindplaats";"POLYGON((4.9072268152174 52.362218184783,4.907212 52.362233,4.907006 52.362573,4.907225 52.362617,4.907436 52.362273,4.9074407435897 52.362266675214))";"POLYGON((52.362218184783 4.9072268152174,52.362233 4.907212,52.362573 4.907006,52.362617 4.907225,52.362273 4.907436,52.362266675214 4.9074407435897))";4.90723345;52.3624045;
241;"MWP1";"Huisraad langs de Weesperstraat";"Weesperplein 2-14";"Archeologische Begeleiding";"1973";"1973";"In 1663 werd de Weesperstraat aangelegd. Oorspronkelijk was dit een smalle straat met woonhuizen en winkels die in de jaren 1960 plaats moesten maken voor de aanleg van een autoboulevard.";"http://www.mapsbma.nl/documents/TX_MetroOostlijn_10.pdf";"http://www.archeologischekaart.amsterdam/Vindplaatsen/MWP1-18.jpg";"wandtegel, aardewerk, 1625-1650";"Vindplaats";"POLYGON((4.9073813322429 52.361856200148,4.907367 52.361878,4.907365 52.36188,4.907311 52.361869,4.907123 52.362193,4.907177 52.362205,4.907235 52.36221,4.9072268152174 52.362218184783,4.9074407435897 52.362266675214,4.907445 52.362261,4.907531 52.362278,4.907571 52.362281,4.907745 52.361962,4.907666 52.361947,4.9076728361427 52.361936954607))";"POLYGON((52.361856200148 4.9073813322429,52.361878 4.907367,52.36188 4.907365,52.361869 4.907311,52.362193 4.907123,52.362205 4.907177,52.36221 4.907235,52.362218184783 4.9072268152174,52.362266675214 4.9074407435897,52.362261 4.907445,52.362278 4.907531,52.362281 4.907571,52.361962 4.907745,52.361947 4.907666,52.361936954607 4.9076728361427))";4.907444;52.36205545;
247;"MWP4";"Huisraad langs de Weesperstraat";"Weesperplein";"Archeologische Begeleiding";"1973";"1973";"In 1663 werd de Weesperstraat aangelegd. Oorspronkelijk was dit een smalle straat met woonhuizen en winkels die in de jaren 1960 plaats moesten maken voor de aanleg van een autoboulevard.";"http://www.mapsbma.nl/documents/TX_MetroOostlijn_10.pdf";"http://www.archeologischekaart.amsterdam/Vindplaatsen/MWP4-1.jpg";"hondenhalsband, leer met koperbeslag, 1575-1600";"Vindplaats";"POLYGON((4.9078741609982 52.361061419298,4.907873 52.361063,4.907756 52.361042,4.907541 52.361379,4.907676 52.361408,4.907672 52.361415,4.908014 52.361497,4.908056 52.361504,4.908288 52.361143,4.9082080277143 52.361124544857,4.908207 52.361126))";"POLYGON((52.361061419298 4.9078741609982,52.361063 4.907873,52.361042 4.907756,52.361379 4.907541,52.361408 4.907676,52.361415 4.907672,52.361497 4.908014,52.361504 4.908056,52.361143 4.908288,52.361124544857 4.9082080277143,52.361126 4.908207))";4.9079244;52.3612601;
248;"MWP5";"Huisraad langs de Weesperstraat";"Weesperplein/Sarphatistraat";"Archeologische Begeleiding";"1973";"1973";"In 1663 werd de Weesperstraat aangelegd. Oorspronkelijk was dit een smalle straat met woonhuizen en winkels die in de jaren 1960 plaats moesten maken voor de aanleg van een autoboulevard.";"http://www.mapsbma.nl/documents/TX_MetroOostlijn_10.pdf";"http://www.archeologischekaart.amsterdam/Vindplaatsen/MWP5-10.jpg";"kruithoorn, hertshoorn, 1425-1475";"Vindplaats";"POLYGON((4.9082080277143 52.361124544857,4.908197 52.361122,4.90837 52.360845,4.908325 52.360831,4.908328 52.360827,4.908086 52.360773,4.9078741609982 52.361061419298,4.908207 52.361126))";"POLYGON((52.361124544857 4.9082080277143,52.361122 4.908197,52.360845 4.90837,52.360831 4.908325,52.360827 4.908328,52.360773 4.908086,52.361061419298 4.9078741609982,52.361126 4.908207))";4.90813185;52.36093585;
