OBJECTNUMMER;Functie;Functie_gecorrigeerd;VOT_ID;Adres;Aantal_adressen;Gebruiksdoel;WOZ_gebruik;Hoofdfunctie;Hoofdfunctie_ID;Gebruiksoppervlakte;Footprint;Oppervlakte_gecorrigeerd;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
29661;"winkel";0;"0363010000841872";"Van Limburg Stirumstraat 42";0;"winkelfunctie";"winkel";"Detailhandel";"D";0;0;0;"POINT(4.875968,52.383628)";"POINT(52.383628,4.875968)";4.875968;52.383628;
29662;"winkel";0;"0363010000841874";"Van Limburg Stirumstraat 44";0;"winkelfunctie";"winkel";"Detailhandel";"D";495;0;0;"POINT(4.876056,52.383583)";"POINT(52.383583,4.876056)";4.876056;52.383583;
29663;"winkel";0;"0363010000841875";"Van Limburg Stirumstraat 46";0;"winkelfunctie";"winkel";"Detailhandel";"D";127;0;0;"POINT(4.876322,52.383458)";"POINT(52.383458,4.876322)";4.876322;52.383458;
29664;"winkel";0;"0363010000841876";"Van Limburg Stirumstraat 48";0;"winkelfunctie";"winkel";"Detailhandel";"D";94;0;0;"POINT(4.876411,52.383405)";"POINT(52.383405,4.876411)";4.876411;52.383405;
29665;"winkel";0;"0363010000841877";"Van Limburg Stirumstraat 58";0;"winkelfunctie";"winkel";"Detailhandel";"D";344;0;0;"POINT(4.876544,52.383361)";"POINT(52.383361,4.876544)";4.876544;52.383361;
29666;"café / bar / restaurant";0;"0363010000841878";"Van Limburg Stirumstraat 67";0;"winkelfunctie";"café / bar / restaurant";"Horeca";"H";80;0;0;"POINT(4.875564,52.384228)";"POINT(52.384228,4.875564)";4.875564;52.384228;
29667;"café / bar / restaurant";0;"0363010000841879";"Van Limburg Stirumstraat 69";0;"bijeenkomstfunctie";"café / bar / restaurant";"Horeca";"H";96;0;0;"POINT(4.875653,52.384175)";"POINT(52.384175,4.875653)";4.875653;52.384175;
29668;"café / bar / restaurant";0;"0363010000841880";"Van Limburg Stirumstraat 71";0;"winkelfunctie";"café / bar / restaurant";"Horeca";"H";82;0;0;"POINT(4.875742,52.384121)";"POINT(52.384121,4.875742)";4.875742;52.384121;
29669;"kantoor";0;"0363010000841969";"Van Linschotenstraat 2";0;"industriefunctie";"kantoor";"Kantoren";"K";136;0;0;"POINT(4.887224,52.389643)";"POINT(52.389643,4.887224)";4.887224;52.389643;
29670;"kantoor";0;"0363010000841998";"Van Linschotenstraat 30";0;"winkelfunctie";"kantoor";"Kantoren";"K";89;0;0;"POINT(4.887167,52.389472)";"POINT(52.389472,4.887167)";4.887167;52.389472;
29671;"atelier / werkruimte";0;"0363010000842000";"Van Linschotenstraat 32";0;"industriefunctie";"atelier / werkruimte";"Atelier / werkruimte";"F";44;0;0;"POINT(4.887125,52.38931)";"POINT(52.38931,4.887125)";4.887125;52.38931;
29672;"winkelfunctie";0;"0363010000842012";"Van Linschotenstraat 46";0;"winkelfunctie";"bedrijf";"Detailhandel";"D";46;0;0;"POINT(4.887083,52.389184)";"POINT(52.389184,4.887083)";4.887083;52.389184;
29673;"kantoor";0;"0363010000842045";"Van Marumstraat 14";0;"kantoorfunctie";"kantoor";"Kantoren";"K";85;0;0;"POINT(4.938685,52.35016)";"POINT(52.35016,4.938685)";4.938685;52.35016;
29674;"winkel";0;"0363010001014824";"Van Marumstraat 16";0;"winkelfunctie";"winkel";"Detailhandel";"D";34;0;0;"POINT(4.939138,52.350369)";"POINT(52.350369,4.939138)";4.939138;52.350369;
29675;"opslag / distributie";0;"0363010000842050";"Van Marumstraat 18";0;"winkelfunctie";"opslag / distributie";"Opslag en distributie";"E";302;0;0;"POINT(4.939196,52.350414)";"POINT(52.350414,4.939196)";4.939196;52.350414;
29676;"kantoor";0;"0363010012098352";"Van Middellandtstraat 31";2;"kantoorfunctie";"kantoor";"Kantoren";"K";215;0;0;"POINT(4.850839,52.365218)";"POINT(52.365218,4.850839)";4.850839;52.365218;
29677;"kantoor";0;"0363010000842067";"Van Miereveldstraat 1";0;"kantoorfunctie";"kantoor";"Kantoren";"K";613;0;0;"POINT(4.883179,52.356498)";"POINT(52.356498,4.883179)";4.883179;52.356498;
29678;"kantoorfunctie";0;"0363010012138857";"Van Miereveldstraat 11";0;"kantoorfunctie";"";"Kantoren";"K";357;0;0;"POINT(4.882977,52.356156)";"POINT(52.356156,4.882977)";4.882977;52.356156;
29679;"kantoorfunctie";0;"0363010012138858";"Van Miereveldstraat 13";0;"kantoorfunctie";"";"Kantoren";"K";944;0;0;"POINT(4.882949,52.356084)";"POINT(52.356084,4.882949)";4.882949;52.356084;
29680;"kantoor";0;"0363010001002627";"Van Miereveldstraat 3";0;"kantoorfunctie";"kantoor";"Kantoren";"K";471;0;0;"POINT(4.88315,52.356435)";"POINT(52.356435,4.88315)";4.88315;52.356435;
29681;"kantoor";0;"0363010000979479";"Van Miereveldstraat 9";0;"kantoorfunctie";"kantoor";"Kantoren";"K";360;0;0;"POINT(4.883035,52.356219)";"POINT(52.356219,4.883035)";4.883035;52.356219;
29682;"kantoor";0;"0363010000842116";"Van Moerkerkenstraat 19";0;"overige gebruiksfunctie";"kantoor";"Kantoren";"K";1700;0;0;"POINT(4.817807,52.377611)";"POINT(52.377611,4.817807)";4.817807;52.377611;
29683;"overige gebruiksfunctie";0;"0363010001172195";"Van Moerkerkenstraat 3";0;"overige gebruiksfunctie";"overig bedrijf";"Onduidelijke functie";"Q";47;0;0;"POINT(4.818589,52.377345)";"POINT(52.377345,4.818589)";4.818589;52.377345;
29684;"café / bar / restaurant";0;"0363010000842185";"Van Moerkerkenstraat 63";0;"bijeenkomstfunctie";"café / bar / restaurant";"Horeca";"H";0;0;0;"POINT(4.813362,52.378389)";"POINT(52.378389,4.813362)";4.813362;52.378389;
29685;"café / bar / restaurant";0;"0363010000842186";"Van Moerkerkenstraat 65";0;"bijeenkomstfunctie";"café / bar / restaurant";"Horeca";"H";108;0;0;"POINT(4.813259,52.378407)";"POINT(52.378407,4.813259)";4.813259;52.378407;
29686;"kantoor";0;"0363010000842187";"Van Moerkerkenstraat 67";0;"kantoorfunctie";"kantoor";"Kantoren";"K";94;0;0;"POINT(4.812715,52.378449)";"POINT(52.378449,4.812715)";4.812715;52.378449;
29687;"kantoor";0;"0363010001008585";"Van Moerkerkenstraat 69";0;"kantoorfunctie";"kantoor";"Kantoren";"K";0;0;0;"POINT(4.812627,52.378475)";"POINT(52.378475,4.812627)";4.812627;52.378475;
29688;"basisschool";0;"0363010000842195";"Van Moerkerkenstraat 89";0;"onderwijsfunctie";"basisschool";"Onderwijs";"O";1634;0;0;"POINT(4.810319,52.378617)";"POINT(52.378617,4.810319)";4.810319;52.378617;
29689;"winkel";0;"0363010012097686";"Van Musschenbroekstraat 1/H";0;"winkelfunctie";"winkel";"Detailhandel";"D";50;0;0;"POINT(4.911019,52.359777)";"POINT(52.359777,4.911019)";4.911019;52.359777;
29690;"kantoor";0;"0363010000842360";"Van Musschenbroekstraat 1A/H";0;"kantoorfunctie";"kantoor";"Kantoren";"K";90;0;0;"POINT(4.91099,52.359741)";"POINT(52.359741,4.91099)";4.91099;52.359741;
29691;"bar / dancing";0;"0363010000842366";"Van Musschenbroekstraat 3/H";0;"woonfunctie|bijeenkomstfunctie";"bar / dancing";"Horeca";"H";50;0;0;"POINT(4.910946,52.359696)";"POINT(52.359696,4.910946)";4.910946;52.359696;
29692;"industriefunctie";0;"0363010000842370";"Van Musschenbroekstraat 3A/H";0;"industriefunctie";"";"Bedrijven";"B";191;0;0;"POINT(4.910932,52.35966)";"POINT(52.35966,4.910932)";4.910932;52.35966;
29693;"kantoorfunctie";0;"0363010012141838";"Van Musschenbroekstraat 5";0;"kantoorfunctie";"";"Kantoren";"K";95;0;0;"POINT(4.911226,52.359598)";"POINT(52.359598,4.911226)";4.911226;52.359598;
29694;"cultuur";0;"0363010000843519";"Van Nijenrodeweg 1042";0;"bijeenkomstfunctie";"cultuur";"Cultuur";"C";22;0;0;"POINT(4.858087,52.327395)";"POINT(52.327395,4.858087)";4.858087;52.327395;
29695;"overige gebruiksfunctie";0;"0363010000842707";"Van Nijenrodeweg 217";0;"overige gebruiksfunctie";"";"Onduidelijke functie";"Q";151;0;0;"POINT(4.878644,52.328168)";"POINT(52.328168,4.878644)";4.878644;52.328168;
29696;"kinderdagverblijf";0;"0363010000842915";"Van Nijenrodeweg 433";0;"onderwijsfunctie";"dagverblijf";"Onderwijs";"O";1299;0;0;"POINT(4.8766,52.327314)";"POINT(52.327314,4.8766)";4.8766;52.327314;
29697;"speciaal onderwijs";0;"0363010000880872";"Van Nijenrodeweg 648";0;"onderwijsfunctie";"speciaal onderwijs";"Onderwijs";"O";2186;0;0;"POINT(4.872803,52.327172)";"POINT(52.327172,4.872803)";4.872803;52.327172;
29698;"kantoor";0;"0363010012080258";"Van Nijenrodeweg 898B";0;"gezondheidszorgfunctie";"kantoor";"Kantoren";"K";58;0;0;"POINT(4.861401,52.327508)";"POINT(52.327508,4.861401)";4.861401;52.327508;
29699;"kantoor";0;"0363010000843414";"Van Nijenrodeweg 937";0;"kantoorfunctie";"kantoor";"Kantoren";"K";51;0;0;"POINT(4.858821,52.327317)";"POINT(52.327317,4.858821)";4.858821;52.327317;
29700;"cultuur";0;"0363010000843428";"Van Nijenrodeweg 951";0;"bijeenkomstfunctie";"cultuur";"Cultuur";"C";254;0;0;"POINT(4.858895,52.32729)";"POINT(52.32729,4.858895)";4.858895;52.32729;
29701;"industriefunctie";0;"0363010000843657";"Van Noordtstraat 24";0;"industriefunctie";"bedrijf";"Bedrijven";"B";0;0;0;"POINT(4.880002,52.389217)";"POINT(52.389217,4.880002)";4.880002;52.389217;
29702;"café / bar / restaurant";0;"0363010000843658";"Van Noordtstraat 26";0;"bijeenkomstfunctie";"café / bar / restaurant";"Horeca";"H";46;0;0;"POINT(4.879928,52.389226)";"POINT(52.389226,4.879928)";4.879928;52.389226;
29703;"café / bar / restaurant";0;"0363010000843659";"Van Noordtstraat 28";0;"bijeenkomstfunctie";"café / bar / restaurant";"Horeca";"H";79;0;0;"POINT(4.879781,52.389243)";"POINT(52.389243,4.879781)";4.879781;52.389243;
29704;"winkel";0;"0363010000843634";"Van Noordtstraat 4";0;"industriefunctie";"winkel";"Detailhandel";"D";140;0;0;"POINT(4.879943,52.389253)";"POINT(52.389253,4.879943)";4.879943;52.389253;
29705;"kantoor";0;"0363010000748079";"Van Oldenbarneveldtplein 1";0;"winkelfunctie";"kantoor";"Kantoren";"K";121;0;0;"POINT(4.876513,52.377069)";"POINT(52.377069,4.876513)";4.876513;52.377069;
29706;"algemeen voortgezet onderwijs";0;"0363010000843716";"Van Oldenbarneveldtplein 16";0;"onderwijsfunctie";"algemeen voortgezet onderwijs  (MAVO / HAVO /";"Onderwijs";"O";926;0;0;"POINT(4.875387,52.3779)";"POINT(52.3779,4.875387)";4.875387;52.3779;
29707;"kantoor";0;"0363010000843672";"Van Oldenbarneveldtplein 3/H";0;"winkelfunctie";"kantoor";"Kantoren";"K";49;0;0;"POINT(4.876277,52.37714)";"POINT(52.37714,4.876277)";4.876277;52.37714;
29708;"opslag / distributie";0;"0363010000844198";"Van Oldenbarneveldtstraat 108/H";0;"industriefunctie";"opslag / distributie";"Opslag en distributie";"E";121;0;0;"POINT(4.873381,52.373622)";"POINT(52.373622,4.873381)";4.873381;52.373622;
29709;"atelier / werkruimte met woning";0;"0363010000843744";"Van Oldenbarneveldtstraat 2/H";0;"overige gebruiksfunctie|woonfunctie";"atelier / werkruimte met woning";"Atelier / werkruimte";"F";127;0;0;"POINT(4.875556,52.377308)";"POINT(52.377308,4.875556)";4.875556;52.377308;
29710;"basisschool";0;"0363010000843913";"Van Oldenbarneveldtstraat 42";0;"onderwijsfunctie";"basisschool";"Onderwijs";"O";807;0;0;"POINT(4.874994,52.376335)";"POINT(52.376335,4.874994)";4.874994;52.376335;
29711;"kantoor in bedrijfsverzamelgebouw";0;"0363010001163749";"Van Oldenbarneveldtstraat 48A";0;"overige gebruiksfunctie";"kantoor in bedrijfsverzamelgebouw";"Kantoren";"K";200;0;0;"POINT(4.874331,52.375298)";"POINT(52.375298,4.874331)";4.874331;52.375298;
29712;"kinderdagverblijf";0;"0363010000844043";"Van Oldenbarneveldtstraat 77/H";0;"bijeenkomstfunctie";"crèche / peuterspeelzaal";"Onderwijs";"O";105;0;0;"POINT(4.874424,52.374822)";"POINT(52.374822,4.874424)";4.874424;52.374822;
29713;"café / bar / restaurant";0;"0363010000844047";"Van Oldenbarneveldtstraat 78/H";0;"bijeenkomstfunctie";"café / bar / restaurant";"Horeca";"H";49;0;0;"POINT(4.873957,52.374569)";"POINT(52.374569,4.873957)";4.873957;52.374569;
29714;"café / bar / restaurant";0;"0363010001003091";"Van Oldenbarneveldtstraat 80/H";0;"bijeenkomstfunctie";"café / bar / restaurant";"Horeca";"H";0;0;0;"POINT(4.873929,52.374514)";"POINT(52.374514,4.873929)";4.873929;52.374514;
29715;"winkel";0;"0363010000844062";"Van Oldenbarneveldtstraat 82/H";0;"winkelfunctie|woonfunctie";"winkel";"Detailhandel";"D";65;0;0;"POINT(4.87377,52.374298)";"POINT(52.374298,4.87377)";4.87377;52.374298;
29716;"woning + winkel";0;"0363010000844070";"Van Oldenbarneveldtstraat 84/H";0;"winkelfunctie|woonfunctie";"woning + winkel";"Detailhandel";"D";87;0;0;"POINT(4.873741,52.374253)";"POINT(52.374253,4.873741)";4.873741;52.374253;
29717;"bibliotheek";0;"0363010000947725";"Van Ollefenstraat 108";0;"bijeenkomstfunctie";"bibliotheek";"Cultuur";"C";0;0;0;"POINT(4.825439,52.355942)";"POINT(52.355942,4.825439)";4.825439;52.355942;
29718;"winkel";0;"0363010000947726";"Van Ollefenstraat 110";0;"winkelfunctie";"winkel";"Detailhandel";"D";0;0;0;"POINT(4.82553,52.355745)";"POINT(52.355745,4.82553)";4.82553;52.355745;
29719;"kerk";0;"0363010000844199";"Van Ollefenstraat 9";0;"bijeenkomstfunctie";"kerk";"Religie";"R";895;0;0;"POINT(4.825336,52.354782)";"POINT(52.354782,4.825336)";4.825336;52.354782;
29720;"café / bar / restaurant";0;"0363010000844200";"Van Ostadestraat 1";0;"bijeenkomstfunctie";"café / bar / restaurant";"Horeca";"H";82;0;0;"POINT(4.887094,52.351643)";"POINT(52.351643,4.887094)";4.887094;52.351643;
29721;"algemeen voortgezet onderwijs";0;"0363010000844588";"Van Ostadestraat 101";0;"onderwijsfunctie";"algemeen voortgezet onderwijs  (MAVO / HAVO /";"Onderwijs";"O";564;1;0;"POINT(4.892048,52.352293)";"POINT(52.352293,4.892048)";4.892048;52.352293;
29722;"algemeen voortgezet onderwijs";0;"0363010000844593";"Van Ostadestraat 103";0;"onderwijsfunctie";"algemeen voortgezet onderwijs  (MAVO / HAVO /";"Onderwijs";"O";3361;0;0;"POINT(4.892561,52.352358)";"POINT(52.352358,4.892561)";4.892561;52.352358;
29723;"winkel";0;"0363010000844599";"Van Ostadestraat 105/H";0;"industriefunctie";"winkel";"Detailhandel";"D";114;0;0;"POINT(4.892825,52.352386)";"POINT(52.352386,4.892825)";4.892825;52.352386;
29724;"kantoor";0;"0363010000844658";"Van Ostadestraat 115/O";0;"kantoorfunctie";"kantoor";"Kantoren";"K";77;0;0;"POINT(4.893338,52.352461)";"POINT(52.352461,4.893338)";4.893338;52.352461;
29725;"hotel / motel";0;"0363010001023829";"Van Ostadestraat 123";0;"logiesfunctie";"hotel / motel";"Logies";"L";296;0;0;"POINT(4.893631,52.352507)";"POINT(52.352507,4.893631)";4.893631;52.352507;
29726;"kantoor";0;"0363010000844253";"Van Ostadestraat 13/O";0;"kantoorfunctie";"kantoor";"Kantoren";"K";79;0;0;"POINT(4.887592,52.351708)";"POINT(52.351708,4.887592)";4.887592;52.351708;
29727;"atelier / werkruimte";0;"0363010012095431";"Van Ostadestraat 145/H";0;"industriefunctie";"atelier / werkruimte";"Atelier / werkruimte";"F";33;0;0;"POINT(4.894481,52.352591)";"POINT(52.352591,4.894481)";4.894481;52.352591;
29728;"winkel";0;"0363010001170610";"Van Ostadestraat 147/H";0;"winkelfunctie";"winkel";"Detailhandel";"D";75;0;0;"POINT(4.894583,52.352609)";"POINT(52.352609,4.894583)";4.894583;52.352609;
29729;"industriefunctie";0;"0363010000844794";"Van Ostadestraat 148/O";0;"industriefunctie";"overig bedrijf";"Bedrijven";"B";180;0;0;"POINT(4.892856,52.352189)";"POINT(52.352189,4.892856)";4.892856;52.352189;
29730;"overige gebruiksfunctie";0;"0363010000844801";"Van Ostadestraat 149";0;"overige gebruiksfunctie";"";"Onduidelijke functie";"Q";283;0;0;"POINT(4.895257,52.352729)";"POINT(52.352729,4.895257)";4.895257;52.352729;
29731;"atelier / werkruimte";0;"0363010000844265";"Van Ostadestraat 15/O";0;"industriefunctie";"atelier / werkruimte";"Atelier / werkruimte";"F";71;0;0;"POINT(4.88768,52.351718)";"POINT(52.351718,4.88768)";4.88768;52.351718;
29732;"kantoor";0;"0363010001006477";"Van Ostadestraat 150/O";0;"industriefunctie";"kantoor";"Kantoren";"K";170;0;0;"POINT(4.892944,52.352207)";"POINT(52.352207,4.892944)";4.892944;52.352207;
29733;"kantoor";0;"0363010000844812";"Van Ostadestraat 152/O";0;"woonfunctie";"kantoor";"Kantoren";"K";169;0;0;"POINT(4.893047,52.352217)";"POINT(52.352217,4.893047)";4.893047;52.352217;
29734;"cultuur";0;"0363010000844819";"Van Ostadestraat 153";0;"bijeenkomstfunctie";"cultuur";"Cultuur";"C";268;0;0;"POINT(4.895609,52.352794)";"POINT(52.352794,4.895609)";4.895609;52.352794;
29735;"winkel";0;"0363010000844821";"Van Ostadestraat 154/O";0;"industriefunctie";"winkel";"Detailhandel";"D";88;0;0;"POINT(4.893164,52.352235)";"POINT(52.352235,4.893164)";4.893164;52.352235;
29736;"atelier / werkruimte";0;"0363010000844828";"Van Ostadestraat 155/H";0;"industriefunctie";"atelier / werkruimte";"Atelier / werkruimte";"F";173;0;0;"POINT(4.895697,52.352803)";"POINT(52.352803,4.895697)";4.895697;52.352803;
29737;"opslag / distributie";0;"0363010012073652";"Van Ostadestraat 156/H";0;"woonfunctie";"opslag / distributie";"Opslag en distributie";"E";166;0;0;"POINT(4.893208,52.352244)";"POINT(52.352244,4.893208)";4.893208;52.352244;
29738;"praktijkruimte";0;"0363010000844845";"Van Ostadestraat 159/O";0;"winkelfunctie";"praktijkruimte";"Zorg";"Z";107;0;0;"POINT(4.895858,52.352821)";"POINT(52.352821,4.895858)";4.895858;52.352821;
29739;"kantoor";0;"0363010000844858";"Van Ostadestraat 162/H";0;"woonfunctie|kantoorfunctie";"kantoor";"Kantoren";"K";52;0;0;"POINT(4.893442,52.352272)";"POINT(52.352272,4.893442)";4.893442;52.352272;
29740;"kinderdagverblijf";0;"0363010001019037";"Van Ostadestraat 17/O";0;"onderwijsfunctie";"crèche / peuterspeelzaal";"Onderwijs";"O";67;0;0;"POINT(4.887754,52.351727)";"POINT(52.351727,4.887754)";4.887754;52.351727;
29741;"atelier / werkruimte";0;"0363010000844935";"Van Ostadestraat 177/H";0;"industriefunctie";"atelier / werkruimte";"Atelier / werkruimte";"F";243;0;0;"POINT(4.896547,52.352932)";"POINT(52.352932,4.896547)";4.896547;52.352932;
29742;"kantoor";0;"0363010000844939";"Van Ostadestraat 178/H";0;"kantoorfunctie";"kantoor";"Kantoren";"K";138;0;0;"POINT(4.894087,52.352347)";"POINT(52.352347,4.894087)";4.894087;52.352347;
29743;"industriefunctie";0;"0363010000844960";"Van Ostadestraat 182/H";0;"industriefunctie";"overig bedrijf";"Bedrijven";"B";226;0;0;"POINT(4.894278,52.352384)";"POINT(52.352384,4.894278)";4.894278;52.352384;
29744;"opslag / distributie";0;"0363010000844984";"Van Ostadestraat 187/H";0;"industriefunctie";"opslag / distributie";"Opslag en distributie";"E";146;0;0;"POINT(4.896927,52.353006)";"POINT(52.353006,4.896927)";4.896927;52.353006;
29745;"opslag / distributie";0;"0363010000845025";"Van Ostadestraat 195/H";0;"industriefunctie";"opslag / distributie";"Opslag en distributie";"E";181;0;0;"POINT(4.897279,52.353061)";"POINT(52.353061,4.897279)";4.897279;52.353061;
29746;"kantoor";0;"0363010000984996";"Van Ostadestraat 196/H";0;"industriefunctie";"kantoor";"Kantoren";"K";55;0;0;"POINT(4.895245,52.352513)";"POINT(52.352513,4.895245)";4.895245;52.352513;
29747;"opslag / distributie";0;"0363010000845033";"Van Ostadestraat 197/H";0;"industriefunctie";"opslag / distributie";"Opslag en distributie";"E";184;0;0;"POINT(4.897352,52.353079)";"POINT(52.353079,4.897352)";4.897352;52.353079;
29748;"opslag / distributie";0;"0363010000845037";"Van Ostadestraat 198/H";0;"industriefunctie";"opslag / distributie";"Opslag en distributie";"E";142;0;0;"POINT(4.895303,52.352541)";"POINT(52.352541,4.895303)";4.895303;52.352541;
29749;"basisschool";0;"0363010011943728";"Van Ostadestraat 201";0;"onderwijsfunctie";"basisschool";"Onderwijs";"O";1815;0;0;"POINT(4.897543,52.353107)";"POINT(52.353107,4.897543)";4.897543;52.353107;
29750;"kantoor";0;"0363010000845060";"Van Ostadestraat 206/O";0;"industriefunctie";"kantoor";"Kantoren";"K";50;0;0;"POINT(4.895611,52.352587)";"POINT(52.352587,4.895611)";4.895611;52.352587;
29751;"atelier / werkruimte";0;"0363010000845087";"Van Ostadestraat 213/H";0;"industriefunctie";"atelier / werkruimte";"Atelier / werkruimte";"F";95;0;0;"POINT(4.898261,52.353236)";"POINT(52.353236,4.898261)";4.898261;52.353236;
29752;"atelier / werkruimte";0;"0363010000949282";"Van Ostadestraat 215/H";0;"industriefunctie";"atelier / werkruimte";"Atelier / werkruimte";"F";203;0;0;"POINT(4.898334,52.353254)";"POINT(52.353254,4.898334)";4.898334;52.353254;
29753;"atelier / werkruimte met woning";0;"0363010003761656";"Van Ostadestraat 233A";2;"woonfunctie";"atelier / werkruimte met woning";"Atelier / werkruimte";"F";328;1;0;"POINT(4.898773,52.353337)";"POINT(52.353337,4.898773)";4.898773;52.353337;
29754;"atelier / werkruimte met woning";0;"0363010003761657";"Van Ostadestraat 233B";0;"industriefunctie";"atelier / werkruimte met woning";"Atelier / werkruimte";"F";328;1;0;"POINT(4.898788,52.353337)";"POINT(52.353337,4.898788)";4.898788;52.353337;
29755;"bijeenkomstfunctie";0;"0363010003761659";"Van Ostadestraat 233D";0;"bijeenkomstfunctie";"bedrijf";"Onduidelijke functie";"Q";328;1;0;"POINT(4.898817,52.353346)";"POINT(52.353346,4.898817)";4.898817;52.353346;
29756;"industriefunctie";0;"0363010003761655";"Van Ostadestraat 233E";0;"industriefunctie";"bedrijf";"Bedrijven";"B";328;1;0;"POINT(4.898832,52.353346)";"POINT(52.353346,4.898832)";4.898832;52.353346;
29757;"kantoor";0;"0363010001014987";"Van Ostadestraat 234B";0;"overige gebruiksfunctie";"kantoor";"Kantoren";"K";64;0;0;"POINT(4.896607,52.352762)";"POINT(52.352762,4.896607)";4.896607;52.352762;
29758;"kerk";0;"0363010000845191";"Van Ostadestraat 268";0;"bijeenkomstfunctie";"kerk";"Religie";"R";1665;0;0;"POINT(4.897604,52.352919)";"POINT(52.352919,4.897604)";4.897604;52.352919;
29759;"basisschool";0;"0363010000845200";"Van Ostadestraat 272";0;"onderwijsfunctie";"basisschool";"Onderwijs";"O";0;0;0;"POINT(4.898541,52.353093)";"POINT(52.353093,4.898541)";4.898541;52.353093;
29760;"kantoor";0;"0363010000845202";"Van Ostadestraat 274";0;"woonfunctie|kantoorfunctie";"kantoor";"Kantoren";"K";46;0;0;"POINT(4.899112,52.35323)";"POINT(52.35323,4.899112)";4.899112;52.35323;
29761;"industriefunctie";0;"0363010001006480";"Van Ostadestraat 278/H";0;"industriefunctie";"overig bedrijf";"Bedrijven";"B";312;0;0;"POINT(4.899273,52.353249)";"POINT(52.353249,4.899273)";4.899273;52.353249;
29762;"overig sport en recreatie";0;"0363010012076525";"Van Ostadestraat 279A";0;"industriefunctie";"overig sport en recreatie";"Sport en recreatie";"S";54;0;0;"POINT(4.900751,52.353678)";"POINT(52.353678,4.900751)";4.900751;52.353678;
29763;"atelier / werkruimte";0;"0363010012076526";"Van Ostadestraat 281";0;"industriefunctie";"atelier / werkruimte";"Atelier / werkruimte";"F";47;0;0;"POINT(4.90081,52.353678)";"POINT(52.353678,4.90081)";4.90081;52.353678;
29764;"atelier / werkruimte";0;"0363010012076527";"Van Ostadestraat 283A";0;"industriefunctie";"atelier / werkruimte";"Atelier / werkruimte";"F";47;0;0;"POINT(4.900898,52.353696)";"POINT(52.353696,4.900898)";4.900898;52.353696;
29765;"café / bar / restaurant";0;"0363010000845256";"Van Ostadestraat 290/H";0;"bijeenkomstfunctie";"café / bar / restaurant";"Horeca";"H";56;0;0;"POINT(4.899713,52.353332)";"POINT(52.353332,4.899713)";4.899713;52.353332;
29766;"opslag / distributie";0;"0363010000845268";"Van Ostadestraat 295/H";0;"industriefunctie";"opslag / distributie";"Opslag en distributie";"E";100;0;0;"POINT(4.901293,52.353788)";"POINT(52.353788,4.901293)";4.901293;52.353788;
29767;"kerk";0;"0363010001004796";"Van Ostadestraat 300/H";0;"bijeenkomstfunctie";"kerk";"Religie";"R";0;0;0;"POINT(4.899991,52.353378)";"POINT(52.353378,4.899991)";4.899991;52.353378;
29768;"industriefunctie";0;"0363010000845412";"Van Ostadestraat 340/H";0;"industriefunctie";"bedrijf";"Bedrijven";"B";58;0;0;"POINT(4.901397,52.353644)";"POINT(52.353644,4.901397)";4.901397;52.353644;
29769;"atelier / werkruimte";0;"0363010000996915";"Van Ostadestraat 341/1";0;"onderwijsfunctie";"atelier / werkruimte";"Atelier / werkruimte";"F";315;0;0;"POINT(4.903224,52.354344)";"POINT(52.354344,4.903224)";4.903224;52.354344;
29770;"winkel";0;"0363010000845419";"Van Ostadestraat 344/H";0;"industriefunctie";"winkel";"Detailhandel";"D";61;0;0;"POINT(4.901544,52.353663)";"POINT(52.353663,4.901544)";4.901544;52.353663;
29771;"winkel";0;"0363010000845423";"Van Ostadestraat 346/H";0;"kantoorfunctie";"winkel";"Detailhandel";"D";107;0;0;"POINT(4.901617,52.353672)";"POINT(52.353672,4.901617)";4.901617;52.353672;
29772;"industriefunctie";0;"0363010000845446";"Van Ostadestraat 364/H";0;"industriefunctie";"overig bedrijf";"Bedrijven";"B";0;0;0;"POINT(4.902539,52.353901)";"POINT(52.353901,4.902539)";4.902539;52.353901;
29773;"atelier / werkruimte";0;"0363010001164552";"Van Ostadestraat 386/H";0;"industriefunctie";"atelier / werkruimte";"Atelier / werkruimte";"F";233;0;0;"POINT(4.903227,52.354101)";"POINT(52.354101,4.903227)";4.903227;52.354101;
29774;"moskee";0;"0363010000845545";"Van Ostadestraat 393";0;"bijeenkomstfunctie";"moskee";"Religie";"R";537;0;0;"POINT(4.904424,52.354681)";"POINT(52.354681,4.904424)";4.904424;52.354681;
29775;"praktijkruimte";0;"0363010000845581";"Van Ostadestraat 413/H";0;"kantoorfunctie";"praktijkruimte";"Zorg";"Z";90;0;0;"POINT(4.904995,52.354854)";"POINT(52.354854,4.904995)";4.904995;52.354854;
29776;"atelier / werkruimte";0;"0363010000844370";"Van Ostadestraat 43A";2;"industriefunctie";"atelier / werkruimte";"Atelier / werkruimte";"F";110;0;0;"POINT(4.88856,52.351829)";"POINT(52.351829,4.88856)";4.88856;52.351829;
29777;"kantoor";0;"0363010000845649";"Van Ostadestraat 482";0;"industriefunctie";"kantoor";"Kantoren";"K";111;0;0;"POINT(4.904719,52.354566)";"POINT(52.354566,4.904719)";4.904719;52.354566;
