OBJECTNUMMER;Functie;Functie_gecorrigeerd;VOT_ID;Adres;Aantal_adressen;Gebruiksdoel;WOZ_gebruik;Hoofdfunctie;Hoofdfunctie_ID;Gebruiksoppervlakte;Footprint;Oppervlakte_gecorrigeerd;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
6523;"bibliotheek";0;"0363010011915083";"Diemerparklaan 77";0;"overige gebruiksfunctie";"bibliotheek";"Cultuur";"C";118;0;0;"POINT(4.996807,52.356576)";"POINT(52.356576,4.996807)";4.996807;52.356576;
6524;"overige gebruiksfunctie";0;"0363010001983754";"Diemerparklaan 79";0;"overige gebruiksfunctie";"bedrijf";"Bedrijven";"B";118;0;0;"POINT(4.99685,52.356648)";"POINT(52.356648,4.99685)";4.99685;52.356648;
6525;"praktijkruimte";0;"0363010001031743";"Diemerparklaan 80";0;"gezondheidszorgfunctie";"praktijkruimte (tandarts / fysiotherapeut)";"Zorg";"Z";34;0;0;"POINT(4.996389,52.355739)";"POINT(52.355739,4.996389)";4.996389;52.355739;
6526;"overige gebruiksfunctie";0;"0363010001983755";"Diemerparklaan 81";0;"overige gebruiksfunctie";"bedrijf";"Bedrijven";"B";120;0;0;"POINT(4.996894,52.356676)";"POINT(52.356676,4.996894)";4.996894;52.356676;
6527;"overige gebruiksfunctie";0;"0363010001983756";"Diemerparklaan 83";0;"overige gebruiksfunctie";"bedrijf";"Bedrijven";"B";65;0;0;"POINT(4.996938,52.356703)";"POINT(52.356703,4.996938)";4.996938;52.356703;
6528;"kantoor";0;"0363010001043615";"Diemerparklaan 90";0;"winkelfunctie";"kantoor";"Kantoren";"K";117;0;0;"POINT(4.997789,52.356786)";"POINT(52.356786,4.997789)";4.997789;52.356786;
6529;"kantoor";0;"0363010012077454";"Diemerzeedijk 27A";2;"kantoorfunctie";"kantoor";"Kantoren";"K";359;0;0;"POINT(4.966378,52.361245)";"POINT(52.361245,4.966378)";4.966378;52.361245;
6530;"kantoor";0;"0363010012077455";"Diemerzeedijk 27B";0;"bijeenkomstfunctie";"kantoor";"Kantoren";"K";197;0;0;"POINT(4.966363,52.361245)";"POINT(52.361245,4.966363)";4.966363;52.361245;
6531;"industriefunctie";0;"0363010000622289";"Diemerzeedijk 3";0;"industriefunctie";"woning + bedrijf (overig)";"Bedrijven";"B";1424;0;0;"POINT(4.960475,52.36285)";"POINT(52.36285,4.960475)";4.960475;52.36285;
6532;"kantoor";0;"0363010012077457";"Diemerzeedijk 30";0;"overige gebruiksfunctie";"kantoor";"Kantoren";"K";125;0;0;"POINT(4.965954,52.361009)";"POINT(52.361009,4.965954)";4.965954;52.361009;
6533;"sportfunctie";0;"0363010000622294";"Diemerzeedijk 34";0;"sportfunctie";"";"Sport en recreatie";"S";980;0;0;"POINT(4.969982,52.36043)";"POINT(52.36043,4.969982)";4.969982;52.36043;
6534;"overig sport en recreatie";0;"0363010012075146";"Diemerzeedijk 35";0;"overige gebruiksfunctie";"overig sport en recreatie";"Sport en recreatie";"S";360;0;0;"POINT(4.9712,52.360435)";"POINT(52.360435,4.9712)";4.9712;52.360435;
6535;"overig sport en recreatie";0;"0363010012076467";"Diemerzeedijk 35B";0;"overige gebruiksfunctie";"overig sport en recreatie";"Sport en recreatie";"S";1254;0;0;"POINT(4.970584,52.36046)";"POINT(52.36046,4.970584)";4.970584;52.36046;
6536;"overig sport en recreatie";0;"0363010012076496";"Diemerzeedijk 35C";0;"overige gebruiksfunctie";"overig sport en recreatie";"Sport en recreatie";"S";1250;0;0;"POINT(4.972069,52.36015)";"POINT(52.36015,4.972069)";4.972069;52.36015;
6537;"woonfunctie";0;"0363010003713753";"Diemerzeedijk 3B";0;"woonfunctie";"woning + bedrijf (overig)";"Bedrijven";"B";428;0;0;"POINT(4.960018,52.363073)";"POINT(52.363073,4.960018)";4.960018;52.363073;
6538;"winkel";0;"0363010002005156";"Diepen 13";3;"winkelfunctie";"winkel";"Detailhandel";"D";2136;0;0;"POINT(4.804956,52.391137)";"POINT(52.391137,4.804956)";4.804956;52.391137;
6539;"(detail)handel / winkel";0;"0363010002005164";"Diepen 17";0;"overige gebruiksfunctie";"(detail)handel / winkel";"Detailhandel";"D";193;0;0;"POINT(4.804985,52.391147)";"POINT(52.391147,4.804985)";4.804985;52.391147;
6540;"kantoor";0;"0363010002005165";"Diepen 19";0;"overige gebruiksfunctie";"kantoor";"Kantoren";"K";78;0;0;"POINT(4.804971,52.391138)";"POINT(52.391138,4.804971)";4.804971;52.391138;
6541;"(detail)handel / winkel";0;"0363010002005166";"Diepen 21";0;"winkelfunctie";"(detail)handel / winkel";"Detailhandel";"D";111;0;0;"POINT(4.804986,52.391138)";"POINT(52.391138,4.804986)";4.804986;52.391138;
6542;"winkel";0;"0363010002005168";"Diepen 25";3;"winkelfunctie";"winkel";"Detailhandel";"D";917;0;0;"POINT(4.803633,52.391239)";"POINT(52.391239,4.803633)";4.803633;52.391239;
6543;"winkel";0;"0363010002005171";"Diepen 31";0;"winkelfunctie";"winkel";"Detailhandel";"D";382;0;0;"POINT(4.803677,52.391239)";"POINT(52.391239,4.803677)";4.803677;52.391239;
6544;"opslag / distributie";0;"0363010012079734";"Diepen 33";0;"industriefunctie";"opslag / distributie";"Opslag en distributie";"E";1282;0;0;"POINT(4.808334,52.391181)";"POINT(52.391181,4.808334)";4.808334;52.391181;
6545;"industriefunctie";0;"0363010011122708";"Diepen 35";0;"industriefunctie";"overig bedrijf";"Bedrijven";"B";1382;0;0;"POINT(4.80879,52.391147)";"POINT(52.391147,4.80879)";4.80879;52.391147;
6546;"industriefunctie";0;"0363010012119150";"Diepen 37";0;"industriefunctie";"overig bedrijf";"Bedrijven";"B";155;0;0;"POINT(4.808809,52.390842)";"POINT(52.390842,4.808809)";4.808809;52.390842;
6547;"overige gebruiksfunctie";0;"0363010000622306";"Diepenbrockstraat 1";0;"overige gebruiksfunctie";"";"Onduidelijke functie";"Q";223;0;0;"POINT(4.884271,52.344289)";"POINT(52.344289,4.884271)";4.884271;52.344289;
6548;"kantoor";0;"0363010001004798";"Diepenbrockstraat 54";0;"woonfunctie";"kantoor";"Kantoren";"K";219;0;0;"POINT(4.88057,52.34714)";"POINT(52.34714,4.88057)";4.88057;52.34714;
6549;"kantoor";0;"0363010000622570";"Diezestraat 42/H";0;"kantoorfunctie";"kantoor";"Kantoren";"K";182;0;0;"POINT(4.891881,52.344869)";"POINT(52.344869,4.891881)";4.891881;52.344869;
6550;"opslag / distributie";0;"0363010003702429";"Digitaalstraat 11";0;"industriefunctie";"opslag / distributie";"Opslag en distributie";"E";1613;0;0;"POINT(4.881977,52.410562)";"POINT(52.410562,4.881977)";4.881977;52.410562;
6551;"recreatie / sportcentrum";0;"0363010012105136";"Digitaalstraat 12";0;"industriefunctie";"recreatie / sportcentrum";"Sport en recreatie";"S";1582;0;0;"POINT(4.882171,52.410275)";"POINT(52.410275,4.882171)";4.882171;52.410275;
6552;"industriefunctie";0;"0363010001994101";"Digitaalstraat 18";0;"industriefunctie";"overig bedrijf";"Bedrijven";"B";2122;0;0;"POINT(4.882594,52.410592)";"POINT(52.410592,4.882594)";4.882594;52.410592;
6553;"industriefunctie";0;"0363010001965040";"Digitaalstraat 21";0;"industriefunctie";"overig bedrijf";"Bedrijven";"B";201;0;0;"POINT(4.882327,52.410833)";"POINT(52.410833,4.882327)";4.882327;52.410833;
6554;"industriefunctie";0;"0363010012080594";"Digitaalstraat 22";0;"industriefunctie";"overig bedrijf";"Bedrijven";"B";838;0;0;"POINT(4.882768,52.41079)";"POINT(52.41079,4.882768)";4.882768;52.41079;
6555;"kantoorfunctie";0;"0363010003702471";"Digitaalstraat 5";0;"kantoorfunctie";"overig bedrijf";"Kantoren";"K";2167;0;0;"POINT(4.881758,52.410408)";"POINT(52.410408,4.881758)";4.881758;52.410408;
6556;"café / bar / restaurant";0;"0363010000622682";"Dijkgraafplein 181";0;"bijeenkomstfunctie";"café / bar / restaurant";"Horeca";"H";138;0;0;"POINT(4.786829,52.355231)";"POINT(52.355231,4.786829)";4.786829;52.355231;
6557;"kantoor";0;"0363010000622683";"Dijkgraafplein 183";0;"kantoorfunctie";"kantoor";"Kantoren";"K";108;0;0;"POINT(4.786683,52.355195)";"POINT(52.355195,4.786683)";4.786683;52.355195;
6558;"opslag / distributie";0;"0363010001975885";"Dijkgraafplein 185";0;"winkelfunctie";"opslag / distributie";"Opslag en distributie";"E";113;0;0;"POINT(4.786478,52.355149)";"POINT(52.355149,4.786478)";4.786478;52.355149;
6559;"winkel";0;"0363010001975886";"Dijkgraafplein 187";0;"winkelfunctie";"winkel";"Detailhandel";"D";113;0;0;"POINT(4.786404,52.355139)";"POINT(52.355139,4.786404)";4.786404;52.355139;
6560;"praktijkruimte";0;"0363010012073346";"Dijkgraafplein 189";0;"winkelfunctie";"praktijkruimte";"Zorg";"Z";92;0;0;"POINT(4.786331,52.35513)";"POINT(52.35513,4.786331)";4.786331;52.35513;
6561;"café / bar / restaurant";0;"0363010000622685";"Dijkgraafplein 191";0;"bijeenkomstfunctie";"café / bar / restaurant";"Horeca";"H";101;0;0;"POINT(4.786243,52.355112)";"POINT(52.355112,4.786243)";4.786243;52.355112;
6562;"winkel";0;"0363010000622686";"Dijkgraafplein 193";0;"winkelfunctie";"winkel";"Detailhandel";"D";138;0;0;"POINT(4.786112,52.355084)";"POINT(52.355084,4.786112)";4.786112;52.355084;
6563;"winkel";0;"0363010000622687";"Dijkgraafplein 195";0;"industriefunctie";"winkel";"Detailhandel";"D";101;0;0;"POINT(4.785965,52.355056)";"POINT(52.355056,4.785965)";4.785965;52.355056;
6564;"overige gebruiksfunctie";0;"0363010000622688";"Dijkgraafplein 199";0;"overige gebruiksfunctie";"";"Onduidelijke functie";"Q";97;0;0;"POINT(4.785717,52.354938)";"POINT(52.354938,4.785717)";4.785717;52.354938;
6565;"café / bar / restaurant";0;"0363010000622597";"Dijkgraafplein 24";2;"winkelfunctie";"café / bar / restaurant";"Horeca";"H";197;0;0;"POINT(4.786556,52.355895)";"POINT(52.355895,4.786556)";4.786556;52.355895;
6566;"café / bar / restaurant";0;"0363010000622601";"Dijkgraafplein 28";0;"winkelfunctie";"café / bar / restaurant";"Horeca";"H";69;0;0;"POINT(4.786511,52.355976)";"POINT(52.355976,4.786511)";4.786511;52.355976;
6567;"winkel";0;"0363010000622603";"Dijkgraafplein 30";0;"winkelfunctie";"winkel";"Detailhandel";"D";69;0;0;"POINT(4.786481,52.356021)";"POINT(52.356021,4.786481)";4.786481;52.356021;
6568;"winkel";0;"0363010000622605";"Dijkgraafplein 32";0;"winkelfunctie";"winkel";"Detailhandel";"D";69;0;0;"POINT(4.786451,52.356065)";"POINT(52.356065,4.786451)";4.786451;52.356065;
6569;"winkel";0;"0363010000622607";"Dijkgraafplein 36";0;"winkelfunctie";"winkel";"Detailhandel";"D";0;0;0;"POINT(4.786406,52.356146)";"POINT(52.356146,4.786406)";4.786406;52.356146;
6570;"café / bar / restaurant";0;"0363010000622610";"Dijkgraafplein 38";0;"winkelfunctie";"café / bar / restaurant";"Horeca";"H";69;0;0;"POINT(4.78639,52.356191)";"POINT(52.356191,4.78639)";4.78639;52.356191;
6571;"café / bar / restaurant";0;"0363010000622612";"Dijkgraafplein 40";0;"bijeenkomstfunctie";"café / bar / restaurant";"Horeca";"H";184;0;0;"POINT(4.78636,52.356245)";"POINT(52.356245,4.78636)";4.78636;52.356245;
6572;"winkel";0;"0363010000622793";"Dijkgraafplein 409";0;"winkelfunctie";"winkel";"Detailhandel";"D";1509;0;0;"POINT(4.785432,52.355404)";"POINT(52.355404,4.785432)";4.785432;52.355404;
6573;"basisschool";0;"0363010001012459";"Dijkmanshuizenstraat 119";0;"onderwijsfunctie";"basisschool";"Onderwijs";"O";500;0;0;"POINT(4.955744,52.3965)";"POINT(52.3965,4.955744)";4.955744;52.3965;
6574;"praktijkruimte";0;"0363010011831292";"Dijkmanshuizenstraat 2";0;"bijeenkomstfunctie";"praktijkruimte";"Zorg";"Z";258;0;0;"POINT(4.955354,52.395825)";"POINT(52.395825,4.955354)";4.955354;52.395825;
6575;"sport / recreatie";0;"0363010001173286";"Dijksgracht 2";0;"sportfunctie";"sport / recreatie";"Sport en recreatie";"S";458;0;0;"POINT(4.91169,52.376613)";"POINT(52.376613,4.91169)";4.91169;52.376613;
6576;"café / bar / restaurant";0;"0363010012061677";"Dijksgracht 4";0;"bijeenkomstfunctie";"café / bar / restaurant";"Horeca";"H";300;0;0;"POINT(4.91162,52.37628)";"POINT(52.37628,4.91162)";4.91162;52.37628;
6577;"kantoor";0;"0363010000623134";"Dijksgracht 6";0;"kantoorfunctie";"kantoor";"Kantoren";"K";1174;0;0;"POINT(4.913159,52.37661)";"POINT(52.37661,4.913159)";4.913159;52.37661;
6578;"kantoor";0;"0363010000623427";"Dijsselhofplantsoen 10/H";0;"kantoorfunctie";"kantoor";"Kantoren";"K";305;0;0;"POINT(4.875413,52.351459)";"POINT(52.351459,4.875413)";4.875413;52.351459;
6579;"kantoor";0;"0363010000623429";"Dijsselhofplantsoen 12";0;"kantoorfunctie";"kantoor";"Kantoren";"K";561;0;0;"POINT(4.875089,52.351529)";"POINT(52.351529,4.875089)";4.875089;52.351529;
6580;"kantoor";0;"0363010000623430";"Dijsselhofplantsoen 14";0;"kantoorfunctie";"kantoor";"Kantoren";"K";1075;0;0;"POINT(4.874722,52.351555)";"POINT(52.351555,4.874722)";4.874722;52.351555;
6581;"kantoor";0;"0363010000623431";"Dijsselhofplantsoen 16";0;"kantoorfunctie";"kantoor";"Kantoren";"K";1499;0;0;"POINT(4.874414,52.351535)";"POINT(52.351535,4.874414)";4.874414;52.351535;
6582;"kantoor";0;"0363010000785541";"Dijsselhofplantsoen 18";0;"woonfunctie|kantoorfunctie";"kantoor";"Kantoren";"K";72;0;0;"POINT(4.874106,52.351534)";"POINT(52.351534,4.874106)";4.874106;52.351534;
6583;"kantoor";0;"0363010000785511";"Dijsselhofplantsoen 6";0;"woonfunctie|kantoorfunctie";"kantoor";"Kantoren";"K";495;0;0;"POINT(4.87606,52.351345)";"POINT(52.351345,4.87606)";4.87606;52.351345;
6584;"hotel / motel";0;"0363010000623425";"Dijsselhofplantsoen 7";0;"bijeenkomstfunctie";"hotel / motel";"Logies";"L";7730;0;0;"POINT(4.874007,52.351174)";"POINT(52.351174,4.874007)";4.874007;52.351174;
6585;"algemeen voortgezet onderwijs";0;"0363010000623646";"Dintelstraat 11";0;"onderwijsfunctie";"algemeen voortgezet onderwijs  (MAVO / HAVO /";"Onderwijs";"O";0;0;0;"POINT(4.893316,52.345118)";"POINT(52.345118,4.893316)";4.893316;52.345118;
6586;"kantoor";0;"0363010000623841";"Dintelstraat 118";0;"winkelfunctie";"kantoor";"Kantoren";"K";86;0;0;"POINT(4.894491,52.342435)";"POINT(52.342435,4.894491)";4.894491;52.342435;
6587;"winkel";0;"0363010000623842";"Dintelstraat 120";0;"winkelfunctie";"winkel";"Detailhandel";"D";86;0;0;"POINT(4.894788,52.342122)";"POINT(52.342122,4.894788)";4.894788;52.342122;
6588;"kerk";0;"0363010012061305";"Dintelstraat 134";0;"bijeenkomstfunctie";"kerk";"Religie";"R";1060;0;0;"POINT(4.895133,52.34144)";"POINT(52.34144,4.895133)";4.895133;52.34144;
6589;"algemeen voortgezet onderwijs";0;"0363010000623651";"Dintelstraat 15";0;"onderwijsfunctie";"algemeen voortgezet onderwijs  (MAVO / HAVO /";"Onderwijs";"O";6163;0;0;"POINT(4.893176,52.344587)";"POINT(52.344587,4.893176)";4.893176;52.344587;
6590;"kantoor";0;"0363010000944226";"Dintelstraat 176";0;"kantoorfunctie";"kantoor";"Kantoren";"K";150;0;0;"POINT(4.89515,52.341189)";"POINT(52.341189,4.89515)";4.89515;52.341189;
6591;"algemeen voortgezet onderwijs";0;"0363010000623636";"Dintelstraat 5";0;"onderwijsfunctie";"algemeen voortgezet onderwijs  (MAVO / HAVO /";"Onderwijs";"O";0;0;0;"POINT(4.893221,52.345746)";"POINT(52.345746,4.893221)";4.893221;52.345746;
6592;"praktijkruimte";0;"0363010000623738";"Dintelstraat 60";0;"gezondheidszorgfunctie|kantoorfunctie";"praktijkruimte";"Zorg";"Z";1839;0;0;"POINT(4.892928,52.344406)";"POINT(52.344406,4.892928)";4.892928;52.344406;
6593;"algemeen voortgezet onderwijs";0;"0363010000623640";"Dintelstraat 7";0;"onderwijsfunctie";"algemeen voortgezet onderwijs  (MAVO / HAVO /";"Onderwijs";"O";0;0;0;"POINT(4.893412,52.345738)";"POINT(52.345738,4.893412)";4.893412;52.345738;
6594;"algemeen voortgezet onderwijs";0;"0363010000623644";"Dintelstraat 9";0;"onderwijsfunctie";"algemeen voortgezet onderwijs  (MAVO / HAVO /";"Onderwijs";"O";0;0;0;"POINT(4.893477,52.345145)";"POINT(52.345145,4.893477)";4.893477;52.345145;
6595;"kantoor";0;"0363010000624117";"Dirk Sonoystraat 1";0;"industriefunctie";"kantoor";"Kantoren";"K";210;0;0;"POINT(4.80595,52.378074)";"POINT(52.378074,4.80595)";4.80595;52.378074;
6596;"wijk- / buurtcentrum";0;"0363010000624243";"Dirk Sonoystraat 155";0;"sportfunctie";"wijk- / buurtcentrum";"Wijk / buurtcentrum";"G";222;0;0;"POINT(4.804438,52.378049)";"POINT(52.378049,4.804438)";4.804438;52.378049;
6597;"overige gebruiksfunctie";0;"0363010012131709";"Dirk Sonoystraat 194";0;"overige gebruiksfunctie";"";"Onduidelijke functie";"Q";15;0;0;"POINT(4.803905,52.378316)";"POINT(52.378316,4.803905)";4.803905;52.378316;
6598;"kantoor";0;"0363010001008485";"Dirk Sonoystraat 3";0;"winkelfunctie";"kantoor";"Kantoren";"K";0;0;0;"POINT(4.805862,52.378065)";"POINT(52.378065,4.805862)";4.805862;52.378065;
6599;"kantoor";0;"0363010000624120";"Dirk Sonoystraat 5";0;"industriefunctie";"kantoor";"Kantoren";"K";0;0;0;"POINT(4.805788,52.378065)";"POINT(52.378065,4.805788)";4.805788;52.378065;
6600;"kantoor";0;"0363010000624122";"Dirk Sonoystraat 7";0;"industriefunctie";"kantoor";"Kantoren";"K";0;0;0;"POINT(4.8057,52.378064)";"POINT(52.378064,4.8057)";4.8057;52.378064;
6601;"kantoor";0;"0363010000624124";"Dirk Sonoystraat 9";0;"industriefunctie";"kantoor";"Kantoren";"K";0;0;0;"POINT(4.805598,52.378064)";"POINT(52.378064,4.805598)";4.805598;52.378064;
6602;"atelier / werkruimte";0;"0363010000624321";"Dirk van Hasseltssteeg 1";0;"overige gebruiksfunctie";"atelier / werkruimte";"Atelier / werkruimte";"F";21;0;0;"POINT(4.894885,52.375754)";"POINT(52.375754,4.894885)";4.894885;52.375754;
6603;"café / bar / restaurant";0;"0363010000784286";"Dirk van Hasseltssteeg 36";0;"bijeenkomstfunctie";"café / bar / restaurant";"Horeca";"H";0;0;0;"POINT(4.8939,52.375822)";"POINT(52.375822,4.8939)";4.8939;52.375822;
6604;"atelier / werkruimte";0;"0363010001040762";"Dirk van Hasseltssteeg 4";0;"overige gebruiksfunctie";"atelier / werkruimte";"Atelier / werkruimte";"F";80;0;0;"POINT(4.894855,52.375835)";"POINT(52.375835,4.894855)";4.894855;52.375835;
6605;"winkel";0;"0363010000953878";"Dirk van Hasseltssteeg 47";0;"winkelfunctie";"winkel";"Detailhandel";"D";35;0;0;"POINT(4.893652,52.375704)";"POINT(52.375704,4.893652)";4.893652;52.375704;
6606;"kantoor";0;"0363010012061038";"Dirk van Hasseltssteeg 9/H";0;"kantoorfunctie";"kantoor";"Kantoren";"K";40;0;0;"POINT(4.894723,52.375753)";"POINT(52.375753,4.894723)";4.894723;52.375753;
6607;"atelier / werkruimte";0;"0363010000624440";"Discusstraat 14";0;"industriefunctie";"atelier / werkruimte";"Atelier / werkruimte";"F";43;0;0;"POINT(4.860478,52.346001)";"POINT(52.346001,4.860478)";4.860478;52.346001;
6608;"kantoor";0;"0363010000624441";"Discusstraat 15";0;"kantoorfunctie";"kantoor";"Kantoren";"K";315;0;0;"POINT(4.860814,52.346119)";"POINT(52.346119,4.860814)";4.860814;52.346119;
6609;"atelier / werkruimte";0;"0363010000624442";"Discusstraat 16";0;"industriefunctie";"atelier / werkruimte";"Atelier / werkruimte";"F";19;0;0;"POINT(4.860566,52.345974)";"POINT(52.345974,4.860566)";4.860566;52.345974;
6610;"kantoor";0;"0363010000624443";"Discusstraat 17";0;"kantoorfunctie";"kantoor";"Kantoren";"K";0;0;0;"POINT(4.860843,52.346092)";"POINT(52.346092,4.860843)";4.860843;52.346092;
6611;"industriefunctie";0;"0363010001012143";"Disketteweg 10";0;"industriefunctie";"overig bedrijf";"Bedrijven";"B";1300;0;0;"POINT(4.874088,52.412865)";"POINT(52.412865,4.874088)";4.874088;52.412865;
6612;"industriefunctie";0;"0363010001012137";"Disketteweg 11";0;"industriefunctie";"overig bedrijf";"Bedrijven";"B";1114;0;0;"POINT(4.874125,52.413413)";"POINT(52.413413,4.874125)";4.874125;52.413413;
6613;"industriefunctie";0;"0363010001012927";"Disketteweg 13";0;"industriefunctie";"overig bedrijf";"Bedrijven";"B";525;0;0;"POINT(4.874431,52.413702)";"POINT(52.413702,4.874431)";4.874431;52.413702;
6614;"opslag / distributie";0;"0363010001015483";"Disketteweg 14";0;"industriefunctie";"opslag / distributie";"Opslag en distributie";"E";4600;0;0;"POINT(4.874672,52.413173)";"POINT(52.413173,4.874672)";4.874672;52.413173;
6615;"industriefunctie";0;"0363010001012928";"Disketteweg 15";0;"industriefunctie";"overig bedrijf";"Bedrijven";"B";504;0;0;"POINT(4.874606,52.413829)";"POINT(52.413829,4.874606)";4.874606;52.413829;
6616;"industriefunctie";0;"0363010001012138";"Disketteweg 17";0;"industriefunctie";"overig bedrijf";"Bedrijven";"B";245;0;0;"POINT(4.874722,52.41391)";"POINT(52.41391,4.874722)";4.874722;52.41391;
6617;"industriefunctie";0;"0363010001012139";"Disketteweg 19";0;"industriefunctie";"overig bedrijf";"Bedrijven";"B";709;0;0;"POINT(4.874956,52.414064)";"POINT(52.414064,4.874956)";4.874956;52.414064;
6618;"opslag / distributie";0;"0363010001001812";"Disketteweg 21";0;"industriefunctie";"opslag / distributie";"Opslag en distributie";"E";960;0;0;"POINT(4.875318,52.414479)";"POINT(52.414479,4.875318)";4.875318;52.414479;
6619;"kantoor";0;"0363010003702431";"Disketteweg 3";0;"overige gebruiksfunctie";"kantoor";"Kantoren";"K";1360;0;0;"POINT(4.873265,52.41278)";"POINT(52.41278,4.873265)";4.873265;52.41278;
6620;"opslag / distributie";0;"0363010001012142";"Disketteweg 30";0;"industriefunctie";"opslag / distributie";"Opslag en distributie";"E";703;0;0;"POINT(4.875646,52.414085)";"POINT(52.414085,4.875646)";4.875646;52.414085;
6621;"industriefunctie";0;"0363010001012145";"Disketteweg 4";0;"industriefunctie";"overig bedrijf";"Bedrijven";"B";1478;0;0;"POINT(4.873578,52.41244)";"POINT(52.41244,4.873578)";4.873578;52.41244;
6622;"industriefunctie";0;"0363010001012929";"Disketteweg 9";0;"industriefunctie";"overig bedrijf";"Bedrijven";"B";2203;0;0;"POINT(4.873555,52.413141)";"POINT(52.413141,4.873555)";4.873555;52.413141;
6623;"brandweerkazerne";0;"0363010001035955";"Displaystraat 1";0;"kantoorfunctie";"brandweerkazerne";"Bedrijven";"B";1055;1;0;"POINT(4.889579,52.406271)";"POINT(52.406271,4.889579)";4.889579;52.406271;
