OBJECTNUMMER;SELECTIE;Nederlandse_naam;Wetenschappelijke_naam;Kademuur;Beschermd;Rode_lijst;Water;Straat;Brugnummer;Aantal_in_2009;Aantal_in_2010;Aantal_in_2011;Aantal_in_2012;Aantal_in_2013;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
1222;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Entropothaven";"Borneokade";"";"2";"2";"2";"2";"4";"POINT(4.9476402,52.3712012)";"POINT(52.3712012,4.9476402)";4.9476402;52.3712012;
1223;"NB_600";"Spoorbloem";"Centranthus ruber";"Ja";"";"";"Entropothaven";"Borneokade";"";"3";"6";"7";"2";"6";"POINT(4.9476688,52.3712012)";"POINT(52.3712012,4.9476688)";4.9476688;52.3712012;
1224;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Het IJ";"Surinamekade";"";"3";"5";"5";"8";"9";"POINT(4.947736,52.3778426)";"POINT(52.3778426,4.947736)";4.947736;52.3778426;
1225;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Ertshaven";"Ertskade";"";"";"";"1";"1";"1";"POINT(4.9477632,52.3750655)";"POINT(52.3750655,4.9477632)";4.9477632;52.3750655;
1226;"NB_600";"Spoorbloem";"Centranthus ruber";"Ja";"";"";"Entropothaven";"Borneokade";"";"";"";"";"";"5";"POINT(4.9478161,52.3712164)";"POINT(52.3712164,4.9478161)";4.9478161;52.3712164;
1227;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Het IJ";"Surinamekade";"";"1";"1";"1";"2";"1";"POINT(4.9478972,52.3778502)";"POINT(52.3778502,4.9478972)";4.9478972;52.3778502;
1228;"BE_826";"Blaasvaren";"Cystopteris fragilis";"Ja";"F2";"BE";"Entrepothaven";"Zeeburgerkade-Oost";"";"1";"";"1";"";"";"POINT(4.9480388,52.3694045)";"POINT(52.3694045,4.9480388)";4.9480388;52.3694045;
1229;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Het IJ";"Surinamekade";"";"2";"3";"4";"8";"10";"POINT(4.9479711,52.3778502)";"POINT(52.3778502,4.9479711)";4.9479711;52.3778502;
1230;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Entrepothaven";"Zeeburgerkade-Oost";"";"";"1";"";"";"";"POINT(4.9481418,52.3694045)";"POINT(52.3694045,4.9481418)";4.9481418;52.3694045;
1231;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Spoorwegbassin";"Stuurmankade";"";"";"";"";"";"1";"POINT(4.9481699,52.3724944)";"POINT(52.3724944,4.9481699)";4.9481699;52.3724944;
1232;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Entropothaven";"Borneokade";"";"17";"9";"6";"6";"8";"POINT(4.9481971,52.371266)";"POINT(52.371266,4.9481971)";4.9481971;52.371266;
1233;"NB_990";"Muurfijnstraal";"Erigeron karvinskianus";"Ja";"";"";"Het IJ";"Surinamekade";"";"8";"";"0 exemplaren";"5";"0 exemplaren";"POINT(4.9481471,52.3778502)";"POINT(52.3778502,4.9481471)";4.9481471;52.3778502;
1234;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Het IJ";"Surinamekade";"";"";"";"";"4";"2";"POINT(4.9481471,52.3778502)";"POINT(52.3778502,4.9481471)";4.9481471;52.3778502;
1235;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Het IJ";"Surinamekade";"";"1";"";"";"2";"1";"POINT(4.9481909,52.3778617)";"POINT(52.3778617,4.9481909)";4.9481909;52.3778617;
1236;"BE_826";"Blaasvaren";"Cystopteris fragilis";"Ja";"F2";"BE";"Entrepothaven";"Zeeburgerkade-Oost";"";"0 exemplaren";"6";"6";"";"";"POINT(4.948333,52.3694045)";"POINT(52.3694045,4.948333)";4.948333;52.3694045;
1237;"BE_826";"Blaasvaren";"Cystopteris fragilis";"Ja";"F2";"BE";"Entrepothaven";"Zeeburgerkade-Oost";"";"4";"8";"3";"";"";"POINT(4.9484508,52.3694045)";"POINT(52.3694045,4.9484508)";4.9484508;52.3694045;
1238;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Het IJ";"Surinamekade";"";"4";"3";"14";"17";"17";"POINT(4.948396,52.3778617)";"POINT(52.3778617,4.948396)";4.948396;52.3778617;
1239;"NB_990";"Muurfijnstraal";"Erigeron karvinskianus";"Ja";"";"";"Het IJ";"Surinamekade";"";"28";"35";"65";"50";"112";"POINT(4.948499,52.3778617)";"POINT(52.3778617,4.948499)";4.948499;52.3778617;
1240;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Entropothaven";"Borneokade";"";"2";"2";"2";"2";"5";"POINT(4.9486811,52.3713194)";"POINT(52.3713194,4.9486811)";4.9486811;52.3713194;
1241;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Het IJ";"Surinamekade";"";"40";"45";"30";"52";"68";"POINT(4.948663,52.377629)";"POINT(52.377629,4.948663)";4.948663;52.377629;
1242;"NB_600";"Spoorbloem";"Centranthus ruber";"Ja";"";"";"Entropothaven";"Borneokade";"";"20";"30";"50";"15";"21";"POINT(4.9489162,52.3713461)";"POINT(52.3713461,4.9489162)";4.9489162;52.3713461;
1243;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Entrepothaven";"Zeeburgerkade-Oost";"";"1";"1";"1";"";"";"POINT(4.9490378,52.3694083)";"POINT(52.3694083,4.9490378)";4.9490378;52.3694083;
1244;"NB_600";"Spoorbloem";"Centranthus ruber";"Ja";"";"";"Entropothaven";"Borneokade";"";"8";"12";"20";"3";"9";"POINT(4.949136,52.3713652)";"POINT(52.3713652,4.949136)";4.949136;52.3713652;
1245;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Spoorwegbassin";"Stuurmankade";"";"3";"";"3";"1";"1";"POINT(4.9493291,52.3726279)";"POINT(52.3726279,4.9493291)";4.9493291;52.3726279;
1246;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Spoorwegbassin";"Stuurmankade";"";"2";"";"";"0 exemplaren";"0 exemplaren";"POINT(4.949373,52.3726279)";"POINT(52.3726279,4.949373)";4.949373;52.3726279;
1247;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Spoorwegbassin";"Stuurmankade";"";"";"";"1";"1";"1";"POINT(4.9494908,52.3726431)";"POINT(52.3726431,4.9494908)";4.9494908;52.3726431;
1248;"NB_600";"Spoorbloem";"Centranthus ruber";"Ja";"";"";"Entropothaven";"Borneokade";"";"7";"9";"20";"25";"35";"POINT(4.949928,52.3714491)";"POINT(52.3714491,4.949928)";4.949928;52.3714491;
1249;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Entropothaven";"Borneokade";"";"";"";"";"";"2";"POINT(4.950515,52.3715254)";"POINT(52.3715254,4.950515)";4.950515;52.3715254;
1250;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Spoorwegbassin";"Stuurmankade";"";"";"";"";"1";"1";"POINT(4.9505608,52.3727652)";"POINT(52.3727652,4.9505608)";4.9505608;52.3727652;
1251;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Entropothaven";"Borneokade";"";"3";"3";"6";"8";"30";"POINT(4.9506171,52.3715331)";"POINT(52.3715331,4.9506171)";4.9506171;52.3715331;
1252;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Spoorwegbassin";"Stuurmankade";"";"";"";"";"";"1";"POINT(4.9506352,52.3727652)";"POINT(52.3727652,4.9506352)";4.9506352;52.3727652;
1253;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Spoorwegbassin";"Stuurmankade";"";"1";"";"1";"1";"1";"POINT(4.9506929,52.3727767)";"POINT(52.3727767,4.9506929)";4.9506929;52.3727767;
1254;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Entrepothaven";"Zeeburgerkade-Oost";"";"";"1";"1";"";"";"POINT(4.9509022,52.3694235)";"POINT(52.3694235,4.9509022)";4.9509022;52.3694235;
1255;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Entropothaven";"Borneokade";"";"3";"3";"5";"11";"30";"POINT(4.9510138,52.3715712)";"POINT(52.3715712,4.9510138)";4.9510138;52.3715712;
1256;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Entropothaven";"Borneokade";"";"5";"10";"10";"9";"9";"POINT(4.951102,52.3715827)";"POINT(52.3715827,4.951102)";4.951102;52.3715827;
1257;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Binnenhaven";"Stokerkade";"";"4";"";"2";"";"14";"POINT(4.9512579,52.3720671)";"POINT(52.3720671,4.9512579)";4.9512579;52.3720671;
1258;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Binnenhaven";"Stokerkade";"";"";"";"";"1";"1";"POINT(4.951288,52.3720671)";"POINT(52.3720671,4.951288)";4.951288;52.3720671;
1259;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Spoorwegbassin";"Stuurmankade";"";"";"";"1";"";"0 exemplaren";"POINT(4.9512951,52.3728415)";"POINT(52.3728415,4.9512951)";4.9512951;52.3728415;
1260;"NB_990";"Muurfijnstraal";"Erigeron karvinskianus";"Ja";"";"";"Entropothaven";"Borneokade";"";"10";"16";"50";"23";"30";"POINT(4.9513218,52.3716094)";"POINT(52.3716094,4.9513218)";4.9513218;52.3716094;
1261;"NB_990";"Muurfijnstraal";"Erigeron karvinskianus";"Ja";"";"";"Entropothaven";"Borneokade";"";"1";"1";"15";"12";"30";"POINT(4.951453,52.3716284)";"POINT(52.3716284,4.951453)";4.951453;52.3716284;
1262;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Entropothaven";"Borneokade";"";"26";"34";"40";"46";"45";"POINT(4.9515421,52.3716361)";"POINT(52.3716361,4.9515421)";4.9515421;52.3716361;
1263;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Entrepothaven";"Zeeburgerkade-Oost";"";"";"1";"";"";"";"POINT(4.9516952,52.369435)";"POINT(52.369435,4.9516952)";4.9516952;52.369435;
1264;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Spoorwegbassin";"P. Dijkstraplein";"";"";"";"";"1";"1";"POINT(4.951781,52.3726622)";"POINT(52.3726622,4.951781)";4.951781;52.3726622;
1265;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Spoorwegbassin";"Scheepstimmermanstraat";"";"";"";"";"1";"0 exemplaren";"POINT(4.9519732,52.3725173)";"POINT(52.3725173,4.9519732)";4.9519732;52.3725173;
1266;"NB_2638";"Moerasvaren";"Thelypteris palustris";"Ja";"";"";"Entrepothaven";"Zeeburgerkade-Oost";"";"";"1";"0 exemplaren";"";"";"POINT(4.9527962,52.3694388)";"POINT(52.3694388,4.9527962)";4.9527962;52.3694388;
1267;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Entrepothaven";"Zeeburgerkade-Oost";"";"";"1";"1";"";"";"POINT(4.9530761,52.3694045)";"POINT(52.3694045,4.9530761)";4.9530761;52.3694045;
1268;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Ringvaart (van de Watergraafsmeer)";"Brug Middenweg";"189";"1";"";"1";"";"1";"POINT(4.9284508,52.3553435)";"POINT(52.3553435,4.9284508)";4.9284508;52.3553435;
1269;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"IJhaven";"Javakade";"";"1";"2";"1";"1";"1";"POINT(4.9284508,52.3780104)";"POINT(52.3780104,4.9284508)";4.9284508;52.3780104;
1270;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"IJhaven";"Javakade";"";"1";"1";"1";"1";"1";"POINT(4.9285839,52.3779837)";"POINT(52.3779837,4.9285839)";4.9285839;52.3779837;
1271;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Het IJ";"Sumatrakade";"";"";"";"";"";"4";"POINT(4.9285862,52.3792235)";"POINT(52.3792235,4.9285862)";4.9285862;52.3792235;
1272;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Het IJ";"Sumatrakade";"";"4";"4";"4";"";"1";"POINT(4.9286449,52.3792159)";"POINT(52.3792159,4.9286449)";4.9286449;52.3792159;
1273;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"IJhaven";"Veemkade";"";"3";"";"1";"1";"2";"POINT(4.928766,52.3759619)";"POINT(52.3759619,4.928766)";4.928766;52.3759619;
1274;"NB_1074";"Vijgenboom";"Ficus carica";"Ja";"";"";"Nieuwe Vaart";"Nieuwe Vaart";"";"1";"";"1";"0 exemplaren";"1";"POINT(4.9288881,52.3670584)";"POINT(52.3670584,4.9288881)";4.9288881;52.3670584;
1275;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Het IJ";"Sumatrakade";"";"2";"3";"3";"5";"3";"POINT(4.9288509,52.3791815)";"POINT(52.3791815,4.9288509)";4.9288509;52.3791815;
1276;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Het IJ";"Sumatrakade";"";"";"";"";"";"1";"POINT(4.9288652,52.3791701)";"POINT(52.3791701,4.9288652)";4.9288652;52.3791701;
1277;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Het IJ";"Sumatrakade";"";"5";"6";"6";"8";"1";"POINT(4.9294832,52.3790747)";"POINT(52.3790747,4.9294832)";4.9294832;52.3790747;
1278;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Het IJ";"Sumatrakade";"";"1";"1";"1";"2";"0 exemplaren";"POINT(4.9295571,52.3790671)";"POINT(52.3790671,4.9295571)";4.9295571;52.3790671;
1279;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Het IJ";"Sumatrakade";"";"1";"1";"1";"1";"1";"POINT(4.9296162,52.3790595)";"POINT(52.3790595,4.9296162)";4.9296162;52.3790595;
1280;"BE_284";"Zwartsteel";"Asplenium adiantum-nigrum";"Ja";"F2";"";"Het IJ";"Sumatrakade";"";"0 exemplaren";"";"0 exemplaren";"0 exemplaren";"1";"POINT(4.92963,52.3790404)";"POINT(52.3790404,4.92963)";4.92963;52.3790404;
1281;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Het IJ";"Sumatrakade";"";"6";"11";"12";"14";"15";"POINT(4.9297039,52.3790404)";"POINT(52.3790404,4.9297039)";4.9297039;52.3790404;
1282;"NB_990";"Muurfijnstraal";"Erigeron karvinskianus";"Ja";"";"";"Het IJ";"Sumatrakade";"";"3";"4";"3";"3";"0 exemplaren";"POINT(4.9297631,52.3790213)";"POINT(52.3790213,4.9297631)";4.9297631;52.3790213;
1283;"NB_990";"Muurfijnstraal";"Erigeron karvinskianus";"Ja";"";"";"IJhaven";"Javakade";"";"1";"2";"2";"1";"1";"POINT(4.9298198,52.3777663)";"POINT(52.3777663,4.9298198)";4.9298198;52.3777663;
1284;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Het IJ";"Sumatrakade";"";"2";"3";"3";"1";"11";"POINT(4.9298222,52.3790137)";"POINT(52.3790137,4.9298222)";4.9298222;52.3790137;
1285;"NB_990";"Muurfijnstraal";"Erigeron karvinskianus";"Ja";"";"";"IJhaven";"Javakade";"";"1";"3";"12";"10";"22";"POINT(4.929908,52.3777472)";"POINT(52.3777472,4.929908)";4.929908;52.3777472;
1286;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Het IJ";"Sumatrakade";"";"";"";"";"";"1";"POINT(4.9299099,52.3789984)";"POINT(52.3789984,4.9299099)";4.9299099;52.3789984;
1287;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Het IJ";"Sumatrakade";"";"";"";"";"8";"6";"POINT(4.9299829,52.3789794)";"POINT(52.3789794,4.9299829)";4.9299829;52.3789794;
1288;"NB_990";"Muurfijnstraal";"Erigeron karvinskianus";"Ja";"";"";"IJhaven";"Javakade";"";"8";"15";"20";"23";"29";"POINT(4.9300549,52.3777205)";"POINT(52.3777205,4.9300549)";4.9300549;52.3777205;
1289;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Het IJ";"Sumatrakade";"";"";"";"";"2";"1";"POINT(4.930042,52.3789717)";"POINT(52.3789717,4.930042)";4.930042;52.3789717;
1290;"NB_990";"Muurfijnstraal";"Erigeron karvinskianus";"Ja";"";"";"IJhaven";"Javakade";"";"25";"35";"30";"27";"50";"POINT(4.9301288,52.3777129)";"POINT(52.3777129,4.9301288)";4.9301288;52.3777129;
1291;"NB_990";"Muurfijnstraal";"Erigeron karvinskianus";"Ja";"";"";"IJhaven";"Javakade";"";"2";"6";"7";"4";"14";"POINT(4.9302461,52.3776938)";"POINT(52.3776938,4.9302461)";4.9302461;52.3776938;
1292;"NB_990";"Muurfijnstraal";"Erigeron karvinskianus";"Ja";"";"";"IJhaven";"Javakade";"";"0 exemplaren";"";"1";"";"0 exemplaren";"POINT(4.9303639,52.3776785)";"POINT(52.3776785,4.9303639)";4.9303639;52.3776785;
1293;"NB_990";"Muurfijnstraal";"Erigeron karvinskianus";"Ja";"";"";"IJhaven";"Javakade";"";"2";"3";"9";"12";"25";"POINT(4.9304669,52.3776518)";"POINT(52.3776518,4.9304669)";4.9304669;52.3776518;
1294;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"IJhaven";"Javakade";"";"3";"3";"3";"4";"4";"POINT(4.9304821,52.3776518)";"POINT(52.3776518,4.9304821)";4.9304821;52.3776518;
1295;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"IJhaven";"Javakade";"";"2";"2";"3";"2";"5";"POINT(4.9305999,52.3776251)";"POINT(52.3776251,4.9305999)";4.9305999;52.3776251;
1296;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Afwateringstocht";"Fizeaustraat";"267";"7";"";"";"";"";"POINT(4.9310348,52.3423773)";"POINT(52.3423773,4.9310348)";4.9310348;52.3423773;
1297;"NB_600";"Spoorbloem";"Centranthus ruber";"Ja";"";"";"IJhaven";"Javakade";"";"";"";"";"";"1";"POINT(4.9308498,52.3775908)";"POINT(52.3775908,4.9308498)";4.9308498;52.3775908;
1298;"NB_600";"Spoorbloem";"Centranthus ruber";"Ja";"";"";"IJhaven";"Javakade";"";"2";"1";"4";"5";"6";"POINT(4.9309089,52.3775717)";"POINT(52.3775717,4.9309089)";4.9309089;52.3775717;
1299;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Het IJ";"Sumatrakade";"";"1";"1";"1";"1";"1";"POINT(4.9309838,52.3788115)";"POINT(52.3788115,4.9309838)";4.9309838;52.3788115;
1300;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"IJhaven";"Veemkade";"";"0 exemplaren";"";"0 exemplaren";"1";"0 exemplaren";"POINT(4.9310319,52.375569)";"POINT(52.375569,4.9310319)";4.9310319;52.375569;
1301;"NB_600";"Spoorbloem";"Centranthus ruber";"Ja";"";"";"IJhaven";"Javakade";"";"";"";"";"1";"2";"POINT(4.9310558,52.377545)";"POINT(52.377545,4.9310558)";4.9310558;52.377545;
1302;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Het IJ";"Sumatrakade";"";"";"";"";"";"1";"POINT(4.9310572,52.3787924)";"POINT(52.3787924,4.9310572)";4.9310572;52.3787924;
1303;"NB_600";"Spoorbloem";"Centranthus ruber";"Ja";"";"";"IJhaven";"Javakade";"";"";"";"";"";"1";"POINT(4.9312618,52.3775107)";"POINT(52.3775107,4.9312618)";4.9312618;52.3775107;
1304;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Lozingskanaal";"Zeeburgerdijk";"NS/39";"";"";"1";"";"0 exemplaren";"POINT(4.9314778,52.3664023)";"POINT(52.3664023,4.9314778)";4.9314778;52.3664023;
1305;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"IJhaven";"Veemkade";"";"";"";"1";"1";"0 exemplaren";"POINT(4.9315031,52.3754813)";"POINT(52.3754813,4.9315031)";4.9315031;52.3754813;
1306;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Lozingskanaal";"Zeeburgerpad";"NS/39";"1";"";"1";"";"1";"POINT(4.932018,52.3667266)";"POINT(52.3667266,4.932018)";4.932018;52.3667266;
1307;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Nieuwe Vaart";"Cruquiuskade";"37";"7";"";"5";"7";"3";"POINT(4.932071,52.367356)";"POINT(52.367356,4.932071)";4.932071;52.367356;
1308;"NB_990";"Muurfijnstraal";"Erigeron karvinskianus";"Ja";"";"";"IJhaven";"Javakade";"";"6";"10";"8";"";"2";"POINT(4.932071,52.3773696)";"POINT(52.3773696,4.932071)";4.932071;52.3773696;
1309;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Lozingskanaal";"Zeeburgerpad";"328";"7";"";"3";"";"0 exemplaren";"POINT(4.9323561,52.3667304)";"POINT(52.3667304,4.9323561)";4.9323561;52.3667304;
1310;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Het IJ";"Sumatrakade";"";"";"";"";"1";"1";"POINT(4.9324109,52.3785674)";"POINT(52.3785674,4.9324109)";4.9324109;52.3785674;
1311;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"IJhaven";"Veemkade";"";"6";"8";"13";"12";"13";"POINT(4.9326942,52.3752677)";"POINT(52.3752677,4.9326942)";4.9326942;52.3752677;
1312;"BE_288";"Tongvaren";"Asplenium scolopendrium";"Ja";"F2";"";"Het IJ";"Sumatrakade";"";"";"";"";"1";"1";"POINT(4.9326909,52.3785025)";"POINT(52.3785025,4.9326909)";4.9326909;52.3785025;
1313;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"IJhaven";"Veemkade";"";"0 exemplaren";"";"1";"2";"0 exemplaren";"POINT(4.9329002,52.375241)";"POINT(52.375241,4.9329002)";4.9329002;52.375241;
1314;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"IJhaven";"Veemkade";"";"0 exemplaren";"";"0 exemplaren";"1";"0 exemplaren";"POINT(4.9335768,52.3751265)";"POINT(52.3751265,4.9335768)";4.9335768;52.3751265;
1315;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"IJhaven";"Javakade";"";"2";"1";"1";"2";"2";"POINT(4.9343359,52.3769843)";"POINT(52.3769843,4.9343359)";4.9343359;52.3769843;
1316;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"IJhaven";"Veemkade";"";"0 exemplaren";"";"0 exemplaren";"1";"0 exemplaren";"POINT(4.9346211,52.3749434)";"POINT(52.3749434,4.9346211)";4.9346211;52.3749434;
1317;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"IJhaven";"Veemkade";"";"";"";"";"";"2";"POINT(4.934901,52.3749014)";"POINT(52.3749014,4.934901)";4.934901;52.3749014;
1318;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"IJhaven";"Veemkade";"";"1";"1";"1";"6";"0 exemplaren";"POINT(4.9349739,52.3748824)";"POINT(52.3748824,4.9349739)";4.9349739;52.3748824;
1319;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Het IJ";"Sumatrakade";"";"1";"1";"1";"1";"1";"POINT(4.9350302,52.3781096)";"POINT(52.3781096,4.9350302)";4.9350302;52.3781096;
1320;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"IJhaven";"Veemkade";"";"0 exemplaren";"";"6";"12";"6";"POINT(4.9354012,52.3748023)";"POINT(52.3748023,4.9354012)";4.9354012;52.3748023;
1321;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"IJhaven";"Veemkade";"";"6";"3";"1";"5";"10";"POINT(4.9354451,52.3748023)";"POINT(52.3748023,4.9354451)";4.9354451;52.3748023;
1322;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"IJhaven";"Veemkade";"";"16";"12";"6";"30";"39";"POINT(4.9355328,52.3747832)";"POINT(52.3747832,4.9355328)";4.9355328;52.3747832;
1323;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"IJhaven";"Veemkade";"";"7";"7";"11";"18";"14";"POINT(4.9358571,52.3747336)";"POINT(52.3747336,4.9358571)";4.9358571;52.3747336;
1324;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"IJhaven";"Veemkade";"";"11";"8";"0 exemplaren";"10";"6";"POINT(4.9359748,52.3747069)";"POINT(52.3747069,4.9359748)";4.9359748;52.3747069;
1325;"NB_990";"Muurfijnstraal";"Erigeron karvinskianus";"Ja";"";"";"Het IJ";"Sumatrakade";"";"";"";"";"";"1";"POINT(4.9360301,52.3779341)";"POINT(52.3779341,4.9360301)";4.9360301;52.3779341;
1326;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"IJhaven";"Veemkade";"";"10";"7";"0 exemplaren";"14";"12";"POINT(4.936269,52.3746611)";"POINT(52.3746611,4.936269)";4.936269;52.3746611;
1327;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"IJhaven";"Veemkade";"";"1";"2";"1";"14";"9";"POINT(4.9363868,52.3746344)";"POINT(52.3746344,4.9363868)";4.9363868;52.3746344;
1328;"NB_990";"Muurfijnstraal";"Erigeron karvinskianus";"Ja";"";"";"Het IJ";"Sumatrakade";"";"7";"13";"7";"1";"5";"POINT(4.9364269,52.3778617)";"POINT(52.3778617,4.9364269)";4.9364269;52.3778617;
1329;"NB_990";"Muurfijnstraal";"Erigeron karvinskianus";"Ja";"";"";"Het IJ";"Sumatrakade";"";"20";"27";"7";"1";"3";"POINT(4.9365008,52.377854)";"POINT(52.377854,4.9365008)";4.9365008;52.377854;
1330;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"Het IJ";"Sumatrakade";"";"";"";"";"";"2";"POINT(4.9365299,52.3778464)";"POINT(52.3778464,4.9365299)";4.9365299;52.3778464;
1331;"NB_990";"Muurfijnstraal";"Erigeron karvinskianus";"Ja";"";"";"Het IJ";"Sumatrakade";"";"5";"7";"11";"1";"3";"POINT(4.9366329,52.3778197)";"POINT(52.3778197,4.9366329)";4.9366329;52.3778197;
1332;"BE_290";"Steenbreekvaren";"Asplenium trichomanes";"Ja";"F2";"";"IJhaven";"Veemkade";"";"33";"24";"43";"130";"101";"POINT(4.936681,52.3745848)";"POINT(52.3745848,4.936681)";4.936681;52.3745848;
